Data_Notificacao,Infectados,Precipitacao,Evaporacao,Umidade,Temp_Maxima,Temp_Media,Temp_Minima,Insolacao,Vel_Media,IDH,Populacao
13/05/2009,30,0,1.5,88.5,30.4,26.4,23.6,4,0.6,747,2431482
14/05/2009,26,1.8,1.5,85.5,30.7,26.48,23.1,8.1,1.966667,748,2432090
15/05/2009,22,1.4,1.5,87,31.5,26.48,23.6,4.7,1.8,748,2432090
16/05/2009,28,0,1.8,84,31.5,26.82,23.4,6.8,0.852587,748,2432090
17/05/2009,22,0,1.9,87.75,31.3,26.48,23.7,5.5,1.633333,748,2432090
18/05/2009,22,10.4,2.2,94.25,27.8,25.3,23.7,0,0.866667,748,2432090
19/05/2009,12,5.2,0.6,88.25,28.9,25.42,23.4,1,1.233333,748,2432090
20/05/2009,33,0,1.1,85.25,31.8,26.3,22.9,5.5,1.633333,748,2432090
21/05/2009,18,73.8,1.5,96.75,27.9,24.76,22.4,0,1.2,748,2432699
22/05/2009,12,1.3,0.9,90.5,29.3,25.52,23.2,0.6,1.9,748,2432699
23/05/2009,18,17.4,1.1,97,26.3,24.62,23.4,0,1.1,748,2432699
24/05/2009,8,12.8,0.4,86.75,30.3,26.24,23.4,4.9,1.533333,748,2432699
25/05/2009,18,38.4,2.2,93,26.9,25.5,24.4,0,1,748,2432699
26/05/2009,24,23.2,0.5,92,27.7,24.74,23,0,0.233333,748,2432699
27/05/2009,14,2.2,0.7,92.25,28.4,25.32,23,0.4,1.066667,748,2432699
28/05/2009,2,1.1,0.8,87.25,30.5,25.96,23.3,3.8,1.633333,748,2433308
29/05/2009,26,3.2,2.2,83.25,30.9,26.24,23.3,7.2,2.1,748,2433308
30/05/2009,16,0,2.3,84.75,30.7,26.4,23.3,6.4,2.266667,748,2433308
31/05/2009,18,1.2,2.3,85.75,31.1,26.68,23.5,4,1.5,748,2433308
1/6/2009,16,0,1.9,82.75,31.3,27,23.3,9.5,1.5,748,2433308
2/6/2009,8,0,2.2,95.75,26.9,24.8,23.7,0,1.8,748,2433308
3/6/2009,14,8.7,0.6,88,30.7,26.24,23.1,5.7,1.533333,748,2433308
4/6/2009,4,31.8,2.3,84.5,30.7,26.88,23.1,9.3,3.666667,748,2433917
5/6/2009,6,0,2.6,87.25,30.5,26.12,23.5,6,3.4,748,2433917
6/6/2009,16,0,2.4,86.25,30.9,26.34,23.4,7.2,2.633333,748,2433917
7/6/2009,10,0,2.5,78.75,30.9,26.24,23.3,8.6,2.766667,748,2433917
8/6/2009,18,0,3.5,83.25,30.8,26.24,22.8,9.5,2.533333,748,2433917
9/6/2009,11,0,3,87.5,30.7,25.18,23,0.3,2.7,748,2433917
10/6/2009,22,14.7,2,89,30.1,25.94,23,6.8,2.433333,748,2433917
11/6/2009,6,0.4,1.2,89,28.5,25.48,23.1,1.5,1.433333,748,2434526
12/6/2009,6,0,2.8,83,31.2,26.6,23.1,8.2,1.566667,748,2434526
13/06/2009,30,0,2.4,83.5,31.7,26.68,22.9,8.9,2.033333,748,2434526
14/06/2009,8,0,2.6,86,29.7,26.46,23.8,5.3,3.566667,748,2434526
15/06/2009,10,11.4,2.6,77.5,30,26.16,22.6,5.2,2.366667,748,2434526
16/06/2009,24,0,3.3,77.25,30.8,26.54,23.3,4.1,2.1,748,2434526
17/06/2009,12,1.2,3,81.25,30.5,25.92,23.5,3.8,1.666667,748,2434526
18/06/2009,24,0,3.1,81.25,30.3,26.64,22.4,9.9,2.033333,749,2435135
19/06/2009,8,23.4,3.4,82,30,26.6,22.7,7.8,3.833333,749,2435135
20/06/2009,10,3.2,2.8,80.25,30.1,26.22,22.6,9.9,2.366667,749,2435135
21/06/2009,8,0,3.6,76.25,30.5,26.78,23.4,7.6,2.566667,749,2435135
22/06/2009,4,0,3.5,85,30.5,25.84,22.9,5.2,2.7,749,2435135
23/06/2009,2,72.6,2.4,93.5,26.5,23.68,21.7,0,1.066667,749,2435135
24/06/2009,4,13,0.7,90.5,28.5,25.08,22.4,0.3,2.2,749,2435135
25/06/2009,8,71,1.1,89.75,29.5,24.88,22.5,1.3,0.9,749,2435744
26/06/2009,8,0,1.6,84.5,30.2,25.3,21.9,9.6,2.866667,749,2435744
27/06/2009,2,0,2.7,83.5,30.8,26,23,9.3,2.433333,749,2435744
28/06/2009,7,0,2.9,80.75,29.3,25.6,23.3,5.7,2.033333,749,2435744
29/06/2009,10,1.2,2.6,78.75,30.5,26.42,22.8,8.2,3.366667,749,2435744
30/06/2009,26,0,3.8,76.25,30.7,26.12,23.7,9.5,2.066667,749,2435744
1/7/2009,6,0,3.5,80.25,30.4,25.8,21.8,7.1,2.266667,749,2435744
2/7/2009,4,1.2,2.7,81.75,30.1,25.6,23,7.4,2.066667,749,2436353
3/7/2009,8,0,3.6,78.5,31.1,26.02,23,9.5,3.2,749,2436353
4/7/2009,14,1.6,3.5,75.25,30.6,25.84,22.6,9,3.4,749,2436353
5/7/2009,2,1.2,3.8,80.75,31.3,25.54,21.7,8.8,3.1,749,2436353
6/7/2009,8,46.6,3,89.75,28.6,24.56,22.2,2.9,2.4,749,2436353
7/7/2009,20,12.6,1.5,87.75,28.1,25.06,22.4,0,1.966667,749,2436353
8/7/2009,4,7.2,1.4,77.75,29.4,24.82,21.6,9.7,2.466667,749,2436353
9/7/2009,4,0,3,79,30.4,25.82,21.7,9.9,3.333333,749,2436962
10/7/2009,9,0,3.1,80.75,29.5,25.42,21.7,7.9,3.1,749,2436962
11/7/2009,10,7.5,2.9,81,30.4,25.74,21.9,7.6,3.766667,749,2436962
12/7/2009,4,9.2,2.9,84,29.9,25.36,22.3,4.5,1.433333,749,2436962
13/07/2009,2,1.2,2.3,80.25,30.3,26.6,22.7,9.6,4.233333,749,2436962
14/07/2009,2,0,3.7,76,31.5,26.84,23.6,9.9,3.066667,749,2436962
15/07/2009,6,0,4.2,77,30.5,26.48,23.3,9.6,3.533333,749,2436962
16/07/2009,4,0,3.4,81.75,30.3,26.16,22.8,7.2,2.733333,749,2437571
17/07/2009,16,7.2,3.1,84.75,29.2,25.08,22.6,3.2,2.6,749,2437571
18/07/2009,10,21.6,2.6,81.75,29.6,25.68,22.9,3.7,2.366667,749,2437571
19/07/2009,0,3.7,2.6,83.75,30.4,25.72,23.2,7.2,1.266667,749,2437571
20/07/2009,14,0,2.4,83.5,30,25.74,22.5,10,1.366667,749,2437571
21/07/2009,6,0.8,6,80.25,29.9,26.66,23.4,7.9,2.8,749,2437571
22/07/2009,4,39.4,3.4,86.75,30,25.16,22.6,5.5,1.933333,749,2437571
23/07/2009,4,28,2.8,92.25,26.4,24.34,22.8,0,1.6,749,2438180
24/07/2009,10,19.4,0.9,84.5,30.5,25.02,21.4,8.7,2.3,749,2438180
25/07/2009,4,0,4.6,79.75,30.4,26.12,21.9,10.1,3.7,749,2438180
26/07/2009,0,0,5,78.75,31.7,25.86,22.3,10.2,1.966667,749,2438180
27/07/2009,2,0,4.6,78.25,30.4,25.92,22.5,9.7,2.266667,749,2438180
28/07/2009,2,0,4.4,78.5,31,25.84,22.6,8.6,2,749,2438180
29/07/2009,18,0,5,78.5,30.4,25.86,21.9,9.9,2.533333,749,2438180
30/07/2009,4,0.4,4.8,77,30.8,26.48,22.8,9.8,3.166667,0.75,2438789
31/07/2009,18,0,4.7,72.25,31.1,26.44,22.3,10.1,3.266667,0.75,2438789
1/8/2009,6,0,5,77,30.5,25.86,22.4,10.3,2.7,0.75,2438789
2/8/2009,4,0,4.8,74.75,30.9,26.86,22.1,8.3,2.8,0.75,2438789
3/8/2009,22,0,5.6,72,31.8,26.78,22.5,10.2,3.9,0.75,2438789
4/8/2009,6,0,5.1,72.25,30.9,26.36,20.9,10.3,3.6,0.75,2438789
5/8/2009,4,0,4.7,74,30.6,26.94,23.5,10.1,3.5,0.75,2438789
6/8/2009,4,0.6,4.3,79.5,30.7,26.4,23.1,9.2,3,0.75,2439398
7/8/2009,6,0,4.4,74.25,31.1,27.14,23,8.5,5.6,0.75,2439398
8/8/2009,4,0,5,70.5,31.3,26.38,22.3,9.8,3.266667,0.75,2439398
9/8/2009,2,0,5.3,68,31.4,26.68,22.4,8.2,3.4,0.75,2439398
10/8/2009,8,0,4.5,76,31.5,26.5,22.4,9.5,2.3,0.75,2439398
11/8/2009,14,0,3.3,76.25,30.7,26.66,22.8,6.6,3.6,0.75,2439398
12/8/2009,6,0,5.2,80.75,31.7,26.58,22.7,9.7,3.2,0.75,2439398
13/08/2009,6,0,3.9,70.75,32.9,26.92,22.3,10.5,3.266667,0.75,2440007
14/08/2009,16,0,5.1,75.5,30.8,26.44,23,8.8,3.1,0.75,2440007
15/08/2009,0,0,4.1,73.25,30.5,26.24,22.1,10.5,4.033333,0.75,2440007
16/08/2009,0,0,4.3,73.5,31.3,26.14,21.1,10.5,3.533333,0.75,2440007
17/08/2009,6,0,5.1,71.5,30.8,25.8,20.4,10.7,4.133333,0.75,2440007
18/08/2009,6,0,5.1,78,31.4,25.84,22.3,10.3,3.033333,0.75,2440007
19/08/2009,8,0,3.5,80.25,30.6,25.78,22.3,9.8,2.866667,0.75,2440007
20/08/2009,4,0,3.2,81.25,30.8,25.98,22.3,10.1,3.366667,0.75,2440615
21/08/2009,4,8.5,3.4,80.75,30.4,26.46,23.3,8.4,3.9,0.75,2440615
22/08/2009,2,0,3.9,80.5,30.1,26.78,24.5,5.6,4.733333,0.75,2440615
23/08/2009,6,15.9,2.9,77,29.8,26.14,23.1,7.8,4.2,0.75,2440615
24/08/2009,2,7.7,3.8,90.25,28.6,24.98,23.3,1.8,2.933333,0.75,2440615
25/08/2009,0,1,1.5,79.25,30.4,26.38,22.9,9.3,3.3,0.75,2440615
26/08/2009,0,2.2,2.9,91,26,23.78,21.9,0,2.466667,0.75,2440615
27/08/2009,2,5.2,0.9,80,30.9,25.82,22.2,6.8,2.533333,0.75,2441224
28/08/2009,0,0.2,2.9,79,30.5,26.24,22.9,8.5,3,0.75,2441224
29/08/2009,0,0,3.2,77.25,31.2,26.84,23.5,9.8,3.866667,0.75,2441224
30/08/2009,0,0,4,72,31.8,26.88,23.4,10.3,4.366667,0.75,2441224
31/08/2009,2,0,5,69.5,31.5,26.28,21.5,10.4,3.4,0.75,2441224
1/9/2009,2,0,5.7,70.25,32.2,26.52,22.2,10.4,3.633333,0.75,2441224
2/9/2009,2,0,5.6,70.75,31,26.9,22.9,10.4,3.833333,0.75,2441224
3/9/2009,6,0,5.6,75.25,31.9,27.06,24.3,10.1,3.633333,751,2441833
4/9/2009,2,0,5,74.75,31,26.7,22.3,9.8,4.2,751,2441833
5/9/2009,2,0,5.3,76,31,26.88,23.2,10.3,3.8,751,2441833
6/9/2009,0,0,5.2,72.75,30.8,26.66,23.3,8.7,4.233333,751,2441833
7/9/2009,0,0,4.9,73.25,30.8,26.48,22.8,8.9,3.866667,751,2441833
8/9/2009,5,0,5.3,73.75,31,27.04,23.6,9.3,3.8,751,2441833
9/9/2009,2,0,4.8,72.75,30.8,26.82,23.3,9.2,3.933333,751,2441833
10/9/2009,4,0,5.9,70,31,26.84,23.2,9.7,3.633333,751,2442442
11/9/2009,0,0,5,69.75,32,26.64,21.6,9.9,4.3,751,2442442
12/9/2009,0,0,5.4,75.75,31.1,27.04,23.9,9.8,4.133333,751,2442442
13/09/2009,0,0,4.7,72,31.4,27.36,23.6,9.8,3.7,751,2442442
14/09/2009,14,0.9,4.5,77.25,31.1,26.92,23.3,9.3,3.733333,751,2442442
15/09/2009,6,0,4.4,76,31.3,26.88,23.3,8.7,3.7,751,2442442
16/09/2009,16,1.8,4.7,76.5,30.6,26.84,24,7,3.8,751,2442442
17/09/2009,0,0.1,4.9,68.5,31.4,27.58,24.3,8.5,4.366667,751,2443051
18/09/2009,12,0,5.4,75,29.9,26.98,24.9,3,4.166667,751,2443051
19/09/2009,2,0,4.6,76.5,31,27.16,23.8,9.7,3.9,751,2443051
20/09/2009,4,0,4.3,70,31.1,27.34,24.6,10.1,2.8,751,2443051
21/09/2009,2,0,4.2,73,31.4,26.72,22.5,9.6,3.5,751,2443051
22/09/2009,18,0,4.3,74,31.4,27.38,24.7,8.6,4.066667,751,2443051
23/09/2009,0,0.6,4.9,72,31.6,27.22,23.8,10.3,4.533333,751,2443051
24/09/2009,2,0,6.1,72.25,31,27.38,25.1,8.7,4.266667,751,2443660
25/09/2009,6,0,4.4,73.25,31,27.16,24.6,9.9,3.033333,751,2443660
26/09/2009,0,0,5.6,74,31.4,27.2,24.4,9.3,4.133333,751,2443660
27/09/2009,0,0,4.8,68.5,32,27.34,23.1,10.3,3.133333,751,2443660
28/09/2009,6,0,5.9,68.5,32.6,27.48,22.6,10.6,4.2,751,2443660
29/09/2009,18,0,5.8,70.5,32.4,27.56,23.8,10.2,4.2,751,2443660
30/09/2009,2,0,4.6,68,31.6,26.9,22.7,10.6,3.1,751,2443660
1/10/2009,2,0,5.1,69.75,31.4,27.04,22.4,10.6,3.5,751,2444269
2/10/2009,2,1.1,5.6,68.75,30.9,27.04,23.9,9.8,3.566667,751,2444269
3/10/2009,0,0,5.8,70.75,30.8,26.82,23.5,10.7,4.3,751,2444269
4/10/2009,0,0,4.8,72.75,30.7,26.84,23.7,9.6,3.3,751,2444269
5/10/2009,4,0,4.7,74.5,31.3,26.94,23.2,9.4,3.366667,751,2444269
6/10/2009,2,0,4.3,73.75,31.4,26.78,22.7,10.4,2.8,751,2444269
7/10/2009,6,0,5.1,72.25,31.5,26.94,23.8,10.2,3.7,751,2444269
8/10/2009,4,0,5.2,68.75,31.4,27.18,23.4,9.7,3,752,2444878
9/10/2009,0,0,4.7,70,31,26.46,22.3,9.7,3.666667,752,2444878
10/10/2009,2,0,5.2,71.25,30.6,26.86,23.7,7.1,2.7,752,2444878
11/10/2009,0,0,4.3,71.5,31,27.18,24.1,8.3,3.133333,752,2444878
12/10/2009,0,0,4.6,73.5,31.4,26.86,23.7,9.4,3.2,752,2444878
13/10/2009,0,0,4.2,67.75,31.6,26.9,22.5,10.8,3.7,752,2444878
14/10/2009,2,0,5.4,69.75,31.1,27.26,23.2,10.2,4.6,752,2444878
15/10/2009,0,1.3,4.7,75.75,31.9,27.26,24.3,8,4.166667,752,2445487
16/10/2009,2,0,5.4,67.75,32,27.5,23.7,10.7,5.433333,752,2445487
17/10/2009,0,0,6.3,71.5,31.6,27.5,24.2,10.5,3.3,752,2445487
18/10/2009,0,2.2,5.1,70.75,31.4,27.26,24.3,9.4,3.666667,752,2445487
19/10/2009,4,0,5.5,68.5,31,27.3,24.7,9.2,3.7,752,2445487
20/10/2009,0,0,5,70.5,31.3,27.4,24.9,10.7,2.9,752,2445487
21/10/2009,6,0,5.7,68.5,31,26.78,22.5,11,3.5,752,2445487
22/10/2009,8,0,5.7,69.5,31.1,27.32,24.3,10.4,4.1,752,2446096
23/10/2009,2,0,5.1,71.75,31.6,27.16,24.2,10.3,3.133333,752,2446096
24/10/2009,0,0,4,74.25,31.6,26.98,22.5,8.9,2.866667,752,2446096
25/10/2009,0,0,3.6,75.5,32.2,27.32,23.1,10.3,3.433333,752,2446096
26/10/2009,4,0,5.1,69.75,31.6,27.96,25.2,8.4,3.4,752,2446096
27/10/2009,6,0.6,5.3,71.75,31.4,27.26,24.3,7.6,3.666667,752,2446096
28/10/2009,6,1.8,5.1,78,30.2,26.34,24.7,5.5,3.966667,752,2446096
29/10/2009,2,0,5,70.75,31.4,27.58,25.3,10.4,3.8,752,2446705
30/10/2009,8,0.5,4.7,68.75,31.3,26.84,22.9,10.5,3.366667,752,2446705
31/10/2009,4,0,4.4,71.75,31.8,27.26,22.3,10.7,4.1,752,2446705
1/11/2009,0,0,6.2,70.5,31.4,27.74,25.4,9.3,3.933333,752,2446705
2/11/2009,4,0,5,69.75,31.4,27.44,23.3,10.2,4.266667,752,2446705
3/11/2009,8,0,5.2,74.25,31.5,27.22,25,9.2,3,752,2446705
4/11/2009,6,0,4.7,74,32,27.82,25.1,10.9,3.966667,752,2446705
5/11/2009,6,0.2,5.3,69.75,32.2,27.94,24.5,9.3,3.7,752,2447314
6/11/2009,8,0,5.9,70.25,31.9,28.02,25.2,9.9,4.133333,752,2447314
7/11/2009,4,0,6.3,58,32.1,29.34,24.4,11,4.2,752,2447314
8/11/2009,2,0,5.5,74,32.3,27.74,25,10.3,3.1,752,2447314
9/11/2009,2,0,5.1,74,31.7,27.84,25.5,10.5,3.8,752,2447314
10/11/2009,4,0,4.9,73.5,31.8,27.74,23.9,11.4,4.133333,752,2447314
11/11/2009,10,0,5,71.25,31.4,27.7,24.6,9.7,2.3,752,2447314
12/11/2009,12,0,4.7,70,30.6,27.56,24.6,6.2,4.266667,753,2447923
13/11/2009,4,0.8,4.7,75,30.8,26.94,24.1,3.6,3.7,753,2447923
14/11/2009,2,0,4.7,70.75,31.4,27.22,24.4,11.5,3.766667,753,2447923
15/11/2009,4,0,4.9,70,31.9,27.76,23.3,11.4,4.133333,753,2447923
16/11/2009,6,0,5.3,73.5,31.6,27.88,25.4,9.6,3.133333,753,2447923
17/11/2009,6,0,4.7,74.5,31.9,27.68,24.1,10.3,3.433333,753,2447923
18/11/2009,2,2.4,4.6,75,31,27.2,23.8,8.9,3.466667,753,2447923
19/11/2009,12,2.4,4.5,75.25,30.2,27.26,24.5,9.5,4.866667,753,2448531
20/11/2009,4,0,6.5,65.5,31.6,27.64,24.1,11,6.533333,753,2448531
21/11/2009,0,0,6.2,67,31.2,27.06,23.1,11.1,4.966667,753,2448531
22/11/2009,0,0.6,6.9,69.75,31.6,27.6,24.2,10.1,3.633333,753,2448531
23/11/2009,18,0,5.1,70.5,31.4,27.22,23.8,10.3,3.2,753,2448531
24/11/2009,10,0,5.2,69.25,31.4,27.6,24.8,11.4,3,753,2448531
25/11/2009,8,0,5.7,70.75,31.6,27.88,25.2,11.4,4.133333,753,2448531
26/11/2009,10,0,5.1,71.25,31.8,27.4,23.5,10.5,4.133333,753,2449140
27/11/2009,10,0.6,4.9,72.5,32.2,27.78,24.8,10.1,4.266667,753,2449140
28/11/2009,0,0,6.1,71.25,32,28.14,25.1,10.5,4.166667,753,2449140
29/11/2009,4,0,5.9,71.75,32.2,28.38,25.9,11.2,4.6,753,2449140
30/11/2009,22,0,5.1,74.25,31.8,27.94,25.4,10.9,4.166667,753,2449140
1/12/2009,20,3.8,4.9,77,31.2,27.66,25.3,9.3,3.866667,753,2449140
2/12/2009,14,0,4.1,76.75,31,27.58,25.1,4.1,4.2,753,2449140
3/12/2009,8,0,4.3,72.75,31.6,27.82,24.9,7.6,4.3,753,2449749
4/12/2009,6,0,5.1,73.75,31.6,27.8,25.1,9.6,3.4,753,2449749
5/12/2009,2,1.5,4.5,77,31.4,27.7,24.9,9.1,4.166667,753,2449749
6/12/2009,6,0,4.4,75.25,31.7,28.26,25.5,9.2,3.8,753,2449749
7/12/2009,14,0,4.6,76.5,32.3,28.2,25.7,10.9,4.166667,753,2449749
8/12/2009,12,0,5.7,71.25,32.4,28.14,25.7,11.2,3.966667,753,2449749
9/12/2009,6,0,5.1,71.5,31.8,27.46,23.3,11.4,4,753,2449749
10/12/2009,16,0,5.1,72.5,32.4,28.04,24.6,10.5,3.7,753,2450358
11/12/2009,12,0,4.6,75.25,31.6,27.7,24.3,5.2,3.533333,753,2450358
12/12/2009,2,1.9,3.6,80.25,30.8,27.08,25,2.3,2.3,753,2450358
13/12/2009,4,0,2.5,80.25,31.3,27.08,23.1,3.8,1.933333,753,2450358
14/12/2009,27,0,3.4,74.25,31.7,27.76,24.1,10,3.6,753,2450358
15/12/2009,8,3.9,4.4,78.75,30.9,26.96,24.3,8.1,3.133333,753,2450358
16/12/2009,6,1.2,4.1,75.25,31.8,27.3,24.3,8.7,3.433333,753,2450358
17/12/2009,6,1,4.8,75.75,32,27.78,25.3,9.5,3.166667,754,2450967
18/12/2009,26,8.6,4.2,80.75,30.5,27,23.7,7.1,3.633333,754,2450967
19/12/2009,8,0.7,3.4,75,32,27.94,25.3,9.7,4.533333,754,2450967
20/12/2009,4,0,5.3,73.5,32.2,28.32,25.6,10.6,3.466667,754,2450967
21/12/2009,12,0,5,78.25,31.4,27.54,24.7,4.2,3.166667,754,2450967
22/12/2009,12,0,3.4,78,31.4,27.38,24.4,6.8,2.2,754,2450967
23/12/2009,10,0,2.9,77.75,31.9,27.92,24.9,3.4,2.533333,754,2450967
24/12/2009,4,0.6,3.4,81.5,31.7,27.54,24.6,9.3,1.866667,754,2451576
25/12/2009,4,0.4,3,77.25,32,28.1,24.9,8.4,2.8,754,2451576
26/12/2009,2,0,4.1,77,32.1,28.12,25.2,8.9,2.933333,754,2451576
27/12/2009,2,0,4.4,76,32.1,28.56,26.3,8.5,4.033333,754,2451576
28/12/2009,18,0,4,73.5,32.6,28.2,24.6,10.8,3.5,754,2451576
29/12/2009,14,0,4.2,79.5,32.8,27.9,23.9,7.6,2.7,754,2451576
30/12/2009,4,0,4.4,76.75,31,27.86,25.9,4.1,2.466667,754,2451576
31/12/2009,14,0,3.9,73.25,32.4,27.98,23.9,8.5,2.366667,754,2451576
1/1/2010,4,0,4,75.5,31,27.66,24.9,1.3,2.666667,754,2452185
2/1/2010,2,2,3.2,83.25,29.4,26.06,22.7,3,2.633333,754,2452185
3/1/2010,4,5,2.1,93,29.2,25.46,22.5,0.1,1.8,754,2452185
4/1/2010,16,35.4,0.8,78.25,31,27,22.4,9.4,2.966667,754,2452185
5/1/2010,12,0,3.2,75.25,31.7,27.58,24.1,9,2.4,754,2452185
6/1/2010,12,0,3.6,75,31.8,27.54,23.5,10.2,2.833333,754,2452185
7/1/2010,2,1.6,3.9,80.75,30.2,27.32,24.7,0.4,2.466667,754,2452185
8/1/2010,6,0.4,2.6,76.25,31.7,27.88,24.7,5,3.766667,753,2452649
9/1/2010,0,0,3.3,76.25,31.5,27.92,24.3,4.2,2.466667,753,2452649
10/1/2010,12,1.6,3.1,79.75,31.4,27.52,24.4,5.3,2.166667,753,2452649
11/1/2010,18,1.3,3.5,76.5,32,27.9,24.9,10.2,3.2,753,2452649
12/1/2010,22,0,3.8,75,32,27.92,24.3,10.3,3.366667,753,2452649
13/01/2010,18,0,4,76,32.2,28.02,24.1,9.6,2.866667,753,2452649
14/01/2010,8,0,4.4,73.75,32.2,28.3,24.9,9.7,3.933333,753,2452649
15/01/2010,7,0,4.2,73.75,32,28.04,24,10.7,3.133333,751,2453113
16/01/2010,2,0,4.9,74.5,32.3,28.4,26.3,10.1,3.766667,751,2453113
17/01/2010,2,0,4.9,73,32.5,28.32,24.7,11.2,2.666667,751,2453113
18/01/2010,12,0,3.8,77.25,32.9,27.92,23.9,11,1.966667,751,2453113
19/01/2010,4,0,3.5,72.75,32.6,28.52,24.4,9.4,2.9,751,2453113
20/01/2010,12,2.7,3.7,78.25,32,27.54,24.1,6.2,2.2,751,2453113
21/01/2010,14,0,3.6,72.25,32.5,28.4,24.5,9.9,2.9,751,2453113
22/01/2010,18,3.4,4.1,76.25,32.4,28.1,24.3,9.6,3.5,0.75,2453577
23/01/2010,4,0.8,4.6,72.75,32.5,28.36,24.9,10.4,3.533333,0.75,2453577
24/01/2010,12,0,4.2,74.5,33.2,28.34,24.3,10.2,3.066667,0.75,2453577
25/01/2010,16,0,4.5,76,32.5,28.18,24.2,8.3,2.833333,0.75,2453577
26/01/2010,8,0,4.3,80.25,32.9,28.12,25.5,5.3,3.166667,0.75,2453577
27/01/2010,16,5.4,3.4,81.25,32.2,27.92,23.2,5.7,2.833333,0.75,2453577
28/01/2010,8,10.4,2.7,81.5,31.5,26.98,23.1,5.2,2.7,0.75,2453577
29/01/2010,0,0.9,3.2,74.25,31.9,28.28,25.1,10.4,4.366667,748,2454041
30/01/2010,0,0,3.7,75.25,32.6,28.34,24.5,10.2,3.333333,748,2454041
31/01/2010,8,0,4.3,74.75,32.5,28.92,25.8,8.2,4.066667,748,2454041
1/2/2010,24,0.5,4.2,76.25,33,28.5,25.3,8.6,2.8,748,2454041
2/2/2010,6,5.4,5.5,77,32,28.26,25.1,10.5,4.433333,748,2454041
3/2/2010,12,0,4.8,72.75,32.8,28.98,26.3,10.3,4.533333,748,2454041
4/2/2010,6,0,5.6,73.25,33.2,29.06,25.5,9.8,3.6,748,2454041
5/2/2010,10,0,5.4,73.75,34,29.18,25.5,10.2,3.633333,747,2454505
6/2/2010,6,0,6.5,73.25,32.2,28.9,26.3,9.2,3.533333,747,2454505
7/2/2010,0,0,4.5,72.75,33,28.8,25.4,9.6,2.733333,747,2454505
8/2/2010,18,0,5.2,77.5,32.4,29.1,27.1,2.5,3.133333,747,2454505
9/2/2010,8,0.4,3.1,79,32.5,28.42,25.8,6.1,2.633333,747,2454505
10/2/2010,4,37.7,3.2,85.75,30.9,26.62,23.3,1.1,1.8,747,2454505
11/2/2010,0,0.4,2.2,76.75,31.6,28.02,24.7,8.9,3.233333,747,2454505
12/2/2010,12,0,4.3,76.75,32.2,28.74,26.5,6.9,2.833333,746,2454969
13/02/2010,0,0,3.2,76.75,30.8,27.7,24.6,3.8,1.333333,746,2454969
14/02/2010,8,2.7,3.3,83.25,31.4,27.46,24.5,1.7,3.2,746,2454969
15/02/2010,4,23.2,2.7,82.25,32.9,27.86,23.1,7,2.747773,746,2454969
16/02/2010,8,1.8,3.3,80.5,31.5,28,25.7,5.1,3.266667,746,2454969
17/02/2010,2,0.8,3.3,79.5,32,27.9,24.3,9.5,3.533333,746,2454969
18/02/2010,10,0,4.1,80.25,31.7,27.66,24.3,9,3.633333,746,2454969
19/02/2010,10,1.1,3.7,81.25,32,28.26,24.9,10.9,3.233333,744,2455433
20/02/2010,10,0,4.5,76.5,32.9,29.04,26,10.9,4.466667,744,2455433
21/02/2010,1,0.9,5.5,74,33,28.68,25.2,10.2,3.033333,744,2455433
22/02/2010,32,0,4.1,78.75,33.1,28.46,25.1,10.3,2.3,744,2455433
23/02/2010,4,0,4.1,76.5,32.2,28.74,25.5,10.1,2.833333,744,2455433
24/02/2010,16,1.3,4,77.75,32.2,28.42,25.2,10.3,2.733333,744,2455433
25/02/2010,8,0,3.5,78,33.4,28.56,24.6,8.8,3.233333,744,2455433
26/02/2010,10,0,4,75.75,33.2,29.32,26.3,9.9,3.233333,743,2455897
27/02/2010,14,0,4.5,74.75,32.3,28.92,26.5,10.9,2.6,743,2455897
28/02/2010,3,0,4.6,73.75,33.2,28.72,25,10.8,2.833333,743,2455897
1/3/2010,29,0,4.2,73.25,33.4,28.46,24.1,10.5,2.7,743,2455897
2/3/2010,8,0,4.2,72.5,33.2,28.66,24.6,10.5,2.066667,743,2455897
3/3/2010,14,0,4.2,74,33.4,29.22,25.7,9.8,3.066667,743,2455897
4/3/2010,20,0,4.1,72.5,33.8,29.14,25.3,9.9,2.633333,743,2455897
5/3/2010,6,0,4.5,72.75,33.8,29.14,25.1,10.4,2.866667,742,2456361
6/3/2010,10,0,4.4,75.75,33.3,29.36,25.9,9.3,2.933333,742,2456361
7/3/2010,4,0,4.4,73.5,33.7,29.2,26.6,9.3,1.7,742,2456361
8/3/2010,27,0,4.3,68,33.3,29.26,26.2,10.1,2.333333,742,2456361
9/3/2010,14,0,5.4,73.75,33.6,29.66,26.8,10.3,3.366667,742,2456361
10/3/2010,18,0,6,70,33.2,29.32,27,10.5,3.233333,742,2456361
11/3/2010,12,0,4.3,72.5,33.5,28.96,24.2,9.9,2.466667,742,2456361
12/3/2010,6,0.2,4.5,72.5,33.7,29.36,26,9.6,3.266667,0.74,2456825
13/03/2010,4,0,4.8,73.25,32.5,29.46,26.5,6,3.7,0.74,2456825
14/03/2010,4,2.9,3.9,73.5,33.2,29.1,26.3,8.7,3.166667,0.74,2456825
15/03/2010,25,6.6,3.9,75,32.9,28.92,25.3,7,2.8,0.74,2456825
