Data_Notificacao,Infectados,Precipitacao,Evaporacao,Umidade,Temp_Maxima,Temp_Media,Temp_Minima,Insolacao,Vel_Media,IDH,Populacao
1/1/2007,6,0,7.3,74,30.6,28,27.4,8.3,3.97184,723,2357193
2/1/2007,10,0,6.9,69.5,32,28.82,27.1,11.3,3.966667,723,2357193
3/1/2007,26,0.5,8.2,81.75,29.5,27.24,25.9,1.3,2.433333,723,2357193
4/1/2007,20,7.9,3.1,71.5,31.3,27.8,25.9,11.2,3.166667,723,2357193
5/1/2007,22,2.7,5.9,83.75,28.7,26.52,24,3,3.766667,723,2357193
6/1/2007,4,6.8,3.6,73.75,31.5,27.94,24.9,10.4,4.3,723,2357193
7/1/2007,2,10,7,82.25,31.2,27.6,25,7.8,3.5,723,2357193
8/1/2007,4,1.6,5.3,75.25,32.1,28.12,25.1,9.5,4.333333,724,2357802
9/1/2007,8,6,7.9,82,31.2,27.74,25.9,4.7,2.766667,724,2357802
10/1/2007,14,0.6,2.1,78,31.6,27.96,25.3,10.3,3.533333,724,2357802
11/1/2007,2,0,5.7,78.25,31.8,27.98,25.3,7.1,3.033333,724,2357802
12/1/2007,18,0,5.4,73.25,31.7,28.22,25.7,8.7,3.133333,724,2357802
13/01/2007,12,0,6.7,72.25,31.3,27.82,25.4,10.5,3.166667,724,2357802
14/01/2007,6,0,5.5,76.25,31.9,28.12,25.1,7,3.7,724,2357802
15/01/2007,18,0,6.2,75.75,32.3,28.6,26.7,3.3,2.666667,724,2358411
16/01/2007,7,0,6.3,74.5,32.3,28.98,27.2,10,3.866667,724,2358411
17/01/2007,28,0,6.4,75,32.7,28.42,26.8,8.5,3.866667,724,2358411
18/01/2007,8,1.2,6.6,69.75,32.6,28.38,25.8,9.1,3.766667,724,2358411
19/01/2007,10,0,7.3,75.25,32.1,28.44,25.9,10.6,3.533333,724,2358411
20/01/2007,6,0,0.9,74.25,32.2,28.88,27.4,10.8,3.566667,724,2358411
21/01/2007,10,0,6.2,70.5,32.5,28.72,26.1,10.6,2.9,724,2358411
22/01/2007,29,0,7.6,72.75,32.7,28.32,25.7,9.7,3.333333,724,2359019
23/01/2007,10,0,5.7,75.25,31.7,28,25.1,5.7,2.333333,724,2359019
24/01/2007,68,0,4.5,76,31.9,28.28,25.7,6.5,3.566667,724,2359019
25/01/2007,6,0,6,76.75,30.8,28.6,27.4,8.4,3.91444,724,2359019
26/01/2007,34,0,7.3,71.25,33.1,29.22,27.4,10.3,3.566667,724,2359019
27/01/2007,14,0,8.3,69,32.5,28.72,26.5,11,3.6,724,2359019
28/01/2007,4,0,7.4,74,33.5,28.52,25.3,10.5,3.033333,724,2359019
29/01/2007,14,0,7,74.5,32.5,28.84,26.5,9.2,3.433333,724,2359628
30/01/2007,14,0,6.5,77,32.4,28.74,27.6,6.1,2.633333,724,2359628
31/01/2007,43,0,5.5,80.25,32.1,28.78,27.7,2.3,2.633333,724,2359628
1/2/2007,26,1.6,5,79.25,31.7,28,26.6,7.7,3.566667,724,2359628
2/2/2007,16,0,5,80.75,30.4,27.3,25.5,2.2,2.266667,724,2359628
3/2/2007,8,8.1,2.2,77.5,31.2,28,25.4,5.4,2.466667,724,2359628
4/2/2007,8,1.4,3.5,81.25,30.2,27.46,25.7,1.8,2.2,724,2359628
5/2/2007,24,4.2,3.1,81.25,30.3,27.16,25.5,2.7,2.6,724,2360237
6/2/2007,15,0.4,2.7,76,32,28.34,25.7,9.3,3.433333,724,2360237
7/2/2007,28,0,5.2,73.75,32.5,28.56,26.1,10.6,3.2,724,2360237
8/2/2007,8,3,5.1,77,31.1,28.14,25.4,4.3,3.133333,724,2360237
9/2/2007,18,6.3,4.8,78,31.7,28.12,25.4,1.7,3.033333,724,2360237
10/2/2007,16,0.4,5,74,31.8,28.44,25.7,11.1,3.633333,724,2360237
11/2/2007,14,0,5.3,74,32.2,28.54,25.8,8.9,2.833333,724,2360237
12/2/2007,29,0,4.8,76,31.7,28.28,25.6,4.3,2.333333,725,2360846
13/02/2007,30,0,3.3,76,33,28.42,25.3,5.3,1.933333,725,2360846
14/02/2007,26,11,4.1,90.5,27.4,25.7,23.9,0.2,1.533333,725,2360846
15/02/2007,17,60.7,0.7,87,28.5,26.18,23.9,0.2,0.766667,725,2360846
16/02/2007,26,29,1.3,86,30.8,26.9,23.7,4.8,1.9,725,2360846
17/02/2007,6,38.6,2.5,91.75,28.6,25.5,23.3,0,1.3,725,2360846
18/02/2007,20,33,0.9,82,30.2,26.04,22.4,0.3,0.666667,725,2360846
19/02/2007,14,5.3,2,89.5,30.4,25.7,23.5,2.3,2,725,2361455
20/02/2007,17,6.6,1.4,84.75,29.4,25.62,22.6,1.3,2.033333,725,2361455
21/02/2007,38,1.4,1.3,76,31.6,27.08,23,6.4,2.6,725,2361455
22/02/2007,46,14.8,4,80.75,31,26.98,22.7,9.6,2.433333,725,2361455
23/02/2007,30,91,3.4,95.25,27,24.08,22.4,0,0.866667,725,2361455
24/02/2007,22,7,0.3,85,30.2,25.68,22.6,2.9,1.8,725,2361455
25/02/2007,38,0.6,2.7,79.75,30.8,27.18,23.6,8.4,3.033333,725,2361455
26/02/2007,58,0.4,3.5,79,31.4,27.74,24.1,9.3,3.733333,725,2362064
27/02/2007,54,0,4.7,74.5,32.3,28.2,24.3,11,3.166667,725,2362064
28/02/2007,57,4.2,5.7,84.25,30.6,26.42,23.3,2.6,2.566667,725,2362064
1/3/2007,38,8.3,2.4,83.75,31,26.68,23.4,5.3,3,725,2362064
2/3/2007,58,40.4,2.6,90,28.6,25.64,23.4,0,1.866667,725,2362064
3/3/2007,36,10.9,1.3,89.75,30.4,25.46,23.4,1.1,1.8,725,2362064
4/3/2007,34,8.9,1.9,77.75,31.8,27.08,22.7,9.6,2.466667,725,2362064
5/3/2007,86,1.3,4.4,78.25,31.5,27.64,22.9,10.7,3.433333,725,2362673
6/3/2007,64,1.2,4.9,79,31,27.32,24,6.7,2.633333,725,2362673
7/3/2007,125,4.4,3.5,83.25,31.2,26.92,24.5,1.7,2.233333,725,2362673
8/3/2007,51,3.2,2.5,78.75,31.7,27.54,24.7,4.3,2.2,725,2362673
9/3/2007,56,0.6,4.2,80.25,31.8,27.62,24.7,9.3,2.2,725,2362673
10/3/2007,27,3.6,4.3,77.25,32.1,27.74,24.6,6,2.9,725,2362673
11/3/2007,42,31.6,4.3,93.25,28,25.04,22.8,0,0.933333,725,2362673
12/3/2007,54,72.5,0.8,86.5,31,25.46,21.9,1.7,3.1,725,2363282
13/03/2007,66,44.4,2.4,92.5,28.4,24.94,21.7,0,1,725,2363282
14/03/2007,52,8.8,1,78.25,31.2,27.16,23.3,8.9,2.966667,725,2363282
15/03/2007,79,2.8,3.8,79,31.2,27.04,23.2,7.1,3.7,725,2363282
16/03/2007,78,8.2,4.2,74.75,32.5,27.52,23.3,7.8,2.233333,725,2363282
17/03/2007,29,8,3.5,93.25,27.4,25.54,24.3,0,0.833333,725,2363282
18/03/2007,65,5.3,0.5,85.25,30.4,26.74,23.5,5.1,1.866667,725,2363282
19/03/2007,54,0.7,3,81.25,32,27.62,23.7,8.9,2.566667,726,2363891
20/03/2007,128,12.2,3.1,81.75,31.2,27.3,24.5,2.3,1.133333,726,2363891
21/03/2007,102,0.4,2.6,78.5,29.8,27.48,24.5,1,2.476293,726,2363891
22/03/2007,56,1.7,5.5,77.5,31.2,27.5,24.1,6.2,2.233333,726,2363891
23/03/2007,101,5.9,3,80,31.9,27.6,23.9,5.2,2.8,726,2363891
24/03/2007,74,23.2,3.1,79,30.9,27.58,23.5,9.1,2.633333,726,2363891
25/03/2007,76,12,3.6,82.25,31.5,27.18,24.7,8.9,2.833333,726,2363891
26/03/2007,110,0,3.3,80.25,31.8,27.5,24.1,9.1,2.866667,726,2364500
27/03/2007,66,4.2,5.1,88.25,29.4,26.14,24.3,0,1.633333,726,2364500
28/03/2007,116,12.9,1.8,82.5,31.8,27.58,24.5,3.8,2.933333,726,2364500
29/03/2007,124,0,3.3,74.75,32.5,27.96,24.2,9.8,2.566667,726,2364500
30/03/2007,83,0,5.2,74.5,31.9,28.06,24.9,10.7,3.066667,726,2364500
31/03/2007,28,2.9,4.2,76.5,31.5,27.96,24.3,6.7,3.1,726,2364500
1/4/2007,27,0,3.6,74.5,32.6,28.84,25.8,10.2,3.633333,726,2364500
2/4/2007,130,0,5.4,73.25,32.9,28.14,24.6,8.1,2.033333,726,2365109
3/4/2007,71,6,5,75.25,32,28.2,24.1,9.1,3.233333,726,2365109
4/4/2007,111,0.8,5.6,78.25,31.3,27.68,24.5,6.9,2.733333,726,2365109
5/4/2007,34,2.5,3.7,77.25,31.9,28.1,25.1,9.5,2.4,726,2365109
6/4/2007,46,0,6,77.5,34,28.74,25.9,5.5,3.033333,726,2365109
7/4/2007,32,0,3.5,78.25,32.5,28.3,24.8,8.8,2.466667,726,2365109
8/4/2007,30,0,4.2,77.25,32.6,28.46,24.9,8.3,2.4,726,2365109
9/4/2007,163,9,3.8,80.5,31.4,27.88,24.9,4.6,2.433333,726,2365718
10/4/2007,143,19.6,3.1,88.25,30.8,27.02,24.3,1.5,1.566667,726,2365718
11/4/2007,170,14.1,1.6,83.75,30.4,26.48,23,1.9,2.2,726,2365718
12/4/2007,149,6.8,2,80.25,30.8,26.52,24,9.5,2.3,726,2365718
13/04/2007,111,51,3,76.75,31.1,27.22,22.6,8.3,2.733333,726,2365718
14/04/2007,63,0.9,3.1,79,31,27.28,23.7,9.5,3.066667,726,2365718
15/04/2007,44,7.2,4,82.75,30.9,27.44,24.7,6.2,2.633333,726,2365718
16/04/2007,166,4,3.5,82.5,30.8,27.14,24.1,2.9,2.5,726,2366327
17/04/2007,164,15.2,2.1,90,29.1,26.28,24.3,0,1.5,726,2366327
18/04/2007,176,60.2,1.5,90.25,29,25.22,22.3,0.8,1.6,726,2366327
19/04/2007,134,0,1.6,83,31.2,26.88,23.7,9.6,1.7,726,2366327
20/04/2007,144,0.4,2.7,82.5,30.8,26.92,23.3,9,2.9,726,2366327
21/04/2007,60,80,2.3,90.75,29.8,25.54,23,1,2.7,726,2366327
22/04/2007,35,4.7,1.6,84,31.2,26.66,23.9,4,1.933333,726,2366327
23/04/2007,214,1.1,2.2,86.75,29.9,26.58,24.6,0.1,1.4,727,2366936
24/04/2007,190,8.4,1.2,91,29.7,26.14,23.9,0.5,1.133333,727,2366936
25/04/2007,208,5.5,1.1,88,30.6,25.84,23.5,3.4,1.033333,727,2366936
26/04/2007,155,10.6,1.7,90,28.6,25.54,23.7,0.4,1.233333,727,2366936
27/04/2007,186,20,1,90.5,29.4,25.68,23,0.2,1.566667,727,2366936
28/04/2007,69,18.9,1.3,88.5,30.8,26.84,24.2,5.1,2.133333,727,2366936
29/04/2007,47,4.3,2.1,82.75,31,26.48,23.6,7.4,1.766667,727,2366936
30/04/2007,180,8.2,2.9,87,30,25.86,22.7,3.3,1.066667,727,2367544
1/5/2007,55,0,1.8,80,30.8,27.24,23.9,7.8,1.933333,727,2367544
2/5/2007,181,44.2,2.4,85.25,30.3,26.04,23.3,2.6,1.766667,727,2367544
3/5/2007,158,25,2,83.75,30.9,26.12,23.7,4.6,1.966667,727,2367544
4/5/2007,196,0.4,2.9,79.25,31.3,26.96,23.5,9.8,2.866667,727,2367544
5/5/2007,37,2.9,1.9,80.25,31.5,27.1,23.6,7.1,2.366667,727,2367544
6/5/2007,40,33,3.1,84,30.9,26.86,23.7,2.9,2.1,727,2367544
7/5/2007,208,0,2.6,77.5,30.9,27.4,23.4,9.3,2.966667,727,2368153
8/5/2007,207,1.9,3.5,82.75,30.9,27.58,26,3.9,1.966667,727,2368153
9/5/2007,233,0,2.8,79.75,31.3,26.84,24.3,9.4,2.2,727,2368153
10/5/2007,113,0,3.3,76.25,32.3,26.34,23.4,3.5,1.8,727,2368153
11/5/2007,122,0,3.7,73.5,32.1,27.72,23.3,10.2,2.833333,727,2368153
12/5/2007,74,0,4.5,73,31.7,27.98,24.6,9.9,2.733333,727,2368153
13/05/2007,22,26.8,3.7,83.5,30.9,26.92,24.1,8.8,1.6,727,2368153
14/05/2007,163,1.2,2.8,82.5,31.1,26.66,24.6,8.9,2.6,727,2368762
15/05/2007,220,0,3.4,82.25,30.9,26.88,23.9,9.7,2.733333,727,2368762
16/05/2007,269,0,3.3,81.75,31,26.98,23.4,10.5,2.3,727,2368762
17/05/2007,119,0,4,76.25,31.2,27.42,23.7,10.4,3.466667,727,2368762
18/05/2007,169,0,5.2,73.25,31,26.58,22.9,6.3,2.866667,727,2368762
19/05/2007,40,0,3.9,76.75,31.4,27.78,24,10.2,3.7,727,2368762
20/05/2007,36,0.9,4.3,78.25,31.8,27.54,24.3,9.9,2.866667,727,2368762
21/05/2007,234,4.1,3.9,81.25,31,27.18,24.7,2.3,2.533333,727,2369371
22/05/2007,126,2,3,84.5,29.9,26.98,24.5,4.2,1.833333,727,2369371
23/05/2007,146,0.3,2.9,81,31.1,26.84,23.9,9.7,2.633333,727,2369371
24/05/2007,116,2.6,2.8,84.25,30.3,26.52,23.9,3.9,2.166667,727,2369371
25/05/2007,125,12.9,2.5,82,32.3,27.82,24.6,6.9,1.7,727,2369371
26/05/2007,38,2.8,2.8,83,30.7,26.18,24.3,7.6,1.833333,727,2369371
27/05/2007,30,0,3.5,78.25,31,26.66,23.7,10.1,2.7,727,2369371
28/05/2007,252,0,3.3,83.5,31.2,26.72,23.4,9.5,1.733333,728,2369980
29/05/2007,187,0.7,3.1,79.5,31,26.96,23.8,10,3.3,728,2369980
30/05/2007,198,0,4,75.25,32.1,27.6,24.3,10.2,2.933333,728,2369980
31/05/2007,152,17.8,3.8,80.5,31.3,27.8,24.6,10.7,3.366667,728,2369980
1/6/2007,156,0,3.7,75.75,30.8,26.9,23.7,8.6,3.833333,728,2369980
2/6/2007,136,0,4,79.25,31,26.38,22.7,10.2,2.066667,728,2369980
3/6/2007,30,2.6,3.1,81,30.4,26.02,23.5,8.2,1.966667,728,2369980
4/6/2007,212,2.3,2.3,81.5,30.4,26.56,23,10.2,2.366667,728,2370589
5/6/2007,136,0,3.6,78.25,30.7,27.14,24.4,8.8,2.033333,728,2370589
6/6/2007,168,23.2,2.8,83,30.9,26.1,22.4,6.2,1.333333,728,2370589
7/6/2007,75,1.1,2.8,77.5,30.6,26.4,23.5,8.8,1.8,728,2370589
8/6/2007,133,0,4.2,77.25,31.5,27.08,23.7,10.3,2.966667,728,2370589
9/6/2007,120,15.6,4.4,85.5,29.4,25.56,23.4,2.8,2.133333,728,2370589
10/6/2007,100,0.8,2,77,30.4,26.58,22.9,8.9,2.3,728,2370589
11/6/2007,242,3,3.1,72.25,31.1,26.62,22.6,9.5,2.466667,728,2371198
12/6/2007,124,0,4.3,79,30.1,26.4,23.5,7.4,2.7,728,2371198
13/06/2007,159,1.5,3.2,78.25,30,26.4,22.8,8.9,3.666667,728,2371198
14/06/2007,138,4.3,3.4,77.25,30.8,26.38,23.3,8.9,4.266667,728,2371198
15/06/2007,212,0,4.5,73,31.1,26.74,22.6,10.2,3.466667,728,2371198
16/06/2007,80,0,5,75.75,30.9,26.46,22.7,10.4,3.033333,728,2371198
17/06/2007,51,0,4.1,83.5,29.6,25.56,23.8,2.4,3.3,728,2371198
18/06/2007,248,8.4,2.6,72.25,30.6,26.62,22.5,6.8,3.1,728,2371807
19/06/2007,141,0,3.8,75.5,30.6,26.92,23.6,9.7,3.8,728,2371807
20/06/2007,129,0,4.3,77.25,31.6,26.02,23.3,10.2,2.9,728,2371807
21/06/2007,88,0,4.5,75,30.9,26.38,21.8,10.5,4.033333,728,2371807
22/06/2007,124,0,5.1,70.75,30.6,26.38,22.3,10.4,3.533333,728,2371807
23/06/2007,68,0,5.6,75.75,30.2,26.48,24.2,6.1,2.7,728,2371807
24/06/2007,28,0,3.2,80.25,30.8,26.32,23.2,10,2.266667,728,2371807
25/06/2007,200,0,3.8,73.75,32.2,26.02,22.9,10.2,3.066667,728,2372416
26/06/2007,120,0,4.5,71.75,30.6,26.16,21.6,10.4,4.7,728,2372416
27/06/2007,186,0,5.2,76.5,31.2,26.34,21.5,10.2,3,728,2372416
28/06/2007,69,2.7,3.8,78.75,29.1,26.16,23,7.8,3.366667,728,2372416
29/06/2007,129,2.4,3.2,76.75,31.8,25.64,22.3,10.1,2.5,728,2372416
30/06/2007,66,0,3.5,73.5,31.2,26.76,22.6,8.3,2.9,728,2372416
1/7/2007,20,0,3.8,74.5,32.5,27.42,23.4,9.9,2.133333,728,2372416
2/7/2007,128,0,4.4,75.5,31.6,27.04,23.1,10.4,2.8,729,2373025
3/7/2007,126,0,4.4,77.5,31.2,26.7,22.8,10.4,2.6,729,2373025
4/7/2007,122,0,4.6,69.25,31.1,26.66,22.6,10.5,3.466667,729,2373025
5/7/2007,111,0,6,79,30.1,26.02,22.2,3,2.233333,729,2373025
6/7/2007,112,0,3.1,76.75,31.1,26.34,21.5,10.5,3.633333,729,2373025
7/7/2007,78,0,6.4,79.5,31.1,26.3,21.6,10.3,3.4,729,2373025
8/7/2007,56,0,5.5,81.25,31.1,26.76,23.1,8.7,3.8,729,2373025
9/7/2007,136,0,5,77.75,31.4,26.68,22.8,9.1,3.766667,729,2373634
10/7/2007,130,0,5.5,77.75,30.9,26.9,23.2,9,3.8,729,2373634
11/7/2007,132,0,5.7,74.5,31.1,26.8,23.3,10.3,4.6,729,2373634
12/7/2007,116,0,5.3,74.25,31.2,26.74,22.7,10.5,2.3,729,2373634
13/07/2007,128,3.6,5,84,30.3,26.08,24,4,2.866667,729,2373634
14/07/2007,86,0,3.3,81.75,31.1,26.54,22.8,7.2,3.066667,729,2373634
15/07/2007,26,3.2,3.9,80.75,30.5,26.58,23.6,10,4.6,729,2373634
16/07/2007,166,1.3,5,78.5,30.2,26.66,23.4,9.5,3.966667,729,2374243
17/07/2007,118,0,6.2,80.75,30.7,26.58,23.4,10.1,2.933333,729,2374243
18/07/2007,159,0,5,79,31.2,27,23.2,10.4,2.8,729,2374243
19/07/2007,86,0,5.6,75.25,30.7,26.76,24,10.5,2.766667,729,2374243
20/07/2007,142,0,5.2,72.5,31,26.64,23,10.1,2.933333,729,2374243
21/07/2007,26,0,5.3,74.75,31.1,26.02,22.6,10.1,3.033333,729,2374243
22/07/2007,34,0,4.7,80.75,31.1,26.16,21.5,10.2,2.366667,729,2374243
23/07/2007,160,44.7,4,90.5,28.4,24.84,22.8,1.6,1.633333,729,2374852
24/07/2007,121,3.6,1.9,75,30.7,26.58,22.9,10.4,2.933333,729,2374852
25/07/2007,128,0,4,81.25,30.2,26.42,23.1,10.4,3.233333,729,2374852
26/07/2007,126,0,3.5,85.25,30.4,26.36,23.4,9.4,2.733333,729,2374852
27/07/2007,132,0,4.7,87,29.5,26.38,24.6,7.2,2.7,729,2374852
28/07/2007,30,0.3,5,75,31.2,26.02,24.1,10.5,3.066667,729,2374852
29/07/2007,28,0,5.3,74.75,32.2,26.64,22.4,10.5,3.266667,729,2374852
30/07/2007,129,0,5.1,77.75,32.1,26.74,23.6,10.5,2.333333,729,2375460
31/07/2007,88,0,5.6,72,32,26.68,22.8,10.6,3.133333,729,2375460
1/8/2007,151,0,6.3,74,31.3,27,23.4,9.8,3.966667,729,2375460
2/8/2007,78,0,7.1,73.25,30.4,26.52,23.7,10.6,3.4,729,2375460
3/8/2007,90,0,6.1,71.75,32.2,26.06,21.8,10.6,2.633333,729,2375460
4/8/2007,56,0,7.3,69.5,31.3,26.28,21.7,10.5,4.233333,729,2375460
5/8/2007,16,0,4.2,73.5,32.4,26.9,22.3,10.5,3.4,729,2375460
6/8/2007,105,0,5.9,72.5,30.8,26.48,22.6,6.1,4.633333,729,2376069
7/8/2007,79,0,5.8,71.25,31.3,26.56,23.3,10.5,3,729,2376069
8/8/2007,101,0,6.4,70.5,30.4,26.68,22.8,10.2,4.133333,729,2376069
9/8/2007,62,0,6.9,69.5,31.4,26.54,22.9,10.7,4.3,729,2376069
10/8/2007,55,0,7.2,70.75,31.7,26.44,22.5,10,4.4,729,2376069
11/8/2007,26,0,6.9,74,31.1,26.58,23.3,9.7,4.1,729,2376069
12/8/2007,12,0,5.7,75.25,30.5,26.2,22.3,9.8,4.566667,729,2376069
13/08/2007,121,0,5.7,68.25,32.6,26.7,22.3,10.5,4.5,0.73,2376678
14/08/2007,53,0,6.8,74,31.2,25.5,21.5,9.8,3.966667,0.73,2376678
15/08/2007,70,0,5.9,66.75,31.3,25.9,21.1,10.6,3.633333,0.73,2376678
16/08/2007,59,0,5.9,68,31.9,26.52,22.5,10,5.466667,0.73,2376678
17/08/2007,63,0,8.3,72.75,31.8,26.7,23.1,10.7,4.133333,0.73,2376678
18/08/2007,37,0,5.7,68.5,30.9,26.3,22.6,10.8,4.166667,0.73,2376678
19/08/2007,26,0,6,72.75,30.2,26.18,23.9,8.9,4.133333,0.73,2376678
20/08/2007,100,0,5.5,71.75,31.3,26.84,22.9,10.9,4.133333,0.73,2377287
21/08/2007,54,0.3,6.2,76,31.1,26.9,24,8.9,4.266667,0.73,2377287
22/08/2007,59,0,6.3,68.5,31.1,26.84,24.5,9.1,3.9,0.73,2377287
23/08/2007,30,0.5,6.7,69.25,30.4,26.42,23.8,9.5,3.5,0.73,2377287
24/08/2007,61,0,6.7,75.25,30.8,26.16,21.8,9.9,3.433333,0.73,2377287
25/08/2007,26,0,5.2,75.25,32.1,26.8,22.7,5.7,4.166667,0.73,2377287
26/08/2007,12,0,5.7,68.75,31.4,26.84,22.6,10.3,3.233333,0.73,2377287
27/08/2007,110,0,7.4,68,31.6,26.56,22.8,10.4,3.866667,0.73,2377896
28/08/2007,70,0,7.4,75.25,30.3,26.24,22.3,10.2,4.133333,0.73,2377896
29/08/2007,67,0,7.8,66,31.2,26.72,23.6,10.7,4.133333,0.73,2377896
30/08/2007,16,0,7.5,71.25,31.3,26.74,23,10.5,4.866667,0.73,2377896
31/08/2007,48,0,7.5,68.5,31.2,26.58,22.9,10.6,4.8,0.73,2377896
1/9/2007,18,0,7.7,69,32.4,26.9,22.9,9.9,3.8,0.73,2377896
2/9/2007,18,0,6.9,67.5,32.7,27.26,23.6,10.5,3.8,0.73,2377896
3/9/2007,58,0,9.3,68,31.8,26.34,21.9,10.6,4.233333,0.73,2378505
4/9/2007,54,0,8.8,70.25,30.8,26.58,22.3,10.7,3.966667,0.73,2378505
5/9/2007,64,0,7.1,73,31.4,26.78,24.4,8.9,3.633333,0.73,2378505
6/9/2007,20,2.5,4.9,71.25,30.6,26.76,22.5,7.1,4.733333,0.73,2378505
7/9/2007,20,0,5.5,69,31.1,26.52,22.3,10.3,3.5,0.73,2378505
8/9/2007,16,0,6.7,72.5,32.7,26.82,23.3,10,3.233333,0.73,2378505
9/9/2007,10,0,6.8,68.5,32.7,26.94,23.8,10.5,3.466667,0.73,2378505
10/9/2007,107,0,6.7,70.25,32.3,26.92,23.1,10.5,4.4,0.73,2379114
11/9/2007,39,0,6.8,65.5,33.5,27.3,23,10.7,3.866667,0.73,2379114
12/9/2007,60,0,7.2,65.5,32.5,27.16,22.9,10.4,4.966667,0.73,2379114
13/09/2007,26,0,6.8,68.25,31.6,26.9,24.5,4.5,4.3,0.73,2379114
14/09/2007,40,0,7.1,69.75,31,26.12,21.6,9.7,3.5,0.73,2379114
15/09/2007,33,0,7.1,69.25,32.1,27.02,23.3,10.7,3.966667,0.73,2379114
16/09/2007,11,0,6.9,70.25,32.1,27.02,23.3,10.8,3.566667,0.73,2379114
17/09/2007,78,0,5.5,78.25,31,26.62,23.6,9.9,2.566667,731,2379723
18/09/2007,30,0.2,5,73.5,31.9,27.06,24.5,9,3.633333,731,2379723
19/09/2007,57,0.2,6.7,70,31.4,27.38,24.6,10,4.133333,731,2379723
20/09/2007,24,0,6.1,70.75,30.8,26.96,24.8,10.3,4.266667,731,2379723
21/09/2007,54,0,7.7,70,31,26.9,24.7,9.9,5.133333,731,2379723
22/09/2007,22,0,7.5,69.25,32,26.98,22.9,10.4,4.233333,731,2379723
23/09/2007,10,0,7.5,67.25,31.6,26.94,23.1,10.2,4.133333,731,2379723
24/09/2007,41,0,7.5,68,32,26.82,22.5,9.6,4.033333,731,2380332
25/09/2007,31,0,6.8,76.25,30.5,26.48,22.6,10.2,3.366667,731,2380332
26/09/2007,35,0,6.8,66.5,30.6,27.28,25,9.8,3.8,731,2380332
27/09/2007,25,0,8.2,68.5,31.1,26.9,23.3,10.2,5.233693,731,2380332
28/09/2007,26,0,8.2,66.25,32.4,27.3,23.4,10.2,4.866667,731,2380332
29/09/2007,24,0,7.3,68.75,31.6,26.98,23.7,9.6,4.733333,731,2380332
30/09/2007,6,0,9.1,70,30.9,26.72,23.4,10.7,4.6,731,2380332
1/10/2007,42,0,8.1,67.75,30.4,26.62,23.2,10.6,3.833333,731,2380941
2/10/2007,26,0,8.5,72.5,31.1,26.92,23.9,10.4,3.4,731,2380941
3/10/2007,28,0,7,70.25,32.2,27.58,24.1,10.2,4.733333,731,2380941
4/10/2007,26,0,7.3,72.25,31,26.96,25.3,7.4,4.3,731,2380941
5/10/2007,18,0,5.9,72.25,30.8,26.54,23.4,10.7,3.566667,731,2380941
6/10/2007,2,0,5.7,69.5,30.6,26.78,23.7,9.9,4.566667,731,2380941
7/10/2007,2,0,7.7,69,30.5,26.94,24.4,9.6,4.066667,731,2380941
8/10/2007,34,0,7.5,74.75,31,27.02,23.5,10.6,5.166667,731,2381550
9/10/2007,36,0.6,7.5,70.75,29.9,26.28,23.3,6,4.5,731,2381550
10/10/2007,37,0,7.7,70.5,31.3,27.06,23.7,9.1,4.666667,731,2381550
11/10/2007,32,0,7.7,68.25,31,26.72,22.8,9.8,3.766667,731,2381550
12/10/2007,18,0,8,73.25,31.1,26.9,24,10.3,4.533333,731,2381550
13/10/2007,12,0,7.7,72,31.5,27.32,25.1,9.2,4.633333,731,2381550
14/10/2007,6,0,7.4,67.5,31.3,27.14,23.7,10.7,4.366667,731,2381550
15/10/2007,69,0,7.4,70.75,31.5,27.16,24.9,9.8,4.2,731,2382159
16/10/2007,18,0,7.1,69.25,31.8,27.18,22.9,10.6,4.1,731,2382159
17/10/2007,51,0.3,6.5,73.5,31,26.82,24.3,9.2,3.4,731,2382159
18/10/2007,20,0,5.4,71.25,31,26.9,23.3,10.8,4.366667,731,2382159
19/10/2007,48,0,5.8,73,31.5,27.62,24.9,10.9,3.566667,731,2382159
20/10/2007,6,0,6.7,73.75,31.6,27.54,25.1,10.6,3.566667,731,2382159
21/10/2007,6,0,6,73.75,31.8,27.3,23.7,10.1,3.633333,731,2382159
22/10/2007,48,0,6.7,72.5,32,27.72,24.8,10.3,3.866667,732,2382768
23/10/2007,40,0,5.9,73,30.5,27.5,25.2,10.3,3.533333,732,2382768
24/10/2007,36,0,6.7,68.25,32.5,27.92,24.9,10.6,5.033333,732,2382768
25/10/2007,29,0,9.5,65,32.3,27.76,24.1,10.8,4.466667,732,2382768
26/10/2007,34,0,8.5,68.5,32,27.3,23.5,11,3.3,732,2382768
27/10/2007,18,0,8.4,73,31,27.14,24.5,10.8,3.466667,732,2382768
28/10/2007,6,0,5.8,75.5,31.5,27.62,24.2,10.3,4.2,732,2382768
29/10/2007,41,0,6.9,70.25,31.4,27.66,25.1,10.6,3.9,732,2383376
30/10/2007,46,0,7.2,70,31.4,27.48,24.7,10.3,4.333333,732,2383376
31/10/2007,49,0,7.1,71,32.1,27.82,24.7,9.8,4.166667,732,2383376
1/11/2007,17,0.2,6,76.25,31.4,27.34,25.4,7.9,4.033333,732,2383376
2/11/2007,6,0,6.4,73.75,31.6,27.66,25.3,9.7,2.6,732,2383376
3/11/2007,8,0,6.7,69.25,31.3,27.78,25.4,10.9,3.466667,732,2383376
