Data_Notificacao,Infectados_Dengue_GISSA,Infectados_7,Infectados_14,Infectados_21,Infectados_28,Infectados_35,Precipitacao,Precipitacao_7,Precipitacao_14,Precipitacao_21,Precipitacao_28,Precipitacao_35,Evaporacao_Piche,Evaporacao_7,Evaporacao_14,Evaporacao_21,Evaporacao_28,Evaporacao_35,Umidade_Relativa_Media,Temp_Maxima,Temp_Comp_Media,Temp_Minima,Insolacao,Insolacao_7,Insolacao_14,Insolacao_21,Insolacao_28,Insolacao_35,Velocidade_Vento_Media,Vel_vento_7,Vel_vento_14,Vel_vento_21,Vel_vento_28,Vel_vento_35,IDH,Populacao,Populacao_Sexo_Feminino,Populacao_Sexo_Masculino,Idade<15,Idade-15-64,Idade>65,Densidade_Demografica,Populacao_urbana,Populacao_Rural,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
15/03/2007,79,348,789,1094,1232,1373,2.8,164.7,240.1,358.1,532.7,553.4,3.8,19.5,40.5,64.8,74.9,107.3,79,31.2,27.04,23.2,7.1,30.2,65.3,109.1,124.4,160.2,3.7,15.3,32.733333,50.333333,61.6,80.033331,0.725,2363282,1257075,1106207,574354,1642440,146487,7565,2363282,0,667,484,733,858,1006,876,1034,989,867,982
16/03/2007,78,376,830,1127,1294,1444,8.2,164.3,234.6,346.1,474.8,553.2,4.2,20.8,41.9,64.6,78,106,74.75,32.5,27.52,23.3,7.8,33,67.1,106.6,131.3,163,2.233333,16.8,33.433333,51.6,64.533333,80.599998,0.725,2363282,1257075,1106207,574354,1642440,146487,7565,2363282,0,649,447,798,891,1048,886,960,1036,823,1013
17/03/2007,29,398,850,1175,1346,1504,8,171.9,202.4,263.3,454,555.1,3.5,20.8,43.5,65.4,80.9,105.4,93.25,27.4,25.54,24.3,0,31.5,74.9,114.4,134.3,169.1,0.833333,16.833333,33.799999,52.966666,64.866666,79.799998,0.725,2363282,1257075,1106207,574354,1642440,146487,7565,2363282,0,603,451,829,888,1057,854,997,1002,821,1111
18/03/2007,65,400,843,1182,1369,1517,5.3,176.3,199.5,264.3,423.4,562.7,0.5,20,45.7,68.6,81.9,103.9,85.25,30.4,26.74,23.5,5.1,25.5,73.8,111.5,134.3,158,1.866667,14.766666,32.833332,51.999999,64.399999,76.999998,0.725,2363282,1257075,1106207,574354,1642440,146487,7565,2363282,0,554,454,843,879,1069,847,979,1016,815,1111
19/03/2007,54,423,874,1209,1414,1568,0.7,150,195.9,269,395.7,568,3,16.2,44.3,66.4,81.5,99.1,81.25,32,27.62,23.7,8.9,30.6,69.3,108.2,139.1,154.2,2.566667,15.7,32.233332,50.833333,65.599999,76.033332,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,574,487,846,927,1035,875,934,1087,833,1071
20/03/2007,128,423,842,1205,1454,1593,12.2,78.2,195.3,269.3,391.1,568.7,3.1,18.4,42.9,65.9,82.5,97.3,81.75,31.2,27.3,24.5,2.3,37.8,67.5,107.8,145.7,158.8,1.133333,15.166667,31.366666,49.666667,66.166666,76.266666,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,579,559,867,953,900,1027,947,993,894,1020
21/03/2007,102,485,906,1279,1565,1691,0.4,46,206.3,281.5,396.7,580.9,2.6,19.1,41.1,64.3,84.2,97.1,78.5,29.8,27.48,24.5,1,40.1,63.1,99.1,146.7,155.8,2.476293,15.3,29.866666,47.633333,65.266666,75.466666,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,574,618,873,985,873,1079,983,870,946,990
22/03/2007,56,535,883,1324,1629,1767,1.7,37.6,202.3,277.7,395.7,570.3,5.5,20.7,40.2,61.2,85.5,95.6,77.5,31.2,27.5,24.1,6.2,32.2,62.4,97.5,141.3,156.6,2.233333,14.809626,30.109626,47.542959,65.142959,76.409626,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,484,733,858,1006,876,1034,989,867,982,913
23/03/2007,101,512,888,1342,1639,1806,5.9,36.5,200.8,271.1,382.6,511.3,3,22.4,43.2,64.3,87,100.4,80,31.9,27.6,23.9,5.2,31.3,64.3,98.4,137.9,162.6,2.8,13.342959,30.142959,46.776292,64.942959,77.876292,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,447,798,891,1048,886,960,1036,823,1013,890
24/03/2007,74,535,933,1385,1710,1881,23.2,34.2,206.1,236.6,297.5,488.2,3.1,21.2,42,64.7,86.6,102.1,79,30.9,27.58,23.5,9.1,28.7,60.2,103.6,143.1,163,2.633333,13.909626,30.742959,47.709625,66.876292,78.776292,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,451,829,888,1057,854,997,1002,821,1111,874
25/03/2007,76,580,980,1423,1762,1949,12,49.4,225.7,248.9,313.7,472.8,3.6,20.8,40.8,66.5,89.4,102.7,82.25,31.5,27.18,24.7,8.9,37.8,63.3,111.6,149.3,172.1,2.833333,15.709626,30.476292,48.542958,67.709625,80.109625,0.726,2363891,1257398,1106493,574213,1643089,146589,7567,2363891,0,454,843,879,1069,847,979,1016,815,1111,944
26/03/2007,110,591,1014,1465,1800,2005,0,56.1,206.1,252,325.1,451.8,3.3,23.9,40.1,68.2,90.3,105.4,80.25,31.8,27.5,24.1,9.1,41.6,72.2,110.9,149.8,180.7,2.866667,16.676292,32.376292,48.909624,67.509625,82.276291,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,487,846,927,1035,875,934,1087,833,1071,974
27/03/2007,66,647,1070,1489,1852,2101,4.2,55.4,133.6,250.7,324.7,446.5,5.1,24.2,42.6,67.1,90.1,106.7,88.25,29.4,26.14,24.3,0,41.8,79.6,109.3,149.6,187.5,1.633333,16.976292,32.142959,48.342958,66.642959,83.142958,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,559,867,953,900,1027,947,993,894,1020,962
28/03/2007,116,585,1070,1491,1864,2150,12.9,47.4,93.4,253.7,328.9,444.1,1.8,26.2,45.3,67.3,90.5,110.4,82.5,31.8,27.58,24.5,3.8,39.5,79.6,102.6,138.6,186.2,2.933333,17.476292,32.776292,47.342958,65.109625,82.742958,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,618,873,985,873,1079,983,870,946,990,953
29/03/2007,124,599,1134,1482,1923,2228,0,59.9,97.5,262.2,337.6,455.6,3.3,25.4,46.1,65.6,86.6,110.9,74.75,32.5,27.96,24.2,9.8,42.3,74.5,104.7,139.8,183.6,2.566667,17.933332,32.742958,48.042958,65.476291,83.076291,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,733,858,1006,876,1034,989,867,982,913,1016
30/03/2007,83,667,1179,1555,2009,2306,0,58.2,94.7,259,329.3,440.8,5.2,23.2,45.6,66.4,87.5,110.2,74.5,31.9,28.06,24.9,10.7,45.9,77.2,110.2,144.3,183.8,3.066667,18.266666,31.609625,48.409625,65.042958,83.209625,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,798,891,1048,886,960,1036,823,1013,890,1095
31/03/2007,28,649,1184,1582,2034,2359,2.9,52.3,86.5,258.4,288.9,349.8,4.2,25.4,46.6,67.4,90.1,112,76.5,31.5,27.96,24.3,6.7,51.4,80.1,111.6,155,194.5,3.1,18.533333,32.442959,49.276292,66.242958,85.409625,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,829,888,1057,854,997,1002,821,1111,874,1055
1/4/2007,27,603,1183,1583,2026,2365,0,32,81.4,257.7,280.9,345.7,3.6,26.5,47.3,67.3,93,115.9,74.5,32.6,28.84,25.8,10.2,49,86.8,112.3,160.6,198.3,3.633333,19,34.709626,49.476292,67.542958,86.709625,0.726,2364500,1257721,1106779,574071,1643738,146690,7569,2364500,0,843,879,1069,847,979,1016,815,1111,944,1006
2/4/2007,130,554,1145,1568,2019,2354,0,20,76.1,226.1,272,345.1,5.4,26.5,50.4,66.6,94.7,116.8,73.25,32.9,28.14,24.6,8.1,50.3,91.9,122.5,161.2,200.1,2.033333,19.8,36.476292,52.176292,68.709624,87.309625,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,846,927,1035,875,934,1087,833,1071,974,1012
3/4/2007,71,574,1221,1644,2063,2426,6,20,75.4,153.6,270.7,344.7,5,28.6,52.8,71.2,95.7,118.7,75.25,32,28.2,24.1,9.1,49.3,91.1,128.9,158.6,198.9,3.233333,18.966666,35.942958,51.109625,67.309624,85.609625,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,867,953,900,1027,947,993,894,1020,962,1029
4/4/2007,111,579,1164,1649,2070,2443,0.8,21.8,69.2,115.2,275.5,350.7,5.6,28.5,54.7,73.8,95.8,119,78.25,31.3,27.68,24.5,6.9,58.4,97.9,138,161,197,2.733333,20.566666,38.042958,53.342958,67.909624,85.676291,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,873,985,873,1079,983,870,946,990,953,999
5/4/2007,34,574,1173,1708,2056,2497,2.5,9.7,69.6,107.2,271.9,347.3,3.7,32.3,57.7,78.4,97.9,118.9,77.25,31.9,28.1,25.1,9.5,61.5,103.8,136,166.2,201.3,2.4,20.366666,38.299998,53.109624,68.409624,85.842957,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,858,1006,876,1034,989,867,982,913,1016,949
6/4/2007,46,484,1151,1663,2039,2493,0,12.2,70.4,106.9,271.2,341.5,6,32.7,55.9,78.3,99.1,120.2,77.5,34,28.74,25.9,5.5,61.2,107.1,138.4,171.4,205.5,3.033333,20.199999,38.466665,51.809624,68.609624,85.242957,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,891,1048,886,960,1036,823,1013,890,1095,861
7/4/2007,32,447,1096,1631,2029,2481,0,12.2,64.5,98.7,270.6,301.1,3.5,33.5,58.9,80.1,100.9,123.6,78.25,32.5,28.3,24.8,8.8,56,107.4,136.1,167.6,211,2.466667,20.166665,38.699998,52.609624,69.442957,86.409623,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,888,1057,854,997,1002,821,1111,874,1055,849
8/4/2007,30,451,1054,1634,2034,2477,0,9.3,41.3,90.7,267,290.2,4.2,32.8,59.3,80.1,100.1,125.8,77.25,32.6,28.46,24.9,8.3,58.1,107.1,144.9,170.4,218.7,2.4,19.533332,38.533332,54.242958,69.009624,87.07629,0.726,2365109,1258044,1107064,573930,1644387,146792,7571,2365109,0,879,1069,847,979,1016,815,1111,944,1006,826
9/4/2007,163,454,1008,1599,2022,2473,9,9.3,29.3,85.4,235.4,281.3,3.8,33.4,59.9,83.8,100,128.1,80.5,31.4,27.88,24.9,4.6,56.2,106.5,148.1,178.7,217.4,2.433333,18.299999,38.099999,54.776291,70.476291,87.009623,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,927,1035,875,934,1087,833,1071,974,1012,778
10/4/2007,143,487,1061,1708,2131,2550,19.6,18.3,38.3,93.7,171.9,289,3.1,31.8,60.4,84.6,103,127.5,88.25,30.8,27.02,24.3,1.5,52.7,102,143.8,181.6,211.3,1.566667,18.699999,37.666665,54.642957,69.809624,86.009623,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,953,900,1027,947,993,894,1020,962,1029,757
11/4/2007,170,559,1138,1723,2208,2629,14.1,31.9,53.7,101.1,147.1,307.4,1.6,29.9,58.4,84.6,103.7,125.7,83.75,30.4,26.48,23,1.9,45.1,103.5,143,183.1,206.1,2.2,17.033333,37.599999,55.076291,70.376291,84.942957,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,985,873,1079,983,870,946,990,953,999,814
12/4/2007,149,618,1192,1791,2326,2674,6.8,45.2,54.9,114.8,152.4,317.1,2,25.9,58.2,83.6,104.3,123.8,80.25,30.8,26.52,24,9.5,40.1,101.6,143.9,176.1,206.3,2.3,16.5,36.866666,54.799998,69.609624,84.909624,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,1006,876,1034,989,867,982,913,1016,949,795
13/04/2007,111,733,1217,1884,2396,2772,51,49.5,61.7,119.9,156.4,320.7,3,24.2,56.9,80.1,102.5,123.3,76.75,31.1,27.22,22.6,8.3,40.1,101.3,147.2,178.5,211.5,2.733333,16.4,36.599999,54.866665,68.209624,85.009624,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,1048,886,960,1036,823,1013,890,1095,861,800
14/04/2007,63,798,1245,1894,2429,2827,0.9,100.5,112.7,165,199.2,371.1,3.1,21.2,54.7,80.1,101.3,122.1,79,31,27.28,23.7,9.5,42.9,98.9,150.3,179,210.5,3.066667,16.1,36.266665,54.799998,68.709624,85.542957,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,1057,854,997,1002,821,1111,874,1055,849,798
15/04/2007,44,829,1280,1883,2463,2863,7.2,101.4,110.7,142.7,192.1,368.4,4,20.8,53.6,80.1,100.9,120.9,82.75,30.9,27.44,24.7,6.2,43.6,101.7,150.7,188.5,214,2.633333,16.7,36.233332,55.233332,70.942958,85.709624,0.726,2365718,1258368,1107350,573788,1645036,146893,7573,2365718,0,1069,847,979,1016,815,1111,944,1006,826,790
16/04/2007,166,843,1297,1851,2442,2865,4,108.6,117.9,137.9,194,344,3.5,20.6,54,80.5,104.4,120.6,82.5,30.8,27.14,24.1,2.9,41.5,97.7,148,189.6,220.2,2.5,16.933333,35.233332,55.033332,71.709624,87.409624,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,1035,875,934,1087,833,1071,974,1012,778,718
17/04/2007,164,846,1333,1907,2554,2977,15.2,103.6,121.9,141.9,197.3,275.5,2.1,20.3,52.1,80.7,104.9,123.3,90,29.1,26.28,24.3,0,39.8,92.5,141.8,183.6,221.4,1.5,17,35.699999,54.666665,71.642957,86.809624,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,900,1027,947,993,894,1020,962,1029,757,724
18/04/2007,176,867,1426,2005,2590,3075,60.2,99.2,131.1,152.9,200.3,246.3,1.5,19.3,49.2,77.7,103.9,123,90.25,29,25.22,22.3,0.8,38.3,83.4,141.8,181.3,221.4,1.6,16.933333,33.966666,54.533332,72.009624,87.309624,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,873,1079,983,870,946,990,953,999,814,660
19/04/2007,134,873,1491,2065,2664,3199,0,145.3,190.5,200.2,260.1,297.7,1.6,19.2,45.1,77.4,102.8,123.5,83,31.2,26.88,23.7,9.6,37.2,77.3,138.8,181.1,213.3,1.7,16.333333,32.833333,53.199999,71.133331,85.942957,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,876,1034,989,867,982,913,1016,949,795,702
20/04/2007,144,858,1591,2075,2742,3254,0.4,138.5,188,200.2,258.4,294.9,2.7,18.8,43,75.7,98.9,121.3,82.5,30.8,26.92,23.3,9,37.3,77.4,138.6,184.5,215.8,2.9,15.733333,32.133333,52.333332,70.599998,83.942957,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,886,960,1036,823,1013,890,1095,861,800,685
21/04/2007,60,891,1689,2136,2785,3320,80,87.9,188.4,200.6,252.9,287.1,2.3,18.5,39.7,73.2,98.6,119.8,90.75,29.8,25.54,23,1,38,80.9,136.9,188.3,217,2.7,15.9,32,52.166665,70.699998,84.609624,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,854,997,1002,821,1111,874,1055,849,798,697
22/04/2007,35,888,1717,2168,2771,3351,4.7,167,268.4,277.7,309.7,359.1,1.6,17.7,38.5,71.3,97.8,118.6,84,31.2,26.66,23.9,4,29.5,73.1,131.2,180.2,218,1.933333,15.533333,32.233333,51.766665,70.766665,86.476291,0.726,2366327,1258691,1107636,573647,1645685,146995,7574,2366327,0,847,979,1016,815,1111,944,1006,826,790,733
23/04/2007,214,879,1722,2176,2730,3321,1.1,164.5,273.1,282.4,302.4,358.5,2.2,15.3,35.9,69.3,95.8,119.7,86.75,29.9,26.58,24.6,0.1,27.3,68.8,125,175.3,216.9,1.4,14.833333,31.766666,50.066665,69.866665,86.542957,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,875,934,1087,833,1071,974,1012,778,718,741
24/04/2007,190,927,1773,2260,2834,3481,8.4,161.6,265.2,283.5,303.5,358.9,1.2,14,34.3,66.1,94.7,118.9,91,29.7,26.14,23.9,0.5,24.5,64.3,117,166.3,208.1,1.133333,13.733333,30.733333,49.433332,68.399998,85.37629,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,1027,947,993,894,1020,962,1029,757,724,745
25/04/2007,208,953,1820,2379,2958,3543,5.5,154.8,254,285.9,307.7,355.1,1.1,13.1,32.4,62.3,90.8,117,88,30.6,25.84,23.5,3.4,25,63.3,108.4,166.8,206.3,1.033333,13.366666,30.299999,47.333332,67.899998,85.37629,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,1079,983,870,946,990,953,999,814,660,755
26/04/2007,155,985,1858,2476,3050,3649,10.6,100.1,245.4,290.6,300.3,360.2,1.7,12.7,31.9,57.8,90.1,115.5,90,28.6,25.54,23.7,0.4,27.6,64.8,104.9,166.4,208.7,1.233333,12.799999,29.133332,45.633332,65.999998,83.93333,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,1034,989,867,982,913,1016,949,795,702,760
27/04/2007,186,1006,1864,2597,3081,3748,20,110.7,249.2,298.7,310.9,369.1,1,12.8,31.6,55.8,88.5,111.7,90.5,29.4,25.68,23,0.2,18.4,55.7,95.8,157,202.9,1.566667,12.333332,28.066665,44.466665,64.666664,82.93333,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,960,1036,823,1013,890,1095,861,800,685,776
28/04/2007,69,1048,1939,2737,3184,3833,18.9,130.3,218.2,318.7,330.9,383.2,1.3,11.1,29.6,50.8,84.3,109.7,88.5,30.8,26.84,24.2,5.1,9.6,47.6,90.5,146.5,197.9,2.133333,10.999999,26.899999,42.999999,63.166664,81.699997,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,997,1002,821,1111,874,1055,849,798,697,784
29/04/2007,47,1057,1945,2774,3225,3828,4.3,69.2,236.2,337.6,346.9,378.9,2.1,10.1,27.8,48.6,81.4,107.9,82.75,31,26.48,23.6,7.4,13.7,43.2,86.8,144.9,193.9,1.766667,10.433332,25.966665,42.666665,62.199997,81.199997,0.727,2366936,1259014,1107921,573505,1646334,147096,7576,2366936,0,979,1016,815,1111,944,1006,826,790,733,754
30/04/2007,180,1069,1948,2791,3245,3799,8.2,68.8,233.3,341.9,351.2,371.2,2.9,10.6,25.9,46.5,79.9,106.4,87,30,25.86,22.7,3.3,17.1,44.4,85.9,142.1,192.4,1.066667,10.266666,25.099999,42.033332,60.333331,80.133331,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,934,1087,833,1071,974,1012,778,718,741,784
1/5/2007,55,1035,1962,2808,3295,3869,0,75.9,237.5,341.1,359.4,379.4,1.8,11.3,25.3,45.6,77.4,106,80,30.8,27.24,23.9,7.8,20.3,44.8,84.6,137.3,186.6,1.933333,9.933333,23.666666,40.666666,59.366665,78.333331,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,947,993,894,1020,962,1029,757,724,745,772
2/5/2007,181,900,1853,2720,3279,3858,44.2,67.5,222.3,321.5,353.4,375.2,2.4,11.9,25,44.3,74.2,102.7,85.25,30.3,26.04,23.3,2.6,27.6,52.6,90.9,136,194.4,1.766667,10.733333,24.099999,41.033332,58.066665,78.633331,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,983,870,946,990,953,999,814,660,755,799
3/5/2007,158,873,1858,2731,3349,3923,25,106.2,206.3,351.6,396.8,406.5,2,13.2,25.9,45.1,71,103.3,83.75,30.9,26.12,23.7,4.6,26.8,54.4,91.6,131.7,193.2,1.966667,11.466667,24.266666,40.599999,57.099999,77.466665,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,989,867,982,913,1016,949,795,702,760,769
4/5/2007,196,876,1882,2740,3473,3957,0.4,120.6,231.3,369.8,419.3,431.5,2.9,13.5,26.3,45.1,69.3,102,79.25,31.3,26.96,23.5,9.8,31,49.4,86.7,126.8,188,2.866667,12.200001,24.533333,40.266666,56.666666,76.866665,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,1036,823,1013,890,1095,861,800,685,776,783
5/5/2007,37,886,1934,2825,3623,4070,2.9,101,231.3,319.2,419.7,431.9,1.9,15.4,26.5,45,66.2,99.7,80.25,31.5,27.1,23.6,7.1,40.6,50.2,88.2,131.1,187.1,2.366667,13.500001,24.5,40.4,56.5,76.666665,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,1002,821,1111,874,1055,849,798,697,784,723
6/5/2007,40,854,1911,2799,3628,4079,33,85,154.2,321.2,422.6,431.9,3.1,16,26.1,43.8,64.6,97.4,84,30.9,26.86,23.7,2.9,42.6,56.3,85.8,129.4,187.5,2.1,13.733335,24.166667,39.7,56.4,75.933332,0.727,2367544,1259337,1108207,573363,1646983,147198,7578,2367544,0,1016,815,1111,944,1006,826,790,733,754,731
7/5/2007,208,847,1916,2795,3638,4092,0,113.7,182.5,347,455.6,464.9,2.6,17,27.6,42.9,63.5,96.9,77.5,30.9,27.4,23.4,9.3,38.1,55.2,82.5,124,180.2,2.966667,14.066668,24.333334,39.166667,56.1,74.399999,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,1087,833,1071,974,1012,778,718,741,784,725
8/5/2007,207,875,1910,2837,3683,4170,1.9,105.5,181.4,343,446.6,464.9,3.5,16.7,28,42,62.3,94.1,82.75,30.9,27.58,26,3.9,44.1,64.4,88.9,128.7,181.4,1.966667,15.966668,25.900001,39.633334,56.633334,75.333333,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,993,894,1020,962,1029,757,724,745,772,728
9/5/2007,233,1027,1927,2880,3747,4306,0,107.4,174.9,329.7,428.9,460.8,2.8,18.4,30.3,43.4,62.7,92.6,79.75,31.3,26.84,24.3,9.4,40.2,67.8,92.8,131.1,176.2,2.2,16.000002,26.733335,40.100001,57.033334,74.066667,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,870,946,990,953,999,814,660,755,799,697
10/5/2007,113,1079,1952,2937,3810,4428,0,63.2,169.4,269.5,414.8,460,3.3,18.8,32,44.7,63.9,89.8,76.25,32.3,26.34,23.4,3.5,47,73.8,101.4,138.6,178.7,1.8,16.433335,27.900002,40.700001,57.033334,73.533334,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,867,982,913,1016,949,795,702,760,769,737
11/5/2007,122,1034,1910,2916,3774,4507,0,38.2,158.8,269.5,408,457.5,3.7,20.1,33.6,46.4,65.2,89.4,73.5,32.1,27.72,23.3,10.2,45.9,76.9,95.3,132.6,172.7,2.833333,16.266668,28.466669,40.800001,56.533334,72.933334,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,823,1013,890,1095,861,800,685,776,783,727
12/5/2007,74,960,1846,2894,3785,4583,0,37.8,138.8,269.1,357,457.5,4.5,20.9,36.3,47.4,65.9,87.1,73,31.7,27.98,24.6,9.9,46.3,86.9,96.5,134.5,177.4,2.733333,16.233334,29.733335,40.733334,56.633334,72.733334,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,821,1111,874,1055,849,798,697,784,723,731
13/05/2007,22,997,1851,2908,3796,4625,26.8,34.9,119.9,189.1,356.1,457.5,3.7,23.5,39.5,49.6,67.3,88.1,83.5,30.9,26.92,24.1,8.8,49.1,91.7,105.4,134.9,178.5,1.6,16.6,30.333335,40.766667,56.3,73,0.727,2368153,1259661,1108493,573222,1647632,147299,7580,2368153,0,815,1111,944,1006,826,790,733,754,731,725
14/05/2007,163,979,1826,2895,3774,4617,1.2,28.7,142.4,211.2,375.7,484.3,2.8,24.1,41.1,51.7,67,87.6,82.5,31.1,26.66,24.6,8.9,55,93.1,110.2,137.5,179,2.6,16.1,30.166668,40.433334,55.266667,72.2,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,833,1071,974,1012,778,718,741,784,725,694
15/05/2007,220,934,1809,2844,3771,4617,0,29.9,135.4,211.3,372.9,476.5,3.4,24.3,41,52.3,66.3,86.6,82.25,30.9,26.88,23.9,9.7,54.6,98.7,119,143.5,183.3,2.733333,15.733333,31.700001,41.633334,55.366667,72.366667,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,894,1020,962,1029,757,724,745,772,728,661
16/05/2007,269,947,1974,2874,3827,4694,0,28,135.4,202.9,357.7,456.9,3.3,24.2,42.6,54.5,67.6,86.9,81.75,31,26.98,23.4,10.5,60.4,100.6,128.2,153.2,191.5,2.3,16.499999,32.500001,43.233334,56.6,73.533333,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,946,990,953,999,814,660,755,799,697,684
17/05/2007,119,983,2062,2935,3920,4793,0,28,91.2,197.4,297.5,442.8,4,24.7,43.5,56.7,69.4,88.6,76.25,31.2,27.42,23.7,10.4,61.5,108.5,135.3,162.9,200.1,3.466667,16.599999,33.033334,44.500001,57.3,73.633333,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,982,913,1016,949,795,702,760,769,737,636
18/05/2007,169,989,2023,2899,3905,4763,0,28,66.2,186.8,297.5,436,5.2,25.4,45.5,59,71.8,90.6,73.25,31,26.58,22.9,6.3,68.4,114.3,145.3,163.7,201,2.866667,18.266666,34.533334,46.733335,59.066667,74.8,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,1013,890,1095,861,800,685,776,783,727,594
19/05/2007,40,1036,1996,2882,3930,4821,0,28,65.8,166.8,297.1,385,3.9,26.9,47.8,63.2,74.3,92.8,76.75,31.4,27.78,24,10.2,64.5,110.8,151.4,161,199,3.7,18.3,34.533334,48.033335,59.033334,74.933334,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,1111,874,1055,849,798,697,784,723,731,620
20/05/2007,36,1002,1999,2853,3910,4798,0.9,28,62.9,147.9,217.1,384.1,4.3,26.3,49.8,65.8,75.9,93.6,78.25,31.8,27.54,24.3,9.9,64.8,113.9,156.5,170.2,199.7,2.866667,19.266667,35.866667,49.600002,60.033334,75.566667,0.727,2368762,1259984,1108778,573080,1648281,147401,7582,2368762,0,1111,944,1006,826,790,733,754,731,725,608
21/05/2007,234,1016,1995,2842,3911,4790,4.1,2.1,30.8,144.5,213.3,377.8,3.9,26.9,51,68,78.6,93.9,81.25,31,27.18,24.7,2.3,65.9,120.9,159,176.1,203.4,2.533333,20.533334,36.633334,50.700002,60.966668,75.800001,0.727,2369371,1260307,1109064,572939,1648930,147502,7584,2369371,0,1071,974,1012,778,718,741,784,725,694,584
22/05/2007,126,1087,2021,2896,3931,4858,2,5,34.9,140.4,216.3,377.9,3,28,52.3,69,80.3,94.3,84.5,29.9,26.98,24.5,4.2,59.3,113.9,158,178.3,202.8,1.833333,20.466667,36.2,52.166668,62.100001,75.833334,0.727,2369371,1260307,1109064,572939,1648930,147502,7584,2369371,0,1020,962,1029,757,724,745,772,728,661,575
23/05/2007,146,993,1940,2967,3867,4820,0.3,7,35,142.4,209.9,364.7,2.9,27.6,51.8,70.2,82.1,95.2,81,31.1,26.84,23.9,9.7,53.8,114.2,154.4,182,207,2.633333,19.566667,36.066666,52.066668,62.800001,76.166667,0.727,2369371,1260307,1109064,572939,1648930,147502,7584,2369371,0,990,953,999,814,660,755,799,697,684,525
