ds, y 
23/06/2011,0.000
24/06/2011,0.000
25/06/2011,0.000
26/06/2011,0.000
27/06/2011,0.000
28/06/2011,0.000
29/06/2011,0.000
30/06/2011,0.000
01/07/2011,0.000
02/07/2011,0.000
03/07/2011,0.000
04/07/2011,0.000
05/07/2011,0.000
06/07/2011,0.000
07/07/2011,0.000
08/07/2011,0.000
09/07/2011,0.000
10/07/2011,0.000
11/07/2011,0.000
12/07/2011,0.000
13/07/2011,0.000
14/07/2011,0.000
15/07/2011,0.000
16/07/2011,0.000
17/07/2011,0.000
18/07/2011,0.000
19/07/2011,0.000
20/07/2011,0.000
21/07/2011,0.000
22/07/2011,0.000
23/07/2011,0.000
24/07/2011,0.000
25/07/2011,0.000
26/07/2011,0.000
27/07/2011,0.000
28/07/2011,0.000
29/07/2011,0.000
30/07/2011,0.000
31/07/2011,0.000
01/08/2011,0.000
02/08/2011,0.000
03/08/2011,0.000
04/08/2011,0.000
05/08/2011,0.000
06/08/2011,0.000
07/08/2011,0.000
08/08/2011,0.000
09/08/2011,0.000
10/08/2011,0.000
11/08/2011,0.000
12/08/2011,0.000
13/08/2011,0.000
14/08/2011,0.000
15/08/2011,0.000
16/08/2011,0.000
17/08/2011,0.000
18/08/2011,0.000
19/08/2011,0.000
20/08/2011,0.000
21/08/2011,0.000
22/08/2011,0.000
23/08/2011,0.000
24/08/2011,0.000
25/08/2011,0.000
26/08/2011,0.000
27/08/2011,0.000
28/08/2011,0.000
29/08/2011,0.000
30/08/2011,0.000
31/08/2011,0.000
01/09/2011,0.000
02/09/2011,0.000
03/09/2011,0.000
04/09/2011,0.000
05/09/2011,0.000
06/09/2011,0.000
07/09/2011,0.000
08/09/2011,0.000
09/09/2011,0.000
10/09/2011,0.000
11/09/2011,0.000
12/09/2011,0.000
13/09/2011,0.000
14/09/2011,0.000
15/09/2011,0.000
16/09/2011,0.000
17/09/2011,0.000
18/09/2011,0.000
19/09/2011,0.000
20/09/2011,0.000
21/09/2011,0.000
22/09/2011,0.000
23/09/2011,0.000
24/09/2011,0.000
25/09/2011,0.000
26/09/2011,0.000
27/09/2011,0.000
28/09/2011,0.000
29/09/2011,0.000
30/09/2011,0.000
01/10/2011,0.000
02/10/2011,0.000
03/10/2011,0.000
04/10/2011,0.000
05/10/2011,0.000
06/10/2011,0.000
07/10/2011,0.000
08/10/2011,0.000
09/10/2011,0.000
10/10/2011,0.000
11/10/2011,0.000
12/10/2011,0.000
13/10/2011,0.000
14/10/2011,0.000
15/10/2011,0.000
16/10/2011,0.000
17/10/2011,0.000
18/10/2011,0.000
19/10/2011,0.000
20/10/2011,0.000
21/10/2011,0.000
22/10/2011,0.000
23/10/2011,0.000
24/10/2011,0.000
25/10/2011,0.000
26/10/2011,0.000
27/10/2011,0.000
28/10/2011,0.000
29/10/2011,0.000
30/10/2011,0.000
31/10/2011,0.000
01/11/2011,0.000
02/11/2011,0.000
03/11/2011,0.000
04/11/2011,0.000
05/11/2011,0.000
06/11/2011,0.000
07/11/2011,0.000
08/11/2011,0.000
09/11/2011,0.000
10/11/2011,0.000
11/11/2011,0.000
12/11/2011,0.000
13/11/2011,0.000
14/11/2011,0.000
15/11/2011,0.000
16/11/2011,0.000
17/11/2011,0.000
18/11/2011,0.000
19/11/2011,0.000
20/11/2011,0.000
21/11/2011,0.000
22/11/2011,0.000
23/11/2011,0.000
24/11/2011,0.000
25/11/2011,0.000
26/11/2011,0.000
27/11/2011,0.000
28/11/2011,0.000
29/11/2011,0.000
30/11/2011,0.000
01/12/2011,0.000
02/12/2011,0.000
03/12/2011,0.000
04/12/2011,0.000
05/12/2011,0.000
06/12/2011,0.000
07/12/2011,0.000
08/12/2011,0.000
09/12/2011,0.000
10/12/2011,0.000
11/12/2011,0.000
12/12/2011,0.000
13/12/2011,0.143
14/12/2011,0.143
15/12/2011,0.143
16/12/2011,0.143
17/12/2011,0.143
18/12/2011,0.143
19/12/2011,0.143
20/12/2011,0.143
21/12/2011,0.143
22/12/2011,0.143
23/12/2011,0.143
24/12/2011,0.143
25/12/2011,0.143
26/12/2011,0.143
27/12/2011,0.143
28/12/2011,0.143
29/12/2011,0.143
30/12/2011,0.143
31/12/2011,0.143
01/01/2012,0.143
02/01/2012,0.143
03/01/2012,0.000
04/01/2012,0.000
05/01/2012,0.000
06/01/2012,0.000
07/01/2012,0.000
08/01/2012,0.000
09/01/2012,0.000
10/01/2012,0.143
11/01/2012,0.143
12/01/2012,0.143
13/01/2012,0.143
14/01/2012,0.143
15/01/2012,0.143
16/01/2012,0.143
17/01/2012,0.000
18/01/2012,0.000
19/01/2012,0.000
20/01/2012,0.000
21/01/2012,0.000
22/01/2012,0.000
23/01/2012,0.000
24/01/2012,0.000
25/01/2012,0.000
26/01/2012,0.000
27/01/2012,0.000
28/01/2012,0.000
29/01/2012,0.000
30/01/2012,0.000
31/01/2012,0.143
01/02/2012,0.143
02/02/2012,0.143
03/02/2012,0.143
04/02/2012,0.143
05/02/2012,0.143
06/02/2012,0.143
07/02/2012,0.000
08/02/2012,0.000
09/02/2012,0.000
10/02/2012,0.000
11/02/2012,0.000
12/02/2012,0.000
13/02/2012,0.000
14/02/2012,0.286
15/02/2012,0.286
16/02/2012,0.286
17/02/2012,0.286
18/02/2012,0.286
19/02/2012,0.286
20/02/2012,0.286
21/02/2012,0.286
22/02/2012,0.286
23/02/2012,0.286
24/02/2012,0.286
25/02/2012,0.286
26/02/2012,0.286
27/02/2012,0.286
28/02/2012,0.000
29/02/2012,0.000
01/03/2012,0.000
02/03/2012,0.000
03/03/2012,0.000
04/03/2012,0.000
05/03/2012,0.000
06/03/2012,0.000
07/03/2012,0.000
08/03/2012,0.000
09/03/2012,0.000
10/03/2012,0.000
11/03/2012,0.000
12/03/2012,0.000
13/03/2012,0.143
14/03/2012,0.143
15/03/2012,0.143
16/03/2012,0.143
17/03/2012,0.143
18/03/2012,0.143
19/03/2012,0.143
20/03/2012,0.000
21/03/2012,0.000
22/03/2012,0.000
23/03/2012,0.000
24/03/2012,0.000
25/03/2012,0.000
26/03/2012,0.000
27/03/2012,0.000
28/03/2012,0.000
29/03/2012,0.000
30/03/2012,0.000
31/03/2012,0.000
01/04/2012,0.000
02/04/2012,0.000
03/04/2012,0.286
04/04/2012,0.286
05/04/2012,0.286
06/04/2012,0.286
07/04/2012,0.286
08/04/2012,0.286
09/04/2012,0.286
10/04/2012,0.286
11/04/2012,0.286
12/04/2012,0.286
13/04/2012,0.286
14/04/2012,0.286
15/04/2012,0.286
16/04/2012,0.286
17/04/2012,0.000
18/04/2012,0.000
19/04/2012,0.000
20/04/2012,0.000
21/04/2012,0.000
22/04/2012,0.000
23/04/2012,0.000
24/04/2012,0.286
25/04/2012,0.286
26/04/2012,0.286
27/04/2012,0.286
28/04/2012,0.286
29/04/2012,0.286
30/04/2012,0.286
01/05/2012,0.143
02/05/2012,0.143
03/05/2012,0.143
04/05/2012,0.143
05/05/2012,0.143
06/05/2012,0.143
07/05/2012,0.143
08/05/2012,0.143
09/05/2012,0.143
10/05/2012,0.143
11/05/2012,0.143
12/05/2012,0.143
13/05/2012,0.143
14/05/2012,0.143
15/05/2012,0.286
16/05/2012,0.286
17/05/2012,0.286
18/05/2012,0.286
19/05/2012,0.286
20/05/2012,0.286
21/05/2012,0.286
22/05/2012,0.000
23/05/2012,0.000
24/05/2012,0.000
25/05/2012,0.000
26/05/2012,0.000
27/05/2012,0.000
28/05/2012,0.000
29/05/2012,0.000
30/05/2012,0.000
31/05/2012,0.000
01/06/2012,0.000
02/06/2012,0.000
03/06/2012,0.000
04/06/2012,0.000
05/06/2012,0.000
06/06/2012,0.000
07/06/2012,0.000
08/06/2012,0.000
09/06/2012,0.000
10/06/2012,0.000
11/06/2012,0.000
12/06/2012,0.000
13/06/2012,0.000
14/06/2012,0.000
15/06/2012,0.000
16/06/2012,0.000
17/06/2012,0.000
18/06/2012,0.000
19/06/2012,0.000
20/06/2012,0.000
21/06/2012,0.000
22/06/2012,0.000
23/06/2012,0.000
24/06/2012,0.000
25/06/2012,0.000
26/06/2012,0.000
27/06/2012,0.000
28/06/2012,0.000
29/06/2012,0.000
30/06/2012,0.000
01/07/2012,0.000
02/07/2012,0.000
03/07/2012,0.286
04/07/2012,0.286
05/07/2012,0.286
06/07/2012,0.286
07/07/2012,0.286
08/07/2012,0.286
09/07/2012,0.286
10/07/2012,0.143
11/07/2012,0.143
12/07/2012,0.143
13/07/2012,0.143
14/07/2012,0.143
15/07/2012,0.143
16/07/2012,0.143
17/07/2012,0.000
18/07/2012,0.000
19/07/2012,0.000
20/07/2012,0.000
21/07/2012,0.000
22/07/2012,0.000
23/07/2012,0.000
24/07/2012,0.143
25/07/2012,0.143
26/07/2012,0.143
27/07/2012,0.143
28/07/2012,0.143
29/07/2012,0.143
30/07/2012,0.143
31/07/2012,0.000
01/08/2012,0.000
02/08/2012,0.000
03/08/2012,0.000
04/08/2012,0.000
05/08/2012,0.000
06/08/2012,0.000
07/08/2012,0.143
08/08/2012,0.143
09/08/2012,0.143
10/08/2012,0.143
11/08/2012,0.143
12/08/2012,0.143
13/08/2012,0.143
14/08/2012,0.000
15/08/2012,0.000
16/08/2012,0.000
17/08/2012,0.000
18/08/2012,0.000
19/08/2012,0.000
20/08/2012,0.000
21/08/2012,0.000
22/08/2012,0.000
23/08/2012,0.000
24/08/2012,0.000
25/08/2012,0.000
26/08/2012,0.000
27/08/2012,0.000
28/08/2012,0.000
29/08/2012,0.000
30/08/2012,0.000
31/08/2012,0.000
01/09/2012,0.000
02/09/2012,0.000
03/09/2012,0.000
04/09/2012,0.000
05/09/2012,0.000
06/09/2012,0.000
07/09/2012,0.000
08/09/2012,0.000
09/09/2012,0.000
10/09/2012,0.000
11/09/2012,0.000
12/09/2012,0.000
13/09/2012,0.000
14/09/2012,0.000
15/09/2012,0.000
16/09/2012,0.000
17/09/2012,0.000
18/09/2012,0.000
19/09/2012,0.000
20/09/2012,0.000
21/09/2012,0.000
22/09/2012,0.000
23/09/2012,0.000
24/09/2012,0.000
25/09/2012,0.000
26/09/2012,0.000
27/09/2012,0.000
28/09/2012,0.000
29/09/2012,0.000
30/09/2012,0.000
01/10/2012,0.000
02/10/2012,0.000
03/10/2012,0.000
04/10/2012,0.000
05/10/2012,0.000
06/10/2012,0.000
07/10/2012,0.000
08/10/2012,0.000
09/10/2012,0.143
10/10/2012,0.143
11/10/2012,0.143
12/10/2012,0.143
13/10/2012,0.143
14/10/2012,0.143
15/10/2012,0.143
16/10/2012,0.000
17/10/2012,0.000
18/10/2012,0.000
19/10/2012,0.000
20/10/2012,0.000
21/10/2012,0.000
22/10/2012,0.000
23/10/2012,0.000
24/10/2012,0.000
25/10/2012,0.000
26/10/2012,0.000
27/10/2012,0.000
28/10/2012,0.000
29/10/2012,0.000
30/10/2012,0.000
31/10/2012,0.000
01/11/2012,0.000
02/11/2012,0.000
03/11/2012,0.000
04/11/2012,0.000
05/11/2012,0.000
06/11/2012,0.000
07/11/2012,0.000
08/11/2012,0.000
09/11/2012,0.000
10/11/2012,0.000
11/11/2012,0.000
12/11/2012,0.000
13/11/2012,0.000
14/11/2012,0.000
15/11/2012,0.000
16/11/2012,0.000
17/11/2012,0.000
18/11/2012,0.000
19/11/2012,0.000
20/11/2012,0.000
21/11/2012,0.000
22/11/2012,0.000
23/11/2012,0.000
24/11/2012,0.000
25/11/2012,0.000
26/11/2012,0.000
27/11/2012,0.000
28/11/2012,0.000
29/11/2012,0.000
30/11/2012,0.000
01/12/2012,0.000
02/12/2012,0.000
03/12/2012,0.000
04/12/2012,0.000
05/12/2012,0.000
06/12/2012,0.000
07/12/2012,0.000
08/12/2012,0.000
09/12/2012,0.000
10/12/2012,0.000
11/12/2012,0.000
12/12/2012,0.000
13/12/2012,0.000
14/12/2012,0.000
15/12/2012,0.000
16/12/2012,0.000
17/12/2012,0.000
18/12/2012,0.000
19/12/2012,0.000
20/12/2012,0.000
21/12/2012,0.000
22/12/2012,0.000
23/12/2012,0.000
24/12/2012,0.000
25/12/2012,0.000
26/12/2012,0.000
27/12/2012,0.000
28/12/2012,0.000
29/12/2012,0.000
30/12/2012,0.000
31/12/2012,0.000
01/01/2013,0.000
02/01/2013,0.000
03/01/2013,0.000
04/01/2013,0.000
05/01/2013,0.000
06/01/2013,0.000
07/01/2013,0.000
08/01/2013,0.000
09/01/2013,0.000
10/01/2013,0.000
11/01/2013,0.000
12/01/2013,0.000
13/01/2013,0.000
14/01/2013,0.000
15/01/2013,0.000
16/01/2013,0.000
17/01/2013,0.000
18/01/2013,0.000
19/01/2013,0.000
20/01/2013,0.000
21/01/2013,0.000
22/01/2013,0.000
23/01/2013,0.000
24/01/2013,0.000
25/01/2013,0.000
26/01/2013,0.000
27/01/2013,0.000
28/01/2013,0.000
29/01/2013,0.000
30/01/2013,0.000
31/01/2013,0.000
01/02/2013,0.000
02/02/2013,0.000
03/02/2013,0.000
04/02/2013,0.000
05/02/2013,0.000
06/02/2013,0.000
07/02/2013,0.000
08/02/2013,0.000
09/02/2013,0.000
10/02/2013,0.000
11/02/2013,0.000
12/02/2013,0.000
13/02/2013,0.000
14/02/2013,0.000
15/02/2013,0.000
16/02/2013,0.000
17/02/2013,0.000
18/02/2013,0.000
19/02/2013,0.000
20/02/2013,0.000
21/02/2013,0.000
22/02/2013,0.000
23/02/2013,0.000
24/02/2013,0.000
25/02/2013,0.000
26/02/2013,0.000
27/02/2013,0.000
28/02/2013,0.000
01/03/2013,0.000
02/03/2013,0.000
03/03/2013,0.000
04/03/2013,0.000
05/03/2013,0.000
06/03/2013,0.000
07/03/2013,0.000
08/03/2013,0.000
09/03/2013,0.000
10/03/2013,0.000
11/03/2013,0.000
12/03/2013,0.000
13/03/2013,0.000
14/03/2013,0.000
15/03/2013,0.000
16/03/2013,0.000
17/03/2013,0.000
18/03/2013,0.000
19/03/2013,0.000
20/03/2013,0.000
21/03/2013,0.000
22/03/2013,0.000
23/03/2013,0.000
24/03/2013,0.000
25/03/2013,0.000
26/03/2013,0.143
27/03/2013,0.143
28/03/2013,0.143
29/03/2013,0.143
30/03/2013,0.143
31/03/2013,0.143
01/04/2013,0.143
02/04/2013,0.286
03/04/2013,0.286
04/04/2013,0.286
05/04/2013,0.286
06/04/2013,0.286
07/04/2013,0.286
08/04/2013,0.286
09/04/2013,0.000
10/04/2013,0.000
11/04/2013,0.000
12/04/2013,0.000
13/04/2013,0.000
14/04/2013,0.000
15/04/2013,0.000
16/04/2013,0.143
17/04/2013,0.143
18/04/2013,0.143
19/04/2013,0.143
20/04/2013,0.143
21/04/2013,0.143
22/04/2013,0.143
23/04/2013,0.000
24/04/2013,0.000
25/04/2013,0.000
26/04/2013,0.000
27/04/2013,0.000
28/04/2013,0.000
29/04/2013,0.000
30/04/2013,0.000
01/05/2013,0.000
02/05/2013,0.000
03/05/2013,0.000
04/05/2013,0.000
05/05/2013,0.000
06/05/2013,0.000
07/05/2013,0.000
08/05/2013,0.000
09/05/2013,0.000
10/05/2013,0.000
11/05/2013,0.000
12/05/2013,0.000
13/05/2013,0.000
14/05/2013,0.000
15/05/2013,0.000
16/05/2013,0.000
17/05/2013,0.000
18/05/2013,0.000
19/05/2013,0.000
20/05/2013,0.000
21/05/2013,0.000
22/05/2013,0.000
23/05/2013,0.000
24/05/2013,0.000
25/05/2013,0.000
26/05/2013,0.000
27/05/2013,0.000
28/05/2013,0.000
29/05/2013,0.000
30/05/2013,0.000
31/05/2013,0.000
01/06/2013,0.000
02/06/2013,0.000
03/06/2013,0.000
04/06/2013,0.000
05/06/2013,0.000
06/06/2013,0.000
07/06/2013,0.000
08/06/2013,0.000
09/06/2013,0.000
10/06/2013,0.000
11/06/2013,0.000
12/06/2013,0.000
13/06/2013,0.000
14/06/2013,0.000
15/06/2013,0.000
16/06/2013,0.000
17/06/2013,0.000
18/06/2013,0.000
19/06/2013,0.000
20/06/2013,0.000
21/06/2013,0.000
22/06/2013,0.000
23/06/2013,0.000
24/06/2013,0.000
25/06/2013,0.143
26/06/2013,0.143
27/06/2013,0.143
28/06/2013,0.143
29/06/2013,0.143
30/06/2013,0.143
01/07/2013,0.143
02/07/2013,0.000
03/07/2013,0.000
04/07/2013,0.000
05/07/2013,0.000
06/07/2013,0.000
07/07/2013,0.000
08/07/2013,0.000
09/07/2013,0.000
10/07/2013,0.000
11/07/2013,0.000
12/07/2013,0.000
13/07/2013,0.000
14/07/2013,0.000
15/07/2013,0.000
16/07/2013,0.143
17/07/2013,0.143
18/07/2013,0.143
19/07/2013,0.143
20/07/2013,0.143
21/07/2013,0.143
22/07/2013,0.143
23/07/2013,0.286
24/07/2013,0.286
25/07/2013,0.286
26/07/2013,0.286
27/07/2013,0.286
28/07/2013,0.286
29/07/2013,0.286
30/07/2013,0.429
31/07/2013,0.429
01/08/2013,0.429
02/08/2013,0.429
03/08/2013,0.429
04/08/2013,0.429
05/08/2013,0.429
06/08/2013,0.143
07/08/2013,0.143
08/08/2013,0.143
09/08/2013,0.143
10/08/2013,0.143
11/08/2013,0.143
12/08/2013,0.143
13/08/2013,0.286
14/08/2013,0.286
15/08/2013,0.286
16/08/2013,0.286
17/08/2013,0.286
18/08/2013,0.286
19/08/2013,0.286
20/08/2013,0.000
21/08/2013,0.000
22/08/2013,0.000
23/08/2013,0.000
24/08/2013,0.000
25/08/2013,0.000
26/08/2013,0.000
27/08/2013,0.143
28/08/2013,0.143
29/08/2013,0.143
30/08/2013,0.143
31/08/2013,0.143
01/09/2013,0.143
02/09/2013,0.143
03/09/2013,0.000
04/09/2013,0.000
05/09/2013,0.000
06/09/2013,0.000
07/09/2013,0.000
08/09/2013,0.000
09/09/2013,0.000
10/09/2013,0.000
11/09/2013,0.000
12/09/2013,0.000
13/09/2013,0.000
14/09/2013,0.000
15/09/2013,0.000
16/09/2013,0.000
17/09/2013,0.143
18/09/2013,0.143
19/09/2013,0.143
20/09/2013,0.143
21/09/2013,0.143
22/09/2013,0.143
23/09/2013,0.143
24/09/2013,0.000
25/09/2013,0.000
26/09/2013,0.000
27/09/2013,0.000
28/09/2013,0.000
29/09/2013,0.000
30/09/2013,0.000
01/10/2013,0.143
02/10/2013,0.143
03/10/2013,0.143
04/10/2013,0.143
05/10/2013,0.143
06/10/2013,0.143
07/10/2013,0.143
08/10/2013,0.143
09/10/2013,0.143
10/10/2013,0.143
11/10/2013,0.143
12/10/2013,0.143
13/10/2013,0.143
14/10/2013,0.143
15/10/2013,0.000
16/10/2013,0.000
17/10/2013,0.000
18/10/2013,0.000
19/10/2013,0.000
20/10/2013,0.000
21/10/2013,0.000
22/10/2013,0.000
23/10/2013,0.000
24/10/2013,0.000
25/10/2013,0.000
26/10/2013,0.000
27/10/2013,0.000
28/10/2013,0.000
29/10/2013,0.000
30/10/2013,0.000
31/10/2013,0.000
01/11/2013,0.000
02/11/2013,0.000
03/11/2013,0.000
04/11/2013,0.000
05/11/2013,0.000
06/11/2013,0.000
07/11/2013,0.000
08/11/2013,0.000
09/11/2013,0.000
10/11/2013,0.000
11/11/2013,0.000
12/11/2013,0.000
13/11/2013,0.000
14/11/2013,0.000
15/11/2013,0.000
16/11/2013,0.000
17/11/2013,0.000
18/11/2013,0.000
19/11/2013,0.000
20/11/2013,0.000
21/11/2013,0.000
22/11/2013,0.000
23/11/2013,0.000
24/11/2013,0.000
25/11/2013,0.000
26/11/2013,0.000
27/11/2013,0.000
28/11/2013,0.000
29/11/2013,0.000
30/11/2013,0.000
01/12/2013,0.000
02/12/2013,0.000
03/12/2013,0.000
04/12/2013,0.000
05/12/2013,0.000
06/12/2013,0.000
07/12/2013,0.000
08/12/2013,0.000
09/12/2013,0.000
10/12/2013,0.000
11/12/2013,0.000
12/12/2013,0.000
13/12/2013,0.000
14/12/2013,0.000
15/12/2013,0.000
16/12/2013,0.000
17/12/2013,0.000
18/12/2013,0.000
19/12/2013,0.000
20/12/2013,0.000
21/12/2013,0.000
22/12/2013,0.000
23/12/2013,0.000
24/12/2013,0.000
25/12/2013,0.000
26/12/2013,0.000
27/12/2013,0.000
28/12/2013,0.000
29/12/2013,0.000
30/12/2013,0.000
31/12/2013,0.000
01/01/2014,0.000
02/01/2014,0.000
03/01/2014,0.000
04/01/2014,0.000
05/01/2014,0.000
06/01/2014,0.000
07/01/2014,0.143
08/01/2014,0.143
09/01/2014,0.143
10/01/2014,0.143
11/01/2014,0.143
12/01/2014,0.143
13/01/2014,0.143
14/01/2014,0.000
15/01/2014,0.000
16/01/2014,0.000
17/01/2014,0.000
18/01/2014,0.000
19/01/2014,0.000
20/01/2014,0.000
21/01/2014,0.000
22/01/2014,0.000
23/01/2014,0.000
24/01/2014,0.000
25/01/2014,0.000
26/01/2014,0.000
27/01/2014,0.000
28/01/2014,0.000
29/01/2014,0.000
30/01/2014,0.000
31/01/2014,0.000
01/02/2014,0.000
02/02/2014,0.000
03/02/2014,0.000
04/02/2014,0.000
05/02/2014,0.000
06/02/2014,0.000
07/02/2014,0.000
08/02/2014,0.000
09/02/2014,0.000
10/02/2014,0.000
11/02/2014,0.000
12/02/2014,0.000
13/02/2014,0.000
14/02/2014,0.000
15/02/2014,0.000
16/02/2014,0.000
17/02/2014,0.000
18/02/2014,0.143
19/02/2014,0.143
20/02/2014,0.143
21/02/2014,0.143
22/02/2014,0.143
23/02/2014,0.143
24/02/2014,0.143
25/02/2014,0.143
26/02/2014,0.143
27/02/2014,0.143
28/02/2014,0.143
01/03/2014,0.143
02/03/2014,0.143
03/03/2014,0.143
04/03/2014,0.000
05/03/2014,0.000
06/03/2014,0.000
07/03/2014,0.000
08/03/2014,0.000
09/03/2014,0.000
10/03/2014,0.000
11/03/2014,0.286
12/03/2014,0.286
13/03/2014,0.286
14/03/2014,0.286
15/03/2014,0.286
16/03/2014,0.286
17/03/2014,0.286
18/03/2014,0.000
19/03/2014,0.000
20/03/2014,0.000
21/03/2014,0.000
22/03/2014,0.000
23/03/2014,0.000
24/03/2014,0.000
25/03/2014,0.143
26/03/2014,0.143
27/03/2014,0.143
28/03/2014,0.143
29/03/2014,0.143
30/03/2014,0.143
31/03/2014,0.143
01/04/2014,0.143
02/04/2014,0.143
03/04/2014,0.143
04/04/2014,0.143
05/04/2014,0.143
06/04/2014,0.143
07/04/2014,0.143
08/04/2014,0.143
09/04/2014,0.143
10/04/2014,0.143
11/04/2014,0.143
12/04/2014,0.143
13/04/2014,0.143
14/04/2014,0.143
15/04/2014,0.143
16/04/2014,0.143
17/04/2014,0.143
18/04/2014,0.143
19/04/2014,0.143
20/04/2014,0.143
21/04/2014,0.143
22/04/2014,0.429
23/04/2014,0.429
24/04/2014,0.429
25/04/2014,0.429
26/04/2014,0.429
27/04/2014,0.429
28/04/2014,0.429
29/04/2014,0.571
30/04/2014,0.571
01/05/2014,0.571
02/05/2014,0.571
03/05/2014,0.571
04/05/2014,0.571
05/05/2014,0.571
06/05/2014,0.857
07/05/2014,0.857
08/05/2014,0.857
09/05/2014,0.857
10/05/2014,0.857
11/05/2014,0.857
12/05/2014,0.857
13/05/2014,0.429
14/05/2014,0.429
15/05/2014,0.429
16/05/2014,0.429
17/05/2014,0.429
18/05/2014,0.429
19/05/2014,0.429
20/05/2014,1.429
21/05/2014,1.429
22/05/2014,1.429
23/05/2014,1.429
24/05/2014,1.429
25/05/2014,1.429
26/05/2014,1.429
27/05/2014,1.857
28/05/2014,1.857
29/05/2014,1.857
30/05/2014,1.857
31/05/2014,1.857
01/06/2014,1.857
02/06/2014,1.857
03/06/2014,3.857
04/06/2014,3.857
05/06/2014,3.857
06/06/2014,3.857
07/06/2014,3.857
08/06/2014,3.857
09/06/2014,3.857
10/06/2014,2.429
11/06/2014,2.429
12/06/2014,2.429
13/06/2014,2.429
14/06/2014,2.429
15/06/2014,2.429
16/06/2014,2.429
17/06/2014,5.714
18/06/2014,5.714
19/06/2014,5.714
20/06/2014,5.714
21/06/2014,5.714
22/06/2014,5.714
23/06/2014,5.714
24/06/2014,6.571
25/06/2014,6.571
26/06/2014,6.571
27/06/2014,6.571
28/06/2014,6.571
29/06/2014,6.571
30/06/2014,6.571
01/07/2014,9.714
02/07/2014,9.714
03/07/2014,9.714
04/07/2014,9.714
05/07/2014,9.714
06/07/2014,9.714
07/07/2014,9.714
08/07/2014,7.714
09/07/2014,7.714
10/07/2014,7.714
11/07/2014,7.714
12/07/2014,7.714
13/07/2014,7.714
14/07/2014,7.714
15/07/2014,6.000
16/07/2014,6.000
17/07/2014,6.000
18/07/2014,6.000
19/07/2014,6.000
20/07/2014,6.000
21/07/2014,6.000
22/07/2014,4.857
23/07/2014,4.857
24/07/2014,4.857
25/07/2014,4.857
26/07/2014,4.857
27/07/2014,4.857
28/07/2014,4.857
29/07/2014,2.714
30/07/2014,2.714
31/07/2014,2.714
01/08/2014,2.714
02/08/2014,2.714
03/08/2014,2.714
04/08/2014,2.714
05/08/2014,1.429
06/08/2014,1.429
07/08/2014,1.429
08/08/2014,1.429
09/08/2014,1.429
10/08/2014,1.429
11/08/2014,1.429
12/08/2014,1.571
13/08/2014,1.571
14/08/2014,1.571
15/08/2014,1.571
16/08/2014,1.571
17/08/2014,1.571
18/08/2014,1.571
19/08/2014,0.857
20/08/2014,0.857
21/08/2014,0.857
22/08/2014,0.857
23/08/2014,0.857
24/08/2014,0.857
25/08/2014,0.857
26/08/2014,0.429
27/08/2014,0.429
28/08/2014,0.429
29/08/2014,0.429
30/08/2014,0.429
31/08/2014,0.429
01/09/2014,0.429
02/09/2014,0.857
03/09/2014,0.857
04/09/2014,0.857
05/09/2014,0.857
06/09/2014,0.857
07/09/2014,0.857
08/09/2014,0.857
09/09/2014,0.571
10/09/2014,0.571
11/09/2014,0.571
12/09/2014,0.571
13/09/2014,0.571
14/09/2014,0.571
15/09/2014,0.571
16/09/2014,0.286
17/09/2014,0.286
18/09/2014,0.286
19/09/2014,0.286
20/09/2014,0.286
21/09/2014,0.286
22/09/2014,0.286
23/09/2014,0.143
24/09/2014,0.143
25/09/2014,0.143
26/09/2014,0.143
27/09/2014,0.143
28/09/2014,0.143
29/09/2014,0.143
30/09/2014,0.143
01/10/2014,0.143
02/10/2014,0.143
03/10/2014,0.143
04/10/2014,0.143
05/10/2014,0.143
06/10/2014,0.143
07/10/2014,0.000
08/10/2014,0.000
09/10/2014,0.000
10/10/2014,0.000
11/10/2014,0.000
12/10/2014,0.000
13/10/2014,0.000
14/10/2014,0.286
15/10/2014,0.286
16/10/2014,0.286
17/10/2014,0.286
18/10/2014,0.286
19/10/2014,0.286
20/10/2014,0.286
21/10/2014,0.000
22/10/2014,0.000
23/10/2014,0.000
24/10/2014,0.000
25/10/2014,0.000
26/10/2014,0.000
27/10/2014,0.000
28/10/2014,0.000
29/10/2014,0.000
30/10/2014,0.000
31/10/2014,0.000
01/11/2014,0.000
02/11/2014,0.000
03/11/2014,0.000
04/11/2014,0.143
05/11/2014,0.143
06/11/2014,0.143
07/11/2014,0.143
08/11/2014,0.143
09/11/2014,0.143
10/11/2014,0.143
11/11/2014,0.143
12/11/2014,0.143
13/11/2014,0.143
14/11/2014,0.143
15/11/2014,0.143
16/11/2014,0.143
17/11/2014,0.143
18/11/2014,0.143
19/11/2014,0.143
20/11/2014,0.143
21/11/2014,0.143
22/11/2014,0.143
23/11/2014,0.143
24/11/2014,0.143
25/11/2014,0.286
26/11/2014,0.286
27/11/2014,0.286
28/11/2014,0.286
29/11/2014,0.286
30/11/2014,0.286
01/12/2014,0.286
02/12/2014,0.286
03/12/2014,0.286
04/12/2014,0.286
05/12/2014,0.286
06/12/2014,0.286
07/12/2014,0.286
08/12/2014,0.286
09/12/2014,0.000
10/12/2014,0.000
11/12/2014,0.000
12/12/2014,0.000
13/12/2014,0.000
14/12/2014,0.000
15/12/2014,0.000
