ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2008-01-01,0.667873909991269,-0.7823167090434491,1.686722497223068,0.667873909991269,0.667873909991269,-0.15762456802468072,-0.15762456802468072,-0.15762456802468072,-0.001806820345708061,-0.001806820345708061,-0.001806820345708061,-0.15581774767897272,-0.15581774767897272,-0.15581774767897272,0.0,0.0,0.0,0.5102493419665883
2008-01-02,0.667015173208293,-0.8020173564074817,1.7633056362262374,0.667015173208293,0.667015173208293,-0.16464439510051498,-0.16464439510051498,-0.16464439510051498,-0.009505476462467926,-0.009505476462467926,-0.009505476462467926,-0.15513891863804705,-0.15513891863804705,-0.15513891863804705,0.0,0.0,0.0,0.502370778107778
2008-01-03,0.666156436425317,-0.7072838959422869,1.6841028105884843,0.666156436425317,0.666156436425317,-0.17371744476518503,-0.17371744476518503,-0.17371744476518503,-0.01900770576066173,-0.01900770576066173,-0.01900770576066173,-0.15470973900452328,-0.15470973900452328,-0.15470973900452328,0.0,0.0,0.0,0.49243899166013194
2008-01-04,0.6652976996423409,-0.6695838040312946,1.8286433056287077,0.6652976996423409,0.6652976996423409,-0.13505572361367824,-0.13505572361367824,-0.13505572361367824,0.019429824286981073,0.019429824286981073,0.019429824286981073,-0.15448554790065933,-0.15448554790065933,-0.15448554790065933,0.0,0.0,0.0,0.5302419760286626
2008-01-05,0.664438962859365,-0.8282497306392835,1.7659186879340711,0.664438962859365,0.664438962859365,-0.15475383273257617,-0.15475383273257617,-0.15475383273257617,-0.0003404977449755495,-0.0003404977449755495,-0.0003404977449755495,-0.15441333498760063,-0.15441333498760063,-0.15441333498760063,0.0,0.0,0.0,0.5096851301267888
2008-01-06,0.6635802260763889,-0.8384261307036349,1.7307859335506792,0.6635802260763889,0.6635802260763889,-0.15148911296765413,-0.15148911296765413,-0.15148911296765413,0.002944297071164801,0.002944297071164801,0.002944297071164801,-0.15443341003881897,-0.15443341003881897,-0.15443341003881897,0.0,0.0,0.0,0.5120911131087348
2008-01-07,0.6627214892934128,-0.6453906470301215,1.81443174273222,0.6627214892934128,0.6627214892934128,-0.14619484619065096,-0.14619484619065096,-0.14619484619065096,0.008286378955601631,0.008286378955601631,0.008286378955601631,-0.1544812251462526,-0.1544812251462526,-0.1544812251462526,0.0,0.0,0.0,0.5165266431027619
2008-01-08,0.6618627525104368,-0.8384518741967463,1.7806504504510536,0.6618627525104368,0.6618627525104368,-0.15629611388612275,-0.15629611388612275,-0.15629611388612275,-0.0018068203456973937,-0.0018068203456973937,-0.0018068203456973937,-0.15448929354042532,-0.15448929354042532,-0.15448929354042532,0.0,0.0,0.0,0.5055666386243141
2008-01-09,0.6610040157274607,-0.731452521319541,1.7456784008631336,0.6610040157274607,0.6610040157274607,-0.1638946243957206,-0.1638946243957206,-0.1638946243957206,-0.0095054764624667,-0.0095054764624667,-0.0095054764624667,-0.15438914793325395,-0.15438914793325395,-0.15438914793325395,0.0,0.0,0.0,0.4971093913317401
2008-01-10,0.6601452789444846,-0.7990132151026939,1.735127341182624,0.6601452789444846,0.6601452789444846,-0.17312098769249296,-0.17312098769249296,-0.17312098769249296,-0.019007705760648582,-0.019007705760648582,-0.019007705760648582,-0.15411328193184443,-0.15411328193184443,-0.15411328193184443,0.0,0.0,0.0,0.48702429125199165
2008-01-11,0.6592865421615085,-0.7530478842700651,1.7256000890600323,0.6592865421615084,0.6592865421615084,-0.13416719606619235,-0.13416719606619235,-0.13416719606619235,0.01942982428698491,0.01942982428698491,0.01942982428698491,-0.15359702035317727,-0.15359702035317727,-0.15359702035317727,0.0,0.0,0.0,0.5251193460953162
2008-01-12,0.6584278053785325,-0.7470704089791643,1.7457598798898715,0.6584278053785325,0.6584278053785325,-0.15312076582069817,-0.15312076582069817,-0.15312076582069817,-0.0003404977449752083,-0.0003404977449752083,-0.0003404977449752083,-0.15278026807572295,-0.15278026807572295,-0.15278026807572295,0.0,0.0,0.0,0.5053070395578343
2008-01-13,0.6575690685955565,-0.7851201215762835,1.6619595862986598,0.6575690685955565,0.6575690685955565,-0.14866479516195888,-0.14866479516195888,-0.14866479516195888,0.0029442970711418093,0.0029442970711418093,0.0029442970711418093,-0.15160909223310068,-0.15160909223310068,-0.15160909223310068,0.0,0.0,0.0,0.5089042734335977
2008-01-14,0.6567103318125805,-0.7922666666544275,1.7283595934702907,0.6567103318125805,0.6567103318125805,-0.14175071993397184,-0.14175071993397184,-0.14175071993397184,0.008286378955622512,0.008286378955622512,0.008286378955622512,-0.15003709888959435,-0.15003709888959435,-0.15003709888959435,0.0,0.0,0.0,0.5149596118786087
2008-01-15,0.6558515950296044,-0.7404945782981551,1.7722363575063689,0.6558515950296044,0.6558515950296044,-0.14983339295184456,-0.14983339295184456,-0.14983339295184456,-0.0018068203457248155,-0.0018068203457248155,-0.0018068203457248155,-0.14802657260611973,-0.14802657260611973,-0.14802657260611973,0.0,0.0,0.0,0.5060182020777599
2008-01-16,0.6549928582466283,-0.7337135386554481,1.7434097040417478,0.6549928582466285,0.6549928582466285,-0.15505483172352816,-0.15505483172352816,-0.15505483172352816,-0.009505476462465473,-0.009505476462465473,-0.009505476462465473,-0.1455493552610627,-0.1455493552610627,-0.1455493552610627,0.0,0.0,0.0,0.49993802652310015
2008-01-17,0.6541341214636522,-0.7648845488373828,1.7799967103821057,0.6541341214636522,0.6541341214636522,-0.1615951546236469,-0.1615951546236469,-0.1615951546236469,-0.019007705760635433,-0.019007705760635433,-0.019007705760635433,-0.14258744886301147,-0.14258744886301147,-0.14258744886301147,0.0,0.0,0.0,0.4925389668400053
2008-01-18,0.6532753846806763,-0.6519293383628249,1.762689585207838,0.6532753846806763,0.6532753846806763,-0.11970351132931853,-0.11970351132931853,-0.11970351132931853,0.019429824286967483,0.019429824286967483,0.019429824286967483,-0.13913333561628602,-0.13913333561628602,-0.13913333561628602,0.0,0.0,0.0,0.5335718733513577
2008-01-19,0.6524166478977002,-0.7759778657720009,1.7416603696549182,0.6524166478977002,0.6524166478977002,-0.13553051464862553,-0.13553051464862553,-0.13553051464862553,-0.00034049774499208933,-0.00034049774499208933,-0.00034049774499208933,-0.13519001690363344,-0.13519001690363344,-0.13519001690363344,0.0,0.0,0.0,0.5168861332490746
2008-01-20,0.6515579111147243,-0.7991653731011957,1.796420937608805,0.6515579111147243,0.6515579111147243,-0.1278264838092493,-0.1278264838092493,-0.1278264838092493,0.0029442970711913447,0.0029442970711913447,0.0029442970711913447,-0.13077078088044064,-0.13077078088044064,-0.13077078088044064,0.0,0.0,0.0,0.523731427305475
2008-01-21,0.6506991743317482,-0.6962091451312784,1.7531938178632007,0.6506991743317482,0.6506991743317482,-0.11761233683978019,-0.11761233683978019,-0.11761233683978019,0.008286378955643393,0.008286378955643393,0.008286378955643393,-0.12589871579542358,-0.12589871579542358,-0.12589871579542358,0.0,0.0,0.0,0.533086837491968
2008-01-22,0.6498404375487721,-0.6994095565006896,1.7656879104710614,0.6498404375487721,0.6498404375487721,-0.122412813097201,-0.122412813097201,-0.122412813097201,-0.001806820345752238,-0.001806820345752238,-0.001806820345752238,-0.12060599275144876,-0.12060599275144876,-0.12060599275144876,0.0,0.0,0.0,0.5274276244515711
2008-01-23,0.6489817007657961,-0.6526114085666322,1.818498138323921,0.6489817007657961,0.6489817007657961,-0.12443842368632448,-0.12443842368632448,-0.12443842368632448,-0.009505476462464245,-0.009505476462464245,-0.009505476462464245,-0.11493294722386024,-0.11493294722386024,-0.11493294722386024,0.0,0.0,0.0,0.5245432770794716
2008-01-24,0.64812296398282,-0.688925429966416,1.7386602159877356,0.64812296398282,0.64812296398282,-0.1279346988797028,-0.1279346988797028,-0.1279346988797028,-0.019007705760653686,-0.019007705760653686,-0.019007705760653686,-0.10892699311904912,-0.10892699311904912,-0.10892699311904912,0.0,0.0,0.0,0.5201882651031172
2008-01-25,0.6472642271998439,-0.6495035236748277,1.9162318620120713,0.6472642271998439,0.6472642271998439,-0.08321158210026894,-0.08321158210026894,-0.08321158210026894,0.01942982428698838,0.01942982428698838,0.01942982428698838,-0.1026414063872573,-0.1026414063872573,-0.1026414063872573,0.0,0.0,0.0,0.564052645099575
2008-01-26,0.6464054904168678,-0.7250220091016384,1.8092384760258104,0.6464054904168678,0.6464054904168678,-0.09647451488800403,-0.09647451488800403,-0.09647451488800403,-0.00034049774499174504,-0.00034049774499174504,-0.00034049774499174504,-0.09613401714301227,-0.09613401714301227,-0.09613401714301227,0.0,0.0,0.0,0.5499309755288637
2008-01-27,0.6455467536338919,-0.7404907843500154,1.8033468981970031,0.6455467536338919,0.6455467536338919,-0.0865215528125318,-0.0865215528125318,-0.0865215528125318,0.002944297071179324,0.002944297071179324,0.002944297071179324,-0.0894658498837111,-0.0894658498837111,-0.0894658498837111,0.0,0.0,0.0,0.5590252008213601
2008-01-28,0.6446880168509158,-0.6628598232735032,1.877823572909721,0.6446880168509158,0.6446880168509158,-0.07441337180744706,-0.07441337180744706,-0.07441337180744706,0.00828637895566427,0.00828637895566427,0.00828637895566427,-0.08269975076311134,-0.08269975076311134,-0.08269975076311134,0.0,0.0,0.0,0.5702746450434688
2008-01-29,0.6438292800679398,-0.7615730693081663,1.8622464444329738,0.6438292800679397,0.6438292800679397,-0.07770585938918151,-0.07770585938918151,-0.07770585938918151,-0.0018068203457415706,-0.0018068203457415706,-0.0018068203457415706,-0.07589903904343993,-0.07589903904343993,-0.07589903904343993,0.0,0.0,0.0,0.5661234206787583
2008-01-30,0.6429705432849637,-0.6752057356707871,1.7212732205647883,0.6429705432849637,0.6429705432849637,-0.078631693390894,-0.078631693390894,-0.078631693390894,-0.009505476462459557,-0.009505476462459557,-0.009505476462459557,-0.06912621692843446,-0.06912621692843446,-0.06912621692843446,0.0,0.0,0.0,0.5643388498940697
2008-01-31,0.6421118065019876,-0.6596246090468822,1.7679492623152553,0.6421118065019876,0.6421118065019876,-0.08144947387294932,-0.08144947387294932,-0.08144947387294932,-0.01900770576064053,-0.01900770576064053,-0.01900770576064053,-0.0624417681123088,-0.0624417681123088,-0.0624417681123088,0.0,0.0,0.0,0.5606623326290383
2008-02-01,0.6412530697190115,-0.5837364239828364,1.8644537035240378,0.6412530697190115,0.6412530697190115,-0.03647324645001058,-0.03647324645001058,-0.03647324645001058,0.019429824286992223,0.019429824286992223,0.019429824286992223,-0.055903070737002805,-0.055903070737002805,-0.055903070737002805,0.0,0.0,0.0,0.6047798232690009
2008-02-02,0.6403943329360355,-0.6816819092534084,1.848897794521471,0.6403943329360355,0.6403943329360355,-0.049903942967946695,-0.049903942967946695,-0.049903942967946695,-0.00034049774499140395,-0.00034049774499140395,-0.00034049774499140395,-0.0495634452229553,-0.0495634452229553,-0.0495634452229553,0.0,0.0,0.0,0.5904903899680889
2008-02-03,0.6395355961530594,-0.5985793244670861,1.8502867052677143,0.6395355961530594,0.6395355961530594,-0.04052705476117151,-0.04052705476117151,-0.04052705476117151,0.002944297071161817,0.002944297071161817,0.002944297071161817,-0.04347135183233332,-0.04347135183233332,-0.04347135183233332,0.0,0.0,0.0,0.599008541391888
2008-02-04,0.6386768593700836,-0.5700994547417593,1.9004901567390446,0.6386768593700836,0.6386768593700836,-0.0293833680944815,-0.0293833680944815,-0.0293833680944815,0.008286378955669835,0.008286378955669835,0.008286378955669835,-0.03766974705015134,-0.03766974705015134,-0.03766974705015134,0.0,0.0,0.0,0.6092934912756021
