Data_Notificacao,Infectados_Dengue,Semana,Ano
14/09/2009,14,38,2009
15/09/2009,6,38,2009
16/09/2009,16,38,2009
17/09/2009,0,38,2009
18/09/2009,12,38,2009
19/09/2009,2,38,2009
20/09/2009,4,39,2009
21/09/2009,2,39,2009
22/09/2009,18,39,2009
23/09/2009,0,39,2009
24/09/2009,2,39,2009
25/09/2009,6,39,2009
26/09/2009,0,39,2009
27/09/2009,0,40,2009
28/09/2009,6,40,2009
29/09/2009,18,40,2009
30/09/2009,2,40,2009
01/10/2009,2,40,2009
02/10/2009,2,40,2009
03/10/2009,0,40,2009
04/10/2009,0,41,2009
05/10/2009,4,41,2009
06/10/2009,2,41,2009
07/10/2009,6,41,2009
08/10/2009,4,41,2009
09/10/2009,0,41,2009
10/10/2009,2,41,2009
11/10/2009,0,42,2009
12/10/2009,0,42,2009
13/10/2009,0,42,2009
14/10/2009,2,42,2009
15/10/2009,0,42,2009
16/10/2009,2,42,2009
17/10/2009,0,42,2009
18/10/2009,0,43,2009
19/10/2009,4,43,2009
20/10/2009,0,43,2009
21/10/2009,6,43,2009
22/10/2009,8,43,2009
23/10/2009,2,43,2009
24/10/2009,0,43,2009
25/10/2009,0,44,2009
26/10/2009,4,44,2009
27/10/2009,6,44,2009
28/10/2009,6,44,2009
29/10/2009,2,44,2009
30/10/2009,8,44,2009
31/10/2009,4,44,2009
01/11/2009,0,45,2009
02/11/2009,4,45,2009
03/11/2009,8,45,2009
04/11/2009,6,45,2009
05/11/2009,6,45,2009
06/11/2009,8,45,2009
07/11/2009,4,45,2009
08/11/2009,2,46,2009
09/11/2009,2,46,2009
10/11/2009,4,46,2009
11/11/2009,10,46,2009
12/11/2009,12,46,2009
13/11/2009,4,46,2009
14/11/2009,2,46,2009
15/11/2009,4,47,2009
16/11/2009,6,47,2009
17/11/2009,6,47,2009
18/11/2009,2,47,2009
19/11/2009,12,47,2009
20/11/2009,4,47,2009
21/11/2009,0,47,2009
22/11/2009,0,48,2009
23/11/2009,18,48,2009
24/11/2009,10,48,2009
25/11/2009,8,48,2009
26/11/2009,10,48,2009
27/11/2009,10,48,2009
28/11/2009,0,48,2009
29/11/2009,4,49,2009
30/11/2009,22,49,2009
01/12/2009,20,49,2009
02/12/2009,14,49,2009
03/12/2009,8,49,2009
04/12/2009,6,49,2009
05/12/2009,2,49,2009
06/12/2009,6,50,2009
07/12/2009,14,50,2009
08/12/2009,12,50,2009
09/12/2009,6,50,2009
10/12/2009,16,50,2009
11/12/2009,12,50,2009
12/12/2009,2,50,2009
13/12/2009,4,51,2009
14/12/2009,27,51,2009
15/12/2009,8,51,2009
16/12/2009,6,51,2009
17/12/2009,6,51,2009
18/12/2009,26,51,2009
19/12/2009,8,51,2009
20/12/2009,4,52,2009
21/12/2009,12,52,2009
22/12/2009,12,52,2009
23/12/2009,10,52,2009
24/12/2009,4,52,2009
25/12/2009,4,52,2009
26/12/2009,2,52,2009
27/12/2009,2,53,2009
28/12/2009,18,53,2009
29/12/2009,14,53,2009
30/12/2009,4,53,2009
31/12/2009,14,53,2009
01/01/2010,4,1,2010
02/01/2010,2,1,2010
03/01/2010,4,2,2010
04/01/2010,16,2,2010
05/01/2010,12,2,2010
06/01/2010,12,2,2010
07/01/2010,2,2,2010
08/01/2010,6,2,2010
09/01/2010,0,2,2010
10/01/2010,12,3,2010
11/01/2010,18,3,2010
12/01/2010,22,3,2010
13/01/2010,18,3,2010
14/01/2010,8,3,2010
15/01/2010,7,3,2010
16/01/2010,2,3,2010
17/01/2010,2,4,2010
18/01/2010,12,4,2010
19/01/2010,4,4,2010
20/01/2010,12,4,2010
21/01/2010,14,4,2010
22/01/2010,18,4,2010
23/01/2010,4,4,2010
24/01/2010,12,5,2010
25/01/2010,16,5,2010
26/01/2010,8,5,2010
27/01/2010,16,5,2010
28/01/2010,8,5,2010
29/01/2010,0,5,2010
30/01/2010,0,5,2010
31/01/2010,8,6,2010
01/02/2010,24,6,2010
02/02/2010,6,6,2010
03/02/2010,12,6,2010
04/02/2010,6,6,2010
05/02/2010,10,6,2010
06/02/2010,6,6,2010
07/02/2010,0,7,2010
08/02/2010,18,7,2010
09/02/2010,8,7,2010
10/02/2010,4,7,2010
11/02/2010,0,7,2010
12/02/2010,12,7,2010
13/02/2010,0,7,2010
14/02/2010,8,8,2010
15/02/2010,4,8,2010
16/02/2010,8,8,2010
17/02/2010,2,8,2010
18/02/2010,10,8,2010
19/02/2010,10,8,2010
20/02/2010,10,8,2010
21/02/2010,1,9,2010
22/02/2010,32,9,2010
23/02/2010,4,9,2010
24/02/2010,16,9,2010
25/02/2010,8,9,2010
26/02/2010,10,9,2010
27/02/2010,14,9,2010
28/02/2010,3,10,2010
01/03/2010,29,10,2010
02/03/2010,8,10,2010
03/03/2010,14,10,2010
04/03/2010,20,10,2010
05/03/2010,6,10,2010
06/03/2010,10,10,2010
07/03/2010,4,11,2010
08/03/2010,27,11,2010
09/03/2010,14,11,2010
10/03/2010,18,11,2010
11/03/2010,12,11,2010
12/03/2010,6,11,2010
13/03/2010,4,11,2010
14/03/2010,4,12,2010
15/03/2010,25,12,2010
16/03/2010,8,12,2010
17/03/2010,22,12,2010
18/03/2010,28,12,2010
19/03/2010,2,12,2010
20/03/2010,10,12,2010
21/03/2010,4,13,2010
22/03/2010,11,13,2010
23/03/2010,16,13,2010
24/03/2010,24,13,2010
25/03/2010,12,13,2010
26/03/2010,16,13,2010
27/03/2010,6,13,2010
28/03/2010,8,14,2010
29/03/2010,22,14,2010
30/03/2010,28,14,2010
31/03/2010,34,14,2010
01/04/2010,18,14,2010
02/04/2010,2,14,2010
03/04/2010,26,14,2010
04/04/2010,4,15,2010
05/04/2010,26,15,2010
06/04/2010,10,15,2010
07/04/2010,18,15,2010
08/04/2010,16,15,2010
09/04/2010,8,15,2010
10/04/2010,18,15,2010
11/04/2010,6,16,2010
12/04/2010,23,16,2010
13/04/2010,10,16,2010
14/04/2010,16,16,2010
15/04/2010,8,16,2010
16/04/2010,14,16,2010
17/04/2010,20,16,2010
18/04/2010,8,17,2010
19/04/2010,14,17,2010
20/04/2010,19,17,2010
21/04/2010,6,17,2010
22/04/2010,14,17,2010
23/04/2010,40,17,2010
24/04/2010,16,17,2010
25/04/2010,6,18,2010
26/04/2010,14,18,2010
27/04/2010,19,18,2010
28/04/2010,10,18,2010
29/04/2010,29,18,2010
30/04/2010,23,18,2010
01/05/2010,20,18,2010
02/05/2010,10,19,2010
03/05/2010,18,19,2010
04/05/2010,26,19,2010
05/05/2010,22,19,2010
06/05/2010,8,19,2010
07/05/2010,12,19,2010
08/05/2010,4,19,2010
09/05/2010,2,20,2010
10/05/2010,8,20,2010
11/05/2010,1,20,2010
12/05/2010,20,20,2010
13/05/2010,21,20,2010
14/05/2010,30,20,2010
15/05/2010,4,20,2010
16/05/2010,6,21,2010
17/05/2010,24,21,2010
18/05/2010,10,21,2010
19/05/2010,8,21,2010
20/05/2010,7,21,2010
21/05/2010,10,21,2010
22/05/2010,11,21,2010
23/05/2010,4,22,2010
24/05/2010,23,22,2010
25/05/2010,16,22,2010
26/05/2010,21,22,2010
27/05/2010,20,22,2010
28/05/2010,17,22,2010
29/05/2010,12,22,2010
30/05/2010,18,23,2010
31/05/2010,22,23,2010
01/06/2010,20,23,2010
02/06/2010,30,23,2010
03/06/2010,10,23,2010
04/06/2010,28,23,2010
05/06/2010,18,23,2010
06/06/2010,4,24,2010
07/06/2010,38,24,2010
08/06/2010,16,24,2010
09/06/2010,28,24,2010
10/06/2010,16,24,2010
11/06/2010,22,24,2010
12/06/2010,16,24,2010
13/06/2010,18,25,2010
14/06/2010,34,25,2010
15/06/2010,14,25,2010
16/06/2010,42,25,2010
17/06/2010,24,25,2010
18/06/2010,23,25,2010
19/06/2010,14,25,2010
20/06/2010,8,26,2010
21/06/2010,32,26,2010
22/06/2010,16,26,2010
23/06/2010,38,26,2010
24/06/2010,30,26,2010
25/06/2010,12,26,2010
26/06/2010,14,26,2010
27/06/2010,18,27,2010
28/06/2010,22,27,2010
29/06/2010,40,27,2010
30/06/2010,30,27,2010
01/07/2010,47,27,2010
02/07/2010,6,27,2010
03/07/2010,12,27,2010
04/07/2010,24,28,2010
05/07/2010,52,28,2010
06/07/2010,34,28,2010
07/07/2010,35,28,2010
08/07/2010,21,28,2010
09/07/2010,46,28,2010
10/07/2010,12,28,2010
11/07/2010,20,29,2010
12/07/2010,47,29,2010
13/07/2010,55,29,2010
14/07/2010,49,29,2010
15/07/2010,34,29,2010
16/07/2010,40,29,2010
17/07/2010,20,29,2010
18/07/2010,16,30,2010
19/07/2010,56,30,2010
20/07/2010,58,30,2010
21/07/2010,49,30,2010
22/07/2010,26,30,2010
23/07/2010,41,30,2010
24/07/2010,18,30,2010
25/07/2010,16,31,2010
26/07/2010,155,31,2010
27/07/2010,81,31,2010
28/07/2010,45,31,2010
29/07/2010,46,31,2010
30/07/2010,42,31,2010
31/07/2010,22,31,2010
01/08/2010,28,32,2010
02/08/2010,47,32,2010
03/08/2010,41,32,2010
04/08/2010,36,32,2010
05/08/2010,26,32,2010
06/08/2010,53,32,2010
07/08/2010,28,32,2010
08/08/2010,15,33,2010
09/08/2010,59,33,2010
10/08/2010,34,33,2010
11/08/2010,78,33,2010
12/08/2010,51,33,2010
13/08/2010,53,33,2010
14/08/2010,24,33,2010
15/08/2010,24,34,2010
16/08/2010,18,34,2010
17/08/2010,47,34,2010
18/08/2010,45,34,2010
19/08/2010,73,34,2010
20/08/2010,35,34,2010
21/08/2010,10,34,2010
22/08/2010,15,35,2010
23/08/2010,63,35,2010
24/08/2010,22,35,2010
25/08/2010,70,35,2010
26/08/2010,48,35,2010
27/08/2010,30,35,2010
28/08/2010,26,35,2010
29/08/2010,10,36,2010
30/08/2010,37,36,2010
31/08/2010,61,36,2010
01/09/2010,44,36,2010
02/09/2010,38,36,2010
03/09/2010,35,36,2010
04/09/2010,9,36,2010
05/09/2010,12,37,2010
06/09/2010,47,37,2010
07/09/2010,24,37,2010
08/09/2010,69,37,2010
09/09/2010,41,37,2010
10/09/2010,98,37,2010
11/09/2010,21,37,2010
12/09/2010,19,38,2010
13/09/2010,35,38,2010
14/09/2010,44,38,2010
15/09/2010,48,38,2010
16/09/2010,39,38,2010
17/09/2010,25,38,2010
18/09/2010,12,38,2010
19/09/2010,17,39,2010
20/09/2010,25,39,2010
21/09/2010,34,39,2010
22/09/2010,30,39,2010
23/09/2010,19,39,2010
24/09/2010,36,39,2010
25/09/2010,12,39,2010
26/09/2010,6,40,2010
27/09/2010,37,40,2010
28/09/2010,33,40,2010
29/09/2010,32,40,2010
30/09/2010,83,40,2010
01/10/2010,13,40,2010
02/10/2010,8,40,2010
03/10/2010,29,41,2010
04/10/2010,38,41,2010
05/10/2010,16,41,2010
06/10/2010,24,41,2010
07/10/2010,28,41,2010
08/10/2010,30,41,2010
09/10/2010,17,41,2010
10/10/2010,13,42,2010
11/10/2010,26,42,2010
12/10/2010,18,42,2010
13/10/2010,52,42,2010
14/10/2010,28,42,2010
15/10/2010,43,42,2010
16/10/2010,9,42,2010
17/10/2010,10,43,2010
18/10/2010,32,43,2010
19/10/2010,28,43,2010
20/10/2010,29,43,2010
21/10/2010,46,43,2010
22/10/2010,22,43,2010
23/10/2010,22,43,2010
24/10/2010,19,44,2010
25/10/2010,32,44,2010
26/10/2010,40,44,2010
27/10/2010,26,44,2010
28/10/2010,17,44,2010
29/10/2010,23,44,2010
30/10/2010,9,44,2010
31/10/2010,13,45,2010
01/11/2010,37,45,2010
02/11/2010,9,45,2010
03/11/2010,34,45,2010
04/11/2010,14,45,2010
05/11/2010,39,45,2010
06/11/2010,20,45,2010
07/11/2010,17,46,2010
08/11/2010,53,46,2010
09/11/2010,29,46,2010
10/11/2010,47,46,2010
11/11/2010,41,46,2010
12/11/2010,20,46,2010
13/11/2010,23,46,2010
14/11/2010,30,47,2010
15/11/2010,24,47,2010
16/11/2010,59,47,2010
17/11/2010,47,47,2010
18/11/2010,66,47,2010
19/11/2010,54,47,2010
20/11/2010,34,47,2010
21/11/2010,10,48,2010
22/11/2010,45,48,2010
23/11/2010,54,48,2010
24/11/2010,72,48,2010
25/11/2010,38,48,2010
26/11/2010,65,48,2010
27/11/2010,43,48,2010
28/11/2010,21,49,2010
29/11/2010,63,49,2010
30/11/2010,82,49,2010
01/12/2010,116,49,2010
02/12/2010,69,49,2010
03/12/2010,104,49,2010
04/12/2010,54,49,2010
05/12/2010,52,50,2010
06/12/2010,101,50,2010
07/12/2010,63,50,2010
08/12/2010,114,50,2010
09/12/2010,80,50,2010
10/12/2010,161,50,2010
11/12/2010,64,50,2010
12/12/2010,42,51,2010
13/12/2010,94,51,2010
14/12/2010,91,51,2010
15/12/2010,153,51,2010
16/12/2010,79,51,2010
17/12/2010,92,51,2010
18/12/2010,76,51,2010
19/12/2010,42,52,2010
20/12/2010,109,52,2010
21/12/2010,105,52,2010
22/12/2010,63,52,2010
23/12/2010,87,52,2010
24/12/2010,56,52,2010
25/12/2010,42,52,2010
26/12/2010,39,53,2010
27/12/2010,111,53,2010
28/12/2010,124,53,2010
29/12/2010,133,53,2010
30/12/2010,61,53,2010
31/12/2010,56,53,2010
01/01/2011,69,1,2011
02/01/2011,46,2,2011
03/01/2011,110,2,2011
04/01/2011,70,2,2011
05/01/2011,87,2,2011
06/01/2011,68,2,2011
07/01/2011,172,2,2011
08/01/2011,65,2,2011
09/01/2011,57,3,2011
10/01/2011,80,3,2011
11/01/2011,79,3,2011
12/01/2011,149,3,2011
13/01/2011,148,3,2011
14/01/2011,119,3,2011
15/01/2011,87,3,2011
16/01/2011,65,4,2011
17/01/2011,113,4,2011
18/01/2011,118,4,2011
19/01/2011,104,4,2011
20/01/2011,96,4,2011
21/01/2011,147,4,2011
22/01/2011,53,4,2011
23/01/2011,57,5,2011
24/01/2011,91,5,2011
25/01/2011,88,5,2011
26/01/2011,130,5,2011
27/01/2011,107,5,2011
28/01/2011,153,5,2011
29/01/2011,60,5,2011
30/01/2011,61,6,2011
31/01/2011,119,6,2011
01/02/2011,105,6,2011
02/02/2011,105,6,2011
03/02/2011,91,6,2011
04/02/2011,151,6,2011
05/02/2011,81,6,2011
06/02/2011,33,7,2011
07/02/2011,115,7,2011
08/02/2011,81,7,2011
09/02/2011,153,7,2011
10/02/2011,127,7,2011
11/02/2011,126,7,2011
12/02/2011,42,7,2011
13/02/2011,30,8,2011
14/02/2011,139,8,2011
15/02/2011,137,8,2011
16/02/2011,204,8,2011
17/02/2011,166,8,2011
18/02/2011,188,8,2011
19/02/2011,156,8,2011
20/02/2011,44,9,2011
21/02/2011,287,9,2011
22/02/2011,193,9,2011
23/02/2011,199,9,2011
24/02/2011,216,9,2011
25/02/2011,258,9,2011
26/02/2011,129,9,2011
27/02/2011,53,10,2011
28/02/2011,176,10,2011
01/03/2011,207,10,2011
02/03/2011,202,10,2011
03/03/2011,157,10,2011
04/03/2011,153,10,2011
05/03/2011,110,10,2011
06/03/2011,106,11,2011
07/03/2011,93,11,2011
08/03/2011,94,11,2011
09/03/2011,104,11,2011
10/03/2011,178,11,2011
11/03/2011,161,11,2011
12/03/2011,185,11,2011
13/03/2011,173,12,2011
14/03/2011,251,12,2011
15/03/2011,220,12,2011
16/03/2011,287,12,2011
17/03/2011,262,12,2011
18/03/2011,236,12,2011
19/03/2011,203,12,2011
20/03/2011,206,13,2011
21/03/2011,266,13,2011
22/03/2011,296,13,2011
23/03/2011,281,13,2011
24/03/2011,255,13,2011
25/03/2011,301,13,2011
26/03/2011,252,13,2011
27/03/2011,214,14,2011
28/03/2011,326,14,2011
29/03/2011,353,14,2011
30/03/2011,350,14,2011
31/03/2011,347,14,2011
01/04/2011,377,14,2011
02/04/2011,226,14,2011
03/04/2011,245,15,2011
04/04/2011,475,15,2011
05/04/2011,478,15,2011
06/04/2011,420,15,2011
07/04/2011,524,15,2011
08/04/2011,426,15,2011
09/04/2011,378,15,2011
10/04/2011,316,16,2011
11/04/2011,491,16,2011
12/04/2011,511,16,2011
13/04/2011,312,16,2011
14/04/2011,471,16,2011
15/04/2011,356,16,2011
16/04/2011,300,16,2011
17/04/2011,303,17,2011
18/04/2011,410,17,2011
19/04/2011,425,17,2011
20/04/2011,433,17,2011
21/04/2011,293,17,2011
22/04/2011,232,17,2011
23/04/2011,263,17,2011
24/04/2011,246,18,2011
25/04/2011,409,18,2011
26/04/2011,397,18,2011
27/04/2011,351,18,2011
28/04/2011,320,18,2011
29/04/2011,309,18,2011
30/04/2011,247,18,2011
01/05/2011,215,19,2011
02/05/2011,291,19,2011
03/05/2011,344,19,2011
04/05/2011,263,19,2011
05/05/2011,259,19,2011
06/05/2011,273,19,2011
07/05/2011,189,19,2011
08/05/2011,145,20,2011
09/05/2011,269,20,2011
10/05/2011,247,20,2011
11/05/2011,327,20,2011
12/05/2011,242,20,2011
13/05/2011,253,20,2011
14/05/2011,188,20,2011
15/05/2011,159,21,2011
16/05/2011,231,21,2011
17/05/2011,266,21,2011
18/05/2011,215,21,2011
19/05/2011,239,21,2011
20/05/2011,192,21,2011
21/05/2011,149,21,2011
22/05/2011,132,22,2011
23/05/2011,219,22,2011
24/05/2011,192,22,2011
25/05/2011,175,22,2011
26/05/2011,188,22,2011
27/05/2011,145,22,2011
28/05/2011,141,22,2011
29/05/2011,113,23,2011
30/05/2011,191,23,2011
31/05/2011,144,23,2011
01/06/2011,117,23,2011
02/06/2011,125,23,2011
03/06/2011,112,23,2011
04/06/2011,86,23,2011
05/06/2011,56,24,2011
06/06/2011,132,24,2011
07/06/2011,121,24,2011
08/06/2011,135,24,2011
09/06/2011,115,24,2011
10/06/2011,86,24,2011
11/06/2011,56,24,2011
12/06/2011,37,25,2011
13/06/2011,123,25,2011
14/06/2011,84,25,2011
15/06/2011,77,25,2011
16/06/2011,84,25,2011
17/06/2011,87,25,2011
18/06/2011,43,25,2011
19/06/2011,30,26,2011
20/06/2011,104,26,2011
21/06/2011,63,26,2011
22/06/2011,62,26,2011
23/06/2011,51,26,2011
24/06/2011,49,26,2011
25/06/2011,40,26,2011
26/06/2011,32,27,2011
27/06/2011,98,27,2011
28/06/2011,68,27,2011
29/06/2011,59,27,2011
30/06/2011,57,27,2011
01/07/2011,50,27,2011
02/07/2011,13,27,2011
03/07/2011,12,28,2011
04/07/2011,54,28,2011
05/07/2011,40,28,2011
06/07/2011,37,28,2011
07/07/2011,22,28,2011
08/07/2011,34,28,2011
09/07/2011,24,28,2011
10/07/2011,14,29,2011
11/07/2011,63,29,2011
12/07/2011,31,29,2011
13/07/2011,35,29,2011
14/07/2011,28,29,2011
15/07/2011,53,29,2011
16/07/2011,11,29,2011
17/07/2011,9,30,2011
18/07/2011,59,30,2011
19/07/2011,32,30,2011
20/07/2011,20,30,2011
21/07/2011,44,30,2011
22/07/2011,24,30,2011
23/07/2011,14,30,2011
24/07/2011,1,31,2011
25/07/2011,61,31,2011
26/07/2011,31,31,2011
27/07/2011,37,31,2011
28/07/2011,28,31,2011
29/07/2011,48,31,2011
30/07/2011,13,31,2011
31/07/2011,7,32,2011
01/08/2011,33,32,2011
02/08/2011,30,32,2011
03/08/2011,22,32,2011
04/08/2011,33,32,2011
05/08/2011,28,32,2011
06/08/2011,11,32,2011
07/08/2011,14,33,2011
08/08/2011,22,33,2011
09/08/2011,32,33,2011
10/08/2011,19,33,2011
11/08/2011,36,33,2011
12/08/2011,19,33,2011
13/08/2011,12,33,2011
14/08/2011,5,34,2011
15/08/2011,6,34,2011
16/08/2011,31,34,2011
17/08/2011,18,34,2011
18/08/2011,16,34,2011
19/08/2011,21,34,2011
20/08/2011,7,34,2011
21/08/2011,8,35,2011
22/08/2011,30,35,2011
23/08/2011,38,35,2011
24/08/2011,24,35,2011
25/08/2011,18,35,2011
26/08/2011,25,35,2011
27/08/2011,10,35,2011
28/08/2011,9,36,2011
29/08/2011,32,36,2011
30/08/2011,18,36,2011
31/08/2011,9,36,2011
01/09/2011,21,36,2011
02/09/2011,9,36,2011
03/09/2011,12,36,2011
04/09/2011,4,37,2011
05/09/2011,13,37,2011
06/09/2011,26,37,2011
07/09/2011,7,37,2011
08/09/2011,22,37,2011
09/09/2011,14,37,2011
10/09/2011,7,37,2011
11/09/2011,12,38,2011
12/09/2011,16,38,2011
13/09/2011,20,38,2011
14/09/2011,11,38,2011
15/09/2011,16,38,2011
16/09/2011,18,38,2011
17/09/2011,4,38,2011
18/09/2011,12,39,2011
19/09/2011,20,39,2011
20/09/2011,20,39,2011
21/09/2011,18,39,2011
22/09/2011,24,39,2011
23/09/2011,18,39,2011
24/09/2011,10,39,2011
25/09/2011,8,40,2011
26/09/2011,22,40,2011
27/09/2011,26,40,2011
28/09/2011,8,40,2011
29/09/2011,11,40,2011
30/09/2011,21,40,2011
01/10/2011,7,40,2011
02/10/2011,8,41,2011
03/10/2011,21,41,2011
04/10/2011,14,41,2011
05/10/2011,23,41,2011
06/10/2011,24,41,2011
07/10/2011,16,41,2011
08/10/2011,10,41,2011
09/10/2011,2,42,2011
10/10/2011,14,42,2011
11/10/2011,21,42,2011
12/10/2011,5,42,2011
13/10/2011,18,42,2011
14/10/2011,16,42,2011
15/10/2011,7,42,2011
16/10/2011,4,43,2011
17/10/2011,27,43,2011
18/10/2011,24,43,2011
19/10/2011,28,43,2011
20/10/2011,10,43,2011
21/10/2011,13,43,2011
22/10/2011,10,43,2011
23/10/2011,5,44,2011
24/10/2011,15,44,2011
25/10/2011,16,44,2011
26/10/2011,7,44,2011
27/10/2011,11,44,2011
28/10/2011,6,44,2011
29/10/2011,11,44,2011
30/10/2011,5,45,2011
31/10/2011,28,45,2011
01/11/2011,21,45,2011
02/11/2011,10,45,2011
03/11/2011,21,45,2011
04/11/2011,17,45,2011
05/11/2011,5,45,2011
06/11/2011,9,46,2011
07/11/2011,17,46,2011
08/11/2011,14,46,2011
09/11/2011,10,46,2011
10/11/2011,7,46,2011
11/11/2011,17,46,2011
12/11/2011,4,46,2011
13/11/2011,6,47,2011
14/11/2011,8,47,2011
15/11/2011,5,47,2011
16/11/2011,9,47,2011
17/11/2011,15,47,2011
18/11/2011,19,47,2011
19/11/2011,3,47,2011
20/11/2011,6,48,2011
21/11/2011,18,48,2011
22/11/2011,16,48,2011
23/11/2011,21,48,2011
24/11/2011,16,48,2011
25/11/2011,12,48,2011
26/11/2011,9,48,2011
27/11/2011,7,49,2011
28/11/2011,27,49,2011
29/11/2011,16,49,2011
30/11/2011,18,49,2011
01/12/2011,20,49,2011
02/12/2011,24,49,2011
03/12/2011,3,49,2011
04/12/2011,11,50,2011
05/12/2011,18,50,2011
06/12/2011,11,50,2011
07/12/2011,18,50,2011
08/12/2011,29,50,2011
09/12/2011,26,50,2011
10/12/2011,8,50,2011
11/12/2011,13,51,2011
12/12/2011,9,51,2011
13/12/2011,19,51,2011
14/12/2011,23,51,2011
15/12/2011,17,51,2011
16/12/2011,19,51,2011
17/12/2011,13,51,2011
18/12/2011,10,52,2011
19/12/2011,9,52,2011
20/12/2011,17,52,2011
21/12/2011,12,52,2011
22/12/2011,15,52,2011
23/12/2011,12,52,2011
24/12/2011,6,52,2011
25/12/2011,16,53,2011
26/12/2011,23,53,2011
27/12/2011,25,53,2011
28/12/2011,14,53,2011
29/12/2011,8,53,2011
30/12/2011,9,53,2011
31/12/2011,3,53,2011
01/01/2012,5,1,2012
02/01/2012,13,1,2012
03/01/2012,20,1,2012
04/01/2012,8,1,2012
05/01/2012,26,1,2012
06/01/2012,27,1,2012
07/01/2012,5,1,2012
08/01/2012,8,2,2012
09/01/2012,20,2,2012
10/01/2012,22,2,2012
11/01/2012,12,2,2012
12/01/2012,25,2,2012
13/01/2012,18,2,2012
14/01/2012,9,2,2012
15/01/2012,5,3,2012
16/01/2012,34,3,2012
17/01/2012,20,3,2012
18/01/2012,15,3,2012
19/01/2012,25,3,2012
20/01/2012,29,3,2012
21/01/2012,14,3,2012
22/01/2012,16,4,2012
23/01/2012,22,4,2012
24/01/2012,40,4,2012
25/01/2012,22,4,2012
26/01/2012,37,4,2012
27/01/2012,37,4,2012
28/01/2012,16,4,2012
29/01/2012,11,5,2012
30/01/2012,38,5,2012
31/01/2012,40,5,2012
01/02/2012,29,5,2012
02/02/2012,22,5,2012
03/02/2012,23,5,2012
04/02/2012,15,5,2012
05/02/2012,10,6,2012
06/02/2012,47,6,2012
07/02/2012,48,6,2012
08/02/2012,30,6,2012
09/02/2012,35,6,2012
10/02/2012,33,6,2012
11/02/2012,10,6,2012
12/02/2012,10,7,2012
13/02/2012,67,7,2012
14/02/2012,48,7,2012
15/02/2012,30,7,2012
16/02/2012,50,7,2012
17/02/2012,26,7,2012
18/02/2012,7,7,2012
19/02/2012,9,8,2012
20/02/2012,19,8,2012
21/02/2012,14,8,2012
22/02/2012,26,8,2012
23/02/2012,90,8,2012
24/02/2012,49,8,2012
25/02/2012,19,8,2012
26/02/2012,21,9,2012
27/02/2012,78,9,2012
28/02/2012,56,9,2012
29/02/2012,79,9,2012
01/03/2012,63,9,2012
02/03/2012,67,9,2012
03/03/2012,16,9,2012
04/03/2012,23,10,2012
05/03/2012,74,10,2012
06/03/2012,76,10,2012
07/03/2012,92,10,2012
08/03/2012,61,10,2012
09/03/2012,74,10,2012
10/03/2012,29,10,2012
11/03/2012,20,11,2012
12/03/2012,93,11,2012
13/03/2012,114,11,2012
14/03/2012,130,11,2012
15/03/2012,75,11,2012
16/03/2012,148,11,2012
17/03/2012,79,11,2012
18/03/2012,48,12,2012
19/03/2012,58,12,2012
20/03/2012,135,12,2012
21/03/2012,117,12,2012
22/03/2012,137,12,2012
23/03/2012,206,12,2012
24/03/2012,29,12,2012
25/03/2012,36,13,2012
26/03/2012,178,13,2012
27/03/2012,112,13,2012
28/03/2012,142,13,2012
29/03/2012,108,13,2012
30/03/2012,180,13,2012
31/03/2012,77,13,2012
01/04/2012,36,14,2012
02/04/2012,143,14,2012
03/04/2012,228,14,2012
04/04/2012,164,14,2012
05/04/2012,104,14,2012
06/04/2012,40,14,2012
07/04/2012,47,14,2012
08/04/2012,44,15,2012
09/04/2012,178,15,2012
10/04/2012,261,15,2012
11/04/2012,203,15,2012
12/04/2012,170,15,2012
13/04/2012,124,15,2012
14/04/2012,93,15,2012
15/04/2012,61,16,2012
16/04/2012,260,16,2012
17/04/2012,302,16,2012
18/04/2012,212,16,2012
19/04/2012,267,16,2012
20/04/2012,217,16,2012
21/04/2012,178,16,2012
22/04/2012,131,17,2012
23/04/2012,510,17,2012
24/04/2012,419,17,2012
25/04/2012,431,17,2012
26/04/2012,471,17,2012
27/04/2012,431,17,2012
28/04/2012,224,17,2012
29/04/2012,218,18,2012
30/04/2012,505,18,2012
01/05/2012,167,18,2012
02/05/2012,628,18,2012
03/05/2012,598,18,2012
04/05/2012,656,18,2012
05/05/2012,322,18,2012
06/05/2012,306,19,2012
07/05/2012,732,19,2012
08/05/2012,809,19,2012
09/05/2012,885,19,2012
10/05/2012,863,19,2012
11/05/2012,776,19,2012
12/05/2012,407,19,2012
13/05/2012,263,20,2012
14/05/2012,1008,20,2012
15/05/2012,864,20,2012
16/05/2012,921,20,2012
17/05/2012,910,20,2012
18/05/2012,813,20,2012
19/05/2012,416,20,2012
20/05/2012,343,21,2012
21/05/2012,905,21,2012
22/05/2012,803,21,2012
23/05/2012,681,21,2012
24/05/2012,617,21,2012
25/05/2012,611,21,2012
26/05/2012,314,21,2012
27/05/2012,228,22,2012
28/05/2012,552,22,2012
29/05/2012,501,22,2012
30/05/2012,437,22,2012
31/05/2012,415,22,2012
01/06/2012,294,22,2012
02/06/2012,218,22,2012
03/06/2012,146,23,2012
04/06/2012,382,23,2012
05/06/2012,327,23,2012
06/06/2012,330,23,2012
07/06/2012,146,23,2012
