Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
82397,25/09/2014,1200,0,,24.1,,,,,
82397,26/09/2014,0,,31.6,,9.4,5.8,27.14,69.5,3.866667
82397,26/09/2014,1200,0,,23.8,,,,,
82397,27/09/2014,0,,31.7,,10.1,5.7,27.46,69.75,4.4
82397,27/09/2014,1200,0,,23.1,,,,,
82397,28/09/2014,0,,31.2,,9.6,5.1,26.82,76.75,3.933333
82397,28/09/2014,1200,1.6,,23.7,,,,,
82397,29/09/2014,0,,31.8,,10,4.9,27.14,72.5,2.933333
82397,29/09/2014,1200,0,,23.9,,,,,
82397,30/09/2014,0,,31.8,,9.4,4.6,26.9,74.25,3.6
82397,30/09/2014,1200,0,,22.5,,,,,
82397,01/10/2014,0,,31.8,,9.3,4.1,27.18,77.75,3.866667
82397,01/10/2014,1200,0.4,,23.9,,,,,
82397,02/10/2014,0,,31.5,,9.1,4.1,27.4,71.5,3.8
82397,02/10/2014,1200,0,,24.1,,,,,
82397,03/10/2014,0,,31.7,,10.2,4.4,27.4,73,3.866667
82397,03/10/2014,1200,0,,24.2,,,,,
82397,04/10/2014,0,,32.4,,9.8,5.5,27.6,73.5,4
82397,04/10/2014,1200,0.3,,23.9,,,,,
82397,05/10/2014,0,,32.4,,10.1,5.5,27.86,67.5,5.166667
82397,05/10/2014,1200,0.2,,23.9,,,,,
82397,06/10/2014,0,,32.9,,10,5.7,28.06,71.5,4.766667
82397,06/10/2014,1200,0,,25,,,,,
82397,07/10/2014,0,,32,,9.3,5.9,26.94,72,2.966667
82397,07/10/2014,1200,3,,22.7,,,,,
82397,08/10/2014,0,,31.9,,9.3,5.4,27.68,68.5,4.266667
82397,08/10/2014,1200,0,,24.9,,,,,
82397,09/10/2014,0,,33.3,,10.3,5.8,27.6,71,4.766667
82397,09/10/2014,1200,0,,22.6,,,,,
82397,10/10/2014,0,,33.2,,10.4,6.3,27.92,71.25,4.533333
82397,10/10/2014,1200,0,,23.9,,,,,
82397,11/10/2014,0,,33,,9.9,6,28.22,70.75,4.366667
82397,11/10/2014,1200,0,,24.7,,,,,
82397,12/10/2014,0,,32.5,,10.4,5.3,27.62,72.5,6.833333
82397,12/10/2014,1200,0,,23.4,,,,,
82397,13/10/2014,0,,31.8,,10.1,6,27.48,69.5,4.033333
82397,13/10/2014,1200,0,,23.6,,,,,
82397,14/10/2014,0,,32.2,,10.3,6.3,27.8,64.75,4.566667
82397,14/10/2014,1200,0,,23,,,,,
82397,15/10/2014,0,,31.7,,10.2,5,27.34,73.75,3.733333
82397,15/10/2014,1200,0,,24,,,,,
82397,16/10/2014,0,,32.6,,10.4,6.3,27.5,71,3.733333
82397,16/10/2014,1200,0,,23.9,,,,,
82397,17/10/2014,0,,32.8,,10.5,6.4,28,69.75,4.366667
82397,17/10/2014,1200,0,,24.3,,,,,
82397,18/10/2014,0,,32.2,,10.5,5.2,27.1,74.5,3.6
82397,18/10/2014,1200,0,,23.1,,,,,
82397,19/10/2014,0,,31.6,,10.3,5.8,27.82,76,4.266667
82397,19/10/2014,1200,0,,25.3,,,,,
82397,20/10/2014,0,,32,,10.2,5.4,27.54,69.25,4.133333
82397,20/10/2014,1200,0,,24.3,,,,,
82397,21/10/2014,0,,31.5,,10.5,5.6,27.38,67.75,3.866667
82397,21/10/2014,1200,0,,23.8,,,,,
82397,22/10/2014,0,,31.8,,10.5,5.7,27.24,70.5,2.433333
82397,22/10/2014,1200,0,,23.2,,,,,
82397,23/10/2014,0,,32,,9.6,6.2,27.68,72,4.366667
82397,23/10/2014,1200,0.2,,24.1,,,,,
82397,24/10/2014,0,,31.6,,10,5.3,27.12,72.25,4.433333
82397,24/10/2014,1200,0.3,,23.8,,,,,
82397,25/10/2014,0,,32.4,,9.7,6,27.38,71,2.966667
82397,25/10/2014,1200,0,,24.1,,,,,
82397,26/10/2014,0,,31.6,,10.9,6.5,27.5,69,4.633333
82397,26/10/2014,1200,0,,24.7,,,,,
82397,27/10/2014,0,,32.5,,11,5.5,27.56,70.5,4.4
82397,27/10/2014,1200,0,,23.8,,,,,
82397,28/10/2014,0,,31.8,,6.6,5.7,26.94,75,3.933333
82397,28/10/2014,1200,0,,23.1,,,,,
82397,29/10/2014,0,,32,,7.3,4.6,27.7,73,3.866667
82397,29/10/2014,1200,0,,24.7,,,,,
82397,30/10/2014,0,,31.7,,9,4.9,27.28,72.75,4.433333
82397,30/10/2014,1200,0,,23.5,,,,,
82397,31/10/2014,0,,32.3,,10.7,5.9,27.56,69.25,4.3
82397,31/10/2014,1200,0,,23.7,,,,,
82397,01/11/2014,0,,31.9,,10.5,5.6,27.52,71.75,4.533333
82397,01/11/2014,1200,0.2,,24.3,,,,,
82397,02/11/2014,0,,32.2,,10.5,4.9,27.66,71.75,4.8
82397,02/11/2014,1200,0.2,,24.1,,,,,
82397,03/11/2014,0,,31,,7.7,5.6,27,77.5,3.366667
82397,03/11/2014,1200,1.1,,24,,,,,
82397,04/11/2014,0,,31.6,,8.9,4.5,27.62,72,4.233333
82397,04/11/2014,1200,0,,24.8,,,,,
82397,05/11/2014,0,,32.3,,8.8,4.3,27.4,75.25,2.966667
82397,05/11/2014,1200,0,,24.3,,,,,
82397,06/11/2014,0,,31.6,,10.2,4.4,27.18,73.75,4.366667
82397,06/11/2014,1200,0,,23.7,,,,,
82397,07/11/2014,0,,32,,10.5,5.9,27.66,70.25,4.433333
82397,07/11/2014,1200,0,,24.9,,,,,
82397,08/11/2014,0,,31.7,,8.5,6.2,27.2,76.25,3
82397,08/11/2014,1200,0,,25.2,,,,,
82397,09/11/2014,0,,31.8,,10.6,4.6,27.54,73.75,3.933333
82397,09/11/2014,1200,0,,24.5,,,,,
82397,10/11/2014,0,,31.7,,10.4,4.2,27.48,71.25,3.3
82397,10/11/2014,1200,0,,23.5,,,,,
82397,11/11/2014,0,,31,,5.5,4.8,27.56,74,3.3
82397,11/11/2014,1200,0,,25.2,,,,,
82397,12/11/2014,0,,32,,10.1,4.6,27.54,74.75,2.7
82397,12/11/2014,1200,0,,25.3,,,,,
82397,13/11/2014,0,,32.4,,10.8,4.4,27.8,74,2.733333
82397,13/11/2014,1200,0,,24.5,,,,,
82397,14/11/2014,0,,32.6,,11,4.3,27.78,72.25,3.9
82397,14/11/2014,1200,0,,23.5,,,,,
82397,15/11/2014,0,,32.4,,10.8,4.7,27.58,72.75,3.6
82397,15/11/2014,1200,0,,23.9,,,,,
82397,16/11/2014,0,,32.2,,9.9,4.8,27.88,75,2.8
82397,16/11/2014,1200,0,,24.6,,,,,
82397,17/11/2014,0,,32.4,,10,4.3,27.92,76,2.166667
82397,17/11/2014,1200,0,,24.8,,,,,
82397,18/11/2014,0,,32.2,,9.3,4.6,27.82,74,2.3
82397,18/11/2014,1200,0,,24.5,,,,,
82397,19/11/2014,0,,31.5,,9.1,4.4,27.36,76,3.166667
82397,19/11/2014,1200,5.6,,24.3,,,,,
82397,20/11/2014,0,,31.9,,9.8,4.6,27.72,73.5,2.833333
82397,20/11/2014,1200,0,,25.3,,,,,
82397,21/11/2014,0,,31.6,,5.3,5,27.82,77.5,3.4
82397,21/11/2014,1200,0,,25.1,,,,,
82397,22/11/2014,0,,32.6,,11.3,4,27.48,71.25,2.4
82397,22/11/2014,1200,0.9,,23.2,,,,,
82397,23/11/2014,0,,31.9,,11.5,5.1,27.36,74.75,2.5
82397,23/11/2014,1200,0,,24.8,,,,,
82397,24/11/2014,0,,32.3,,11.2,4.6,27.86,70.75,4.166667
82397,24/11/2014,1200,0,,23.3,,,,,
82397,25/11/2014,0,,31.7,,10.4,5,28.24,70.5,3.966667
82397,25/11/2014,1200,0,,25.5,,,,,
82397,26/11/2014,0,,31.6,,9.1,5.1,27.4,75.5,2.733333
82397,26/11/2014,1200,0.4,,24.6,,,,,
82397,27/11/2014,0,,30.6,,5.3,4.8,26.36,83.5,2.633333
82397,27/11/2014,1200,7.1,,23.2,,,,,
82397,28/11/2014,0,,32.2,,10.2,3.2,26.98,75.25,2.766667
82397,28/11/2014,1200,2.2,,23.1,,,,,
82397,29/11/2014,0,,32,,8.4,4,27.42,76,2.966667
82397,29/11/2014,1200,0.3,,23.9,,,,,
82397,30/11/2014,0,,31.4,,11.1,4.8,27.3,73.5,2.933333
82397,30/11/2014,1200,0,,24,,,,,
82397,01/12/2014,0,,32.7,,10.6,4.5,27.92,71.75,3.6
82397,01/12/2014,1200,0,,24.3,,,,,
82397,02/12/2014,0,,32,,10.5,4.2,27.58,75.5,3.1
82397,02/12/2014,1200,1.4,,24.3,,,,,
82397,03/12/2014,0,,32.3,,10.8,5.4,28.24,72,3.7
82397,03/12/2014,1200,0,,25.5,,,,,
82397,04/12/2014,0,,31.8,,7.8,5.3,27.08,80.5,2.5
82397,04/12/2014,1200,1.2,,24.2,,,,,
82397,05/12/2014,0,,31,,8.3,4.2,27.6,73.75,3.2
82397,05/12/2014,1200,0,,24.9,,,,,
82397,06/12/2014,0,,31.9,,11.1,4,27.28,77.25,2.066667
82397,06/12/2014,1200,0.3,,24.5,,,,,
82397,07/12/2014,0,,32.1,,9.9,3.8,27.98,73.25,4.233333
82397,07/12/2014,1200,0,,24.2,,,,,
82397,08/12/2014,0,,32,,9.5,4.6,28.24,74.25,4.6
82397,08/12/2014,1200,0,,25.4,,,,,
82397,09/12/2014,0,,31.8,,9.8,5.3,28.14,69.25,3.966667
82397,09/12/2014,1200,0,,25.3,,,,,
82397,10/12/2014,0,,31.2,,9.1,5.1,27.52,73.75,3.3
82397,10/12/2014,1200,0,,24.8,,,,,
82397,11/12/2014,0,,31.8,,9.1,4.7,27.54,74.75,4.366667
82397,11/12/2014,1200,0.6,,24.3,,,,,
82397,12/12/2014,0,,32.7,,10.6,4.7,27.62,73.75,3.3
82397,12/12/2014,1200,0,,24,,,,,
82397,13/12/2014,0,,31.9,,9.4,5,27.6,75.5,3
82397,13/12/2014,1200,1.9,,24.5,,,,,
82397,14/12/2014,0,,31.4,,9.2,4.4,27.34,75.25,3
82397,14/12/2014,1200,0.3,,24.5,,,,,
82397,15/12/2014,0,,32.2,,10.9,4.1,27.78,71.5,3.466667
82397,15/12/2014,1200,0,,23.3,,,,,
82397,16/12/2014,0,,31,,9.2,3.9,27,78.25,3.866667
82397,16/12/2014,1200,14.2,,23.9,,,,,
82397,17/12/2014,0,,31.9,,9.6,3.8,27.68,73.75,3.033333
82397,17/12/2014,1200,0,,24.7,,,,,
82397,18/12/2014,0,,32.4,,10.7,4,27.54,72.5,3.633333
82397,18/12/2014,1200,0,,23.3,,,,,
82397,19/12/2014,0,,32.9,,10,4.5,28.3,70.5,3.766667
82397,19/12/2014,1200,0,,25.2,,,,,
82397,20/12/2014,0,,32.1,,9.1,4.7,27.92,74.25,2.833333
82397,20/12/2014,1200,0,,25.5,,,,,
82397,21/12/2014,0,,32,,9.5,4.6,27.9,71,4.4
82397,21/12/2014,1200,0.6,,24.7,,,,,
82397,22/12/2014,0,,32,,10.7,4.6,27.84,73.25,3.866667
82397,22/12/2014,1200,0,,25.5,,,,,
82397,23/12/2014,0,,31.5,,8.7,5,27.76,73.75,3.966667
82397,23/12/2014,1200,0,,25.5,,,,,
82397,24/12/2014,0,,31.8,,6.8,4.7,27.78,70.75,3.833333
82397,24/12/2014,1200,0,,25.2,,,,,
82397,25/12/2014,0,,31.2,,5.1,5.7,27.74,72,3.966667
82397,25/12/2014,1200,0,,25.5,,,,,
82397,26/12/2014,0,,30.6,,2,4.8,27.32,75,3.333333
82397,26/12/2014,1200,0,,25.4,,,,,
82397,27/12/2014,0,,31.6,,10.3,4.1,28.1,72,3.866667
82397,27/12/2014,1200,3.5,,25.1,,,,,
82397,28/12/2014,0,,31.6,,8.8,4.1,27.76,75.75,3.2
82397,28/12/2014,1200,0.3,,25.4,,,,,
82397,29/12/2014,0,,31,,3.9,3.6,26.18,83.75,1.333333
82397,29/12/2014,1200,24,,23.1,,,,,
82397,30/12/2014,0,,31.2,,8.5,2.7,27.22,76.75,2.366667
82397,30/12/2014,1200,0,,23.4,,,,,
82397,31/12/2014,0,,31.3,,8.9,4.1,27.44,75.25,3.233333
82397,31/12/2014,1200,0.6,,24.7,,,,,
82397,01/01/2015,0,,31.6,,9.7,3.9,27.36,76.25,2.8
82397,01/01/2015,1200,0,,24.2,,,,,
82397,02/01/2015,0,,31.6,,10.7,3.7,27.18,71.5,2.4
82397,02/01/2015,1200,0,,22.5,,,,,
82397,03/01/2015,0,,26.8,,0,4.2,24.42,95.5,2.033333
82397,03/01/2015,1200,33.2,,22.7,,,,,
82397,04/01/2015,0,,29.3,,3,0.7,25.6,82.5,1.6
82397,04/01/2015,1200,19.3,,22.9,,,,,
82397,05/01/2015,0,,31.2,,10.3,2.3,26.64,78.5,3.033333
82397,05/01/2015,1200,0.1,,22.4,,,,,
82397,06/01/2015,0,,30.8,,6.1,3.6,27.26,80,2.733333
82397,06/01/2015,1200,0,,24.7,,,,,
82397,07/01/2015,0,,30.2,,5.8,2.8,26.66,83,2.233333
82397,07/01/2015,1200,8.7,,24.3,,,,,
82397,08/01/2015,0,,30.6,,9.5,3.3,26.94,77.5,3.666667
82397,08/01/2015,1200,0.2,,24.7,,,,,
82397,09/01/2015,0,,31.4,,8.3,3.6,27.4,74.5,2.666667
82397,09/01/2015,1200,0,,23.6,,,,,
82397,10/01/2015,0,,31.4,,10.8,4.5,27.94,74.75,3.233333
82397,10/01/2015,1200,0,,25.3,,,,,
82397,11/01/2015,0,,30.2,,9.1,2.4,26.9,80.75,4.133333
82397,11/01/2015,1200,2.2,,24.7,,,,,
82397,12/01/2015,0,,31.4,,10.5,3.9,27.78,75.75,3.166667
82397,12/01/2015,1200,0,,24.9,,,,,
82397,13/01/2015,0,,31.4,,9.7,3.8,27.26,79.25,3.4
82397,13/01/2015,1200,3.9,,24.5,,,,,
82397,14/01/2015,0,,32,,9.2,4.7,27.78,70.25,3.7
82397,14/01/2015,1200,0,,24.9,,,,,
82397,15/01/2015,0,,32.2,,11,4.8,27.74,72.25,2.8
82397,15/01/2015,1200,0,,24.5,,,,,
82397,16/01/2015,0,,32.5,,8.7,5.6,27.94,74.75,4.1
82397,16/01/2015,1200,0,,24.6,,,,,
82397,17/01/2015,0,,32,,9.9,5.2,28.18,75,3.966667
82397,17/01/2015,1200,0,,25.7,,,,,
82397,18/01/2015,0,,31.6,,8.8,4.3,27.62,78.5,3.3
82397,18/01/2015,1200,0.6,,24.7,,,,,
82397,19/01/2015,0,,31.8,,10.6,3.9,27.82,79,2.666667
82397,19/01/2015,1200,0,,25.3,,,,,
82397,20/01/2015,0,,32.3,,9.6,3.7,27.58,76,2.866667
82397,20/01/2015,1200,0,,23.6,,,,,
82397,21/01/2015,0,,31.8,,9.4,1.3,27.82,77.75,3.633333
82397,21/01/2015,1200,4,,24.9,,,,,
82397,22/01/2015,0,,32.1,,8.5,1,28.04,71.5,2.966667
82397,22/01/2015,1200,0,,25.7,,,,,
82397,23/01/2015,0,,31.8,,7.8,0.9,27.62,74.5,3
82397,23/01/2015,1200,0,,24.7,,,,,
82397,24/01/2015,0,,32,,10.1,1.4,27.82,76,2.233333
82397,24/01/2015,1200,0,,24.5,,,,,
82397,25/01/2015,0,,31.9,,8.6,4.7,27.92,74.25,3.533333
82397,25/01/2015,1200,0,,25.7,,,,,
82397,26/01/2015,0,,33,,9.9,4.4,27.86,69.5,3.066667
82397,26/01/2015,1200,0,,24.5,,,,,
82397,27/01/2015,0,,32,,10.3,5.2,27.9,76.5,3
82397,27/01/2015,1200,0,,25.3,,,,,
82397,28/01/2015,0,,32,,10.5,4.2,27.52,71.75,2.766667
82397,28/01/2015,1200,0,,23.9,,,,,
82397,29/01/2015,0,,32.4,,9.9,4.2,27.3,68.5,2.466667
82397,29/01/2015,1200,0,,23.3,,,,,
82397,30/01/2015,0,,32.2,,10.5,3.9,27.58,70,2.733333
82397,30/01/2015,1200,0,,23.3,,,,,
82397,31/01/2015,0,,32.8,,10.8,4.3,27.96,78.75,2.9
82397,31/01/2015,1200,0,,23.4,,,,,
82397,01/02/2015,0,,32.6,,10.1,4.5,28.44,73.75,2.766667
82397,01/02/2015,1200,0.6,,25.4,,,,,
82397,02/02/2015,0,,32.9,,8.2,4.4,28.74,75,3.3
82397,02/02/2015,1200,0.6,,25.9,,,,,
82397,03/02/2015,0,,31.8,,5.3,3.6,28.3,78.25,2.033333
82397,03/02/2015,1200,0.1,,25.1,,,,,
82397,04/02/2015,0,,32,,8.5,4.3,28.38,74.5,2.266667
82397,04/02/2015,1200,0.5,,25.6,,,,,
82397,05/02/2015,0,,33,,5.3,4.1,28.18,77.25,2.566667
82397,05/02/2015,1200,0,,25.3,,,,,
82397,06/02/2015,0,,32.6,,10.6,4.1,28.12,72.75,3
82397,06/02/2015,1200,0,,24.8,,,,,
82397,07/02/2015,0,,32.9,,9.6,4.3,27.96,75.5,2.833333
82397,07/02/2015,1200,0,,24,,,,,
82397,08/02/2015,0,,33.2,,9.2,4.2,28.26,75,3.2
82397,08/02/2015,1200,0,,24.3,,,,,
82397,09/02/2015,0,,33,,10.5,4.4,28.32,71.75,3.866667
82397,09/02/2015,1200,0,,24.4,,,,,
82397,10/02/2015,0,,33.1,,10,5,28.7,74,3.4
82397,10/02/2015,1200,0,,25,,,,,
82397,11/02/2015,0,,32.9,,6.8,5.3,28.72,70.5,3.466667
82397,11/02/2015,1200,0,,26.1,,,,,
82397,12/02/2015,0,,33,,9.5,5.6,28.54,73.5,2.933333
82397,12/02/2015,1200,0.1,,26.1,,,,,
82397,13/02/2015,0,,32.9,,9.1,5.2,28.44,75.5,3.866667
82397,13/02/2015,1200,0,,25.8,,,,,
82397,14/02/2015,0,,33,,10.8,5.6,28.5,73,3
82397,14/02/2015,1200,0.1,,25.5,,,,,
82397,15/02/2015,0,,32.7,,9.5,5.2,28.52,74.75,2.733333
82397,15/02/2015,1200,0,,25.3,,,,,
82397,16/02/2015,0,,31.4,,2,4,27.62,82.25,2.633333
82397,16/02/2015,1200,0.4,,25.7,,,,,
82397,17/02/2015,0,,32.4,,4.9,3.2,27.9,76,2.866667
82397,17/02/2015,1200,1.6,,24.9,,,,,
82397,18/02/2015,0,,32.6,,7.1,2.9,28.2,76.5,3.633333
82397,18/02/2015,1200,0.3,,24.8,,,,,
82397,19/02/2015,0,,31.6,,6.2,3.9,27.48,80.25,2.366667
82397,19/02/2015,1200,19.8,,23.4,,,,,
82397,20/02/2015,0,,30.9,,1.7,3.7,27.4,78.25,1.366667
82397,20/02/2015,1200,0.1,,24.9,,,,,
82397,21/02/2015,0,,28.4,,0,2.3,25.02,88.75,1.4
82397,21/02/2015,1200,18.5,,21.9,,,,,
82397,22/02/2015,0,,29.5,,4.3,1.2,25.04,88.5,0.533333
82397,22/02/2015,1200,24.3,,21.2,,,,,
82397,23/02/2015,0,,27.3,,0,1.8,25.4,92,0.233333
82397,23/02/2015,1200,4.6,,23.7,,,,,
82397,24/02/2015,0,,28.4,,1.3,0.9,26.12,88.5,1.866667
82397,24/02/2015,1200,14.9,,23.6,,,,,
82397,25/02/2015,0,,28.6,,2.3,1,25.62,92,1
82397,25/02/2015,1200,30,,23.3,,,,,
82397,26/02/2015,0,,31.5,,10.6,0.9,26.78,82.75,2.3
82397,26/02/2015,1200,18.2,,23.6,,,,,
82397,27/02/2015,0,,30.8,,3.4,3.2,26.88,85.5,1.866667
82397,27/02/2015,1200,1,,23.8,,,,,
82397,28/02/2015,0,,27.9,,0.7,1.2,25.64,91,1
82397,28/02/2015,1200,8.9,,23.7,,,,,
82397,01/03/2015,0,,31,,7,1.5,26.9,81.5,1.8
82397,01/03/2015,1200,8.2,,23.5,,,,,
82397,02/03/2015,0,,30.6,,5.3,2.6,26.7,82.5,1.533333
82397,02/03/2015,1200,17.2,,23.1,,,,,
82397,03/03/2015,0,,32.2,,9.1,2.2,27,77.75,1.933333
82397,03/03/2015,1200,0.9,,23.3,,,,,
82397,04/03/2015,0,,31.9,,7.3,3.5,26.72,81.25,1.766667
82397,04/03/2015,1200,1.6,,22.3,,,,,
82397,05/03/2015,0,,31.2,,2.4,3,27.16,85.75,1.6
82397,05/03/2015,1200,0,,24.4,,,,,
82397,06/03/2015,0,,30.7,,3.2,1.7,26.18,84,0.9
82397,06/03/2015,1200,10.8,,23.8,,,,,
82397,07/03/2015,0,,29.6,,0,2,25.46,87.75,1.5
82397,07/03/2015,1200,15.9,,22.3,,,,,
82397,08/03/2015,0,,26.1,,0,1.3,24.72,95.5,0.533333
82397,08/03/2015,1200,27.6,,22.9,,,,,
82397,09/03/2015,0,,28.1,,0.9,0.2,25.14,93.75,0.7
82397,09/03/2015,1200,100.8,,22.8,,,,,
82397,10/03/2015,0,,27.7,,0,0.5,25.68,90.5,0.966667
82397,10/03/2015,1200,14.6,,22.9,,,,,
82397,11/03/2015,0,,31,,8.9,1.5,27.3,80.75,2.3
82397,11/03/2015,1200,9,,23.9,,,,,
82397,12/03/2015,0,,31.4,,7,2.9,27.06,84.75,2.2
82397,12/03/2015,1200,4.8,,23.7,,,,,
82397,13/03/2015,0,,31.7,,10.2,3.1,27.8,75.25,3.733333
82397,13/03/2015,1200,0.8,,23.9,,,,,
82397,14/03/2015,0,,31.6,,10.2,4,27.4,81.5,3
82397,14/03/2015,1200,0,,23.4,,,,,
82397,15/03/2015,0,,32.9,,9.5,3.3,27.8,77,3.566667
82397,15/03/2015,1200,0.8,,24.5,,,,,
82397,16/03/2015,0,,32.4,,8.1,4.6,28.18,81,2.166667
82397,16/03/2015,1200,0,,24.5,,,,,
82397,17/03/2015,0,,31.8,,8.8,3.9,28.56,76.25,4.2
82397,17/03/2015,1200,0,,26.2,,,,,
82397,18/03/2015,0,,32,,9.7,4.2,28.06,77.5,1.933333
82397,18/03/2015,1200,0,,24.4,,,,,
82397,19/03/2015,0,,31.1,,5.2,4.2,27.06,84,2.1
82397,19/03/2015,1200,1.8,,24.7,,,,,
82397,20/03/2015,0,,32,,7,2.2,27.62,79.75,2.266667
82397,20/03/2015,1200,2.1,,24.1,,,,,
82397,21/03/2015,0,,31.1,,2.7,3.1,26.26,89,1.866667
82397,21/03/2015,1200,2.4,,23.1,,,,,
82397,22/03/2015,0,,30.2,,2.7,1.6,26.12,87.25,2.433333
82397,22/03/2015,1200,44.2,,22.6,,,,,
82397,23/03/2015,0,,28.8,,0.9,1.5,25.48,89.75,1.266667
82397,23/03/2015,1200,53.6,,22.4,,,,,
82397,24/03/2015,0,,29.1,,0.9,2.1,25.96,87,1.1
82397,24/03/2015,1200,4.2,,23.3,,,,,
82397,25/03/2015,0,,31.2,,5.8,2,27.18,82.75,2.466667
82397,25/03/2015,1200,2.2,,23.3,,,,,
82397,26/03/2015,0,,31.6,,8.3,2.3,27.62,81,2.6
82397,26/03/2015,1200,0.6,,24.3,,,,,
82397,27/03/2015,0,,30.9,,6.9,3.1,26.72,84,1.1
82397,27/03/2015,1200,19.2,,22.9,,,,,
82397,28/03/2015,0,,31.6,,9.2,2.5,27.66,77.25,1.7
82397,28/03/2015,1200,0,,23.3,,,,,
82397,29/03/2015,0,,31.2,,7.9,3.1,27.76,82,1.933333
82397,29/03/2015,1200,2.6,,24.6,,,,,
82397,30/03/2015,0,,29.6,,3.9,2.7,26.94,84.5,0.8
82397,30/03/2015,1200,0,,24,,,,,
82397,31/03/2015,0,,30.4,,1.6,1.3,27.06,83,1.4
82397,31/03/2015,1200,31.8,,24.1,,,,,
82397,01/04/2015,0,,30.4,,0.7,1.6,26.72,88,2.233333
82397,01/04/2015,1200,30.4,,23.4,,,,,
82397,02/04/2015,0,,28.2,,0.3,1.9,25.78,91.25,0.266667
82397,02/04/2015,1200,0,,23.7,,,,,
82397,03/04/2015,0,,31.1,,2.8,1.1,26,90.25,2.4
82397,03/04/2015,1200,4.6,,23.3,,,,,
82397,04/04/2015,0,,30.6,,6.8,1.1,25.78,89,0.933333
82397,04/04/2015,1200,35.4,,23.1,,,,,
82397,05/04/2015,0,,31.3,,9.8,2.7,26.58,80.25,1.333333
82397,05/04/2015,1200,1.4,,22.7,,,,,
82397,06/04/2015,0,,32,,8.8,3.4,27.98,73.25,2.2
82397,06/04/2015,1200,0.1,,23.1,,,,,
82397,07/04/2015,0,,32.3,,7.9,3.4,27.9,79.75,1.933333
82397,07/04/2015,1200,0,,24.2,,,,,
82397,08/04/2015,0,,32.4,,8.9,3.3,27.74,84,1.433333
82397,08/04/2015,1200,0,,24.5,,,,,
82397,09/04/2015,0,,30.6,,4.2,3,26.48,89.5,0.766667
82397,09/04/2015,1200,22,,23.2,,,,,
82397,10/04/2015,0,,31.2,,6,1.8,26.94,85.25,1.3
82397,10/04/2015,1200,3.1,,23.9,,,,,
82397,11/04/2015,0,,30.8,,6,2.2,27.08,84.75,1.066667
82397,11/04/2015,1200,2.4,,24,,,,,
82397,12/04/2015,0,,31.6,,5,2.5,27.96,78.25,2.1
82397,12/04/2015,1200,2.8,,23.8,,,,,
82397,13/04/2015,0,,28.1,,0.4,2.7,25.24,94.75,0.8
82397,13/04/2015,1200,29.6,,23.1,,,,,
82397,14/04/2015,0,,27.1,,0,0.3,24.52,95.25,0
82397,14/04/2015,1200,51.6,,22.5,,,,,
82397,15/04/2015,0,,31.4,,7.5,0.7,27.38,81.75,2.9
82397,15/04/2015,1200,14.8,,23.5,,,,,
82397,16/04/2015,0,,31.6,,9.7,3,27.3,81.5,1.933333
82397,16/04/2015,1200,0,,23.7,,,,,
82397,17/04/2015,0,,31.1,,8.7,2.4,27.26,82,1.866667
82397,17/04/2015,1200,9.6,,23.6,,,,,
82397,18/04/2015,0,,31.4,,8.7,2.6,27.78,83,2.133333
82397,18/04/2015,1200,18.8,,24.3,,,,,
82397,19/04/2015,0,,31.5,,3.6,2.3,27.82,81.5,2.166667
82397,19/04/2015,1200,0.4,,24.6,,,,,
82397,20/04/2015,0,,29.8,,0.4,2.6,26.84,84.25,1.866667
82397,20/04/2015,1200,0,,24.2,,,,,
82397,21/04/2015,0,,31.9,,6.3,1.8,26.98,84.5,1.233333
82397,21/04/2015,1200,1.4,,24.2,,,,,
82397,22/04/2015,0,,31.8,,7.4,2.4,27.16,85.5,2.466667
82397,22/04/2015,1200,1,,23.6,,,,,
82397,23/04/2015,0,,29.8,,2.4,2.1,25.76,89.75,1.9
82397,23/04/2015,1200,9.2,,22.6,,,,,
82397,24/04/2015,0,,29.6,,1.2,1.4,24.86,96.5,1.533333
82397,24/04/2015,1200,16.9,,22.4,,,,,
82397,25/04/2015,0,,31.8,,8.7,0.6,27.18,87.75,2.166667
82397,25/04/2015,1200,28,,23.1,,,,,
82397,26/04/2015,0,,31.6,,9.3,2,27.58,80.5,2.566667
82397,26/04/2015,1200,3.4,,24,,,,,
82397,27/04/2015,0,,31.9,,9.6,2.7,27.8,81,2.866667
82397,27/04/2015,1200,0.2,,24.3,,,,,
82397,28/04/2015,0,,31.4,,9.1,3.1,27.66,81,3.633333
82397,28/04/2015,1200,0,,24.1,,,,,
82397,29/04/2015,0,,30,,7.7,3.2,27.12,83,2.2
82397,29/04/2015,1200,5.8,,24.4,,,,,
82397,30/04/2015,0,,31.5,,8.8,2.6,27.48,82.25,2.633333
82397,30/04/2015,1200,3.5,,24.1,,,,,
82397,01/05/2015,0,,31.8,,9.6,2.5,28.14,79.5,3
82397,01/05/2015,1200,0,,24.1,,,,,
82397,02/05/2015,0,,31.8,,9.4,3.3,28.14,80.25,3.4
82397,02/05/2015,1200,0,,24.3,,,,,
82397,03/05/2015,0,,31.8,,8.9,2.9,27.46,81.5,2.266667
82397,03/05/2015,1200,0.1,,24.7,,,,,
