Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
82397,06/05/2009,1200,0.2,,23.6,,,,,
82397,07/05/2009,0,,30.9,,7.9,1.1,26.54,83.5,1.133333
82397,07/05/2009,1200,11.6,,23.2,,,,,
82397,08/05/2009,0,,28.7,,0,1,25.44,95,0.333333
82397,08/05/2009,1200,5,,23.5,,,,,
82397,09/05/2009,0,,30.9,,6.4,0.7,26.3,84.5,1.3
82397,09/05/2009,1200,7.8,,22.6,,,,,
82397,10/05/2009,0,,31.9,,6,1.4,27,85.25,0.866667
82397,10/05/2009,1200,0,,23.1,,,,,
82397,11/05/2009,0,,28.5,,0,1.5,25,92,1.366667
82397,11/05/2009,1200,23,,22.9,,,,,
82397,12/05/2009,0,,30.9,,8.6,1,26.72,82.25,1.2
82397,12/05/2009,1200,1.4,,23.3,,,,,
82397,13/05/2009,0,,30.4,,4,1.5,26.4,88.5,0.6
82397,13/05/2009,1200,0,,23.6,,,,,
82397,14/05/2009,0,,30.7,,8.1,1.5,26.48,85.5,1.966667
82397,14/05/2009,1200,1.8,,23.1,,,,,
82397,15/05/2009,0,,31.5,,4.7,1.5,26.48,87,1.8
82397,15/05/2009,1200,1.4,,23.6,,,,,
82397,16/05/2009,0,,31.5,,6.8,1.8,26.82,84,0.852587
82397,16/05/2009,1200,0,,23.4,,,,,
82397,17/05/2009,0,,31.3,,5.5,1.9,26.48,87.75,1.633333
82397,17/05/2009,1200,0,,23.7,,,,,
82397,18/05/2009,0,,27.8,,0,2.2,25.3,94.25,0.866667
82397,18/05/2009,1200,10.4,,23.7,,,,,
82397,19/05/2009,0,,28.9,,1,0.6,25.42,88.25,1.233333
82397,19/05/2009,1200,5.2,,23.4,,,,,
82397,20/05/2009,0,,31.8,,5.5,1.1,26.3,85.25,1.633333
82397,20/05/2009,1200,0,,22.9,,,,,
82397,21/05/2009,0,,27.9,,0,1.5,24.76,96.75,1.2
82397,21/05/2009,1200,73.8,,22.4,,,,,
82397,22/05/2009,0,,29.3,,0.6,0.9,25.52,90.5,1.9
82397,22/05/2009,1200,1.3,,23.2,,,,,
82397,23/05/2009,0,,26.3,,0,1.1,24.62,97,1.1
82397,23/05/2009,1200,17.4,,23.4,,,,,
82397,24/05/2009,0,,30.3,,4.9,0.4,26.24,86.75,1.533333
82397,24/05/2009,1200,12.8,,23.4,,,,,
82397,25/05/2009,0,,26.9,,0,2.2,25.5,93,1
82397,25/05/2009,1200,38.4,,24.4,,,,,
82397,26/05/2009,0,,27.7,,0,0.5,24.74,92,0.233333
82397,26/05/2009,1200,23.2,,23,,,,,
82397,27/05/2009,0,,28.4,,0.4,0.7,25.32,92.25,1.066667
82397,27/05/2009,1200,2.2,,23,,,,,
82397,28/05/2009,0,,30.5,,3.8,0.8,25.96,87.25,1.633333
82397,28/05/2009,1200,1.1,,23.3,,,,,
82397,29/05/2009,0,,30.9,,7.2,2.2,26.24,83.25,2.1
82397,29/05/2009,1200,3.2,,23.3,,,,,
82397,30/05/2009,0,,30.7,,6.4,2.3,26.4,84.75,2.266667
82397,30/05/2009,1200,0,,23.3,,,,,
82397,31/05/2009,0,,31.1,,4,2.3,26.68,85.75,1.5
82397,31/05/2009,1200,1.2,,23.5,,,,,
82397,01/06/2009,0,,31.3,,9.5,1.9,27,82.75,1.5
82397,01/06/2009,1200,0,,23.3,,,,,
82397,02/06/2009,0,,26.9,,0,2.2,24.8,95.75,1.8
82397,02/06/2009,1200,0,,23.7,,,,,
82397,03/06/2009,0,,30.7,,5.7,0.6,26.24,88,1.533333
82397,03/06/2009,1200,8.7,,23.1,,,,,
82397,04/06/2009,0,,30.7,,9.3,2.3,26.88,84.5,3.666667
82397,04/06/2009,1200,31.8,,23.1,,,,,
82397,05/06/2009,0,,30.5,,6,2.6,26.12,87.25,3.4
82397,05/06/2009,1200,0,,23.5,,,,,
82397,06/06/2009,0,,30.9,,7.2,2.4,26.34,86.25,2.633333
82397,06/06/2009,1200,0,,23.4,,,,,
82397,07/06/2009,0,,30.9,,8.6,2.5,26.24,78.75,2.766667
82397,07/06/2009,1200,0,,23.3,,,,,
82397,08/06/2009,0,,30.8,,9.5,3.5,26.24,83.25,2.533333
82397,08/06/2009,1200,0,,22.8,,,,,
82397,09/06/2009,0,,30.7,,0.3,3,25.18,87.5,2.7
82397,09/06/2009,1200,0,,23,,,,,
82397,10/06/2009,0,,30.1,,6.8,2,25.94,89,2.433333
82397,10/06/2009,1200,14.7,,23,,,,,
82397,11/06/2009,0,,28.5,,1.5,1.2,25.48,89,1.433333
82397,11/06/2009,1200,0.4,,23.1,,,,,
82397,12/06/2009,0,,31.2,,8.2,2.8,26.6,83,1.566667
82397,12/06/2009,1200,0,,23.1,,,,,
82397,13/06/2009,0,,31.7,,8.9,2.4,26.68,83.5,2.033333
82397,13/06/2009,1200,0,,22.9,,,,,
82397,14/06/2009,0,,29.7,,5.3,2.6,26.46,86,3.566667
82397,14/06/2009,1200,0,,23.8,,,,,
82397,15/06/2009,0,,30,,5.2,2.6,26.16,77.5,2.366667
82397,15/06/2009,1200,11.4,,22.6,,,,,
82397,16/06/2009,0,,30.8,,4.1,3.3,26.54,77.25,2.1
82397,16/06/2009,1200,0,,23.3,,,,,
82397,17/06/2009,0,,30.5,,3.8,3,25.92,81.25,1.666667
82397,17/06/2009,1200,1.2,,23.5,,,,,
82397,18/06/2009,0,,30.3,,9.9,3.1,26.64,81.25,2.033333
82397,18/06/2009,1200,0,,22.4,,,,,
82397,19/06/2009,0,,30,,7.8,3.4,26.6,82,3.833333
82397,19/06/2009,1200,23.4,,22.7,,,,,
82397,20/06/2009,0,,30.1,,9.9,2.8,26.22,80.25,2.366667
82397,20/06/2009,1200,3.2,,22.6,,,,,
82397,21/06/2009,0,,30.5,,7.6,3.6,26.78,76.25,2.566667
82397,21/06/2009,1200,0,,23.4,,,,,
82397,22/06/2009,0,,30.5,,5.2,3.5,25.84,85,2.7
82397,22/06/2009,1200,0,,22.9,,,,,
82397,23/06/2009,0,,26.5,,0,2.4,23.68,93.5,1.066667
82397,23/06/2009,1200,72.6,,21.7,,,,,
82397,24/06/2009,0,,28.5,,0.3,0.7,25.08,90.5,2.2
82397,24/06/2009,1200,13,,22.4,,,,,
82397,25/06/2009,0,,29.5,,1.3,1.1,24.88,89.75,0.9
82397,25/06/2009,1200,71,,22.5,,,,,
82397,26/06/2009,0,,30.2,,9.6,1.6,25.3,84.5,2.866667
82397,26/06/2009,1200,0,,21.9,,,,,
82397,27/06/2009,0,,30.8,,9.3,2.7,26,83.5,2.433333
82397,27/06/2009,1200,0,,23,,,,,
82397,28/06/2009,0,,29.3,,5.7,2.9,25.6,80.75,2.033333
82397,28/06/2009,1200,0,,23.3,,,,,
82397,29/06/2009,0,,30.5,,8.2,2.6,26.42,78.75,3.366667
82397,29/06/2009,1200,1.2,,22.8,,,,,
82397,30/06/2009,0,,30.7,,9.5,3.8,26.12,76.25,2.066667
82397,30/06/2009,1200,0,,23.7,,,,,
82397,01/07/2009,0,,30.4,,7.1,3.5,25.8,80.25,2.266667
82397,01/07/2009,1200,0,,21.8,,,,,
82397,02/07/2009,0,,30.1,,7.4,2.7,25.6,81.75,2.066667
82397,02/07/2009,1200,1.2,,23,,,,,
82397,03/07/2009,0,,31.1,,9.5,3.6,26.02,78.5,3.2
82397,03/07/2009,1200,0,,23,,,,,
82397,04/07/2009,0,,30.6,,9,3.5,25.84,75.25,3.4
82397,04/07/2009,1200,1.6,,22.6,,,,,
82397,05/07/2009,0,,31.3,,8.8,3.8,25.54,80.75,3.1
82397,05/07/2009,1200,1.2,,21.7,,,,,
82397,06/07/2009,0,,28.6,,2.9,3,24.56,89.75,2.4
82397,06/07/2009,1200,46.6,,22.2,,,,,
82397,07/07/2009,0,,28.1,,0,1.5,25.06,87.75,1.966667
82397,07/07/2009,1200,12.6,,22.4,,,,,
82397,08/07/2009,0,,29.4,,9.7,1.4,24.82,77.75,2.466667
82397,08/07/2009,1200,7.2,,21.6,,,,,
82397,09/07/2009,0,,30.4,,9.9,3,25.82,79,3.333333
82397,09/07/2009,1200,0,,21.7,,,,,
82397,10/07/2009,0,,29.5,,7.9,3.1,25.42,80.75,3.1
82397,10/07/2009,1200,0,,21.7,,,,,
82397,11/07/2009,0,,30.4,,7.6,2.9,25.74,81,3.766667
82397,11/07/2009,1200,7.5,,21.9,,,,,
82397,12/07/2009,0,,29.9,,4.5,2.9,25.36,84,1.433333
82397,12/07/2009,1200,9.2,,22.3,,,,,
82397,13/07/2009,0,,30.3,,9.6,2.3,26.6,80.25,4.233333
82397,13/07/2009,1200,1.2,,22.7,,,,,
82397,14/07/2009,0,,31.5,,9.9,3.7,26.84,76,3.066667
82397,14/07/2009,1200,0,,23.6,,,,,
82397,15/07/2009,0,,30.5,,9.6,4.2,26.48,77,3.533333
82397,15/07/2009,1200,0,,23.3,,,,,
82397,16/07/2009,0,,30.3,,7.2,3.4,26.16,81.75,2.733333
82397,16/07/2009,1200,0,,22.8,,,,,
82397,17/07/2009,0,,29.2,,3.2,3.1,25.08,84.75,2.6
82397,17/07/2009,1200,7.2,,22.6,,,,,
82397,18/07/2009,0,,29.6,,3.7,2.6,25.68,81.75,2.366667
82397,18/07/2009,1200,21.6,,22.9,,,,,
82397,19/07/2009,0,,30.4,,7.2,2.6,25.72,83.75,1.266667
82397,19/07/2009,1200,3.7,,23.2,,,,,
82397,20/07/2009,0,,30,,10,2.4,25.74,83.5,1.366667
82397,20/07/2009,1200,0,,22.5,,,,,
82397,21/07/2009,0,,29.9,,7.9,6,26.66,80.25,2.8
82397,21/07/2009,1200,0.8,,23.4,,,,,
82397,22/07/2009,0,,30,,5.5,3.4,25.16,86.75,1.933333
82397,22/07/2009,1200,39.4,,22.6,,,,,
82397,23/07/2009,0,,26.4,,0,2.8,24.34,92.25,1.6
82397,23/07/2009,1200,28,,22.8,,,,,
82397,24/07/2009,0,,30.5,,8.7,0.9,25.02,84.5,2.3
82397,24/07/2009,1200,19.4,,21.4,,,,,
82397,25/07/2009,0,,30.4,,10.1,4.6,26.12,79.75,3.7
82397,25/07/2009,1200,0,,21.9,,,,,
82397,26/07/2009,0,,31.7,,10.2,5,25.86,78.75,1.966667
82397,26/07/2009,1200,0,,22.3,,,,,
82397,27/07/2009,0,,30.4,,9.7,4.6,25.92,78.25,2.266667
82397,27/07/2009,1200,0,,22.5,,,,,
82397,28/07/2009,0,,31,,8.6,4.4,25.84,78.5,2
82397,28/07/2009,1200,0,,22.6,,,,,
82397,29/07/2009,0,,30.4,,9.9,5,25.86,78.5,2.533333
82397,29/07/2009,1200,0,,21.9,,,,,
82397,30/07/2009,0,,30.8,,9.8,4.8,26.48,77,3.166667
82397,30/07/2009,1200,0.4,,22.8,,,,,
82397,31/07/2009,0,,31.1,,10.1,4.7,26.44,72.25,3.266667
82397,31/07/2009,1200,0,,22.3,,,,,
82397,01/08/2009,0,,30.5,,10.3,5,25.86,77,2.7
82397,01/08/2009,1200,0,,22.4,,,,,
82397,02/08/2009,0,,30.9,,8.3,4.8,26.86,74.75,2.8
82397,02/08/2009,1200,0,,22.1,,,,,
82397,03/08/2009,0,,31.8,,10.2,5.6,26.78,72,3.9
82397,03/08/2009,1200,0,,22.5,,,,,
82397,04/08/2009,0,,30.9,,10.3,5.1,26.36,72.25,3.6
82397,04/08/2009,1200,0,,20.9,,,,,
82397,05/08/2009,0,,30.6,,10.1,4.7,26.94,74,3.5
82397,05/08/2009,1200,0,,23.5,,,,,
82397,06/08/2009,0,,30.7,,9.2,4.3,26.4,79.5,3
82397,06/08/2009,1200,0.6,,23.1,,,,,
82397,07/08/2009,0,,31.1,,8.5,4.4,27.14,74.25,5.6
82397,07/08/2009,1200,0,,23,,,,,
82397,08/08/2009,0,,31.3,,9.8,5,26.38,70.5,3.266667
82397,08/08/2009,1200,0,,22.3,,,,,
82397,09/08/2009,0,,31.4,,8.2,5.3,26.68,68,3.4
82397,09/08/2009,1200,0,,22.4,,,,,
82397,10/08/2009,0,,31.5,,9.5,4.5,26.5,76,2.3
82397,10/08/2009,1200,0,,22.4,,,,,
82397,11/08/2009,0,,30.7,,6.6,3.3,26.66,76.25,3.6
82397,11/08/2009,1200,0,,22.8,,,,,
82397,12/08/2009,0,,31.7,,9.7,5.2,26.58,80.75,3.2
82397,12/08/2009,1200,0,,22.7,,,,,
82397,13/08/2009,0,,32.9,,10.5,3.9,26.92,70.75,3.266667
82397,13/08/2009,1200,0,,22.3,,,,,
82397,14/08/2009,0,,30.8,,8.8,5.1,26.44,75.5,3.1
82397,14/08/2009,1200,0,,23,,,,,
82397,15/08/2009,0,,30.5,,10.5,4.1,26.24,73.25,4.033333
82397,15/08/2009,1200,0,,22.1,,,,,
82397,16/08/2009,0,,31.3,,10.5,4.3,26.14,73.5,3.533333
82397,16/08/2009,1200,0,,21.1,,,,,
82397,17/08/2009,0,,30.8,,10.7,5.1,25.8,71.5,4.133333
82397,17/08/2009,1200,0,,20.4,,,,,
82397,18/08/2009,0,,31.4,,10.3,5.1,25.84,78,3.033333
82397,18/08/2009,1200,0,,22.3,,,,,
82397,19/08/2009,0,,30.6,,9.8,3.5,25.78,80.25,2.866667
82397,19/08/2009,1200,0,,22.3,,,,,
82397,20/08/2009,0,,30.8,,10.1,3.2,25.98,81.25,3.366667
82397,20/08/2009,1200,0,,22.3,,,,,
82397,21/08/2009,0,,30.4,,8.4,3.4,26.46,80.75,3.9
82397,21/08/2009,1200,8.5,,23.3,,,,,
82397,22/08/2009,0,,30.1,,5.6,3.9,26.78,80.5,4.733333
82397,22/08/2009,1200,0,,24.5,,,,,
82397,23/08/2009,0,,29.8,,7.8,2.9,26.14,77,4.2
82397,23/08/2009,1200,15.9,,23.1,,,,,
82397,24/08/2009,0,,28.6,,1.8,3.8,24.98,90.25,2.933333
82397,24/08/2009,1200,7.7,,23.3,,,,,
82397,25/08/2009,0,,30.4,,9.3,1.5,26.38,79.25,3.3
82397,25/08/2009,1200,1,,22.9,,,,,
82397,26/08/2009,0,,26,,0,2.9,23.78,91,2.466667
82397,26/08/2009,1200,2.2,,21.9,,,,,
82397,27/08/2009,0,,30.9,,6.8,0.9,25.82,80,2.533333
82397,27/08/2009,1200,5.2,,22.2,,,,,
82397,28/08/2009,0,,30.5,,8.5,2.9,26.24,79,3
82397,28/08/2009,1200,0.2,,22.9,,,,,
82397,29/08/2009,0,,31.2,,9.8,3.2,26.84,77.25,3.866667
82397,29/08/2009,1200,0,,23.5,,,,,
82397,30/08/2009,0,,31.8,,10.3,4,26.88,72,4.366667
82397,30/08/2009,1200,0,,23.4,,,,,
82397,31/08/2009,0,,31.5,,10.4,5,26.28,69.5,3.4
82397,31/08/2009,1200,0,,21.5,,,,,
82397,01/09/2009,0,,32.2,,10.4,5.7,26.52,70.25,3.633333
82397,01/09/2009,1200,0,,22.2,,,,,
82397,02/09/2009,0,,31,,10.4,5.6,26.9,70.75,3.833333
82397,02/09/2009,1200,0,,22.9,,,,,
82397,03/09/2009,0,,31.9,,10.1,5.6,27.06,75.25,3.633333
82397,03/09/2009,1200,0,,24.3,,,,,
82397,04/09/2009,0,,31,,9.8,5,26.7,74.75,4.2
82397,04/09/2009,1200,0,,22.3,,,,,
82397,05/09/2009,0,,31,,10.3,5.3,26.88,76,3.8
82397,05/09/2009,1200,0,,23.2,,,,,
82397,06/09/2009,0,,30.8,,8.7,5.2,26.66,72.75,4.233333
82397,06/09/2009,1200,0,,23.3,,,,,
82397,07/09/2009,0,,30.8,,8.9,4.9,26.48,73.25,3.866667
82397,07/09/2009,1200,0,,22.8,,,,,
82397,08/09/2009,0,,31,,9.3,5.3,27.04,73.75,3.8
82397,08/09/2009,1200,0,,23.6,,,,,
82397,09/09/2009,0,,30.8,,9.2,4.8,26.82,72.75,3.933333
82397,09/09/2009,1200,0,,23.3,,,,,
82397,10/09/2009,0,,31,,9.7,5.9,26.84,70,3.633333
82397,10/09/2009,1200,0,,23.2,,,,,
82397,11/09/2009,0,,32,,9.9,5,26.64,69.75,4.3
82397,11/09/2009,1200,0,,21.6,,,,,
82397,12/09/2009,0,,31.1,,9.8,5.4,27.04,75.75,4.133333
82397,12/09/2009,1200,0,,23.9,,,,,
82397,13/09/2009,0,,31.4,,9.8,4.7,27.36,72,3.7
82397,13/09/2009,1200,0,,23.6,,,,,
82397,14/09/2009,0,,31.1,,9.3,4.5,26.92,77.25,3.733333
82397,14/09/2009,1200,0.9,,23.3,,,,,
82397,15/09/2009,0,,31.3,,8.7,4.4,26.88,76,3.7
82397,15/09/2009,1200,0,,23.3,,,,,
82397,16/09/2009,0,,30.6,,7,4.7,26.84,76.5,3.8
82397,16/09/2009,1200,1.8,,24,,,,,
82397,17/09/2009,0,,31.4,,8.5,4.9,27.58,68.5,4.366667
82397,17/09/2009,1200,0.1,,24.3,,,,,
82397,18/09/2009,0,,29.9,,3,5.4,26.98,75,4.166667
82397,18/09/2009,1200,0,,24.9,,,,,
82397,19/09/2009,0,,31,,9.7,4.6,27.16,76.5,3.9
82397,19/09/2009,1200,0,,23.8,,,,,
82397,20/09/2009,0,,31.1,,10.1,4.3,27.34,70,2.8
82397,20/09/2009,1200,0,,24.6,,,,,
82397,21/09/2009,0,,31.4,,9.6,4.2,26.72,73,3.5
82397,21/09/2009,1200,0,,22.5,,,,,
82397,22/09/2009,0,,31.4,,8.6,4.3,27.38,74,4.066667
82397,22/09/2009,1200,0,,24.7,,,,,
82397,23/09/2009,0,,31.6,,10.3,4.9,27.22,72,4.533333
82397,23/09/2009,1200,0.6,,23.8,,,,,
82397,24/09/2009,0,,31,,8.7,6.1,27.38,72.25,4.266667
82397,24/09/2009,1200,0,,25.1,,,,,
82397,25/09/2009,0,,31,,9.9,4.4,27.16,73.25,3.033333
82397,25/09/2009,1200,0,,24.6,,,,,
82397,26/09/2009,0,,31.4,,9.3,5.6,27.2,74,4.133333
82397,26/09/2009,1200,0,,24.4,,,,,
82397,27/09/2009,0,,32,,10.3,4.8,27.34,68.5,3.133333
82397,27/09/2009,1200,0,,23.1,,,,,
82397,28/09/2009,0,,32.6,,10.6,5.9,27.48,68.5,4.2
82397,28/09/2009,1200,0,,22.6,,,,,
82397,29/09/2009,0,,32.4,,10.2,5.8,27.56,70.5,4.2
82397,29/09/2009,1200,0,,23.8,,,,,
82397,30/09/2009,0,,31.6,,10.6,4.6,26.9,68,3.1
82397,30/09/2009,1200,0,,22.7,,,,,
82397,01/10/2009,0,,31.4,,10.6,5.1,27.04,69.75,3.5
82397,01/10/2009,1200,0,,22.4,,,,,
82397,02/10/2009,0,,30.9,,9.8,5.6,27.04,68.75,3.566667
82397,02/10/2009,1200,1.1,,23.9,,,,,
82397,03/10/2009,0,,30.8,,10.7,5.8,26.82,70.75,4.3
82397,03/10/2009,1200,0,,23.5,,,,,
82397,04/10/2009,0,,30.7,,9.6,4.8,26.84,72.75,3.3
82397,04/10/2009,1200,0,,23.7,,,,,
82397,05/10/2009,0,,31.3,,9.4,4.7,26.94,74.5,3.366667
82397,05/10/2009,1200,0,,23.2,,,,,
82397,06/10/2009,0,,31.4,,10.4,4.3,26.78,73.75,2.8
82397,06/10/2009,1200,0,,22.7,,,,,
82397,07/10/2009,0,,31.5,,10.2,5.1,26.94,72.25,3.7
82397,07/10/2009,1200,0,,23.8,,,,,
82397,08/10/2009,0,,31.4,,9.7,5.2,27.18,68.75,3
82397,08/10/2009,1200,0,,23.4,,,,,
82397,09/10/2009,0,,31,,9.7,4.7,26.46,70,3.666667
82397,09/10/2009,1200,0,,22.3,,,,,
82397,10/10/2009,0,,30.6,,7.1,5.2,26.86,71.25,2.7
82397,10/10/2009,1200,0,,23.7,,,,,
82397,11/10/2009,0,,31,,8.3,4.3,27.18,71.5,3.133333
82397,11/10/2009,1200,0,,24.1,,,,,
82397,12/10/2009,0,,31.4,,9.4,4.6,26.86,73.5,3.2
82397,12/10/2009,1200,0,,23.7,,,,,
82397,13/10/2009,0,,31.6,,10.8,4.2,26.9,67.75,3.7
82397,13/10/2009,1200,0,,22.5,,,,,
82397,14/10/2009,0,,31.1,,10.2,5.4,27.26,69.75,4.6
82397,14/10/2009,1200,0,,23.2,,,,,
82397,15/10/2009,0,,31.9,,8,4.7,27.26,75.75,4.166667
82397,15/10/2009,1200,1.3,,24.3,,,,,
82397,16/10/2009,0,,32,,10.7,5.4,27.5,67.75,5.433333
82397,16/10/2009,1200,0,,23.7,,,,,
82397,17/10/2009,0,,31.6,,10.5,6.3,27.5,71.5,3.3
82397,17/10/2009,1200,0,,24.2,,,,,
82397,18/10/2009,0,,31.4,,9.4,5.1,27.26,70.75,3.666667
82397,18/10/2009,1200,2.2,,24.3,,,,,
82397,19/10/2009,0,,31,,9.2,5.5,27.3,68.5,3.7
82397,19/10/2009,1200,0,,24.7,,,,,
82397,20/10/2009,0,,31.3,,10.7,5,27.4,70.5,2.9
82397,20/10/2009,1200,0,,24.9,,,,,
82397,21/10/2009,0,,31,,11,5.7,26.78,68.5,3.5
82397,21/10/2009,1200,0,,22.5,,,,,
82397,22/10/2009,0,,31.1,,10.4,5.7,27.32,69.5,4.1
82397,22/10/2009,1200,0,,24.3,,,,,
82397,23/10/2009,0,,31.6,,10.3,5.1,27.16,71.75,3.133333
82397,23/10/2009,1200,0,,24.2,,,,,
82397,24/10/2009,0,,31.6,,8.9,4,26.98,74.25,2.866667
82397,24/10/2009,1200,0,,22.5,,,,,
82397,25/10/2009,0,,32.2,,10.3,3.6,27.32,75.5,3.433333
82397,25/10/2009,1200,0,,23.1,,,,,
82397,26/10/2009,0,,31.6,,8.4,5.1,27.96,69.75,3.4
82397,26/10/2009,1200,0,,25.2,,,,,
82397,27/10/2009,0,,31.4,,7.6,5.3,27.26,71.75,3.666667
82397,27/10/2009,1200,0.6,,24.3,,,,,
82397,28/10/2009,0,,30.2,,5.5,5.1,26.34,78,3.966667
82397,28/10/2009,1200,1.8,,24.7,,,,,
82397,29/10/2009,0,,31.4,,10.4,5,27.58,70.75,3.8
82397,29/10/2009,1200,0,,25.3,,,,,
82397,30/10/2009,0,,31.3,,10.5,4.7,26.84,68.75,3.366667
82397,30/10/2009,1200,0.5,,22.9,,,,,
82397,31/10/2009,0,,31.8,,10.7,4.4,27.26,71.75,4.1
82397,31/10/2009,1200,0,,22.3,,,,,
82397,01/11/2009,0,,31.4,,9.3,6.2,27.74,70.5,3.933333
82397,01/11/2009,1200,0,,25.4,,,,,
82397,02/11/2009,0,,31.4,,10.2,5,27.44,69.75,4.266667
82397,02/11/2009,1200,0,,23.3,,,,,
82397,03/11/2009,0,,31.5,,9.2,5.2,27.22,74.25,3
82397,03/11/2009,1200,0,,25,,,,,
82397,04/11/2009,0,,32,,10.9,4.7,27.82,74,3.966667
82397,04/11/2009,1200,0,,25.1,,,,,
82397,05/11/2009,0,,32.2,,9.3,5.3,27.94,69.75,3.7
82397,05/11/2009,1200,0.2,,24.5,,,,,
82397,06/11/2009,0,,31.9,,9.9,5.9,28.02,70.25,4.133333
82397,06/11/2009,1200,0,,25.2,,,,,
82397,07/11/2009,0,,32.1,,11,6.3,29.34,58,4.2
82397,07/11/2009,1200,0,,24.4,,,,,
82397,08/11/2009,0,,32.3,,10.3,5.5,27.74,74,3.1
82397,08/11/2009,1200,0,,25,,,,,
82397,09/11/2009,0,,31.7,,10.5,5.1,27.84,74,3.8
82397,09/11/2009,1200,0,,25.5,,,,,
82397,10/11/2009,0,,31.8,,11.4,4.9,27.74,73.5,4.133333
82397,10/11/2009,1200,0,,23.9,,,,,
82397,11/11/2009,0,,31.4,,9.7,5,27.7,71.25,2.3
82397,11/11/2009,1200,0,,24.6,,,,,
82397,12/11/2009,0,,30.6,,6.2,4.7,27.56,70,4.266667
82397,12/11/2009,1200,0,,24.6,,,,,
82397,13/11/2009,0,,30.8,,3.6,4.7,26.94,75,3.7
82397,13/11/2009,1200,0.8,,24.1,,,,,
82397,14/11/2009,0,,31.4,,11.5,4.7,27.22,70.75,3.766667
82397,14/11/2009,1200,0,,24.4,,,,,
82397,15/11/2009,0,,31.9,,11.4,4.9,27.76,70,4.133333
82397,15/11/2009,1200,0,,23.3,,,,,
82397,16/11/2009,0,,31.6,,9.6,5.3,27.88,73.5,3.133333
82397,16/11/2009,1200,0,,25.4,,,,,
82397,17/11/2009,0,,31.9,,10.3,4.7,27.68,74.5,3.433333
82397,17/11/2009,1200,0,,24.1,,,,,
82397,18/11/2009,0,,31,,8.9,4.6,27.2,75,3.466667
82397,18/11/2009,1200,2.4,,23.8,,,,,
82397,19/11/2009,0,,30.2,,9.5,4.5,27.26,75.25,4.866667
82397,19/11/2009,1200,2.4,,24.5,,,,,
82397,20/11/2009,0,,31.6,,11,6.5,27.64,65.5,6.533333
82397,20/11/2009,1200,0,,24.1,,,,,
82397,21/11/2009,0,,31.2,,11.1,6.2,27.06,67,4.966667
82397,21/11/2009,1200,0,,23.1,,,,,
82397,22/11/2009,0,,31.6,,10.1,6.9,27.6,69.75,3.633333
82397,22/11/2009,1200,0.6,,24.2,,,,,
82397,23/11/2009,0,,31.4,,10.3,5.1,27.22,70.5,3.2
82397,23/11/2009,1200,0,,23.8,,,,,
82397,24/11/2009,0,,31.4,,11.4,5.2,27.6,69.25,3
82397,24/11/2009,1200,0,,24.8,,,,,
82397,25/11/2009,0,,31.6,,11.4,5.7,27.88,70.75,4.133333
82397,25/11/2009,1200,0,,25.2,,,,,
82397,26/11/2009,0,,31.8,,10.5,5.1,27.4,71.25,4.133333
82397,26/11/2009,1200,0,,23.5,,,,,
82397,27/11/2009,0,,32.2,,10.1,4.9,27.78,72.5,4.266667
82397,27/11/2009,1200,0.6,,24.8,,,,,
82397,28/11/2009,0,,32,,10.5,6.1,28.14,71.25,4.166667
82397,28/11/2009,1200,0,,25.1,,,,,
82397,29/11/2009,0,,32.2,,11.2,5.9,28.38,71.75,4.6
82397,29/11/2009,1200,0,,25.9,,,,,
82397,30/11/2009,0,,31.8,,10.9,5.1,27.94,74.25,4.166667
82397,30/11/2009,1200,0,,25.4,,,,,
82397,01/12/2009,0,,31.2,,9.3,4.9,27.66,77,3.866667
82397,01/12/2009,1200,3.8,,25.3,,,,,
82397,02/12/2009,0,,31,,4.1,4.1,27.58,76.75,4.2
82397,02/12/2009,1200,0,,25.1,,,,,
82397,03/12/2009,0,,31.6,,7.6,4.3,27.82,72.75,4.3
82397,03/12/2009,1200,0,,24.9,,,,,
82397,04/12/2009,0,,31.6,,9.6,5.1,27.8,73.75,3.4
82397,04/12/2009,1200,0,,25.1,,,,,
82397,05/12/2009,0,,31.4,,9.1,4.5,27.7,77,4.166667
82397,05/12/2009,1200,1.5,,24.9,,,,,
82397,06/12/2009,0,,31.7,,9.2,4.4,28.26,75.25,3.8
82397,06/12/2009,1200,0,,25.5,,,,,
82397,07/12/2009,0,,32.3,,10.9,4.6,28.2,76.5,4.166667
82397,07/12/2009,1200,0,,25.7,,,,,
82397,08/12/2009,0,,32.4,,11.2,5.7,28.14,71.25,3.966667
82397,08/12/2009,1200,0,,25.7,,,,,
82397,09/12/2009,0,,31.8,,11.4,5.1,27.46,71.5,4
82397,09/12/2009,1200,0,,23.3,,,,,
82397,10/12/2009,0,,32.4,,10.5,5.1,28.04,72.5,3.7
82397,10/12/2009,1200,0,,24.6,,,,,
82397,11/12/2009,0,,31.6,,5.2,4.6,27.7,75.25,3.533333
82397,11/12/2009,1200,0,,24.3,,,,,
82397,12/12/2009,0,,30.8,,2.3,3.6,27.08,80.25,2.3
82397,12/12/2009,1200,1.9,,25,,,,,
82397,13/12/2009,0,,31.3,,3.8,2.5,27.08,80.25,1.933333
82397,13/12/2009,1200,0,,23.1,,,,,
