Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Semana,Ano
82397,26/09/2013,0,0,31.7,23.1,10.1,4.5,27.12,76,3.433333,39,2013
82397,27/09/2013,0,1.2,31.5,24.6,9.2,3.2,27.38,76.75,3.033333,39,2013
82397,28/09/2013,0,0,31.9,24.3,9.4,4,27.56,70,3.6,39,2013
82397,29/09/2013,0,0,31.8,25.2,10.2,5.4,27.8,66.75,5.3,40,2013
82397,30/09/2013,0,0,31.8,25.3,10.3,6.1,27.74,72.75,3.866667,40,2013
82397,01/10/2013,0,0.5,31.6,24,9.6,6.3,26.88,76.5,3.3,40,2013
82397,02/10/2013,0,0,31.7,24.1,10.1,5.4,27.68,72.5,4.033333,40,2013
82397,03/10/2013,0,0,32.4,25.1,10.4,6,27.9,74.25,3.9,40,2013
82397,04/10/2013,0,0,32.2,25.4,10.4,5.8,28.02,70,3.833333,40,2013
82397,05/10/2013,0,0,32,24.1,8.3,5.7,27.1,73.75,3.8,40,2013
82397,06/10/2013,0,0,31.6,23.6,1,5.4,27.28,75.75,2.3,41,2013
82397,07/10/2013,0,0,32.2,25.3,9.7,4.2,27.78,73,2.833333,41,2013
82397,08/10/2013,0,4.6,32.2,24.1,10.5,5.4,27.58,74.5,3.8,41,2013
82397,09/10/2013,0,0,32.8,25.6,10.3,5.6,28.24,73.5,3.833333,41,2013
82397,10/10/2013,0,0,32.5,24.8,10.2,6.3,27.66,74.5,3.966667,41,2013
82397,11/10/2013,0,0,32.5,24.7,10.4,7.2,27.96,68,4.133333,41,2013
82397,12/10/2013,0,0,31.6,25.6,10.4,6.7,27.88,73.25,4.633333,41,2013
82397,13/10/2013,0,0,31.2,23.7,8.9,6.1,27.06,74.75,3.766667,42,2013
82397,14/10/2013,0,0,31.8,22.7,10.4,4.8,27.02,72.75,3.8,42,2013
82397,15/10/2013,0,0.1,31.8,24.9,9.8,5.7,27.78,72,3.8,42,2013
82397,16/10/2013,0,0.3,31.8,24.1,10.1,5.7,27.34,73.5,3.733333,42,2013
82397,17/10/2013,0,0,31.5,24.5,10.5,5.9,27.44,70.75,3.433333,42,2013
82397,18/10/2013,0,0,31.8,24.4,10.4,5.3,27.64,74.75,4.6,42,2013
82397,19/10/2013,0,0,32.1,24.3,10.7,5.1,27.68,69,3.433333,42,2013
82397,20/10/2013,0,0,32.2,24.5,10.7,5.3,27.84,74.25,4.433333,43,2013
82397,21/10/2013,0,0.2,32.6,24.9,10.5,5,28.02,72.75,3.566667,43,2013
82397,22/10/2013,0,0,32,25.1,10.7,5.7,27.78,69.25,3.133333,43,2013
82397,23/10/2013,0,1,31.4,25.1,6.2,5.9,26.94,79.25,2.6,43,2013
82397,24/10/2013,0,2.1,32,24.9,9.3,5.1,27.94,74.75,3.566667,43,2013
82397,25/10/2013,0,0,32.4,25.3,7.3,5.2,28.06,74.25,3.566667,43,2013
82397,26/10/2013,0,0.3,31.8,25.1,8,5.8,27.7,75.25,2.9,43,2013
82397,27/10/2013,0,0.3,32,24.9,10.6,4.9,27.78,76,3.2,44,2013
82397,28/10/2013,0,0,31.5,25.3,10.2,5.1,27.36,75,3.633333,44,2013
82397,29/10/2013,0,0,31.4,25.1,9.4,5.2,27.78,69.5,3.833333,44,2013
82397,30/10/2013,0,0,31.4,24.8,10.9,5.4,27.4,73.25,2.8,44,2013
82397,31/10/2013,0,0,32,25.5,11.1,6.1,28.02,66.5,4,44,2013
82397,01/11/2013,0,0,31.9,25.3,10.6,6.8,27.96,70,3.6,44,2013
82397,02/11/2013,0,0.1,32.6,25.3,11.2,5.6,28.22,77.25,3.933333,44,2013
82397,03/11/2013,0,0.5,32.6,24.9,6.5,5,27.94,75.75,3.733333,45,2013
82397,04/11/2013,0,2.6,31.8,24.7,8.5,4.6,27.22,80,3,45,2013
82397,05/11/2013,0,0,32.1,25.2,8.3,4.5,27.98,76.5,3.933333,45,2013
82397,06/11/2013,0,0,32.6,25.2,10.9,4.7,28.14,70.25,3.866667,45,2013
82397,07/11/2013,0,0,33,24.7,9,5.2,28.16,71.25,3.733333,45,2013
82397,08/11/2013,0,0,32.2,25.9,10,6.1,28.22,75.75,3.433333,45,2013
82397,09/11/2013,0,0,32.4,25.7,9.8,5.5,28.38,70.5,3.5,45,2013
82397,10/11/2013,0,0,32.4,25.6,10.1,6.2,28.16,73.25,4.466667,46,2013
82397,11/11/2013,0,0.5,31.8,24.9,9.7,6,27.66,77.75,3.066667,46,2013
82397,12/11/2013,0,0.5,31.9,24.8,10.1,5.3,27.52,73.25,3.433333,46,2013
82397,13/11/2013,0,0,31.8,25.7,9.4,5.7,28.18,70.25,4.533333,46,2013
82397,14/11/2013,0,0,31.8,25.3,10.3,5.4,27.86,75.5,3.466667,46,2013
82397,15/11/2013,0,0.2,31.7,25.6,10.8,5.3,27.62,74.75,3.8,46,2013
82397,16/11/2013,0,0.5,30.3,24.9,7.2,5.2,26.8,76.25,3.966667,46,2013
82397,17/11/2013,0,0,30.3,25.1,7,4.4,27.44,73,4.133333,47,2013
82397,18/11/2013,0,0,32.1,24,11,4.6,27.62,69.5,4.3,47,2013
82397,19/11/2013,0,0,31.8,24.3,8.6,6.2,27.86,72,5.233333,47,2013
82397,20/11/2013,0,0,29.2,25.1,0,6,27.94,73.75,3.147773,47,2013
82397,21/11/2013,0,0,31.4,25.3,5.1,5.5,27.74,75.5,3.3,47,2013
82397,22/11/2013,0,0,30.8,24.9,5.2,4.6,26.54,82.25,2.966667,47,2013
82397,23/11/2013,0,0.6,31.4,24.3,6.5,3.4,27.5,76.5,2.566667,47,2013
82397,24/11/2013,0,0,32.3,25.7,10.4,4.8,28.14,73.5,2.833333,48,2013
82397,25/11/2013,0,0,32.2,24.3,11,4.2,28.14,72.5,5.166667,48,2013
82397,26/11/2013,0,0,31.8,25.5,9.4,4.9,27.74,80.25,3.633333,48,2013
82397,27/11/2013,0,0,30.3,24.7,5.1,4.8,27.08,74.25,3.033333,48,2013
82397,28/11/2013,0,0,31.4,23.7,7.5,4.5,27.52,71.5,3.866667,48,2013
82397,29/11/2013,0,0,31.4,25.3,10,5.6,27.66,79.25,4.433333,48,2013
82397,30/11/2013,0,5.7,32,24.1,10.8,4.7,27.32,74.75,3.6,48,2013
82397,01/12/2013,0,0,33.2,25.6,10.9,5.3,28.36,69.25,3.033333,49,2013
82397,02/12/2013,0,0,31.9,25.6,10.7,6,28.06,73.75,2.833333,49,2013
82397,03/12/2013,0,0,32.7,24.7,10.7,4.8,28.16,73,3.866667,49,2013
82397,04/12/2013,0,0,31.7,25.6,10.8,5,27.94,73.25,2.933333,49,2013
82397,05/12/2013,0,0,31.8,25.1,10.6,4.6,27.98,73.25,3.233333,49,2013
82397,06/12/2013,0,0,32,25.7,10.8,5,28.06,75.75,2.766667,49,2013
82397,07/12/2013,0,0,32.2,25.6,10.9,4.3,28.04,74.75,2.833333,49,2013
82397,08/12/2013,0,0,32,24.6,11.1,5.3,27.76,74.25,3.4,50,2013
82397,09/12/2013,0,0,32.2,25.9,11.2,5.9,28.5,72,4.933333,50,2013
82397,10/12/2013,0,0.5,32.5,24.3,10.4,5.1,27.56,69.75,2.033333,50,2013
82397,11/12/2013,0,0,31.2,25.1,10.6,6.6,27.66,70.5,3.2,50,2013
82397,12/12/2013,0,0,31.6,25.3,10.4,6.2,27.92,75.5,2.733333,50,2013
82397,13/12/2013,0,0,32.1,23.8,11.2,4.4,27.9,73.25,2.733333,50,2013
82397,14/12/2013,0,0,32.1,24.4,10.5,5,27.82,72.75,3.3,50,2013
82397,15/12/2013,0,0,31.6,25.4,10.5,4.5,28.12,67.75,3.266667,51,2013
82397,16/12/2013,0,0,31.8,25.5,8.7,5.6,27.78,74.25,3.233333,51,2013
82397,17/12/2013,0,0,32,25.7,8.9,6,28.22,72.75,2.7,51,2013
82397,18/12/2013,0,0,31.8,25.5,10.1,5.2,28,73.75,3.566667,51,2013
82397,19/12/2013,0,0,31.9,25.3,8,5,28.04,75,2.733333,51,2013
82397,20/12/2013,0,7.9,29.2,24.5,0,4.9,26.54,79.75,2.066667,51,2013
82397,21/12/2013,0,0.2,29.9,25.6,0,3.2,27.5,76.75,1.933333,51,2013
82397,22/12/2013,0,0.7,32.4,25.1,7.3,3.5,27.78,78,3.8,52,2013
82397,23/12/2013,0,0.4,31.9,26.1,8.1,4.3,28.06,74,3.8,52,2013
82397,24/12/2013,0,0,32.8,25.8,10.9,4.8,28.48,71.25,3.6,52,2013
82397,25/12/2013,0,0,32.4,26.1,11.1,5,28.66,70.5,4.566667,52,2013
82397,26/12/2013,0,0,32.1,26.2,9.6,5.3,28.4,74,3,52,2013
82397,27/12/2013,0,0,32.5,25.1,10.1,4.8,28.32,73.5,3.9,52,2013
82397,28/12/2013,0,0,32.5,26.4,10.3,5.4,28.56,74,3.566667,52,2013
82397,29/12/2013,0,0.4,32.3,25.3,8.6,5.7,28.2,72.5,4.133333,53,2013
82397,30/12/2013,0,0.5,31.9,25.6,10.3,5.4,27.84,78.5,3,53,2013
82397,31/12/2013,0,0,32.1,25.5,11.1,5.7,28.24,67.5,4.4,53,2013
82397,01/01/2014,0,0,32.6,25.1,10.8,5.8,28.26,73.75,3.733333,1,2014
82397,02/01/2014,0,0,30.4,25.1,7,5.5,27.5,75.25,3.5,1,2014
82397,03/01/2014,0,5,29.4,24.3,5.2,4.3,26.94,77.75,2.966667,1,2014
82397,04/01/2014,0,5.8,30.7,24.1,6.3,4.6,26.48,82.75,2.766667,1,2014
82397,05/01/2014,0,0.3,31.6,24.6,6.4,3.3,27.6,75.5,2.466667,2,2014
82397,06/01/2014,0,2.1,30.6,25.1,0.7,4.9,27.38,79.75,3.433333,2,2014
82397,07/01/2014,0,0,29.7,24.1,0,3.8,26.28,82.25,1.4,2,2014
82397,08/01/2014,0,0,31.6,24.5,5.6,3.9,27.74,73,3.433333,2,2014
82397,09/01/2014,0,0.3,31.6,24.1,8.2,5.9,27.7,79.25,2.966667,2,2014
82397,10/01/2014,0,1,31.7,24,8.8,4.9,27.42,75,3.166667,2,2014
82397,11/01/2014,0,0,32.2,24.2,11.3,5.8,28.04,70.75,3.6,2,2014
82397,12/01/2014,0,5.2,30,22.9,4.2,7,26.5,79.75,2.466667,3,2014
82397,13/01/2014,0,3.6,31.3,23.7,6.8,3.3,27.32,81,2.5,3,2014
82397,14/01/2014,0,7,31.6,23.3,10.4,4,27.5,77.75,3.2,3,2014
82397,15/01/2014,0,0.5,32.6,24.5,9.7,4.7,27.98,77,2.633333,3,2014
82397,16/01/2014,0,0.5,32,25.2,9.4,4.6,28.08,78.5,3.033333,3,2014
82397,17/01/2014,0,6,31.8,24.9,9.1,4.1,27.42,84.25,1.733333,3,2014
82397,18/01/2014,0,0,31.8,25.2,10.4,4,28.16,76.25,3.833333,3,2014
82397,19/01/2014,0,0.3,31.4,25.1,5.1,4.7,27.82,79.75,2.8,4,2014
82397,20/01/2014,0,0,31.3,25.9,7.9,5,27.98,72.5,3.4,4,2014
82397,21/01/2014,0,0,32,23.9,10.5,5.5,27.62,74.5,2.1,4,2014
82397,22/01/2014,0,0,32.7,24.3,9.5,4.7,28,75.5,3.9,4,2014
82397,23/01/2014,0,0,32.2,24.4,10.9,5.1,28.04,75.5,3.4,4,2014
82397,24/01/2014,0,0,32,25.5,7.6,6,27.9,77,3.933333,4,2014
82397,25/01/2014,0,1.4,30.2,25.1,1.6,6,27.58,77.5,2.666667,4,2014
82397,26/01/2014,0,1.5,33,23.6,7.2,3.7,27.92,76,2.633333,5,2014
82397,27/01/2014,0,4,32,23.5,10.4,4.8,27.7,79.25,3.233333,5,2014
82397,28/01/2014,0,0,32.9,24.1,11.3,5.4,28.12,69.5,4.5,5,2014
82397,29/01/2014,0,0,33.2,25.1,11.1,7.2,28.62,70.75,2.6,5,2014
82397,30/01/2014,0,13.1,28.2,23.7,1.3,6.6,25.96,89,2.066667,5,2014
82397,31/01/2014,0,9.6,31.2,24.1,5.1,1.7,26.82,81.5,1.8,5,2014
82397,01/02/2014,0,0,31.9,23.7,10.7,4.4,27.48,75.5,2.466667,5,2014
82397,02/02/2014,0,0,31.8,24.1,6.6,4.8,27.66,76.5,2.9,6,2014
82397,03/02/2014,0,0.3,31.7,23.9,10.2,3.9,27.5,74,2.2,6,2014
82397,04/02/2014,0,54.5,28.8,21.9,0.3,4.1,24.94,90,1.366667,6,2014
82397,05/02/2014,0,9,30.9,22,8.9,2.4,26.3,77,2.066667,6,2014
82397,06/02/2014,0,0.8,31.2,23.1,10,3.6,27.06,77,1.866667,6,2014
82397,07/02/2014,0,0,31.2,24.1,8,4.3,27.54,77.75,2.2,6,2014
82397,08/02/2014,0,9.8,31.2,22.5,4.6,4.3,26.86,85.5,2.366667,6,2014
82397,09/02/2014,0,17.2,30.9,24.3,7.2,3.1,27.04,79.75,2.466667,7,2014
82397,10/02/2014,0,0,31.4,24.2,10.1,3.8,27.64,80.25,2.966667,7,2014
82397,11/02/2014,0,0.6,31.8,24,9.1,4,27.16,79.75,2.166667,7,2014
82397,12/02/2014,0,3.2,31.2,23.7,6.7,3.7,27.38,82,2.733333,7,2014
82397,13/02/2014,0,2.8,30.2,23.4,2.4,3.4,26.72,86,2.366667,7,2014
82397,14/02/2014,0,3.1,31.4,23.5,9.1,2.2,27.54,81.5,3.533333,7,2014
82397,15/02/2014,0,0,30,25.3,2.6,3.7,27.54,82.75,2.933333,7,2014
82397,16/02/2014,0,1.2,30.8,23.5,5.1,2.5,27.06,86.25,2.433333,8,2014
82397,17/02/2014,0,21.1,28.4,21.2,0,2.2,24.96,84.25,1.066667,8,2014
82397,18/02/2014,0,0,31.2,23.7,4.9,2,26.66,84,2.4,8,2014
82397,19/02/2014,0,13.2,29.9,22.6,2.3,3.2,26.06,85,2.166667,8,2014
82397,20/02/2014,0,6.2,29.9,23.7,2.7,2,26.84,85,2.166667,8,2014
82397,21/02/2014,0,1.2,31.2,23.7,8.2,2.8,27.54,76.75,3.2,8,2014
82397,22/02/2014,0,0,31.4,23,9.6,3.7,27.08,77.75,3.266667,8,2014
82397,23/02/2014,0,0,31.5,23.6,8.2,3.7,27.14,78.75,2.5,9,2014
82397,24/02/2014,0,0,32.2,23.9,10.4,3.4,27.78,79.75,2.966667,9,2014
82397,25/02/2014,0,0,31.9,23.6,10.1,4.7,27.42,77.5,1.9,9,2014
82397,26/02/2014,0,0,31.6,23.5,10.4,4,27.62,71.5,2.833333,9,2014
82397,27/02/2014,0,0,31.6,24.3,9.9,5,27.52,75.5,2.466667,9,2014
82397,28/02/2014,0,0,31.7,23.6,9.1,3.6,27.18,77.75,1.9,9,2014
82397,01/03/2014,0,0,31.8,23.4,8.6,4,27.16,77.75,1.866667,9,2014
82397,02/03/2014,0,0,32.2,23.1,10.1,4.3,27.42,77.5,1.566667,10,2014
82397,03/03/2014,0,1.2,32.2,24,9.4,4.1,28.08,78.5,1.933333,10,2014
82397,04/03/2014,0,28.8,30,23.3,2.8,3.7,26.9,86,2.2,10,2014
82397,05/03/2014,0,9,31.6,23.7,10.1,2.2,27.14,79,2.3,10,2014
82397,06/03/2014,0,0,30.9,23.5,7.9,3.5,26.92,78.75,1.933333,10,2014
82397,07/03/2014,0,0,31.6,22.8,10.1,2.6,27.16,78,1.533333,10,2014
82397,08/03/2014,0,1,31.6,23.8,9.8,4,27.4,77.25,1.933333,10,2014
82397,09/03/2014,0,0.2,30.9,23.7,7.1,4.5,27.56,75.25,2.466667,11,2014
82397,10/03/2014,0,5.6,29.7,24,1.7,3.5,26.38,85,1.366667,11,2014
82397,11/03/2014,0,3,30.8,24,4.4,2.1,27.08,82,1.3,11,2014
82397,12/03/2014,0,11,31.2,23.5,7.8,2.6,27.28,81,1.466667,11,2014
82397,13/03/2014,0,25.2,31.4,24,3.9,2.2,26.86,84.25,1.933333,11,2014
82397,14/03/2014,0,0.8,31.4,23.1,8.3,2.7,27.34,79.5,2.766667,11,2014
82397,15/03/2014,0,8.6,30.6,23.3,4.1,3.2,26.98,83.25,2.133333,11,2014
82397,16/03/2014,0,16.6,31,22.6,4.2,2.2,26.32,83.75,2.2,12,2014
82397,17/03/2014,0,10.2,28.8,23.1,0,2.2,26.1,90,1.966667,12,2014
82397,18/03/2014,0,19,30.4,23.3,2.7,1.3,27.18,83.5,2.7,12,2014
82397,19/03/2014,0,39.2,30.7,21.8,4.3,2.3,26.38,87,1.666667,12,2014
82397,20/03/2014,0,2.3,32,24.2,7.8,2.3,27.64,83,2.2,12,2014
82397,21/03/2014,0,1.6,32.2,24.9,7.9,3.3,28.06,79.75,3.8,12,2014
82397,22/03/2014,0,0,31.6,24.4,3.2,3.9,27.78,79.5,3.1,12,2014
82397,23/03/2014,0,0.3,32.2,25.3,9.7,3.7,28.14,81.75,2.233333,13,2014
82397,24/03/2014,0,0,32.3,24.3,9.3,3.4,28.02,79,2.7,13,2014
82397,25/03/2014,0,0,32.6,24.6,9.9,3.8,28.24,77,2.466667,13,2014
82397,26/03/2014,0,0,31.8,23.9,7.8,4,27.78,73.5,2.733333,13,2014
82397,27/03/2014,0,0.2,32,23.3,9.3,3.6,27.42,73.75,1.7,13,2014
82397,28/03/2014,0,5.8,29.8,23.2,2.1,3.7,26.64,86,0.633333,13,2014
82397,29/03/2014,0,2.2,31.2,23.5,6.8,2,26.98,81.75,1.966667,13,2014
82397,30/03/2014,0,3.8,29.7,23.8,2.6,2.4,26.7,84.25,1.533333,14,2014
82397,31/03/2014,0,135,29.9,22.3,0.9,2.2,25.94,88,1.2,14,2014
82397,01/04/2014,0,5.6,28.8,23.4,0.4,1.6,25.76,93,1.933333,14,2014
82397,02/04/2014,0,18,28,23.5,0,1,25.6,94.25,1.2,14,2014
82397,03/04/2014,0,4.8,29.7,22.7,2.6,0.9,26.76,86,0.8,14,2014
82397,04/04/2014,0,7.6,31.8,23.5,8.9,1.4,27.32,82.75,1.333333,14,2014
82397,05/04/2014,0,4.6,31.6,23.5,8,2.8,26.94,84,1.066667,14,2014
82397,06/04/2014,0,2,31.2,23.7,8.4,2.6,27.1,82.25,1.4,15,2014
82397,07/04/2014,0,0,31.9,23.5,9.6,3,27,84,1.1,15,2014
82397,08/04/2014,0,28.8,30.7,23,2.9,3,26.02,88,1.566667,15,2014
82397,09/04/2014,0,45.2,29.6,22.7,3,1.4,25.42,91,1.066667,15,2014
82397,10/04/2014,0,9.2,31.6,23.1,8.4,1.3,27.14,84.75,1.733333,15,2014
82397,11/04/2014,0,0,31.8,23.5,9.3,2.4,27.3,84.25,1.2,15,2014
82397,12/04/2014,0,1.8,30.9,23.3,3.1,2.7,26.3,86,1.633333,15,2014
82397,13/04/2014,0,1.5,31.6,24.1,9.4,2.3,27.7,82,1.9,16,2014
82397,14/04/2014,0,0,32,23.7,9.9,3.1,27.6,78,2.6,16,2014
82397,15/04/2014,0,4.4,31.5,22.2,4.3,3,26.52,83.25,2.333333,16,2014
82397,16/04/2014,0,0.2,29.4,23.7,0.1,2.5,26.58,86.5,1.6,16,2014
82397,17/04/2014,0,13.1,29.4,22.5,0.6,1.7,26.14,87.25,1.566667,16,2014
82397,18/04/2014,0,14.8,28.4,23,0,1.3,25.24,91.25,1.033333,16,2014
82397,19/04/2014,0,6.6,31.8,22.9,8.4,1.1,27.98,77.75,1.866667,16,2014
82397,20/04/2014,0,0,32.3,24.8,9.5,3.2,28.14,76.75,2.966667,17,2014
82397,21/04/2014,0,3.5,31.9,24.5,7.7,3.2,27.88,80,2.533333,17,2014
82397,22/04/2014,0,2.6,31.8,23.9,5.7,2.9,27.42,85,2.333333,17,2014
82397,23/04/2014,0,4.2,31.7,24.9,7,3,27.26,83.25,1.7,17,2014
82397,24/04/2014,0,2.3,31.6,24.1,9.7,2.7,27.74,77.25,2.833333,17,2014
82397,25/04/2014,0,0,31.8,24.7,9.3,3.5,28.34,82.25,2.366667,17,2014
82397,26/04/2014,0,34.8,31.8,23.2,5.1,3.2,27.18,84.75,1.8,17,2014
82397,27/04/2014,0,0,32.2,24.1,6.4,2.2,28.18,81,1.733333,18,2014
82397,28/04/2014,0,49.6,29.8,22.7,0.3,2.4,25.82,89.5,0.533333,18,2014
82397,29/04/2014,0,1.7,30.3,22.5,1.6,1.1,25.92,86.75,0.7,18,2014
82397,30/04/2014,0,0,30.7,23.8,6.8,1.6,27.08,84,2.333333,18,2014
82397,01/05/2014,0,47.6,28.4,23.1,0.3,2.6,25.42,90.25,1.066667,18,2014
82397,02/05/2014,0,16.4,31.9,23.2,9.3,1,26.98,84.5,1.5,18,2014
82397,03/05/2014,0,3.6,31.6,23.6,8.4,2.4,26.96,85.75,1.6,18,2014
82397,04/05/2014,0,3.8,31.4,23.3,8.7,2.7,26.82,82.5,1.066667,19,2014
82397,05/05/2014,0,6.4,31.4,22.9,8.3,2.4,26.98,80.25,2.2,19,2014
82397,06/05/2014,0,32.4,30.5,23,2.7,2.8,26.64,83,2.466667,19,2014
82397,07/05/2014,0,0,31.6,23.7,9.7,3,27.62,80.5,2.2,19,2014
82397,08/05/2014,0,2,31.5,23.3,9.5,3,27.42,78.5,2.8,19,2014
82397,09/05/2014,0,6.4,30.8,24.3,8.1,3,27.38,78.25,2.233333,19,2014
82397,10/05/2014,0,0,29.1,24,0.5,2.4,26.3,88.25,1.2,19,2014
82397,11/05/2014,0,20,29.8,22.7,2.1,1.5,26.58,88,1.033333,20,2014
82397,12/05/2014,0,44.8,31.6,22.6,4.8,1,26.2,86,0.533333,20,2014
82397,13/05/2014,0,0,30.6,23,1.7,1.6,26.44,87.5,1.166667,20,2014
82397,14/05/2014,0,0,27.4,23.8,1.4,1.9,25.42,92.5,2.833333,20,2014
82397,15/05/2014,0,22.4,27.6,23.3,0.3,0.8,25.02,90.25,0.866667,20,2014
82397,16/05/2014,0,8.9,31.6,22.7,9,0.8,26.9,85,2.333333,20,2014
82397,17/05/2014,0,1.2,31.8,23.5,8.5,2.3,27.18,83.5,1.133333,20,2014
82397,18/05/2014,0,0.2,31.8,24,7.6,2.2,27,86.25,1.2,21,2014
82397,19/05/2014,0,0.2,31.6,24.5,6.3,2.2,27.42,83.25,0.766667,21,2014
82397,20/05/2014,0,0,31.4,24.2,4.6,1,27.3,84.25,0.833333,21,2014
82397,21/05/2014,0,11.8,28.7,24.2,1.5,1.8,25.82,90,1.633333,21,2014
82397,22/05/2014,0,21.4,31.4,23.7,8.2,0.9,26.98,86.25,1.966667,21,2014
82397,23/05/2014,0,1.2,31,23.9,6.8,1.8,27.42,78.75,3.233333,21,2014
82397,24/05/2014,0,0,31.7,23.3,9.8,2.5,26.94,80,2.1,21,2014
82397,25/05/2014,0,0,31.2,23.6,9.7,2.7,26.64,81.25,1.566667,22,2014
82397,26/05/2014,0,0,31.4,22.8,9.8,1.7,27,77,2.1,22,2014
82397,27/05/2014,0,2.4,30.4,23.8,6.6,2.4,26.74,81.25,2.2,22,2014
82397,28/05/2014,0,3.1,29.8,23.5,1,1.6,26.1,91.25,1.666667,22,2014
82397,29/05/2014,0,0.4,31.2,23.4,7.3,1,27.08,82,2.7,22,2014
82397,30/05/2014,0,0.5,31.9,23.4,9.5,1.6,26.66,81.25,1.933333,22,2014
82397,31/05/2014,0,0,31.8,22.9,9.8,2,26.22,77.25,2.566667,22,2014
82397,01/06/2014,0,0,31.6,23.3,8.6,1.1,26.7,78,2.333333,23,2014
82397,02/06/2014,0,0,31.4,22.9,9.7,1.8,26.66,76.75,2.433333,23,2014
82397,03/06/2014,0,0,31.4,23.1,9.4,1.8,26.94,80.75,2.766667,23,2014
82397,04/06/2014,0,5.4,30.8,23.9,3.7,2.2,27.46,79,3.733333,23,2014
82397,05/06/2014,0,0,31.1,24.2,8.4,3.4,27.38,78.5,3.066667,23,2014
82397,06/06/2014,0,0.6,31.4,24.8,9.3,4,27.24,82,2.966667,23,2014
82397,07/06/2014,0,17.1,30.9,23.1,9.8,2.3,27.12,77,3.733333,23,2014
82397,08/06/2014,0,0.3,30.7,23.5,9.6,4.9,26.6,79,2.766667,24,2014
82397,09/06/2014,0,0,31.4,23.2,9.5,3.7,27,78.5,2.9,24,2014
82397,10/06/2014,0,0,32.2,23.5,9.1,3.2,27.78,75.75,3.833333,24,2014
82397,11/06/2014,0,0,32.1,23.5,9.7,4.6,27.18,70,3,24,2014
82397,12/06/2014,0,3.6,32,22.3,9.8,4.7,26.84,76.5,2.2,24,2014
82397,13/06/2014,0,0.3,31,23.9,5.1,3.2,26.64,81.5,3.366667,24,2014
82397,14/06/2014,0,0,31.4,23,8,3,26.96,80.25,2.2,24,2014
82397,15/06/2014,0,0,28.6,22.7,1.8,3,25.54,87.75,1.966667,25,2014
82397,16/06/2014,0,0.4,31.1,22.9,5.3,2.2,27.12,76.25,3.366667,25,2014
82397,17/06/2014,0,0,30,24.3,1.4,4,27.06,77,2.7,25,2014
82397,18/06/2014,0,0,32.4,22.9,9.7,3.5,27.38,75.25,2.766667,25,2014
82397,19/06/2014,0,0,31.6,23.9,5.6,3.8,27.5,78.25,3.433333,25,2014
82397,20/06/2014,0,0,30.7,24.3,4,2.7,27.16,75,3.133333,25,2014
82397,21/06/2014,0,1.3,32,23.6,6,4.4,27.12,77,2.3,25,2014
82397,22/06/2014,0,0,32.7,21.5,9.6,3.8,26.72,74.25,3,26,2014
82397,23/06/2014,0,0,32.1,22.7,8.7,4.2,27.48,71.75,3.4,26,2014
82397,24/06/2014,0,11.9,30.8,22.3,8.8,4,26.3,82.5,2.966667,26,2014
82397,25/06/2014,0,0,31.4,23.4,9.5,4.1,27.2,75.5,3.766667,26,2014
82397,26/06/2014,0,0,30.9,23.7,8.1,3.8,27.16,77.75,3.2,26,2014
82397,27/06/2014,0,15,29.8,22.9,4.2,3.5,26.06,82.75,2.966667,26,2014
82397,28/06/2014,0,0.1,31.1,22.9,9.5,2.9,26.5,79.75,2.533333,26,2014
82397,29/06/2014,0,0,30.9,22.9,9.5,3.2,26.64,79.75,2.733333,27,2014
82397,30/06/2014,0,0,31.4,22.9,9.6,3.3,26.38,78,2.733333,27,2014
82397,01/07/2014,0,0,32,22.9,9.8,3.4,27.02,80,2.533333,27,2014
82397,02/07/2014,0,0,30.8,23.8,9,3.8,27.08,77.5,2.733333,27,2014
82397,03/07/2014,0,6.4,30.2,23.3,4.6,3.6,25.86,80.5,2.733333,27,2014
82397,04/07/2014,0,0,30.6,22.1,7.6,3.1,25.42,78.25,2.133333,27,2014
82397,05/07/2014,0,0,30.9,20.9,9.7,3.3,25.62,70.25,2.566667,27,2014
82397,06/07/2014,0,0,31.4,22.3,9.1,4.2,26.9,77,1.9,28,2014
82397,07/07/2014,0,0,32.4,24.1,7.5,4.9,27.42,73.75,2.833333,28,2014
82397,08/07/2014,0,0,30.7,22.2,7.5,4.5,26.52,77.25,3.866667,28,2014
82397,09/07/2014,0,7.5,31.5,22.7,7.9,3.7,26.8,78,3,28,2014
82397,10/07/2014,0,0,31.3,22.8,9.7,4,26.38,72.25,2.733333,28,2014
82397,11/07/2014,0,0,32,21.5,8.7,3.8,26.7,72.5,4.133333,28,2014
82397,12/07/2014,0,7.2,28.6,23.1,2.1,4.3,25.7,85.25,2.866667,28,2014
82397,13/07/2014,0,10.2,30.9,22.5,8.8,2,26.52,80.25,3.366667,29,2014
82397,14/07/2014,0,0.7,31.1,21.8,7.2,3.2,26.68,72.25,3.4,29,2014
82397,15/07/2014,0,0,31.4,22.5,9.7,4.9,26.7,73.25,3.466667,29,2014
82397,16/07/2014,0,0,30.9,22.5,9.7,4,26.36,75,3.3,29,2014
82397,17/07/2014,0,0,31.2,21.9,9.8,4,26.42,72.25,3.166667,29,2014
82397,18/07/2014,0,0,30.8,22.5,9.1,4.5,26.42,76.25,3.4,29,2014
