Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Semana,Ano
82397,15/10/2009,0,1.3,31.9,24.3,8,4.7,27.26,75.75,4.166667,42,2009
82397,16/10/2009,0,0,32,23.7,10.7,5.4,27.5,67.75,5.433333,42,2009
82397,17/10/2009,0,0,31.6,24.2,10.5,6.3,27.5,71.5,3.3,42,2009
82397,18/10/2009,0,2.2,31.4,24.3,9.4,5.1,27.26,70.75,3.666667,43,2009
82397,19/10/2009,0,0,31,24.7,9.2,5.5,27.3,68.5,3.7,43,2009
82397,20/10/2009,0,0,31.3,24.9,10.7,5,27.4,70.5,2.9,43,2009
82397,21/10/2009,0,0,31,22.5,11,5.7,26.78,68.5,3.5,43,2009
82397,22/10/2009,0,0,31.1,24.3,10.4,5.7,27.32,69.5,4.1,43,2009
82397,23/10/2009,0,0,31.6,24.2,10.3,5.1,27.16,71.75,3.133333,43,2009
82397,24/10/2009,0,0,31.6,22.5,8.9,4,26.98,74.25,2.866667,43,2009
82397,25/10/2009,0,0,32.2,23.1,10.3,3.6,27.32,75.5,3.433333,44,2009
82397,26/10/2009,0,0,31.6,25.2,8.4,5.1,27.96,69.75,3.4,44,2009
82397,27/10/2009,0,0.6,31.4,24.3,7.6,5.3,27.26,71.75,3.666667,44,2009
82397,28/10/2009,0,1.8,30.2,24.7,5.5,5.1,26.34,78,3.966667,44,2009
82397,29/10/2009,0,0,31.4,25.3,10.4,5,27.58,70.75,3.8,44,2009
82397,30/10/2009,0,0.5,31.3,22.9,10.5,4.7,26.84,68.75,3.366667,44,2009
82397,31/10/2009,0,0,31.8,22.3,10.7,4.4,27.26,71.75,4.1,44,2009
82397,01/11/2009,0,0,31.4,25.4,9.3,6.2,27.74,70.5,3.933333,45,2009
82397,02/11/2009,0,0,31.4,23.3,10.2,5,27.44,69.75,4.266667,45,2009
82397,03/11/2009,0,0,31.5,25,9.2,5.2,27.22,74.25,3,45,2009
82397,04/11/2009,0,0,32,25.1,10.9,4.7,27.82,74,3.966667,45,2009
82397,05/11/2009,0,0.2,32.2,24.5,9.3,5.3,27.94,69.75,3.7,45,2009
82397,06/11/2009,0,0,31.9,25.2,9.9,5.9,28.02,70.25,4.133333,45,2009
82397,07/11/2009,0,0,32.1,24.4,11,6.3,29.34,58,4.2,45,2009
82397,08/11/2009,0,0,32.3,25,10.3,5.5,27.74,74,3.1,46,2009
82397,09/11/2009,0,0,31.7,25.5,10.5,5.1,27.84,74,3.8,46,2009
82397,10/11/2009,0,0,31.8,23.9,11.4,4.9,27.74,73.5,4.133333,46,2009
82397,11/11/2009,0,0,31.4,24.6,9.7,5,27.7,71.25,2.3,46,2009
82397,12/11/2009,0,0,30.6,24.6,6.2,4.7,27.56,70,4.266667,46,2009
82397,13/11/2009,0,0.8,30.8,24.1,3.6,4.7,26.94,75,3.7,46,2009
82397,14/11/2009,0,0,31.4,24.4,11.5,4.7,27.22,70.75,3.766667,46,2009
82397,15/11/2009,0,0,31.9,23.3,11.4,4.9,27.76,70,4.133333,47,2009
82397,16/11/2009,0,0,31.6,25.4,9.6,5.3,27.88,73.5,3.133333,47,2009
82397,17/11/2009,0,0,31.9,24.1,10.3,4.7,27.68,74.5,3.433333,47,2009
82397,18/11/2009,0,2.4,31,23.8,8.9,4.6,27.2,75,3.466667,47,2009
82397,19/11/2009,0,2.4,30.2,24.5,9.5,4.5,27.26,75.25,4.866667,47,2009
82397,20/11/2009,0,0,31.6,24.1,11,6.5,27.64,65.5,6.533333,47,2009
82397,21/11/2009,0,0,31.2,23.1,11.1,6.2,27.06,67,4.966667,47,2009
82397,22/11/2009,0,0.6,31.6,24.2,10.1,6.9,27.6,69.75,3.633333,48,2009
82397,23/11/2009,0,0,31.4,23.8,10.3,5.1,27.22,70.5,3.2,48,2009
82397,24/11/2009,0,0,31.4,24.8,11.4,5.2,27.6,69.25,3,48,2009
82397,25/11/2009,0,0,31.6,25.2,11.4,5.7,27.88,70.75,4.133333,48,2009
82397,26/11/2009,0,0,31.8,23.5,10.5,5.1,27.4,71.25,4.133333,48,2009
82397,27/11/2009,0,0.6,32.2,24.8,10.1,4.9,27.78,72.5,4.266667,48,2009
82397,28/11/2009,0,0,32,25.1,10.5,6.1,28.14,71.25,4.166667,48,2009
82397,29/11/2009,0,0,32.2,25.9,11.2,5.9,28.38,71.75,4.6,49,2009
82397,30/11/2009,0,0,31.8,25.4,10.9,5.1,27.94,74.25,4.166667,49,2009
82397,01/12/2009,0,3.8,31.2,25.3,9.3,4.9,27.66,77,3.866667,49,2009
82397,02/12/2009,0,0,31,25.1,4.1,4.1,27.58,76.75,4.2,49,2009
82397,03/12/2009,0,0,31.6,24.9,7.6,4.3,27.82,72.75,4.3,49,2009
82397,04/12/2009,0,0,31.6,25.1,9.6,5.1,27.8,73.75,3.4,49,2009
82397,05/12/2009,0,1.5,31.4,24.9,9.1,4.5,27.7,77,4.166667,49,2009
82397,06/12/2009,0,0,31.7,25.5,9.2,4.4,28.26,75.25,3.8,50,2009
82397,07/12/2009,0,0,32.3,25.7,10.9,4.6,28.2,76.5,4.166667,50,2009
82397,08/12/2009,0,0,32.4,25.7,11.2,5.7,28.14,71.25,3.966667,50,2009
82397,09/12/2009,0,0,31.8,23.3,11.4,5.1,27.46,71.5,4,50,2009
82397,10/12/2009,0,0,32.4,24.6,10.5,5.1,28.04,72.5,3.7,50,2009
82397,11/12/2009,0,0,31.6,24.3,5.2,4.6,27.7,75.25,3.533333,50,2009
82397,12/12/2009,0,1.9,30.8,25,2.3,3.6,27.08,80.25,2.3,50,2009
82397,13/12/2009,0,0,31.3,23.1,3.8,2.5,27.08,80.25,1.933333,51,2009
82397,14/12/2009,0,0,31.7,24.1,10,3.4,27.76,74.25,3.6,51,2009
82397,15/12/2009,0,3.9,30.9,24.3,8.1,4.4,26.96,78.75,3.133333,51,2009
82397,16/12/2009,0,1.2,31.8,24.3,8.7,4.1,27.3,75.25,3.433333,51,2009
82397,17/12/2009,0,1,32,25.3,9.5,4.8,27.78,75.75,3.166667,51,2009
82397,18/12/2009,0,8.6,30.5,23.7,7.1,4.2,27,80.75,3.633333,51,2009
82397,19/12/2009,0,0.7,32,25.3,9.7,3.4,27.94,75,4.533333,51,2009
82397,20/12/2009,0,0,32.2,25.6,10.6,5.3,28.32,73.5,3.466667,52,2009
82397,21/12/2009,0,0,31.4,24.7,4.2,5,27.54,78.25,3.166667,52,2009
82397,22/12/2009,0,0,31.4,24.4,6.8,3.4,27.38,78,2.2,52,2009
82397,23/12/2009,0,0,31.9,24.9,3.4,2.9,27.92,77.75,2.533333,52,2009
82397,24/12/2009,0,0.6,31.7,24.6,9.3,3.4,27.54,81.5,1.866667,52,2009
82397,25/12/2009,0,0.4,32,24.9,8.4,3,28.1,77.25,2.8,52,2009
82397,26/12/2009,0,0,32.1,25.2,8.9,4.1,28.12,77,2.933333,52,2009
82397,27/12/2009,0,0,32.1,26.3,8.5,4.4,28.56,76,4.033333,53,2009
82397,28/12/2009,0,0,32.6,24.6,10.8,4,28.2,73.5,3.5,53,2009
82397,29/12/2009,0,0,32.8,23.9,7.6,4.2,27.9,79.5,2.7,53,2009
82397,30/12/2009,0,0,31,25.9,4.1,4.4,27.86,76.75,2.466667,53,2009
82397,31/12/2009,0,0,32.4,23.9,8.5,3.9,27.98,73.25,2.366667,53,2009
82397,01/01/2010,0,0,31,24.9,1.3,4,27.66,75.5,2.666667,1,2010
82397,02/01/2010,0,2,29.4,22.7,3,3.2,26.06,83.25,2.633333,1,2010
82397,03/01/2010,0,5,29.2,22.5,0.1,2.1,25.46,93,1.8,2,2010
82397,04/01/2010,0,35.4,31,22.4,9.4,0.8,27,78.25,2.966667,2,2010
82397,05/01/2010,0,0,31.7,24.1,9,3.2,27.58,75.25,2.4,2,2010
82397,06/01/2010,0,0,31.8,23.5,10.2,3.6,27.54,75,2.833333,2,2010
82397,07/01/2010,0,1.6,30.2,24.7,0.4,3.9,27.32,80.75,2.466667,2,2010
82397,08/01/2010,0,0.4,31.7,24.7,5,2.6,27.88,76.25,3.766667,2,2010
82397,09/01/2010,0,0,31.5,24.3,4.2,3.3,27.92,76.25,2.466667,2,2010
82397,10/01/2010,0,1.6,31.4,24.4,5.3,3.1,27.52,79.75,2.166667,3,2010
82397,11/01/2010,0,1.3,32,24.9,10.2,3.5,27.9,76.5,3.2,3,2010
82397,12/01/2010,0,0,32,24.3,10.3,3.8,27.92,75,3.366667,3,2010
82397,13/01/2010,0,0,32.2,24.1,9.6,4,28.02,76,2.866667,3,2010
82397,14/01/2010,0,0,32.2,24.9,9.7,4.4,28.3,73.75,3.933333,3,2010
82397,15/01/2010,0,0,32,24,10.7,4.2,28.04,73.75,3.133333,3,2010
82397,16/01/2010,0,0,32.3,26.3,10.1,4.9,28.4,74.5,3.766667,3,2010
82397,17/01/2010,0,0,32.5,24.7,11.2,4.9,28.32,73,2.666667,4,2010
82397,18/01/2010,0,0,32.9,23.9,11,3.8,27.92,77.25,1.966667,4,2010
82397,19/01/2010,0,0,32.6,24.4,9.4,3.5,28.52,72.75,2.9,4,2010
82397,20/01/2010,0,2.7,32,24.1,6.2,3.7,27.54,78.25,2.2,4,2010
82397,21/01/2010,0,0,32.5,24.5,9.9,3.6,28.4,72.25,2.9,4,2010
82397,22/01/2010,0,3.4,32.4,24.3,9.6,4.1,28.1,76.25,3.5,4,2010
82397,23/01/2010,0,0.8,32.5,24.9,10.4,4.6,28.36,72.75,3.533333,4,2010
82397,24/01/2010,0,0,33.2,24.3,10.2,4.2,28.34,74.5,3.066667,5,2010
82397,25/01/2010,0,0,32.5,24.2,8.3,4.5,28.18,76,2.833333,5,2010
82397,26/01/2010,0,0,32.9,25.5,5.3,4.3,28.12,80.25,3.166667,5,2010
82397,27/01/2010,0,5.4,32.2,23.2,5.7,3.4,27.92,81.25,2.833333,5,2010
82397,28/01/2010,0,10.4,31.5,23.1,5.2,2.7,26.98,81.5,2.7,5,2010
82397,29/01/2010,0,0.9,31.9,25.1,10.4,3.2,28.28,74.25,4.366667,5,2010
82397,30/01/2010,0,0,32.6,24.5,10.2,3.7,28.34,75.25,3.333333,5,2010
82397,31/01/2010,0,0,32.5,25.8,8.2,4.3,28.92,74.75,4.066667,6,2010
82397,01/02/2010,0,0.5,33,25.3,8.6,4.2,28.5,76.25,2.8,6,2010
82397,02/02/2010,0,5.4,32,25.1,10.5,5.5,28.26,77,4.433333,6,2010
82397,03/02/2010,0,0,32.8,26.3,10.3,4.8,28.98,72.75,4.533333,6,2010
82397,04/02/2010,0,0,33.2,25.5,9.8,5.6,29.06,73.25,3.6,6,2010
82397,05/02/2010,0,0,34,25.5,10.2,5.4,29.18,73.75,3.633333,6,2010
82397,06/02/2010,0,0,32.2,26.3,9.2,6.5,28.9,73.25,3.533333,6,2010
82397,07/02/2010,0,0,33,25.4,9.6,4.5,28.8,72.75,2.733333,7,2010
82397,08/02/2010,0,0,32.4,27.1,2.5,5.2,29.1,77.5,3.133333,7,2010
82397,09/02/2010,0,0.4,32.5,25.8,6.1,3.1,28.42,79,2.633333,7,2010
82397,10/02/2010,0,37.7,30.9,23.3,1.1,3.2,26.62,85.75,1.8,7,2010
82397,11/02/2010,0,0.4,31.6,24.7,8.9,2.2,28.02,76.75,3.233333,7,2010
82397,12/02/2010,0,0,32.2,26.5,6.9,4.3,28.74,76.75,2.833333,7,2010
82397,13/02/2010,0,0,30.8,24.6,3.8,3.2,27.7,76.75,1.333333,7,2010
82397,14/02/2010,0,2.7,31.4,24.5,1.7,3.3,27.46,83.25,3.2,8,2010
82397,15/02/2010,0,23.2,32.9,23.1,7,2.7,27.86,82.25,2.747773,8,2010
82397,16/02/2010,0,1.8,31.5,25.7,5.1,3.3,28,80.5,3.266667,8,2010
82397,17/02/2010,0,0.8,32,24.3,9.5,3.3,27.9,79.5,3.533333,8,2010
82397,18/02/2010,0,0,31.7,24.3,9,4.1,27.66,80.25,3.633333,8,2010
82397,19/02/2010,0,1.1,32,24.9,10.9,3.7,28.26,81.25,3.233333,8,2010
82397,20/02/2010,0,0,32.9,26,10.9,4.5,29.04,76.5,4.466667,8,2010
82397,21/02/2010,0,0.9,33,25.2,10.2,5.5,28.68,74,3.033333,9,2010
82397,22/02/2010,0,0,33.1,25.1,10.3,4.1,28.46,78.75,2.3,9,2010
82397,23/02/2010,0,0,32.2,25.5,10.1,4.1,28.74,76.5,2.833333,9,2010
82397,24/02/2010,0,1.3,32.2,25.2,10.3,4,28.42,77.75,2.733333,9,2010
82397,25/02/2010,0,0,33.4,24.6,8.8,3.5,28.56,78,3.233333,9,2010
82397,26/02/2010,0,0,33.2,26.3,9.9,4,29.32,75.75,3.233333,9,2010
82397,27/02/2010,0,0,32.3,26.5,10.9,4.5,28.92,74.75,2.6,9,2010
82397,28/02/2010,0,0,33.2,25,10.8,4.6,28.72,73.75,2.833333,10,2010
82397,01/03/2010,0,0,33.4,24.1,10.5,4.2,28.46,73.25,2.7,10,2010
82397,02/03/2010,0,0,33.2,24.6,10.5,4.2,28.66,72.5,2.066667,10,2010
82397,03/03/2010,0,0,33.4,25.7,9.8,4.2,29.22,74,3.066667,10,2010
82397,04/03/2010,0,0,33.8,25.3,9.9,4.1,29.14,72.5,2.633333,10,2010
82397,05/03/2010,0,0,33.8,25.1,10.4,4.5,29.14,72.75,2.866667,10,2010
82397,06/03/2010,0,0,33.3,25.9,9.3,4.4,29.36,75.75,2.933333,10,2010
82397,07/03/2010,0,0,33.7,26.6,9.3,4.4,29.2,73.5,1.7,11,2010
82397,08/03/2010,0,0,33.3,26.2,10.1,4.3,29.26,68,2.333333,11,2010
82397,09/03/2010,0,0,33.6,26.8,10.3,5.4,29.66,73.75,3.366667,11,2010
82397,10/03/2010,0,0,33.2,27,10.5,6,29.32,70,3.233333,11,2010
82397,11/03/2010,0,0,33.5,24.2,9.9,4.3,28.96,72.5,2.466667,11,2010
82397,12/03/2010,0,0.2,33.7,26,9.6,4.5,29.36,72.5,3.266667,11,2010
82397,13/03/2010,0,0,32.5,26.5,6,4.8,29.46,73.25,3.7,11,2010
82397,14/03/2010,0,2.9,33.2,26.3,8.7,3.9,29.1,73.5,3.166667,12,2010
82397,15/03/2010,0,6.6,32.9,25.3,7,3.9,28.92,75,2.8,12,2010
82397,16/03/2010,0,2.2,33.3,25.9,9.9,4.4,29.2,71.25,4.433333,12,2010
82397,17/03/2010,0,0,33.2,25,8.5,5.8,28.24,74,2.033333,12,2010
82397,18/03/2010,0,1.3,33.4,24.5,10.6,3.9,28.76,71,2.633333,12,2010
82397,19/03/2010,0,8,31.2,24.3,1.5,4.4,27.1,85,2.1,12,2010
82397,20/03/2010,0,20.8,30.5,24.3,1.3,1.7,26.64,91,1.266667,12,2010
82397,21/03/2010,0,48.4,31.1,23.3,0.8,1,26.96,85.25,1.833333,13,2010
82397,22/03/2010,0,27.2,30.8,23.1,0.2,1.7,26.54,85.25,0.366667,13,2010
82397,23/03/2010,0,3,32.2,24.3,9.4,1.6,28.18,78.5,2.166667,13,2010
82397,24/03/2010,0,25.6,31.5,23.4,4.3,3.4,27.06,83.25,1.633333,13,2010
82397,25/03/2010,0,12,28.7,23.8,0,2.2,25.96,91.25,0.766667,13,2010
82397,26/03/2010,0,48,30.2,21.9,1.2,0.9,25.48,89.5,1.2,13,2010
82397,27/03/2010,0,0,32,23.8,9.2,1.3,27.8,80.25,1.366667,13,2010
82397,28/03/2010,0,21.3,29.9,24.7,0,3,26.6,91.5,0.866667,14,2010
82397,29/03/2010,0,0.2,31.6,23.9,1.7,1,27.1,86.75,2.233333,14,2010
82397,30/03/2010,0,7,32.2,24.6,8.4,1.5,28.18,83,2.666667,14,2010
82397,31/03/2010,0,0,32.2,25.3,9.6,2.5,28.58,78.75,3.066667,14,2010
82397,01/04/2010,0,12,32,24.4,6.6,3.3,27.78,84,1.9,14,2010
82397,02/04/2010,0,4.7,32.2,24.9,7.8,2.2,28.24,82.5,1.633333,14,2010
82397,03/04/2010,0,27.9,32.6,23.3,2.7,2.4,27.5,85.25,1.2,14,2010
82397,04/04/2010,0,14.2,32.2,24.7,3.7,1.7,27.74,86,1.2,15,2010
82397,05/04/2010,0,0,32.4,25.1,10.3,2.2,28.58,78.5,3.366667,15,2010
82397,06/04/2010,0,0,32.2,24.7,10.2,3.2,28.34,80,1.633333,15,2010
82397,07/04/2010,0,7.4,32.6,24.9,7.4,2.8,28.42,81.5,1.233333,15,2010
82397,08/04/2010,0,0.2,33.4,25.5,8.1,2.5,29.06,77.5,1.833333,15,2010
82397,09/04/2010,0,0.8,32.9,24.8,2.3,2.8,28.38,83,1.066667,15,2010
82397,10/04/2010,0,4.9,31.2,23.9,1.6,2,27.16,89.25,2.3,15,2010
82397,11/04/2010,0,24.8,30,23.3,2.9,1.3,25.98,87.5,1.333333,16,2010
82397,12/04/2010,0,10.4,30.6,23.3,2.5,1.6,26.78,88.5,2.066667,16,2010
82397,13/04/2010,0,48,31.5,23.8,4.2,1.3,26.88,84,1.933333,16,2010
82397,14/04/2010,0,0,32.2,24.1,9.8,2.3,27.82,82.25,2.333333,16,2010
82397,15/04/2010,0,0,32.2,24.9,10.2,3.1,28.46,75.25,3.6,16,2010
82397,16/04/2010,0,7.8,31.2,24.8,2.6,3.7,28.12,81,1.566667,16,2010
82397,17/04/2010,0,20.1,32.6,24.3,8.1,2.5,28.24,83.75,2.966667,16,2010
82397,18/04/2010,0,64.4,31.7,23.4,6.2,2.9,27.34,81.5,1.933333,17,2010
82397,19/04/2010,0,7.6,31.9,24.5,4.3,2.6,27.68,82.5,2.1,17,2010
82397,20/04/2010,0,27.2,31.8,23.5,3,2.2,27.5,83.5,2.366667,17,2010
82397,21/04/2010,0,0,32.2,25.5,8,2.5,28.14,82,2.766667,17,2010
82397,22/04/2010,0,3.6,31.9,24.5,4.5,3,27.88,86.75,3.266667,17,2010
82397,23/04/2010,0,6.2,31.3,24,3.6,2.5,27.54,82.75,2.866667,17,2010
82397,24/04/2010,0,0,32,24.3,10.1,2.4,27.9,78.75,3.3,17,2010
82397,25/04/2010,0,0,32,23.9,9.4,3.9,27.62,76.75,1.366667,18,2010
82397,26/04/2010,0,3.2,32.2,24.5,8.7,3.6,27.86,78,2.866667,18,2010
82397,27/04/2010,0,8.4,32.3,24.1,8.8,3.3,28.08,78.25,3.7,18,2010
82397,28/04/2010,0,0,32.2,25.4,6.8,3.4,28.08,82,1.633333,18,2010
82397,29/04/2010,0,6.2,31.2,24.3,8.7,3.1,27.42,80.25,2.133333,18,2010
82397,30/04/2010,0,0,31.9,24.1,7,2.3,27.6,82.25,1.8,18,2010
82397,01/05/2010,0,5.9,31.5,24.7,6,2.4,27.12,86.5,1.8,18,2010
82397,02/05/2010,0,6.8,31.8,23.5,9.3,2.3,26.82,86.25,2.366667,19,2010
82397,03/05/2010,0,17.3,30.4,23,3.5,2.2,26.88,85.5,2.133333,19,2010
82397,04/05/2010,0,4,32.3,24.3,9.1,1.9,28,79,1.733333,19,2010
82397,05/05/2010,0,2.2,28.9,24.8,0.1,2,26.22,90,1.366667,19,2010
82397,06/05/2010,0,6.4,31.4,24.3,8.9,1.9,27.5,84.75,2.066667,19,2010
82397,07/05/2010,0,2.2,33.2,24.6,9.4,2.3,28.22,81,1.433333,19,2010
82397,08/05/2010,0,0,32.2,24.5,8.2,3,27.64,78,2.466667,19,2010
82397,09/05/2010,0,0,31.6,24.1,7.5,4.6,27.52,81.25,2.033333,20,2010
82397,10/05/2010,0,0,31.1,24.3,8.7,3,27.28,82,1.766667,20,2010
82397,11/05/2010,0,0,32.4,23.5,9.3,2.6,27.62,79.75,0.8,20,2010
82397,12/05/2010,0,0.8,32.3,24.1,9.5,2.5,27.96,80.25,1.966667,20,2010
82397,13/05/2010,0,5.4,30.5,24.6,2,2.8,27.1,88,1.6,20,2010
82397,14/05/2010,0,0,31.9,24.2,9.5,1.4,27.44,81,2.033333,20,2010
82397,15/05/2010,0,0,32.5,24.3,7.5,3.2,28.44,74.5,3.766667,20,2010
82397,16/05/2010,0,0,32.4,23.9,8.9,3.9,27.66,75.75,1.866667,21,2010
82397,17/05/2010,0,0,32.3,24,9.6,4.3,27.26,73.5,3.033333,21,2010
82397,18/05/2010,0,0,32.3,23.7,8.4,4.1,27.96,78,2.033333,21,2010
82397,19/05/2010,0,0,32.3,25.4,7.8,3.5,27.9,73.5,2.433333,21,2010
82397,20/05/2010,0,0,32.3,24.2,9.7,4,28.18,74,3.933333,21,2010
82397,21/05/2010,0,15.9,31,24.7,5.9,3.6,27.42,81.5,2.966667,21,2010
82397,22/05/2010,0,0,31.9,23.9,9.6,2.8,27.82,82,2.4,21,2010
82397,23/05/2010,0,0,31.4,24.8,8.4,2.8,27.76,79.5,2.8,22,2010
82397,24/05/2010,0,1.8,31.8,24.6,9.3,2.7,28.36,80.25,3.4,22,2010
82397,25/05/2010,0,0,32.5,24.4,9.9,3.5,28.48,71.25,3.4,22,2010
82397,26/05/2010,0,9.8,30.6,24.9,2.8,3.8,27.48,84.5,2.3,22,2010
82397,27/05/2010,0,10.6,31.6,24.3,8.9,1.5,27.54,80.75,2.433333,22,2010
82397,28/05/2010,0,0.4,31.8,24.9,9.5,3,28.3,77.5,2.8,22,2010
82397,29/05/2010,0,0.2,31.8,24.7,9.6,3.2,27.94,78.75,2.466667,22,2010
82397,30/05/2010,0,0,32.8,24.9,9.6,3.7,28.42,76.75,2.666667,23,2010
82397,31/05/2010,0,87,28.5,23,0.8,4,25.12,93.5,0.866667,23,2010
82397,01/06/2010,0,63.8,31.2,21.9,9.3,0.9,26.9,83,1.033333,23,2010
82397,02/06/2010,0,0,31.2,23.7,9.6,2.3,27.42,81.25,2.466667,23,2010
82397,03/06/2010,0,0.2,31.2,24.9,9.8,3.7,28.06,79.25,3.133333,23,2010
82397,04/06/2010,0,9.8,30.9,24.8,6.4,3.4,26.94,84.75,2.633333,23,2010
82397,05/06/2010,0,6.8,31.6,22.1,9.9,2,26.5,78,2.366667,23,2010
82397,06/06/2010,0,0,31.2,22.4,9.2,2.6,26.88,80.75,2.266667,24,2010
82397,07/06/2010,0,4.6,31.3,24,8.8,2.2,27.34,75.75,2.166667,24,2010
82397,08/06/2010,0,2,31.4,23.1,9.6,3,26.98,78.75,3,24,2010
82397,09/06/2010,0,0,31.6,22.9,9.6,3.3,26.42,78.25,2.666667,24,2010
82397,10/06/2010,0,0,32.2,23,9.1,3.8,26.9,75,2.466667,24,2010
82397,11/06/2010,0,0,31.6,23.2,9.5,3.9,26.8,76.5,2.6,24,2010
82397,12/06/2010,0,0,32.3,24.1,7.3,3.5,27.1,77.75,1.733333,24,2010
82397,13/06/2010,0,0,32.3,24.2,7.1,3.4,27.62,74.75,1.966667,25,2010
82397,14/06/2010,0,0,31.7,24,7.6,3.2,27.54,72,2.9,25,2010
82397,15/06/2010,0,0,31,23.9,6.4,4.4,26.94,73.75,2.866667,25,2010
82397,16/06/2010,0,0,32.2,23.1,9.6,3.8,27.26,77.25,2.9,25,2010
82397,17/06/2010,0,0,32.6,24.2,6.5,3.5,27.36,81,4.4,25,2010
82397,18/06/2010,0,1.7,31.9,23.1,9.5,3.4,27.44,74,2.9,25,2010
82397,19/06/2010,0,0,31.6,23.3,9.1,3.3,26.72,78.5,2.133333,25,2010
82397,20/06/2010,0,0,32.4,22.8,6.3,3.3,27.36,73.25,2.866667,26,2010
82397,21/06/2010,0,0,31.6,23.9,9.6,4.2,26.76,73,2.933333,26,2010
82397,22/06/2010,0,0,31.6,23.3,9.5,4,27.04,77.25,2.1,26,2010
82397,23/06/2010,0,0,32,23.6,5.2,3.4,27.18,80.25,2.233333,26,2010
82397,24/06/2010,0,1.2,31.7,22.9,9.7,2.9,26.76,71.5,2.1,26,2010
82397,25/06/2010,0,0,32.7,22.8,8.5,4.6,27.58,70.5,3.033333,26,2010
82397,26/06/2010,0,0,32.5,21.8,9.7,4.2,27.24,72.25,3.666667,26,2010
82397,27/06/2010,0,0,31.5,22.1,9.7,5,26.92,73.5,3.366667,27,2010
82397,28/06/2010,0,0,32.2,22.8,9.6,4.1,26.8,73.5,3.333333,27,2010
82397,29/06/2010,0,0,32.5,23.2,7.1,4.2,27.16,73.75,2.733333,27,2010
82397,30/06/2010,0,0,33.5,23.2,9.4,4.1,27.94,67,3,27,2010
82397,01/07/2010,0,0.5,29.5,23.8,1.7,4.8,26.14,81.25,2.666667,27,2010
82397,02/07/2010,0,6.2,32.2,23.6,9.5,1.8,27.54,75.75,2.7,27,2010
82397,03/07/2010,0,0,33,24.4,5.8,3.6,27.6,74.25,1.733333,27,2010
82397,04/07/2010,0,0,33.2,24.1,9.6,4,26.98,72,2.733333,28,2010
82397,05/07/2010,0,0,32.9,22.5,9.6,4,26.86,71,2.133333,28,2010
82397,06/07/2010,0,0,32.9,22,9.6,4.5,26.94,72.5,2.566667,28,2010
82397,07/07/2010,0,0,31.2,23.4,3,4.4,27.08,69.5,2.733333,28,2010
82397,08/07/2010,0,0,32.2,23.9,3.4,3.6,27.38,74.75,2.966667,28,2010
82397,09/07/2010,0,2.8,31.2,22.8,9.5,3.4,27.14,75.5,3.533333,28,2010
82397,10/07/2010,0,0.9,30.5,23.4,4.1,4,26.66,76.75,3,28,2010
82397,11/07/2010,0,0,31.1,23.3,5.6,4,26.76,76.5,2.566667,29,2010
82397,12/07/2010,0,0,31.5,22.9,9.6,3.4,26.88,75.25,2.833333,29,2010
82397,13/07/2010,0,1.4,31.1,23.8,9,3.7,27.12,78.25,3.966667,29,2010
82397,14/07/2010,0,0,31.5,23.4,8.5,4.2,26.62,75.75,3.133333,29,2010
82397,15/07/2010,0,0,32.1,22.7,9.7,3.8,27.36,72.25,3.966667,29,2010
82397,16/07/2010,0,36.2,30.3,22.8,4.3,3.2,25.58,84.25,2.1,29,2010
82397,17/07/2010,0,6.2,31.1,22.8,6.4,4,27.06,75,2.733333,29,2010
82397,18/07/2010,0,0,32,23.1,9.7,3.5,26.8,71.75,2.966667,30,2010
82397,19/07/2010,0,0,31.9,23.6,9.8,4.4,26.82,74.25,2.566667,30,2010
82397,20/07/2010,0,0,31.2,22.3,9.6,4.1,26.5,72.75,3.2,30,2010
82397,21/07/2010,0,0,31.5,21.8,9.7,4.5,26.54,72,3.3,30,2010
82397,22/07/2010,0,0,32,22.8,5.2,4.7,26.92,75.25,3.4,30,2010
82397,23/07/2010,0,0,32.2,23.4,9.4,5.1,27.28,75,2.2,30,2010
82397,24/07/2010,0,0,32.5,22.1,9.6,4.4,26.6,70,2.8,30,2010
82397,25/07/2010,0,0,32.9,22,7.3,4.9,27.18,71.25,3.3,31,2010
82397,26/07/2010,0,0,32.5,22.9,8.4,4.6,27,74.25,3.433333,31,2010
82397,27/07/2010,0,0,32.3,22.2,9.8,4.7,26.8,72.5,2.3,31,2010
82397,28/07/2010,0,0,31.5,23.3,9.8,5,27.12,73.5,2.966667,31,2010
82397,29/07/2010,0,0,31.9,21.3,10,4.4,26.4,72,3,31,2010
82397,30/07/2010,0,0,32.2,21.6,9.9,6,26.2,68.75,3.8,31,2010
82397,31/07/2010,0,0,32.2,21.6,9.5,4.6,26.72,73,4.7,31,2010
82397,01/08/2010,0,0,32.5,22.6,8.6,5.3,27.14,71.75,3.433333,32,2010
82397,02/08/2010,0,0,32.5,22.9,9.4,5.5,27.12,73.5,3.066667,32,2010
82397,03/08/2010,0,0.4,31.6,23.3,9.6,5.4,27.06,67.5,4.366667,32,2010
82397,04/08/2010,0,0,32.2,22.6,9.6,6,26.72,69.25,3.3,32,2010
82397,05/08/2010,0,0,32.5,22.4,10.2,5.2,26.96,68,3.466667,32,2010
82397,06/08/2010,0,0,31.9,22.1,10.2,6.3,26.6,65.5,3.966667,32,2010
