Semana,Ano,Data_Notificacao,Infectados_Dengue,Infectados_7
38,2011,16/09/2011,18,96
38,2011,17/09/2011,4,100
39,2011,18/09/2011,12,97
39,2011,19/09/2011,20,97
39,2011,20/09/2011,20,101
39,2011,21/09/2011,18,101
39,2011,22/09/2011,24,108
39,2011,23/09/2011,18,116
39,2011,24/09/2011,10,116
40,2011,25/09/2011,8,122
40,2011,26/09/2011,22,118
40,2011,27/09/2011,26,120
40,2011,28/09/2011,8,126
40,2011,29/09/2011,11,116
40,2011,30/09/2011,21,103
40,2011,01/10/2011,7,106
41,2011,02/10/2011,8,103
41,2011,03/10/2011,21,103
41,2011,04/10/2011,14,102
41,2011,05/10/2011,23,90
41,2011,06/10/2011,24,105
41,2011,07/10/2011,16,118
41,2011,08/10/2011,10,113
42,2011,09/10/2011,2,116
42,2011,10/10/2011,14,110
42,2011,11/10/2011,21,103
42,2011,12/10/2011,5,110
42,2011,13/10/2011,18,92
42,2011,14/10/2011,16,86
42,2011,15/10/2011,7,86
43,2011,16/10/2011,4,83
43,2011,17/10/2011,27,85
43,2011,18/10/2011,24,98
43,2011,19/10/2011,28,101
43,2011,20/10/2011,10,124
43,2011,21/10/2011,13,116
43,2011,22/10/2011,10,113
44,2011,23/10/2011,5,116
44,2011,24/10/2011,15,117
44,2011,25/10/2011,16,105
44,2011,26/10/2011,7,97
44,2011,27/10/2011,11,76
44,2011,28/10/2011,6,77
44,2011,29/10/2011,11,70
45,2011,30/10/2011,5,71
45,2011,31/10/2011,28,71
45,2011,01/11/2011,21,84
45,2011,02/11/2011,10,89
45,2011,03/11/2011,21,92
45,2011,04/11/2011,17,102
45,2011,05/11/2011,5,113
46,2011,06/11/2011,9,107
46,2011,07/11/2011,17,111
46,2011,08/11/2011,14,100
46,2011,09/11/2011,10,93
46,2011,10/11/2011,7,93
46,2011,11/11/2011,17,79
46,2011,12/11/2011,4,79
47,2011,13/11/2011,6,78
47,2011,14/11/2011,8,75
47,2011,15/11/2011,5,66
47,2011,16/11/2011,9,57
47,2011,17/11/2011,15,56
47,2011,18/11/2011,19,64
47,2011,19/11/2011,3,66
48,2011,20/11/2011,6,65
48,2011,21/11/2011,18,65
48,2011,22/11/2011,16,75
48,2011,23/11/2011,21,86
48,2011,24/11/2011,16,98
48,2011,25/11/2011,12,99
48,2011,26/11/2011,9,92
49,2011,27/11/2011,7,98
49,2011,28/11/2011,27,99
49,2011,29/11/2011,16,108
49,2011,30/11/2011,18,108
49,2011,01/12/2011,20,105
49,2011,02/12/2011,24,109
49,2011,03/12/2011,3,121
50,2011,04/12/2011,11,115
50,2011,05/12/2011,18,119
50,2011,06/12/2011,11,110
50,2011,07/12/2011,18,105
50,2011,08/12/2011,29,105
50,2011,09/12/2011,26,114
50,2011,10/12/2011,8,116
51,2011,11/12/2011,13,121
51,2011,12/12/2011,9,123
51,2011,13/12/2011,19,114
51,2011,14/12/2011,23,122
51,2011,15/12/2011,17,127
51,2011,16/12/2011,19,115
51,2011,17/12/2011,13,108
52,2011,18/12/2011,10,113
52,2011,19/12/2011,9,110
52,2011,20/12/2011,17,110
52,2011,21/12/2011,12,108
52,2011,22/12/2011,15,97
52,2011,23/12/2011,12,95
52,2011,24/12/2011,6,88
53,2011,25/12/2011,16,81
53,2011,26/12/2011,23,87
53,2011,27/12/2011,25,101
53,2011,28/12/2011,14,109
53,2011,29/12/2011,8,111
53,2011,30/12/2011,9,104
53,2011,31/12/2011,3,101
1,2012,01/01/2012,5,98
1,2012,02/01/2012,13,87
1,2012,03/01/2012,20,77
1,2012,04/01/2012,8,72
1,2012,05/01/2012,26,66
1,2012,06/01/2012,27,84
1,2012,07/01/2012,5,102
2,2012,08/01/2012,8,104
2,2012,09/01/2012,20,107
2,2012,10/01/2012,22,114
2,2012,11/01/2012,12,116
2,2012,12/01/2012,25,120
2,2012,13/01/2012,18,119
2,2012,14/01/2012,9,110
3,2012,15/01/2012,5,114
3,2012,16/01/2012,34,111
3,2012,17/01/2012,20,125
3,2012,18/01/2012,15,123
3,2012,19/01/2012,25,126
3,2012,20/01/2012,29,126
3,2012,21/01/2012,14,137
4,2012,22/01/2012,16,142
4,2012,23/01/2012,22,153
4,2012,24/01/2012,40,141
4,2012,25/01/2012,22,161
4,2012,26/01/2012,37,168
4,2012,27/01/2012,37,180
4,2012,28/01/2012,16,188
5,2012,29/01/2012,11,190
5,2012,30/01/2012,38,185
5,2012,31/01/2012,40,201
5,2012,01/02/2012,29,201
5,2012,02/02/2012,22,208
5,2012,03/02/2012,23,193
5,2012,04/02/2012,15,179
6,2012,05/02/2012,10,178
6,2012,06/02/2012,47,177
6,2012,07/02/2012,48,186
6,2012,08/02/2012,30,194
6,2012,09/02/2012,35,195
6,2012,10/02/2012,33,208
6,2012,11/02/2012,10,218
7,2012,12/02/2012,10,213
7,2012,13/02/2012,67,213
7,2012,14/02/2012,48,233
7,2012,15/02/2012,30,233
7,2012,16/02/2012,50,233
7,2012,17/02/2012,26,248
7,2012,18/02/2012,7,241
8,2012,19/02/2012,9,238
8,2012,20/02/2012,19,237
8,2012,21/02/2012,14,189
8,2012,22/02/2012,26,155
8,2012,23/02/2012,90,151
8,2012,24/02/2012,49,191
8,2012,25/02/2012,19,214
9,2012,26/02/2012,21,226
9,2012,27/02/2012,78,238
9,2012,28/02/2012,56,297
9,2012,29/02/2012,79,339
9,2012,01/03/2012,63,392
9,2012,02/03/2012,67,365
9,2012,03/03/2012,16,383
10,2012,04/03/2012,23,380
10,2012,05/03/2012,74,382
10,2012,06/03/2012,76,378
10,2012,07/03/2012,92,398
10,2012,08/03/2012,61,411
10,2012,09/03/2012,74,409
10,2012,10/03/2012,29,416
11,2012,11/03/2012,20,429
11,2012,12/03/2012,93,426
11,2012,13/03/2012,114,445
11,2012,14/03/2012,130,483
11,2012,15/03/2012,75,521
11,2012,16/03/2012,148,535
11,2012,17/03/2012,79,609
12,2012,18/03/2012,48,659
12,2012,19/03/2012,58,687
12,2012,20/03/2012,135,652
12,2012,21/03/2012,117,673
12,2012,22/03/2012,137,660
12,2012,23/03/2012,206,722
12,2012,24/03/2012,29,780
13,2012,25/03/2012,36,730
13,2012,26/03/2012,178,718
13,2012,27/03/2012,112,838
13,2012,28/03/2012,142,815
13,2012,29/03/2012,108,840
13,2012,30/03/2012,180,811
13,2012,31/03/2012,77,785
14,2012,01/04/2012,36,833
14,2012,02/04/2012,143,833
14,2012,03/04/2012,228,798
14,2012,04/04/2012,164,914
14,2012,05/04/2012,104,936
14,2012,06/04/2012,40,932
14,2012,07/04/2012,47,792
15,2012,08/04/2012,44,762
15,2012,09/04/2012,178,770
15,2012,10/04/2012,261,805
15,2012,11/04/2012,203,838
15,2012,12/04/2012,170,877
15,2012,13/04/2012,124,943
15,2012,14/04/2012,93,1027
16,2012,15/04/2012,61,1073
16,2012,16/04/2012,260,1090
16,2012,17/04/2012,302,1172
16,2012,18/04/2012,212,1213
16,2012,19/04/2012,267,1222
16,2012,20/04/2012,217,1319
16,2012,21/04/2012,178,1412
17,2012,22/04/2012,131,1497
17,2012,23/04/2012,510,1567
17,2012,24/04/2012,419,1817
17,2012,25/04/2012,431,1934
17,2012,26/04/2012,471,2153
17,2012,27/04/2012,431,2357
17,2012,28/04/2012,224,2571
18,2012,29/04/2012,218,2617
18,2012,30/04/2012,505,2704
18,2012,01/05/2012,167,2699
18,2012,02/05/2012,628,2447
18,2012,03/05/2012,598,2644
18,2012,04/05/2012,656,2771
18,2012,05/05/2012,322,2996
19,2012,06/05/2012,306,3094
19,2012,07/05/2012,732,3182
19,2012,08/05/2012,809,3409
19,2012,09/05/2012,885,4051
19,2012,10/05/2012,863,4308
19,2012,11/05/2012,776,4573
19,2012,12/05/2012,407,4693
20,2012,13/05/2012,263,4778
20,2012,14/05/2012,1008,4735
20,2012,15/05/2012,864,5011
20,2012,16/05/2012,921,5066
20,2012,17/05/2012,910,5102
20,2012,18/05/2012,813,5149
20,2012,19/05/2012,416,5186
21,2012,20/05/2012,343,5195
21,2012,21/05/2012,905,5275
21,2012,22/05/2012,803,5172
21,2012,23/05/2012,681,5111
21,2012,24/05/2012,617,4871
21,2012,25/05/2012,611,4578
21,2012,26/05/2012,314,4376
22,2012,27/05/2012,228,4274
22,2012,28/05/2012,552,4159
22,2012,29/05/2012,501,3806
22,2012,30/05/2012,437,3504
22,2012,31/05/2012,415,3260
22,2012,01/06/2012,294,3058
22,2012,02/06/2012,218,2741
23,2012,03/06/2012,146,2645
23,2012,04/06/2012,382,2563
23,2012,05/06/2012,327,2393
23,2012,06/06/2012,330,2219
23,2012,07/06/2012,146,2112
23,2012,08/06/2012,286,1843
23,2012,09/06/2012,165,1835
24,2012,10/06/2012,119,1782
24,2012,11/06/2012,258,1755
24,2012,12/06/2012,235,1631
24,2012,13/06/2012,240,1539
24,2012,14/06/2012,197,1449
24,2012,15/06/2012,198,1500
24,2012,16/06/2012,108,1412
25,2012,17/06/2012,64,1355
25,2012,18/06/2012,204,1300
25,2012,19/06/2012,163,1246
25,2012,20/06/2012,117,1174
25,2012,21/06/2012,139,1051
25,2012,22/06/2012,74,993
25,2012,23/06/2012,74,869
26,2012,24/06/2012,61,835
26,2012,25/06/2012,98,832
26,2012,26/06/2012,115,726
26,2012,27/06/2012,85,678
26,2012,28/06/2012,82,646
26,2012,29/06/2012,74,589
26,2012,30/06/2012,39,589
27,2012,01/07/2012,37,554
27,2012,02/07/2012,60,530
27,2012,03/07/2012,70,492
27,2012,04/07/2012,52,447
27,2012,05/07/2012,61,414
27,2012,06/07/2012,49,393
27,2012,07/07/2012,29,368
28,2012,08/07/2012,17,358
28,2012,09/07/2012,56,338
28,2012,10/07/2012,42,334
28,2012,11/07/2012,52,306
28,2012,12/07/2012,41,306
28,2012,13/07/2012,29,286
28,2012,14/07/2012,19,266
29,2012,15/07/2012,13,256
29,2012,16/07/2012,33,252
29,2012,17/07/2012,22,229
29,2012,18/07/2012,33,209
29,2012,19/07/2012,27,190
29,2012,20/07/2012,34,176
29,2012,21/07/2012,17,181
30,2012,22/07/2012,6,179
30,2012,23/07/2012,35,172
30,2012,24/07/2012,64,174
30,2012,25/07/2012,34,216
30,2012,26/07/2012,28,217
30,2012,27/07/2012,27,218
30,2012,28/07/2012,12,211
31,2012,29/07/2012,12,206
31,2012,30/07/2012,40,212
31,2012,31/07/2012,33,217
31,2012,01/08/2012,30,186
31,2012,02/08/2012,23,182
31,2012,03/08/2012,23,177
31,2012,04/08/2012,14,173
32,2012,05/08/2012,8,175
32,2012,06/08/2012,24,171
32,2012,07/08/2012,10,155
32,2012,08/08/2012,23,132
32,2012,09/08/2012,22,125
32,2012,10/08/2012,11,124
32,2012,11/08/2012,17,112
33,2012,12/08/2012,6,115
33,2012,13/08/2012,16,113
33,2012,14/08/2012,18,105
33,2012,15/08/2012,9,113
33,2012,16/08/2012,12,99
33,2012,17/08/2012,23,89
33,2012,18/08/2012,6,101
34,2012,19/08/2012,5,90
34,2012,20/08/2012,15,89
34,2012,21/08/2012,13,88
34,2012,22/08/2012,16,83
34,2012,23/08/2012,14,90
34,2012,24/08/2012,24,92
34,2012,25/08/2012,6,93
35,2012,26/08/2012,3,93
35,2012,27/08/2012,14,91
35,2012,28/08/2012,14,90
35,2012,29/08/2012,9,91
35,2012,30/08/2012,13,84
35,2012,31/08/2012,9,83
35,2012,01/09/2012,3,68
36,2012,02/09/2012,3,65
36,2012,03/09/2012,15,65
36,2012,04/09/2012,2,66
36,2012,05/09/2012,9,54
36,2012,06/09/2012,5,54
36,2012,07/09/2012,9,46
36,2012,08/09/2012,3,46
37,2012,09/09/2012,4,46
37,2012,10/09/2012,10,47
37,2012,11/09/2012,21,42
37,2012,12/09/2012,16,61
37,2012,13/09/2012,14,68
37,2012,14/09/2012,7,77
37,2012,15/09/2012,5,75
38,2012,16/09/2012,0,77
38,2012,17/09/2012,5,73
38,2012,18/09/2012,8,68
38,2012,19/09/2012,3,55
38,2012,20/09/2012,6,42
38,2012,21/09/2012,9,34
38,2012,22/09/2012,4,36
39,2012,23/09/2012,2,35
39,2012,24/09/2012,14,37
39,2012,25/09/2012,7,46
39,2012,26/09/2012,4,45
39,2012,27/09/2012,6,46
39,2012,28/09/2012,10,46
39,2012,29/09/2012,4,47
40,2012,30/09/2012,2,47
40,2012,01/10/2012,13,47
40,2012,02/10/2012,4,46
40,2012,03/10/2012,8,43
40,2012,04/10/2012,5,47
40,2012,05/10/2012,5,46
40,2012,06/10/2012,4,41
41,2012,07/10/2012,0,41
41,2012,08/10/2012,19,39
41,2012,09/10/2012,4,45
41,2012,10/10/2012,13,45
41,2012,11/10/2012,10,50
41,2012,12/10/2012,1,55
41,2012,13/10/2012,3,51
42,2012,14/10/2012,2,50
42,2012,15/10/2012,3,52
42,2012,16/10/2012,8,36
42,2012,17/10/2012,11,40
42,2012,18/10/2012,5,38
42,2012,19/10/2012,16,33
42,2012,20/10/2012,10,48
43,2012,21/10/2012,3,55
43,2012,22/10/2012,6,56
43,2012,23/10/2012,4,59
43,2012,24/10/2012,9,55
43,2012,25/10/2012,3,53
43,2012,26/10/2012,16,51
43,2012,27/10/2012,0,51
44,2012,28/10/2012,1,41
44,2012,29/10/2012,12,39
44,2012,30/10/2012,10,45
44,2012,31/10/2012,5,51
44,2012,01/11/2012,2,47
44,2012,02/11/2012,1,46
44,2012,03/11/2012,8,31
45,2012,04/11/2012,0,39
45,2012,05/11/2012,2,38
45,2012,06/11/2012,5,28
45,2012,07/11/2012,3,23
45,2012,08/11/2012,28,21
45,2012,09/11/2012,9,47
45,2012,10/11/2012,1,55
46,2012,11/11/2012,1,48
46,2012,12/11/2012,1,49
46,2012,13/11/2012,1,48
46,2012,14/11/2012,5,44
46,2012,15/11/2012,2,46
46,2012,16/11/2012,10,20
46,2012,17/11/2012,0,21
47,2012,18/11/2012,2,20
47,2012,19/11/2012,5,21
47,2012,20/11/2012,6,25
47,2012,21/11/2012,14,30
47,2012,22/11/2012,2,39
47,2012,23/11/2012,3,39
47,2012,24/11/2012,5,32
48,2012,25/11/2012,1,37
48,2012,26/11/2012,0,36
48,2012,27/11/2012,1,31
48,2012,28/11/2012,0,26
48,2012,29/11/2012,5,12
48,2012,30/11/2012,8,15
48,2012,01/12/2012,1,20
49,2012,02/12/2012,1,16
49,2012,03/12/2012,9,16
49,2012,04/12/2012,6,25
49,2012,05/12/2012,0,30
49,2012,06/12/2012,6,30
49,2012,07/12/2012,1,31
49,2012,08/12/2012,2,24
50,2012,09/12/2012,3,25
50,2012,10/12/2012,11,27
50,2012,11/12/2012,12,29
50,2012,12/12/2012,4,35
50,2012,13/12/2012,4,39
50,2012,14/12/2012,5,37
50,2012,15/12/2012,1,41
51,2012,16/12/2012,0,40
51,2012,17/12/2012,7,37
51,2012,18/12/2012,2,33
51,2012,19/12/2012,5,23
51,2012,20/12/2012,4,24
51,2012,21/12/2012,2,24
51,2012,22/12/2012,2,21
52,2012,23/12/2012,2,22
52,2012,24/12/2012,1,24
52,2012,25/12/2012,3,18
52,2012,26/12/2012,7,19
52,2012,27/12/2012,9,21
52,2012,28/12/2012,6,26
52,2012,29/12/2012,1,30
53,2012,30/12/2012,2,29
53,2012,31/12/2012,0,29
1,2013,01/01/2013,1,28
1,2013,02/01/2013,11,26
1,2013,03/01/2013,13,30
1,2013,04/01/2013,2,34
1,2013,05/01/2013,7,30
2,2013,06/01/2013,1,36
2,2013,07/01/2013,6,35
2,2013,08/01/2013,9,41
2,2013,09/01/2013,5,49
2,2013,10/01/2013,5,43
2,2013,11/01/2013,5,35
2,2013,12/01/2013,4,38
3,2013,13/01/2013,2,35
3,2013,14/01/2013,5,36
3,2013,15/01/2013,11,35
3,2013,16/01/2013,12,37
3,2013,17/01/2013,15,44
3,2013,18/01/2013,12,54
3,2013,19/01/2013,1,61
4,2013,20/01/2013,1,58
4,2013,21/01/2013,14,57
4,2013,22/01/2013,3,66
4,2013,23/01/2013,7,58
4,2013,24/01/2013,11,53
4,2013,25/01/2013,8,49
4,2013,26/01/2013,4,45
5,2013,27/01/2013,8,48
5,2013,28/01/2013,22,55
5,2013,29/01/2013,10,63
5,2013,30/01/2013,21,70
5,2013,31/01/2013,18,84
5,2013,01/02/2013,7,91
5,2013,02/02/2013,5,90
6,2013,03/02/2013,1,91
6,2013,04/02/2013,3,84
6,2013,05/02/2013,22,65
6,2013,06/02/2013,7,77
6,2013,07/02/2013,10,63
6,2013,08/02/2013,11,55
6,2013,09/02/2013,8,59
7,2013,10/02/2013,7,62
7,2013,11/02/2013,3,68
7,2013,12/02/2013,1,68
7,2013,13/02/2013,5,47
7,2013,14/02/2013,14,45
7,2013,15/02/2013,4,49
7,2013,16/02/2013,5,42
8,2013,17/02/2013,7,39
8,2013,18/02/2013,8,39
8,2013,19/02/2013,24,44
8,2013,20/02/2013,23,67
8,2013,21/02/2013,18,85
8,2013,22/02/2013,9,89
8,2013,23/02/2013,8,94
9,2013,24/02/2013,10,97
9,2013,25/02/2013,20,100
9,2013,26/02/2013,28,112
9,2013,27/02/2013,18,116
9,2013,28/02/2013,24,111
9,2013,01/03/2013,11,117
9,2013,02/03/2013,6,119
10,2013,03/03/2013,6,117
10,2013,04/03/2013,17,113
10,2013,05/03/2013,19,110
10,2013,06/03/2013,19,101
10,2013,07/03/2013,23,102
10,2013,08/03/2013,12,101
10,2013,09/03/2013,10,102
11,2013,10/03/2013,7,106
11,2013,11/03/2013,24,107
11,2013,12/03/2013,33,114
11,2013,13/03/2013,16,128
11,2013,14/03/2013,15,125
11,2013,15/03/2013,22,117
11,2013,16/03/2013,5,127
12,2013,17/03/2013,10,122
12,2013,18/03/2013,19,125
12,2013,19/03/2013,10,120
12,2013,20/03/2013,16,97
12,2013,21/03/2013,24,97
12,2013,22/03/2013,26,106
12,2013,23/03/2013,9,110
13,2013,24/03/2013,9,114
13,2013,25/03/2013,17,113
13,2013,26/03/2013,23,111
13,2013,27/03/2013,19,124
13,2013,28/03/2013,27,127
13,2013,29/03/2013,11,130
13,2013,30/03/2013,12,115
14,2013,31/03/2013,10,118
14,2013,01/04/2013,45,119
14,2013,02/04/2013,30,147
14,2013,03/04/2013,34,154
14,2013,04/04/2013,38,169
14,2013,05/04/2013,28,180
14,2013,06/04/2013,14,197
15,2013,07/04/2013,19,199
15,2013,08/04/2013,57,208
15,2013,09/04/2013,49,220
15,2013,10/04/2013,33,239
15,2013,11/04/2013,33,238
15,2013,12/04/2013,63,233
15,2013,13/04/2013,19,268
16,2013,14/04/2013,10,273
16,2013,15/04/2013,64,264
16,2013,16/04/2013,66,271
16,2013,17/04/2013,41,288
16,2013,18/04/2013,50,296
16,2013,19/04/2013,59,313
16,2013,20/04/2013,24,309
17,2013,21/04/2013,15,314
17,2013,22/04/2013,62,319
17,2013,23/04/2013,26,317
17,2013,24/04/2013,51,277
17,2013,25/04/2013,82,287
17,2013,26/04/2013,60,319
17,2013,27/04/2013,21,320
18,2013,28/04/2013,40,317
18,2013,29/04/2013,61,342
18,2013,30/04/2013,53,341
18,2013,01/05/2013,28,368
18,2013,02/05/2013,60,345
18,2013,03/05/2013,42,323
18,2013,04/05/2013,14,305
19,2013,05/05/2013,18,298
19,2013,06/05/2013,43,276
19,2013,07/05/2013,45,258
19,2013,08/05/2013,70,250
19,2013,09/05/2013,44,292
19,2013,10/05/2013,46,276
19,2013,11/05/2013,21,280
20,2013,12/05/2013,25,287
20,2013,13/05/2013,53,294
20,2013,14/05/2013,38,304
20,2013,15/05/2013,40,297
20,2013,16/05/2013,34,267
20,2013,17/05/2013,64,257
20,2013,18/05/2013,18,275
21,2013,19/05/2013,36,272
21,2013,20/05/2013,67,283
21,2013,21/05/2013,65,297
21,2013,22/05/2013,68,324
21,2013,23/05/2013,67,352
21,2013,24/05/2013,60,385
21,2013,25/05/2013,40,381
22,2013,26/05/2013,21,403
22,2013,27/05/2013,62,388
22,2013,28/05/2013,59,383
22,2013,29/05/2013,49,377
22,2013,30/05/2013,13,358
22,2013,31/05/2013,66,304
22,2013,01/06/2013,35,310
23,2013,02/06/2013,23,305
23,2013,03/06/2013,59,307
23,2013,04/06/2013,84,304
23,2013,05/06/2013,53,329
23,2013,06/06/2013,64,333
23,2013,07/06/2013,77,384
23,2013,08/06/2013,18,395
24,2013,09/06/2013,19,378
24,2013,10/06/2013,56,374
24,2013,11/06/2013,63,371
24,2013,12/06/2013,50,350
24,2013,13/06/2013,70,347
24,2013,14/06/2013,63,353
24,2013,15/06/2013,31,339
25,2013,16/06/2013,26,352
25,2013,17/06/2013,72,359
25,2013,18/06/2013,75,375
25,2013,19/06/2013,31,387
25,2013,20/06/2013,82,368
25,2013,21/06/2013,74,380
25,2013,22/06/2013,20,391
26,2013,23/06/2013,45,380
26,2013,24/06/2013,97,399
26,2013,25/06/2013,66,424
26,2013,26/06/2013,56,415
26,2013,27/06/2013,39,440
26,2013,28/06/2013,80,397
26,2013,29/06/2013,44,403
27,2013,30/06/2013,27,427
27,2013,01/07/2013,38,409
27,2013,02/07/2013,76,350
27,2013,03/07/2013,61,360
27,2013,04/07/2013,57,365
27,2013,05/07/2013,69,383
27,2013,06/07/2013,26,372
28,2013,07/07/2013,33,354
28,2013,08/07/2013,77,360
28,2013,09/07/2013,48,399
28,2013,10/07/2013,62,371
28,2013,11/07/2013,68,372
28,2013,12/07/2013,49,383
28,2013,13/07/2013,20,363
29,2013,14/07/2013,22,357
29,2013,15/07/2013,97,346
29,2013,16/07/2013,66,366
29,2013,17/07/2013,68,384
29,2013,18/07/2013,57,390
29,2013,19/07/2013,48,379
29,2013,20/07/2013,40,378
30,2013,21/07/2013,19,398
30,2013,22/07/2013,57,395
30,2013,23/07/2013,67,355
30,2013,24/07/2013,50,356
30,2013,25/07/2013,48,338
30,2013,26/07/2013,36,329
30,2013,27/07/2013,30,317
31,2013,28/07/2013,34,307
31,2013,29/07/2013,80,322
31,2013,30/07/2013,55,345
31,2013,31/07/2013,45,333
31,2013,01/08/2013,48,328
31,2013,02/08/2013,73,328
31,2013,03/08/2013,46,365
32,2013,04/08/2013,19,381
32,2013,05/08/2013,95,366
32,2013,06/08/2013,63,381
32,2013,07/08/2013,59,389
32,2013,08/08/2013,69,403
32,2013,09/08/2013,48,424
32,2013,10/08/2013,51,399
33,2013,11/08/2013,27,404
33,2013,12/08/2013,70,412
33,2013,13/08/2013,33,387
33,2013,14/08/2013,52,357
33,2013,15/08/2013,16,350
33,2013,16/08/2013,60,297
33,2013,17/08/2013,29,309
34,2013,18/08/2013,22,287
34,2013,19/08/2013,43,282
34,2013,20/08/2013,40,255
34,2013,21/08/2013,65,262
34,2013,22/08/2013,38,275
34,2013,23/08/2013,57,297
34,2013,24/08/2013,28,294
35,2013,25/08/2013,21,293
35,2013,26/08/2013,43,292
35,2013,27/08/2013,37,292
35,2013,28/08/2013,93,289
35,2013,29/08/2013,36,317
35,2013,30/08/2013,47,315
35,2013,31/08/2013,19,305
36,2013,01/09/2013,8,296
36,2013,02/09/2013,39,283
36,2013,03/09/2013,20,279
36,2013,04/09/2013,20,262
36,2013,05/09/2013,28,189
36,2013,06/09/2013,23,181
36,2013,07/09/2013,9,157
37,2013,08/09/2013,3,147
37,2013,09/09/2013,26,142
37,2013,10/09/2013,17,129
37,2013,11/09/2013,23,126
37,2013,12/09/2013,23,129
37,2013,13/09/2013,25,124
37,2013,14/09/2013,9,126
38,2013,15/09/2013,8,126
38,2013,16/09/2013,29,131
38,2013,17/09/2013,22,134
38,2013,18/09/2013,21,139
38,2013,19/09/2013,22,137
38,2013,20/09/2013,21,136
38,2013,21/09/2013,12,132
39,2013,22/09/2013,3,135
39,2013,23/09/2013,18,130
39,2013,24/09/2013,7,119
39,2013,25/09/2013,19,104
39,2013,26/09/2013,11,102
39,2013,27/09/2013,8,91
39,2013,28/09/2013,7,78
40,2013,29/09/2013,7,73
40,2013,30/09/2013,22,77
40,2013,01/10/2013,7,81
40,2013,02/10/2013,9,81
40,2013,03/10/2013,16,71
40,2013,04/10/2013,10,76
40,2013,05/10/2013,5,78
41,2013,06/10/2013,8,76
41,2013,07/10/2013,11,77
41,2013,08/10/2013,10,66
41,2013,09/10/2013,13,69
41,2013,10/10/2013,12,73
41,2013,11/10/2013,17,69
41,2013,12/10/2013,3,76
42,2013,13/10/2013,4,74
42,2013,14/10/2013,12,70
42,2013,15/10/2013,12,71
42,2013,16/10/2013,7,73
42,2013,17/10/2013,15,67
42,2013,18/10/2013,3,70
42,2013,19/10/2013,4,56
43,2013,20/10/2013,2,57
43,2013,21/10/2013,9,55
43,2013,22/10/2013,6,52
43,2013,23/10/2013,10,46
43,2013,24/10/2013,7,49
43,2013,25/10/2013,9,41
43,2013,26/10/2013,7,47
44,2013,27/10/2013,6,50
44,2013,28/10/2013,6,54
44,2013,29/10/2013,8,51
44,2013,30/10/2013,9,53
44,2013,31/10/2013,15,52
44,2013,01/11/2013,4,60
44,2013,02/11/2013,4,55
45,2013,03/11/2013,2,52
45,2013,04/11/2013,8,48
45,2013,05/11/2013,10,50
45,2013,06/11/2013,3,52
45,2013,07/11/2013,6,46
45,2013,08/11/2013,3,37
45,2013,09/11/2013,4,36
46,2013,10/11/2013,0,36
46,2013,11/11/2013,8,34
46,2013,12/11/2013,3,34
46,2013,13/11/2013,5,27
46,2013,14/11/2013,4,29
46,2013,15/11/2013,1,27
46,2013,16/11/2013,2,25
47,2013,17/11/2013,1,23
47,2013,18/11/2013,10,24
47,2013,19/11/2013,4,26
47,2013,20/11/2013,12,27
47,2013,21/11/2013,7,34
47,2013,22/11/2013,11,37
47,2013,23/11/2013,1,47
48,2013,24/11/2013,2,46
48,2013,25/11/2013,7,47
48,2013,26/11/2013,4,44
48,2013,27/11/2013,10,44
48,2013,28/11/2013,5,42
48,2013,29/11/2013,8,40
48,2013,30/11/2013,1,37
49,2013,01/12/2013,0,37
49,2013,02/12/2013,1,35
49,2013,03/12/2013,7,29
49,2013,04/12/2013,2,32
49,2013,05/12/2013,9,24
49,2013,06/12/2013,2,28
49,2013,07/12/2013,3,22
50,2013,08/12/2013,0,24
50,2013,09/12/2013,10,24
50,2013,10/12/2013,10,33
50,2013,11/12/2013,18,36
50,2013,12/12/2013,8,52
50,2013,13/12/2013,3,51
50,2013,14/12/2013,1,52
51,2013,15/12/2013,3,50
51,2013,16/12/2013,12,53
51,2013,17/12/2013,6,55
51,2013,18/12/2013,7,51
51,2013,19/12/2013,11,40
51,2013,20/12/2013,1,43
51,2013,21/12/2013,2,41
52,2013,22/12/2013,0,42
52,2013,23/12/2013,5,39
52,2013,24/12/2013,5,32
52,2013,25/12/2013,0,31
52,2013,26/12/2013,5,24
52,2013,27/12/2013,0,18
52,2013,28/12/2013,5,17
53,2013,29/12/2013,0,20
53,2013,30/12/2013,5,20
53,2013,31/12/2013,0,20
1,2014,01/01/2014,4,15
1,2014,02/01/2014,6,19
1,2014,03/01/2014,9,20
1,2014,04/01/2014,3,29
2,2014,05/01/2014,0,27
2,2014,06/01/2014,3,27
2,2014,07/01/2014,3,25
2,2014,08/01/2014,2,28
2,2014,09/01/2014,2,26
2,2014,10/01/2014,6,22
2,2014,11/01/2014,1,19
3,2014,12/01/2014,0,17
3,2014,13/01/2014,9,17
3,2014,14/01/2014,2,23
3,2014,15/01/2014,15,22
3,2014,16/01/2014,2,35
3,2014,17/01/2014,7,35
3,2014,18/01/2014,2,36
4,2014,19/01/2014,2,37
4,2014,20/01/2014,12,39
4,2014,21/01/2014,3,42
4,2014,22/01/2014,12,43
4,2014,23/01/2014,6,40
4,2014,24/01/2014,9,44
4,2014,25/01/2014,2,46
5,2014,26/01/2014,2,46
5,2014,27/01/2014,10,46
5,2014,28/01/2014,12,44
5,2014,29/01/2014,12,53
5,2014,30/01/2014,3,53
