Semana,Ano,Data_Notificacao,Infectados_Dengue,Infectados_7
19,2009,03/05/2009,30,189
19,2009,04/05/2009,28,203
19,2009,05/05/2009,26,204
19,2009,06/05/2009,30,210
19,2009,07/05/2009,12,196
19,2009,08/05/2009,26,190
19,2009,09/05/2009,32,186
20,2009,10/05/2009,8,184
20,2009,11/05/2009,30,162
20,2009,12/05/2009,16,164
20,2009,13/05/2009,30,154
20,2009,14/05/2009,26,154
20,2009,15/05/2009,22,168
20,2009,16/05/2009,28,164
21,2009,17/05/2009,22,160
21,2009,18/05/2009,22,174
21,2009,19/05/2009,12,166
21,2009,20/05/2009,33,162
21,2009,21/05/2009,18,165
21,2009,22/05/2009,12,157
21,2009,23/05/2009,18,147
22,2009,24/05/2009,8,137
22,2009,25/05/2009,18,123
22,2009,26/05/2009,24,119
22,2009,27/05/2009,14,131
22,2009,28/05/2009,2,112
22,2009,29/05/2009,26,96
22,2009,30/05/2009,16,110
23,2009,31/05/2009,18,108
23,2009,01/06/2009,16,118
23,2009,02/06/2009,8,116
23,2009,03/06/2009,14,100
23,2009,04/06/2009,4,100
23,2009,05/06/2009,6,102
23,2009,06/06/2009,16,82
24,2009,07/06/2009,10,82
24,2009,08/06/2009,18,74
24,2009,09/06/2009,11,76
24,2009,10/06/2009,22,79
24,2009,11/06/2009,6,87
24,2009,12/06/2009,6,89
24,2009,13/06/2009,30,89
25,2009,14/06/2009,8,103
25,2009,15/06/2009,10,101
25,2009,16/06/2009,24,93
25,2009,17/06/2009,12,106
25,2009,18/06/2009,24,96
25,2009,19/06/2009,8,114
25,2009,20/06/2009,10,116
26,2009,21/06/2009,8,96
26,2009,22/06/2009,4,96
26,2009,23/06/2009,2,90
26,2009,24/06/2009,4,68
26,2009,25/06/2009,8,60
26,2009,26/06/2009,8,44
26,2009,27/06/2009,2,44
27,2009,28/06/2009,7,36
27,2009,29/06/2009,10,35
27,2009,30/06/2009,26,41
27,2009,01/07/2009,6,65
27,2009,02/07/2009,4,67
27,2009,03/07/2009,8,63
27,2009,04/07/2009,14,63
28,2009,05/07/2009,2,75
28,2009,06/07/2009,8,70
28,2009,07/07/2009,20,68
28,2009,08/07/2009,4,62
28,2009,09/07/2009,4,60
28,2009,10/07/2009,9,60
28,2009,11/07/2009,10,61
29,2009,12/07/2009,4,57
29,2009,13/07/2009,2,59
29,2009,14/07/2009,2,53
29,2009,15/07/2009,6,35
29,2009,16/07/2009,4,37
29,2009,17/07/2009,16,37
29,2009,18/07/2009,10,44
30,2009,19/07/2009,0,44
30,2009,20/07/2009,14,40
30,2009,21/07/2009,6,52
30,2009,22/07/2009,4,56
30,2009,23/07/2009,4,54
30,2009,24/07/2009,10,54
30,2009,25/07/2009,4,48
31,2009,26/07/2009,0,42
31,2009,27/07/2009,2,42
31,2009,28/07/2009,2,30
31,2009,29/07/2009,18,26
31,2009,30/07/2009,4,40
31,2009,31/07/2009,18,40
31,2009,01/08/2009,6,48
32,2009,02/08/2009,4,50
32,2009,03/08/2009,22,54
32,2009,04/08/2009,6,74
32,2009,05/08/2009,4,78
32,2009,06/08/2009,4,64
32,2009,07/08/2009,6,64
32,2009,08/08/2009,4,52
33,2009,09/08/2009,2,50
33,2009,10/08/2009,8,48
33,2009,11/08/2009,14,34
33,2009,12/08/2009,6,42
33,2009,13/08/2009,6,44
33,2009,14/08/2009,16,46
33,2009,15/08/2009,0,56
34,2009,16/08/2009,0,52
34,2009,17/08/2009,6,50
34,2009,18/08/2009,6,48
34,2009,19/08/2009,8,40
34,2009,20/08/2009,4,42
34,2009,21/08/2009,4,40
34,2009,22/08/2009,2,28
35,2009,23/08/2009,6,30
35,2009,24/08/2009,2,36
35,2009,25/08/2009,0,32
35,2009,26/08/2009,0,26
35,2009,27/08/2009,2,18
35,2009,28/08/2009,0,16
35,2009,29/08/2009,0,12
36,2009,30/08/2009,0,10
36,2009,31/08/2009,2,4
36,2009,01/09/2009,2,4
36,2009,02/09/2009,2,6
36,2009,03/09/2009,6,8
36,2009,04/09/2009,2,12
36,2009,05/09/2009,2,14
37,2009,06/09/2009,0,16
37,2009,07/09/2009,0,16
37,2009,08/09/2009,5,14
37,2009,09/09/2009,2,17
37,2009,10/09/2009,4,17
37,2009,11/09/2009,0,15
37,2009,12/09/2009,0,13
38,2009,13/09/2009,0,11
38,2009,14/09/2009,14,11
38,2009,15/09/2009,6,25
38,2009,16/09/2009,16,26
38,2009,17/09/2009,0,40
38,2009,18/09/2009,12,36
38,2009,19/09/2009,2,48
39,2009,20/09/2009,4,50
39,2009,21/09/2009,2,54
39,2009,22/09/2009,18,42
39,2009,23/09/2009,0,54
39,2009,24/09/2009,2,38
39,2009,25/09/2009,6,40
39,2009,26/09/2009,0,34
40,2009,27/09/2009,0,32
40,2009,28/09/2009,6,28
40,2009,29/09/2009,18,32
40,2009,30/09/2009,2,32
40,2009,01/10/2009,2,34
40,2009,02/10/2009,2,34
40,2009,03/10/2009,0,30
41,2009,04/10/2009,0,30
41,2009,05/10/2009,4,30
41,2009,06/10/2009,2,28
41,2009,07/10/2009,6,12
41,2009,08/10/2009,4,16
41,2009,09/10/2009,0,18
41,2009,10/10/2009,2,16
42,2009,11/10/2009,0,18
42,2009,12/10/2009,0,18
42,2009,13/10/2009,0,14
42,2009,14/10/2009,2,12
42,2009,15/10/2009,0,8
42,2009,16/10/2009,2,4
42,2009,17/10/2009,0,6
43,2009,18/10/2009,0,4
43,2009,19/10/2009,4,4
43,2009,20/10/2009,0,8
43,2009,21/10/2009,6,8
43,2009,22/10/2009,8,12
43,2009,23/10/2009,2,20
43,2009,24/10/2009,0,20
44,2009,25/10/2009,0,20
44,2009,26/10/2009,4,20
44,2009,27/10/2009,6,20
44,2009,28/10/2009,6,26
44,2009,29/10/2009,2,26
44,2009,30/10/2009,8,20
44,2009,31/10/2009,4,26
45,2009,01/11/2009,0,30
45,2009,02/11/2009,4,30
45,2009,03/11/2009,8,30
45,2009,04/11/2009,6,32
45,2009,05/11/2009,6,32
45,2009,06/11/2009,8,36
45,2009,07/11/2009,4,36
46,2009,08/11/2009,2,36
46,2009,09/11/2009,2,38
46,2009,10/11/2009,4,36
46,2009,11/11/2009,10,32
46,2009,12/11/2009,12,36
46,2009,13/11/2009,4,42
46,2009,14/11/2009,2,38
47,2009,15/11/2009,4,36
47,2009,16/11/2009,6,38
47,2009,17/11/2009,6,42
47,2009,18/11/2009,2,44
47,2009,19/11/2009,12,36
47,2009,20/11/2009,4,36
47,2009,21/11/2009,0,36
48,2009,22/11/2009,0,34
48,2009,23/11/2009,18,30
48,2009,24/11/2009,10,42
48,2009,25/11/2009,8,46
48,2009,26/11/2009,10,52
48,2009,27/11/2009,10,50
48,2009,28/11/2009,0,56
49,2009,29/11/2009,4,56
49,2009,30/11/2009,22,60
49,2009,01/12/2009,20,64
49,2009,02/12/2009,14,74
49,2009,03/12/2009,8,80
49,2009,04/12/2009,6,78
49,2009,05/12/2009,2,74
50,2009,06/12/2009,6,76
50,2009,07/12/2009,14,78
50,2009,08/12/2009,12,70
50,2009,09/12/2009,6,62
50,2009,10/12/2009,16,54
50,2009,11/12/2009,12,62
50,2009,12/12/2009,2,68
51,2009,13/12/2009,4,68
51,2009,14/12/2009,27,66
51,2009,15/12/2009,8,79
51,2009,16/12/2009,6,75
51,2009,17/12/2009,6,75
51,2009,18/12/2009,26,65
51,2009,19/12/2009,8,79
52,2009,20/12/2009,4,85
52,2009,21/12/2009,12,85
52,2009,22/12/2009,12,70
52,2009,23/12/2009,10,74
52,2009,24/12/2009,4,78
52,2009,25/12/2009,4,76
52,2009,26/12/2009,2,54
53,2009,27/12/2009,2,48
53,2009,28/12/2009,18,46
53,2009,29/12/2009,14,52
53,2009,30/12/2009,4,54
53,2009,31/12/2009,14,48
1,2010,01/01/2010,4,58
1,2010,02/01/2010,2,58
2,2010,03/01/2010,4,58
2,2010,04/01/2010,16,60
2,2010,05/01/2010,12,58
2,2010,06/01/2010,12,56
2,2010,07/01/2010,2,64
2,2010,08/01/2010,6,52
2,2010,09/01/2010,0,54
3,2010,10/01/2010,12,52
3,2010,11/01/2010,18,60
3,2010,12/01/2010,22,62
3,2010,13/01/2010,18,72
3,2010,14/01/2010,8,78
3,2010,15/01/2010,7,84
3,2010,16/01/2010,2,85
4,2010,17/01/2010,2,87
4,2010,18/01/2010,12,77
4,2010,19/01/2010,4,71
4,2010,20/01/2010,12,53
4,2010,21/01/2010,14,47
4,2010,22/01/2010,18,53
4,2010,23/01/2010,4,64
5,2010,24/01/2010,12,66
5,2010,25/01/2010,16,76
5,2010,26/01/2010,8,80
5,2010,27/01/2010,16,84
5,2010,28/01/2010,8,88
5,2010,29/01/2010,0,82
5,2010,30/01/2010,0,64
6,2010,31/01/2010,8,60
6,2010,01/02/2010,24,56
6,2010,02/02/2010,6,64
6,2010,03/02/2010,12,62
6,2010,04/02/2010,6,58
6,2010,05/02/2010,10,56
6,2010,06/02/2010,6,66
7,2010,07/02/2010,0,72
7,2010,08/02/2010,18,64
7,2010,09/02/2010,8,58
7,2010,10/02/2010,4,60
7,2010,11/02/2010,0,52
7,2010,12/02/2010,12,46
7,2010,13/02/2010,0,48
8,2010,14/02/2010,8,42
8,2010,15/02/2010,4,50
8,2010,16/02/2010,8,36
8,2010,17/02/2010,2,36
8,2010,18/02/2010,10,34
8,2010,19/02/2010,10,44
8,2010,20/02/2010,10,42
9,2010,21/02/2010,1,52
9,2010,22/02/2010,32,45
9,2010,23/02/2010,4,73
9,2010,24/02/2010,16,69
9,2010,25/02/2010,8,83
9,2010,26/02/2010,10,81
9,2010,27/02/2010,14,81
10,2010,28/02/2010,3,85
10,2010,01/03/2010,29,87
10,2010,02/03/2010,8,84
10,2010,03/03/2010,14,88
10,2010,04/03/2010,20,86
10,2010,05/03/2010,6,98
10,2010,06/03/2010,10,94
11,2010,07/03/2010,4,90
11,2010,08/03/2010,27,91
11,2010,09/03/2010,14,89
11,2010,10/03/2010,18,95
11,2010,11/03/2010,12,99
11,2010,12/03/2010,6,91
11,2010,13/03/2010,4,91
12,2010,14/03/2010,4,85
12,2010,15/03/2010,25,85
12,2010,16/03/2010,8,83
12,2010,17/03/2010,22,77
12,2010,18/03/2010,28,81
12,2010,19/03/2010,2,97
12,2010,20/03/2010,10,93
13,2010,21/03/2010,4,99
13,2010,22/03/2010,11,99
13,2010,23/03/2010,16,85
13,2010,24/03/2010,24,93
13,2010,25/03/2010,12,95
13,2010,26/03/2010,16,79
13,2010,27/03/2010,6,93
14,2010,28/03/2010,8,89
14,2010,29/03/2010,22,93
14,2010,30/03/2010,28,104
14,2010,31/03/2010,34,116
14,2010,01/04/2010,18,126
14,2010,02/04/2010,2,132
14,2010,03/04/2010,26,118
15,2010,04/04/2010,4,138
15,2010,05/04/2010,26,134
15,2010,06/04/2010,10,138
15,2010,07/04/2010,18,120
15,2010,08/04/2010,16,104
15,2010,09/04/2010,8,102
15,2010,10/04/2010,18,108
16,2010,11/04/2010,6,100
16,2010,12/04/2010,23,102
16,2010,13/04/2010,10,99
16,2010,14/04/2010,16,99
16,2010,15/04/2010,8,97
16,2010,16/04/2010,14,89
16,2010,17/04/2010,20,95
17,2010,18/04/2010,8,97
17,2010,19/04/2010,14,99
17,2010,20/04/2010,19,90
17,2010,21/04/2010,6,99
17,2010,22/04/2010,14,89
17,2010,23/04/2010,40,95
17,2010,24/04/2010,16,121
18,2010,25/04/2010,6,117
18,2010,26/04/2010,14,115
18,2010,27/04/2010,19,115
18,2010,28/04/2010,10,115
18,2010,29/04/2010,29,119
18,2010,30/04/2010,23,134
18,2010,01/05/2010,20,117
19,2010,02/05/2010,10,121
19,2010,03/05/2010,18,125
19,2010,04/05/2010,26,129
19,2010,05/05/2010,22,136
19,2010,06/05/2010,8,148
19,2010,07/05/2010,12,127
19,2010,08/05/2010,4,116
20,2010,09/05/2010,2,100
20,2010,10/05/2010,8,92
20,2010,11/05/2010,1,82
20,2010,12/05/2010,20,57
20,2010,13/05/2010,21,55
20,2010,14/05/2010,30,68
20,2010,15/05/2010,4,86
21,2010,16/05/2010,6,86
21,2010,17/05/2010,24,90
21,2010,18/05/2010,10,106
21,2010,19/05/2010,8,115
21,2010,20/05/2010,7,103
21,2010,21/05/2010,10,89
21,2010,22/05/2010,11,69
22,2010,23/05/2010,4,76
22,2010,24/05/2010,23,74
22,2010,25/05/2010,16,73
22,2010,26/05/2010,21,79
22,2010,27/05/2010,20,92
22,2010,28/05/2010,17,105
22,2010,29/05/2010,12,112
23,2010,30/05/2010,18,113
23,2010,31/05/2010,22,127
23,2010,01/06/2010,20,126
23,2010,02/06/2010,30,130
23,2010,03/06/2010,10,139
23,2010,04/06/2010,28,129
23,2010,05/06/2010,18,140
24,2010,06/06/2010,4,146
24,2010,07/06/2010,38,132
24,2010,08/06/2010,16,148
24,2010,09/06/2010,28,144
24,2010,10/06/2010,16,142
24,2010,11/06/2010,22,148
24,2010,12/06/2010,16,142
25,2010,13/06/2010,18,140
25,2010,14/06/2010,34,154
25,2010,15/06/2010,14,150
25,2010,16/06/2010,42,148
25,2010,17/06/2010,24,162
25,2010,18/06/2010,23,170
25,2010,19/06/2010,14,171
26,2010,20/06/2010,8,169
26,2010,21/06/2010,32,159
26,2010,22/06/2010,16,157
26,2010,23/06/2010,38,159
26,2010,24/06/2010,30,155
26,2010,25/06/2010,12,161
26,2010,26/06/2010,14,150
27,2010,27/06/2010,18,150
27,2010,28/06/2010,22,160
27,2010,29/06/2010,40,150
27,2010,30/06/2010,30,174
27,2010,01/07/2010,47,166
27,2010,02/07/2010,6,183
27,2010,03/07/2010,12,177
28,2010,04/07/2010,24,175
28,2010,05/07/2010,52,181
28,2010,06/07/2010,34,211
28,2010,07/07/2010,35,205
28,2010,08/07/2010,21,210
28,2010,09/07/2010,46,184
28,2010,10/07/2010,12,224
29,2010,11/07/2010,20,224
29,2010,12/07/2010,47,220
29,2010,13/07/2010,55,215
29,2010,14/07/2010,49,236
29,2010,15/07/2010,34,250
29,2010,16/07/2010,40,263
29,2010,17/07/2010,20,257
30,2010,18/07/2010,16,265
30,2010,19/07/2010,56,261
30,2010,20/07/2010,58,270
30,2010,21/07/2010,49,273
30,2010,22/07/2010,26,273
30,2010,23/07/2010,41,265
30,2010,24/07/2010,18,266
31,2010,25/07/2010,16,264
31,2010,26/07/2010,155,264
31,2010,27/07/2010,81,363
31,2010,28/07/2010,45,386
31,2010,29/07/2010,46,382
31,2010,30/07/2010,42,402
31,2010,31/07/2010,22,403
32,2010,01/08/2010,28,407
32,2010,02/08/2010,47,419
32,2010,03/08/2010,41,311
32,2010,04/08/2010,36,271
32,2010,05/08/2010,26,262
32,2010,06/08/2010,53,242
32,2010,07/08/2010,28,253
33,2010,08/08/2010,15,259
33,2010,09/08/2010,59,246
33,2010,10/08/2010,34,258
33,2010,11/08/2010,78,251
33,2010,12/08/2010,51,293
33,2010,13/08/2010,53,318
33,2010,14/08/2010,24,318
34,2010,15/08/2010,24,314
34,2010,16/08/2010,18,323
34,2010,17/08/2010,47,282
34,2010,18/08/2010,45,295
34,2010,19/08/2010,73,262
34,2010,20/08/2010,35,284
34,2010,21/08/2010,10,266
35,2010,22/08/2010,15,252
35,2010,23/08/2010,63,243
35,2010,24/08/2010,22,288
35,2010,25/08/2010,70,263
35,2010,26/08/2010,48,288
35,2010,27/08/2010,30,263
35,2010,28/08/2010,26,258
36,2010,29/08/2010,10,274
36,2010,30/08/2010,37,269
36,2010,31/08/2010,61,243
36,2010,01/09/2010,44,282
36,2010,02/09/2010,38,256
36,2010,03/09/2010,35,246
36,2010,04/09/2010,9,251
37,2010,05/09/2010,12,234
37,2010,06/09/2010,47,236
37,2010,07/09/2010,24,246
37,2010,08/09/2010,69,209
37,2010,09/09/2010,41,234
37,2010,10/09/2010,98,237
37,2010,11/09/2010,21,300
38,2010,12/09/2010,19,312
38,2010,13/09/2010,35,319
38,2010,14/09/2010,44,307
38,2010,15/09/2010,48,327
38,2010,16/09/2010,39,306
38,2010,17/09/2010,25,304
38,2010,18/09/2010,12,231
39,2010,19/09/2010,17,222
39,2010,20/09/2010,25,220
39,2010,21/09/2010,34,210
39,2010,22/09/2010,30,200
39,2010,23/09/2010,19,182
39,2010,24/09/2010,36,162
39,2010,25/09/2010,12,173
40,2010,26/09/2010,6,173
40,2010,27/09/2010,37,162
40,2010,28/09/2010,33,174
40,2010,29/09/2010,32,173
40,2010,30/09/2010,83,175
40,2010,01/10/2010,13,239
40,2010,02/10/2010,8,216
41,2010,03/10/2010,29,212
41,2010,04/10/2010,38,235
41,2010,05/10/2010,16,236
41,2010,06/10/2010,24,219
41,2010,07/10/2010,28,211
41,2010,08/10/2010,30,156
41,2010,09/10/2010,17,173
42,2010,10/10/2010,13,182
42,2010,11/10/2010,26,166
42,2010,12/10/2010,18,154
42,2010,13/10/2010,52,156
42,2010,14/10/2010,28,184
42,2010,15/10/2010,43,184
42,2010,16/10/2010,9,197
43,2010,17/10/2010,10,189
43,2010,18/10/2010,32,186
43,2010,19/10/2010,28,192
43,2010,20/10/2010,29,202
43,2010,21/10/2010,46,179
43,2010,22/10/2010,22,197
43,2010,23/10/2010,22,176
44,2010,24/10/2010,19,189
44,2010,25/10/2010,32,198
44,2010,26/10/2010,40,198
44,2010,27/10/2010,26,210
44,2010,28/10/2010,17,207
44,2010,29/10/2010,23,178
44,2010,30/10/2010,9,179
45,2010,31/10/2010,13,166
45,2010,01/11/2010,37,160
45,2010,02/11/2010,9,165
45,2010,03/11/2010,34,134
45,2010,04/11/2010,14,142
45,2010,05/11/2010,39,139
45,2010,06/11/2010,20,155
46,2010,07/11/2010,17,166
46,2010,08/11/2010,53,170
46,2010,09/11/2010,29,186
46,2010,10/11/2010,47,206
46,2010,11/11/2010,41,219
46,2010,12/11/2010,20,246
46,2010,13/11/2010,23,227
47,2010,14/11/2010,30,230
47,2010,15/11/2010,24,243
47,2010,16/11/2010,59,214
47,2010,17/11/2010,47,244
47,2010,18/11/2010,66,244
47,2010,19/11/2010,54,269
47,2010,20/11/2010,34,303
48,2010,21/11/2010,10,314
48,2010,22/11/2010,45,294
48,2010,23/11/2010,54,315
48,2010,24/11/2010,72,310
48,2010,25/11/2010,38,335
48,2010,26/11/2010,65,307
48,2010,27/11/2010,43,318
49,2010,28/11/2010,21,327
49,2010,29/11/2010,63,338
49,2010,30/11/2010,82,356
49,2010,01/12/2010,116,384
49,2010,02/12/2010,69,428
49,2010,03/12/2010,104,459
49,2010,04/12/2010,54,498
50,2010,05/12/2010,52,509
50,2010,06/12/2010,101,540
50,2010,07/12/2010,63,578
50,2010,08/12/2010,114,559
50,2010,09/12/2010,80,557
50,2010,10/12/2010,161,568
50,2010,11/12/2010,64,625
51,2010,12/12/2010,42,635
51,2010,13/12/2010,94,625
51,2010,14/12/2010,91,618
51,2010,15/12/2010,153,646
51,2010,16/12/2010,79,685
51,2010,17/12/2010,92,684
51,2010,18/12/2010,76,615
52,2010,19/12/2010,42,627
52,2010,20/12/2010,109,627
52,2010,21/12/2010,105,642
52,2010,22/12/2010,63,656
52,2010,23/12/2010,87,566
52,2010,24/12/2010,56,574
52,2010,25/12/2010,42,538
53,2010,26/12/2010,39,504
53,2010,27/12/2010,111,501
53,2010,28/12/2010,124,503
53,2010,29/12/2010,133,522
53,2010,30/12/2010,61,592
53,2010,31/12/2010,56,566
1,2011,01/01/2011,69,566
2,2011,02/01/2011,46,593
2,2011,03/01/2011,110,600
2,2011,04/01/2011,70,599
2,2011,05/01/2011,87,545
2,2011,06/01/2011,68,499
2,2011,07/01/2011,172,506
2,2011,08/01/2011,65,622
3,2011,09/01/2011,57,618
3,2011,10/01/2011,80,629
3,2011,11/01/2011,79,599
3,2011,12/01/2011,149,608
3,2011,13/01/2011,148,670
3,2011,14/01/2011,119,750
3,2011,15/01/2011,87,697
4,2011,16/01/2011,65,719
4,2011,17/01/2011,113,727
4,2011,18/01/2011,118,760
4,2011,19/01/2011,104,799
4,2011,20/01/2011,96,754
4,2011,21/01/2011,147,702
4,2011,22/01/2011,53,730
5,2011,23/01/2011,57,696
5,2011,24/01/2011,91,688
5,2011,25/01/2011,88,666
5,2011,26/01/2011,130,636
5,2011,27/01/2011,107,662
5,2011,28/01/2011,153,673
5,2011,29/01/2011,60,679
6,2011,30/01/2011,61,686
6,2011,31/01/2011,119,690
6,2011,01/02/2011,105,718
6,2011,02/02/2011,105,735
6,2011,03/02/2011,91,710
6,2011,04/02/2011,151,694
6,2011,05/02/2011,81,692
7,2011,06/02/2011,33,713
7,2011,07/02/2011,115,685
7,2011,08/02/2011,81,681
7,2011,09/02/2011,153,657
7,2011,10/02/2011,127,705
7,2011,11/02/2011,126,741
7,2011,12/02/2011,42,716
8,2011,13/02/2011,30,677
8,2011,14/02/2011,139,674
8,2011,15/02/2011,137,698
8,2011,16/02/2011,204,754
8,2011,17/02/2011,166,805
8,2011,18/02/2011,188,844
8,2011,19/02/2011,156,906
9,2011,20/02/2011,44,1020
9,2011,21/02/2011,287,1034
9,2011,22/02/2011,193,1182
9,2011,23/02/2011,199,1238
9,2011,24/02/2011,216,1233
9,2011,25/02/2011,258,1283
9,2011,26/02/2011,129,1353
10,2011,27/02/2011,53,1326
10,2011,28/02/2011,176,1335
10,2011,01/03/2011,207,1224
10,2011,02/03/2011,202,1238
10,2011,03/03/2011,157,1241
10,2011,04/03/2011,153,1182
10,2011,05/03/2011,110,1077
11,2011,06/03/2011,106,1058
11,2011,07/03/2011,93,1111
11,2011,08/03/2011,94,1028
11,2011,09/03/2011,104,915
11,2011,10/03/2011,178,817
11,2011,11/03/2011,161,838
11,2011,12/03/2011,185,846
12,2011,13/03/2011,173,921
12,2011,14/03/2011,251,988
12,2011,15/03/2011,220,1146
12,2011,16/03/2011,287,1272
12,2011,17/03/2011,262,1455
12,2011,18/03/2011,236,1539
12,2011,19/03/2011,203,1614
13,2011,20/03/2011,206,1632
13,2011,21/03/2011,266,1665
13,2011,22/03/2011,296,1680
13,2011,23/03/2011,281,1756
13,2011,24/03/2011,255,1750
13,2011,25/03/2011,301,1743
13,2011,26/03/2011,252,1808
14,2011,27/03/2011,214,1857
14,2011,28/03/2011,326,1865
14,2011,29/03/2011,353,1925
14,2011,30/03/2011,350,1982
14,2011,31/03/2011,347,2051
14,2011,01/04/2011,377,2143
14,2011,02/04/2011,226,2219
15,2011,03/04/2011,245,2193
15,2011,04/04/2011,475,2224
15,2011,05/04/2011,478,2373
15,2011,06/04/2011,420,2498
15,2011,07/04/2011,524,2568
15,2011,08/04/2011,426,2745
15,2011,09/04/2011,378,2794
16,2011,10/04/2011,316,2946
16,2011,11/04/2011,491,3017
16,2011,12/04/2011,511,3033
16,2011,13/04/2011,312,3066
16,2011,14/04/2011,471,2958
16,2011,15/04/2011,356,2905
16,2011,16/04/2011,300,2835
17,2011,17/04/2011,303,2757
17,2011,18/04/2011,410,2744
17,2011,19/04/2011,425,2663
17,2011,20/04/2011,433,2577
17,2011,21/04/2011,293,2698
17,2011,22/04/2011,232,2520
17,2011,23/04/2011,263,2396
18,2011,24/04/2011,246,2359
18,2011,25/04/2011,409,2302
18,2011,26/04/2011,397,2301
18,2011,27/04/2011,351,2273
18,2011,28/04/2011,320,2191
18,2011,29/04/2011,309,2218
18,2011,30/04/2011,247,2295
19,2011,01/05/2011,215,2279
19,2011,02/05/2011,291,2248
19,2011,03/05/2011,344,2130
19,2011,04/05/2011,263,2077
19,2011,05/05/2011,259,1989
19,2011,06/05/2011,273,1928
19,2011,07/05/2011,189,1892
20,2011,08/05/2011,145,1834
20,2011,09/05/2011,269,1764
20,2011,10/05/2011,247,1742
20,2011,11/05/2011,327,1645
20,2011,12/05/2011,242,1709
20,2011,13/05/2011,253,1692
20,2011,14/05/2011,188,1672
21,2011,15/05/2011,159,1671
21,2011,16/05/2011,231,1685
21,2011,17/05/2011,266,1647
21,2011,18/05/2011,215,1666
21,2011,19/05/2011,239,1554
21,2011,20/05/2011,192,1551
21,2011,21/05/2011,149,1490
22,2011,22/05/2011,132,1451
22,2011,23/05/2011,219,1424
22,2011,24/05/2011,192,1412
22,2011,25/05/2011,175,1338
22,2011,26/05/2011,188,1298
22,2011,27/05/2011,145,1247
22,2011,28/05/2011,141,1200
23,2011,29/05/2011,113,1192
23,2011,30/05/2011,191,1173
23,2011,31/05/2011,144,1145
23,2011,01/06/2011,117,1097
23,2011,02/06/2011,125,1039
23,2011,03/06/2011,112,976
23,2011,04/06/2011,86,943
24,2011,05/06/2011,56,888
24,2011,06/06/2011,132,831
24,2011,07/06/2011,121,772
24,2011,08/06/2011,135,749
24,2011,09/06/2011,115,767
24,2011,10/06/2011,86,757
24,2011,11/06/2011,56,731
25,2011,12/06/2011,37,701
25,2011,13/06/2011,123,682
25,2011,14/06/2011,84,673
25,2011,15/06/2011,77,636
25,2011,16/06/2011,84,578
25,2011,17/06/2011,87,547
25,2011,18/06/2011,43,548
26,2011,19/06/2011,30,535
26,2011,20/06/2011,104,528
26,2011,21/06/2011,63,509
26,2011,22/06/2011,62,488
26,2011,23/06/2011,51,473
26,2011,24/06/2011,49,440
26,2011,25/06/2011,40,402
27,2011,26/06/2011,32,399
27,2011,27/06/2011,98,401
27,2011,28/06/2011,68,395
27,2011,29/06/2011,59,400
27,2011,30/06/2011,57,397
27,2011,01/07/2011,50,403
27,2011,02/07/2011,13,404
28,2011,03/07/2011,12,377
28,2011,04/07/2011,54,357
28,2011,05/07/2011,40,313
28,2011,06/07/2011,37,285
28,2011,07/07/2011,22,263
28,2011,08/07/2011,34,228
28,2011,09/07/2011,24,212
29,2011,10/07/2011,14,223
29,2011,11/07/2011,63,225
29,2011,12/07/2011,31,234
29,2011,13/07/2011,35,225
29,2011,14/07/2011,28,223
29,2011,15/07/2011,53,229
29,2011,16/07/2011,11,248
30,2011,17/07/2011,9,235
30,2011,18/07/2011,59,230
30,2011,19/07/2011,32,226
30,2011,20/07/2011,20,227
30,2011,21/07/2011,44,212
30,2011,22/07/2011,24,228
30,2011,23/07/2011,14,199
31,2011,24/07/2011,1,202
31,2011,25/07/2011,61,194
31,2011,26/07/2011,31,196
31,2011,27/07/2011,37,195
31,2011,28/07/2011,28,212
31,2011,29/07/2011,48,196
31,2011,30/07/2011,13,220
32,2011,31/07/2011,7,219
32,2011,01/08/2011,33,225
32,2011,02/08/2011,30,197
32,2011,03/08/2011,22,196
32,2011,04/08/2011,33,181
32,2011,05/08/2011,28,186
32,2011,06/08/2011,11,166
33,2011,07/08/2011,14,164
33,2011,08/08/2011,22,171
33,2011,09/08/2011,32,160
33,2011,10/08/2011,19,162
33,2011,11/08/2011,36,159
33,2011,12/08/2011,19,162
33,2011,13/08/2011,12,153
34,2011,14/08/2011,5,154
34,2011,15/08/2011,6,145
34,2011,16/08/2011,31,129
34,2011,17/08/2011,18,128
34,2011,18/08/2011,16,127
34,2011,19/08/2011,21,107
34,2011,20/08/2011,7,109
35,2011,21/08/2011,8,104
35,2011,22/08/2011,30,107
35,2011,23/08/2011,38,131
35,2011,24/08/2011,24,138
35,2011,25/08/2011,18,144
35,2011,26/08/2011,25,146
35,2011,27/08/2011,10,150
36,2011,28/08/2011,9,153
36,2011,29/08/2011,32,154
36,2011,30/08/2011,18,156
36,2011,31/08/2011,9,136
36,2011,01/09/2011,21,121
36,2011,02/09/2011,9,124
36,2011,03/09/2011,12,108
37,2011,04/09/2011,4,110
37,2011,05/09/2011,13,105
37,2011,06/09/2011,26,86
37,2011,07/09/2011,7,94
37,2011,08/09/2011,22,92
37,2011,09/09/2011,14,93
37,2011,10/09/2011,7,98
38,2011,11/09/2011,12,93
38,2011,12/09/2011,16,101
38,2011,13/09/2011,20,104
38,2011,14/09/2011,11,98
38,2011,15/09/2011,16,102
