Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,Semana,Ano
82397,25/03/2013,1200,2.4,,25.5,,,,,,13,2013
82397,26/03/2013,0,,31.8,,8.8,3.6,28.02,78.25,2.133333,13,2013
82397,26/03/2013,1200,5,,24.9,,,,,,13,2013
82397,27/03/2013,0,,31.7,,6.6,3,27.68,81.25,2.466667,13,2013
82397,27/03/2013,1200,6,,24.9,,,,,,13,2013
82397,28/03/2013,0,,31.6,,8.2,2.9,28.06,80,2.066667,13,2013
82397,28/03/2013,1200,3.6,,24.9,,,,,,13,2013
82397,29/03/2013,0,,32.2,,9.1,3.5,28.96,75,2.266667,13,2013
82397,29/03/2013,1200,0.1,,26.6,,,,,,13,2013
82397,30/03/2013,0,,32.2,,7.3,3.8,28.5,77,3.366667,13,2013
82397,30/03/2013,1200,0.7,,25.9,,,,,,13,2013
82397,31/03/2013,0,,32.6,,10,3.5,28.7,76.25,3.633333,14,2013
82397,31/03/2013,1200,4.8,,25.3,,,,,,14,2013
82397,01/04/2013,0,,32.6,,9.7,5.1,28.34,73.25,2.266667,14,2013
82397,01/04/2013,1200,0.1,,26.1,,,,,,14,2013
82397,02/04/2013,0,,30.9,,4.6,5.1,27.44,75.75,1.666667,14,2013
82397,02/04/2013,1200,0,,23.5,,,,,,14,2013
82397,03/04/2013,0,,31.8,,9.5,2.8,27.66,74.25,2.2,14,2013
82397,03/04/2013,1200,7.4,,23.4,,,,,,14,2013
82397,04/04/2013,0,,30.6,,2.3,3.8,27.06,88,1.233333,14,2013
82397,04/04/2013,1200,2,,24.9,,,,,,14,2013
82397,05/04/2013,0,,30.9,,7.4,1,26.98,79.75,2.066667,14,2013
82397,05/04/2013,1200,26.4,,23.6,,,,,,14,2013
82397,06/04/2013,0,,32,,9.9,2.3,28.38,77,2.6,14,2013
82397,06/04/2013,1200,0.3,,25.1,,,,,,14,2013
82397,07/04/2013,0,,31.8,,9.9,3.3,27.98,78,1.566667,15,2013
82397,07/04/2013,1200,0,,25.1,,,,,,15,2013
82397,08/04/2013,0,,29.9,,3.7,3.2,27.12,84.75,0.333333,15,2013
82397,08/04/2013,1200,0.8,,25.3,,,,,,15,2013
82397,09/04/2013,0,,31.8,,7.5,1.5,28.06,82,1.8,15,2013
82397,09/04/2013,1200,12.4,,24.3,,,,,,15,2013
82397,10/04/2013,0,,32,,5.5,2.7,28.3,80.75,1.966667,15,2013
82397,10/04/2013,1200,0.1,,25.1,,,,,,15,2013
82397,11/04/2013,0,,32.6,,9.9,3.3,28.56,75.25,3.233333,15,2013
82397,11/04/2013,1200,0,,25.2,,,,,,15,2013
82397,12/04/2013,0,,32.4,,9.6,4,28.58,73,2.333333,15,2013
82397,12/04/2013,1200,0,,25.3,,,,,,15,2013
82397,13/04/2013,0,,32.2,,9.7,4.3,28.36,76,2.3,15,2013
82397,13/04/2013,1200,0,,25,,,,,,15,2013
82397,14/04/2013,0,,32.4,,9.9,3.3,27.9,72.25,2.1,16,2013
82397,14/04/2013,1200,0,,24.1,,,,,,16,2013
82397,15/04/2013,0,,32.6,,8.4,4,28.6,75,2.633333,16,2013
82397,15/04/2013,1200,0,,24.9,,,,,,16,2013
82397,16/04/2013,0,,32.8,,9,4.2,29.1,73.75,2.466667,16,2013
82397,16/04/2013,1200,0,,25.9,,,,,,16,2013
82397,17/04/2013,0,,32.6,,7,4,28.62,76,1.466667,16,2013
82397,17/04/2013,1200,0,,25.2,,,,,,16,2013
82397,18/04/2013,0,,30.7,,1.1,3.7,27.64,83.5,1.2,16,2013
82397,18/04/2013,1200,10.8,,25.7,,,,,,16,2013
82397,19/04/2013,0,,32,,3.9,1.6,27.54,83.75,1.666667,16,2013
82397,19/04/2013,1200,5.6,,24.1,,,,,,16,2013
82397,20/04/2013,0,,31.6,,5.5,1.6,26.44,81.5,1.933333,16,2013
82397,20/04/2013,1200,32.1,,22.8,,,,,,16,2013
82397,21/04/2013,0,,31.6,,6.7,2.1,27.06,79,1.533333,17,2013
82397,21/04/2013,1200,0,,24.1,,,,,,17,2013
82397,22/04/2013,0,,31,,6.8,2,27.38,83.5,1.533333,17,2013
82397,22/04/2013,1200,7.8,,23.9,,,,,,17,2013
82397,23/04/2013,0,,30.4,,3.9,1.5,25.98,84.75,1.3,17,2013
82397,23/04/2013,1200,12.3,,23.1,,,,,,17,2013
82397,24/04/2013,0,,28.4,,1,1.7,25.66,90.25,1.666667,17,2013
82397,24/04/2013,1200,16.8,,22.9,,,,,,17,2013
82397,25/04/2013,0,,31.2,,8.4,1.3,26.98,86.25,1.966667,17,2013
82397,25/04/2013,1200,5.6,,23.9,,,,,,17,2013
82397,26/04/2013,0,,31.7,,9.3,2.3,27.76,79.5,2.566667,17,2013
82397,26/04/2013,1200,4.2,,24.3,,,,,,17,2013
82397,27/04/2013,0,,32,,9.9,3.2,27.96,78.5,2.4,17,2013
82397,27/04/2013,1200,2.4,,24.3,,,,,,17,2013
82397,28/04/2013,0,,30.8,,3.7,2.2,27.34,82,2.033333,18,2013
82397,28/04/2013,1200,2.1,,25.1,,,,,,18,2013
82397,29/04/2013,0,,31.5,,4.7,1.6,26.88,80.75,1.9,18,2013
82397,29/04/2013,1200,0.1,,24.1,,,,,,18,2013
82397,30/04/2013,0,,27.7,,0,1.2,25.72,91.25,2,18,2013
82397,30/04/2013,1200,5.3,,23.7,,,,,,18,2013
82397,01/05/2013,0,,31.2,,8.5,0.9,27.34,81.75,2.3,18,2013
82397,01/05/2013,1200,16,,24.3,,,,,,18,2013
82397,02/05/2013,0,,31.6,,10.1,1.5,27.14,80.75,2.733333,18,2013
82397,02/05/2013,1200,1.6,,24.5,,,,,,18,2013
82397,03/05/2013,0,,32.4,,9.7,1.5,28.3,70.5,3.033333,18,2013
82397,03/05/2013,1200,0,,24.9,,,,,,18,2013
82397,04/05/2013,0,,32,,9.2,1.9,28.34,74.25,2.933333,18,2013
82397,04/05/2013,1200,0,,24.5,,,,,,18,2013
82397,05/05/2013,0,,30.9,,0.8,2.4,27.88,77.75,1.733333,19,2013
82397,05/05/2013,1200,0,,25,,,,,,19,2013
82397,06/05/2013,0,,31.6,,9.2,2.8,27.4,76.75,2.6,19,2013
82397,06/05/2013,1200,1,,23.2,,,,,,19,2013
82397,07/05/2013,0,,32,,9.5,3,27.98,79,2.133333,19,2013
82397,07/05/2013,1200,0,,24.1,,,,,,19,2013
82397,08/05/2013,0,,32.4,,9.5,3.3,28.54,76.5,1.966667,19,2013
82397,08/05/2013,1200,0,,25.2,,,,,,19,2013
82397,09/05/2013,0,,31.6,,8.7,3.3,28.22,79,1.9,19,2013
82397,09/05/2013,1200,5.2,,24.9,,,,,,19,2013
82397,10/05/2013,0,,32.2,,8.9,2.9,28.02,74.5,2.633333,19,2013
82397,10/05/2013,1200,0,,25,,,,,,19,2013
82397,11/05/2013,0,,32.2,,9.5,4,27.62,73.5,2,19,2013
82397,11/05/2013,1200,0,,24.1,,,,,,19,2013
82397,12/05/2013,0,,31.8,,8.4,3.9,27.7,78.25,2.366667,20,2013
82397,12/05/2013,1200,2.1,,24.3,,,,,,20,2013
82397,13/05/2013,0,,32.2,,8.4,4,28.56,72.25,2.233333,20,2013
82397,13/05/2013,1200,0,,25.4,,,,,,20,2013
82397,14/05/2013,0,,29.5,,0.7,4.3,25.9,93.5,2.033333,20,2013
82397,14/05/2013,1200,3.8,,24.4,,,,,,20,2013
82397,15/05/2013,0,,31,,7.2,1.1,26.76,79,2.733333,20,2013
82397,15/05/2013,1200,32.3,,23.2,,,,,,20,2013
82397,16/05/2013,0,,31.8,,9.8,3.1,27.62,79.5,2.066667,20,2013
82397,16/05/2013,1200,0,,24.3,,,,,,20,2013
82397,17/05/2013,0,,31.9,,9.3,2.9,27.88,80,1.866667,20,2013
82397,17/05/2013,1200,0.2,,24.9,,,,,,20,2013
82397,18/05/2013,0,,29.8,,4.1,1.5,27,87.75,1.733333,20,2013
82397,18/05/2013,1200,2.3,,24.8,,,,,,20,2013
82397,19/05/2013,0,,30.2,,2.4,0.6,26.44,86.5,2.133333,21,2013
82397,19/05/2013,1200,27.6,,23.6,,,,,,21,2013
82397,20/05/2013,0,,32.3,,5.9,0.7,27.02,82.5,1.2,21,2013
82397,20/05/2013,1200,14.8,,22.8,,,,,,21,2013
82397,21/05/2013,0,,29.1,,1.6,1.5,26.38,88.75,5.066667,21,2013
82397,21/05/2013,1200,1.5,,24.4,,,,,,21,2013
82397,22/05/2013,0,,30.8,,3.8,0.6,26.88,85.5,1.3,21,2013
82397,22/05/2013,1200,10,,24.6,,,,,,21,2013
82397,23/05/2013,0,,29.8,,2.7,0.7,25.98,88.75,1.7,21,2013
82397,23/05/2013,1200,14.1,,23.9,,,,,,21,2013
82397,24/05/2013,0,,31.2,,8.4,0.8,27.18,84.25,2.366667,21,2013
82397,24/05/2013,1200,5.2,,24.1,,,,,,21,2013
82397,25/05/2013,0,,31.6,,9.3,1.9,27.82,82.5,2.933333,21,2013
82397,25/05/2013,1200,0.1,,24.5,,,,,,21,2013
82397,26/05/2013,0,,31.2,,9.5,2.7,27.54,78.25,2.766667,22,2013
82397,26/05/2013,1200,3.8,,24.5,,,,,,22,2013
82397,27/05/2013,0,,31,,6.6,3.8,27.3,74,3.6,22,2013
82397,27/05/2013,1200,0,,23.9,,,,,,22,2013
82397,28/05/2013,0,,31.6,,9.7,3.8,27.68,74.5,3.4,22,2013
82397,28/05/2013,1200,0,,24.4,,,,,,22,2013
82397,29/05/2013,0,,30.9,,9.8,3,26.8,81.25,2.033333,22,2013
82397,29/05/2013,1200,2.7,,24.1,,,,,,22,2013
82397,30/05/2013,0,,31.3,,9.7,1.4,27.46,73.75,3.966667,22,2013
82397,30/05/2013,1200,0,,23.3,,,,,,22,2013
82397,31/05/2013,0,,31.2,,9.7,1.7,27.46,76.5,2.866667,22,2013
82397,31/05/2013,1200,0,,23.7,,,,,,22,2013
82397,01/06/2013,0,,32.4,,9.7,3,26.8,73,1.8,22,2013
82397,01/06/2013,1200,0,,23.8,,,,,,22,2013
82397,02/06/2013,0,,31,,7.9,2.6,26.82,83.25,1.8,23,2013
82397,02/06/2013,1200,0,,23.3,,,,,,23,2013
82397,03/06/2013,0,,31.6,,9.6,2.4,27.18,78.75,1.833333,23,2013
82397,03/06/2013,1200,5,,23.3,,,,,,23,2013
82397,04/06/2013,0,,30.9,,8.9,3,27.4,80.5,2.133333,23,2013
82397,04/06/2013,1200,0,,23.9,,,,,,23,2013
82397,05/06/2013,0,,29.7,,4,2.8,25.34,87.5,0.9,23,2013
82397,05/06/2013,1200,23.8,,23.1,,,,,,23,2013
82397,06/06/2013,0,,30,,6.8,1.1,25.92,85.75,2.8,23,2013
82397,06/06/2013,1200,3.8,,23.2,,,,,,23,2013
82397,07/06/2013,0,,30.8,,8.7,1.2,26.26,78.75,2.366667,23,2013
82397,07/06/2013,1200,8.8,,22.7,,,,,,23,2013
82397,08/06/2013,0,,31.4,,9.7,1,26.42,76.25,2.2,23,2013
82397,08/06/2013,1200,0,,22.5,,,,,,23,2013
82397,09/06/2013,0,,29.6,,0.6,2.1,26.06,83,2.233333,24,2013
82397,09/06/2013,1200,0,,23.7,,,,,,24,2013
82397,10/06/2013,0,,31,,9.3,1.2,26.72,73.5,2.2,24,2013
82397,10/06/2013,1200,0.3,,23.3,,,,,,24,2013
82397,11/06/2013,0,,30.2,,2.3,1.2,26.5,83.5,2.3,24,2013
82397,11/06/2013,1200,9.8,,24.9,,,,,,24,2013
82397,12/06/2013,0,,30.8,,9,1.7,26.82,76.25,2.733333,24,2013
82397,12/06/2013,1200,0,,23.3,,,,,,24,2013
82397,13/06/2013,0,,30.8,,9.5,1.1,26.74,82.25,2.433333,24,2013
82397,13/06/2013,1200,8.5,,23.5,,,,,,24,2013
82397,14/06/2013,0,,29.4,,2.6,2.2,25.86,87.5,1.7,24,2013
82397,14/06/2013,1200,12.8,,23.1,,,,,,24,2013
82397,15/06/2013,0,,30.6,,9.5,0.2,26.56,82.25,2.3,24,2013
82397,15/06/2013,1200,0.8,,23.6,,,,,,24,2013
82397,16/06/2013,0,,30.6,,9.4,1.3,26.98,81.75,2.333333,25,2013
82397,16/06/2013,1200,0,,23.8,,,,,,25,2013
82397,17/06/2013,0,,30.4,,7.8,3.1,26.68,81.75,2.033333,25,2013
82397,17/06/2013,1200,10.2,,23.9,,,,,,25,2013
82397,18/06/2013,0,,30.8,,9.7,2.6,26.78,82.25,1.966667,25,2013
82397,18/06/2013,1200,1,,23.9,,,,,,25,2013
82397,19/06/2013,0,,30.9,,8.7,2.6,27.08,78.25,2.833333,25,2013
82397,19/06/2013,1200,1,,23.8,,,,,,25,2013
82397,20/06/2013,0,,31,,9.9,4.4,26.9,78.25,2.6,25,2013
82397,20/06/2013,1200,0,,23.9,,,,,,25,2013
82397,21/06/2013,0,,28.6,,2.4,4,24.98,87.5,1.566667,25,2013
82397,21/06/2013,1200,12,,22.1,,,,,,25,2013
82397,22/06/2013,0,,30.7,,4,1.4,25.98,81.25,1.633333,25,2013
82397,22/06/2013,1200,12.4,,23,,,,,,25,2013
82397,23/06/2013,0,,30.9,,9,2.4,27.08,77,1.866667,26,2013
82397,23/06/2013,1200,0.5,,22.9,,,,,,26,2013
82397,24/06/2013,0,,29.1,,0.6,2.2,25.3,85.25,1.633333,26,2013
82397,24/06/2013,1200,58.1,,22.7,,,,,,26,2013
82397,25/06/2013,0,,31.3,,4.4,2.4,26.74,78.5,2.1,26,2013
82397,25/06/2013,1200,0.2,,23.9,,,,,,26,2013
82397,26/06/2013,0,,30.6,,8.9,2.7,27.1,78,2.466667,26,2013
82397,26/06/2013,1200,0,,24.3,,,,,,26,2013
82397,27/06/2013,0,,31.4,,9.6,3.6,27.9,74.75,2.466667,26,2013
82397,27/06/2013,1200,0,,25.1,,,,,,26,2013
82397,28/06/2013,0,,30.6,,7.9,3.7,27.1,81.5,2.133333,26,2013
82397,28/06/2013,1200,1.6,,25,,,,,,26,2013
82397,29/06/2013,0,,28.9,,2.8,3,25.46,92.5,1.666667,26,2013
82397,29/06/2013,1200,1.3,,23.6,,,,,,26,2013
82397,30/06/2013,0,,29,,4.6,0.7,25.42,89.5,1.066667,27,2013
82397,30/06/2013,1200,46,,22.9,,,,,,27,2013
82397,01/07/2013,0,,31.6,,9.9,2.3,26.26,75.25,1.866667,27,2013
82397,01/07/2013,1200,2,,23.3,,,,,,27,2013
82397,02/07/2013,0,,31.3,,6,3.7,26.96,78,2.666667,27,2013
82397,02/07/2013,1200,0,,23.1,,,,,,27,2013
82397,03/07/2013,0,,29.7,,4.7,3.1,24.84,87.25,2,27,2013
82397,03/07/2013,1200,14.2,,23,,,,,,27,2013
82397,04/07/2013,0,,30.2,,5.3,2.7,25.3,84.5,2.466667,27,2013
82397,04/07/2013,1200,0.8,,21.9,,,,,,27,2013
82397,05/07/2013,0,,30.8,,9.4,1.7,26.36,75,1.5,27,2013
82397,05/07/2013,1200,0,,23.4,,,,,,27,2013
82397,06/07/2013,0,,29.4,,5.5,3.6,26.36,79.25,2.3,27,2013
82397,06/07/2013,1200,14.4,,23.6,,,,,,27,2013
82397,07/07/2013,0,,30.8,,9.1,2.7,26.92,75,2.866667,28,2013
82397,07/07/2013,1200,0.6,,23.6,,,,,,28,2013
82397,08/07/2013,0,,30.2,,5.5,3.6,26.66,78,2.933333,28,2013
82397,08/07/2013,1200,0,,23.3,,,,,,28,2013
82397,09/07/2013,0,,30.2,,7,2.7,26.32,80.25,1.366667,28,2013
82397,09/07/2013,1200,0,,23,,,,,,28,2013
82397,10/07/2013,0,,32,,8.1,2.3,26.56,75.25,2.3,28,2013
82397,10/07/2013,1200,5.8,,23.6,,,,,,28,2013
82397,11/07/2013,0,,30.8,,7.9,3,26.34,72.5,3.566667,28,2013
82397,11/07/2013,1200,0,,21.9,,,,,,28,2013
82397,12/07/2013,0,,29.6,,5.7,4.3,25.74,78.25,2.3,28,2013
82397,12/07/2013,1200,8.4,,22.7,,,,,,28,2013
82397,13/07/2013,0,,30.1,,9.6,2.8,25.82,79.5,1.866667,28,2013
82397,13/07/2013,1200,0.4,,21.5,,,,,,28,2013
82397,14/07/2013,0,,30.2,,8.4,3,26.58,79.25,2.733333,29,2013
82397,14/07/2013,1200,1.2,,23.5,,,,,,29,2013
82397,15/07/2013,0,,30.1,,8.2,3.4,25.7,80,2.633333,29,2013
82397,15/07/2013,1200,13.8,,22.7,,,,,,29,2013
82397,16/07/2013,0,,30,,9.1,3.2,26.14,82.5,1.733333,29,2013
82397,16/07/2013,1200,0.8,,22.7,,,,,,29,2013
82397,17/07/2013,0,,30.7,,9.4,2.4,26.56,79.5,2.633333,29,2013
82397,17/07/2013,1200,0.4,,23,,,,,,29,2013
82397,18/07/2013,0,,30.2,,9.3,3.9,27.3,76.5,3.3,29,2013
82397,18/07/2013,1200,0,,24.9,,,,,,29,2013
82397,19/07/2013,0,,29.7,,6.9,3.7,25.88,81.75,3.3,29,2013
82397,19/07/2013,1200,9.2,,23.3,,,,,,29,2013
82397,20/07/2013,0,,30.8,,9.8,3,26.34,78.5,1.9,29,2013
82397,20/07/2013,1200,0.2,,22.9,,,,,,29,2013
82397,21/07/2013,0,,30.8,,9.9,3.3,26.46,80.25,1.8,30,2013
82397,21/07/2013,1200,0,,23.1,,,,,,30,2013
82397,22/07/2013,0,,29.6,,1.1,3.1,25.54,87.25,1.3,30,2013
82397,22/07/2013,1200,1.6,,23.9,,,,,,30,2013
82397,23/07/2013,0,,31.9,,9.9,2.1,26.72,76.5,2.933333,30,2013
82397,23/07/2013,1200,0,,22.3,,,,,,30,2013
82397,24/07/2013,0,,30,,0.4,5,26.78,79.75,2.733333,30,2013
82397,24/07/2013,1200,0,,23.3,,,,,,30,2013
82397,25/07/2013,0,,30.7,,9.8,3.6,27.3,78.5,3.566667,30,2013
82397,25/07/2013,1200,0,,25,,,,,,30,2013
82397,26/07/2013,0,,30.2,,7.6,3.4,26.58,81.5,2.133333,30,2013
82397,26/07/2013,1200,4.8,,23.5,,,,,,30,2013
82397,27/07/2013,0,,30.5,,9.9,2.9,26.5,75.5,2.733333,30,2013
82397,27/07/2013,1200,6.6,,23.1,,,,,,30,2013
82397,28/07/2013,0,,31.7,,9.8,4.1,26.08,76.25,2.2,31,2013
82397,28/07/2013,1200,0,,23.1,,,,,,31,2013
82397,29/07/2013,0,,30.8,,9.9,4.2,26.28,73.5,2.633333,31,2013
82397,29/07/2013,1200,0,,22.4,,,,,,31,2013
82397,30/07/2013,0,,31.2,,9.8,5.1,25.98,71.5,1.9,31,2013
82397,30/07/2013,1200,1.8,,23.5,,,,,,31,2013
82397,31/07/2013,0,,31.7,,9.7,4.6,26.82,70,2.2,31,2013
82397,31/07/2013,1200,0,,22.8,,,,,,31,2013
82397,01/08/2013,0,,31.5,,9.8,5.3,27.04,70.25,4.066667,31,2013
82397,01/08/2013,1200,0,,23.1,,,,,,31,2013
82397,02/08/2013,0,,31.8,,9.8,5.2,26.8,73.5,3.066667,31,2013
82397,02/08/2013,1200,0,,22.8,,,,,,31,2013
82397,03/08/2013,0,,31.4,,10,5.5,26.4,72.75,3.733333,31,2013
82397,03/08/2013,1200,0,,22.3,,,,,,31,2013
82397,04/08/2013,0,,29.9,,9.4,5.2,26.4,73.25,3.433333,32,2013
82397,04/08/2013,1200,0,,23.3,,,,,,32,2013
82397,05/08/2013,0,,30.4,,8.8,4.5,26.78,77.5,3.666667,32,2013
82397,05/08/2013,1200,0,,23.1,,,,,,32,2013
82397,06/08/2013,0,,30.7,,9.8,4.1,27,73.5,3.466667,32,2013
82397,06/08/2013,1200,0,,24,,,,,,32,2013
82397,07/08/2013,0,,30.2,,9.6,5.7,26.82,68.25,4.166667,32,2013
82397,07/08/2013,1200,0,,23.9,,,,,,32,2013
82397,08/08/2013,0,,31.4,,10,5.1,27.02,65.5,3.133333,32,2013
82397,08/08/2013,1200,0,,22.5,,,,,,32,2013
82397,09/08/2013,0,,31.5,,9.7,5.6,26.94,73.5,4.133333,32,2013
82397,09/08/2013,1200,0,,23.4,,,,,,32,2013
82397,10/08/2013,0,,31.2,,10.1,5.2,27.38,72.5,3.733333,32,2013
82397,10/08/2013,1200,0,,24.5,,,,,,32,2013
82397,11/08/2013,0,,31.9,,10,4.4,27.1,68.75,3.433333,33,2013
82397,11/08/2013,1200,4,,23.5,,,,,,33,2013
82397,12/08/2013,0,,30.2,,10.2,4.4,,,3.55,33,2013
82397,12/08/2013,1200,0,,23.5,,,,,,33,2013
82397,13/08/2013,0,,31.2,,9.8,4.4,,,4.5,33,2013
82397,13/08/2013,1200,0,,23.9,,,,,,33,2013
82397,14/08/2013,0,,31.8,,10.1,4.6,27.54,75.25,3.933333,33,2013
82397,14/08/2013,1200,0,,24.1,,,,,,33,2013
82397,15/08/2013,0,,30.4,,8.6,3.8,26.86,73.75,3.833333,33,2013
82397,15/08/2013,1200,5,,23.7,,,,,,33,2013
82397,16/08/2013,0,,30.8,,9.5,4.5,26.88,74.25,4.333333,33,2013
82397,16/08/2013,1200,0.7,,23.5,,,,,,33,2013
82397,17/08/2013,0,,30.6,,9.9,5.5,27.02,73.25,3.7,33,2013
82397,17/08/2013,1200,0,,24.5,,,,,,33,2013
82397,18/08/2013,0,,31,,8,4.3,26.92,80.25,3.2,34,2013
82397,18/08/2013,1200,1.7,,24.2,,,,,,34,2013
82397,19/08/2013,0,,31.4,,10.3,4.5,26.94,74.25,3.8,34,2013
82397,19/08/2013,1200,0,,23.7,,,,,,34,2013
82397,20/08/2013,0,,31.4,,10.2,4.6,27.24,70.25,4.466667,34,2013
82397,20/08/2013,1200,0,,23.8,,,,,,34,2013
82397,21/08/2013,0,,31.5,,10.1,5.4,27.12,68.25,3.966667,34,2013
82397,21/08/2013,1200,0,,23.6,,,,,,34,2013
82397,22/08/2013,0,,31.4,,9.9,4.9,27.46,71,3.8,34,2013
82397,22/08/2013,1200,0,,23.7,,,,,,34,2013
82397,23/08/2013,0,,31.7,,9.9,6.7,27.42,72.25,3.566667,34,2013
82397,23/08/2013,1200,0,,24.8,,,,,,34,2013
82397,24/08/2013,0,,32.4,,8.7,5.2,27.66,69,3.833333,34,2013
82397,24/08/2013,1200,0,,24.7,,,,,,34,2013
82397,25/08/2013,0,,32.3,,9.3,5.4,27.22,70.75,3,35,2013
82397,25/08/2013,1200,0,,22.8,,,,,,35,2013
82397,26/08/2013,0,,32.8,,5.4,4.5,27.42,70.75,3.133333,35,2013
82397,26/08/2013,1200,0,,23.7,,,,,,35,2013
82397,27/08/2013,0,,31.8,,8.6,5.8,27.14,77.25,2.7,35,2013
82397,27/08/2013,1200,0,,23.3,,,,,,35,2013
82397,28/08/2013,0,,30.9,,3.7,4.4,27.32,74.5,3,35,2013
82397,28/08/2013,1200,0,,24.5,,,,,,35,2013
82397,29/08/2013,0,,30.2,,5.1,4,26.72,83,4.3,35,2013
82397,29/08/2013,1200,1.8,,24.6,,,,,,35,2013
82397,30/08/2013,0,,32.2,,7.2,3.2,27.16,78.75,3.233333,35,2013
82397,30/08/2013,1200,0.3,,25.1,,,,,,35,2013
82397,31/08/2013,0,,32.6,,9.5,5,27.82,74.25,3.933333,35,2013
82397,31/08/2013,1200,0,,24.3,,,,,,35,2013
82397,01/09/2013,0,,32.8,,10.1,5.2,27.4,72.75,3.566667,36,2013
82397,01/09/2013,1200,0,,23.8,,,,,,36,2013
82397,02/09/2013,0,,30.9,,9.8,5.8,26.82,72.25,3.166667,36,2013
82397,02/09/2013,1200,0,,23.2,,,,,,36,2013
82397,03/09/2013,0,,31.4,,9.9,5,27.04,77.75,3.066667,36,2013
82397,03/09/2013,1200,0,,24,,,,,,36,2013
82397,04/09/2013,0,,30.4,,8,4.1,26.58,80,3.966667,36,2013
82397,04/09/2013,1200,6.4,,23.5,,,,,,36,2013
82397,05/09/2013,0,,30.4,,5.1,4.3,26.42,82,3.933333,36,2013
82397,05/09/2013,1200,1.4,,24.4,,,,,,36,2013
82397,06/09/2013,0,,31.2,,9.8,4.2,27.26,76,3.733333,36,2013
82397,06/09/2013,1200,0,,23.7,,,,,,36,2013
82397,07/09/2013,0,,30.9,,10,5.1,27.02,74,3.2,36,2013
82397,07/09/2013,1200,0,,23.6,,,,,,36,2013
82397,08/09/2013,0,,31.2,,9.8,5.6,27.5,72.75,4.433333,37,2013
82397,08/09/2013,1200,0,,24.9,,,,,,37,2013
82397,09/09/2013,0,,32.2,,8.8,6.6,27.64,74.25,3.1,37,2013
82397,09/09/2013,1200,0,,24.6,,,,,,37,2013
82397,10/09/2013,0,,32.4,,9.1,6.3,27.78,77.25,3.8,37,2013
82397,10/09/2013,1200,0,,25.5,,,,,,37,2013
82397,11/09/2013,0,,31.8,,10.4,6,27.3,67.25,4.066667,37,2013
82397,11/09/2013,1200,0,,23.7,,,,,,37,2013
82397,12/09/2013,0,,31,,9.8,6.6,26.74,71.75,4.1,37,2013
82397,12/09/2013,1200,0,,22.7,,,,,,37,2013
82397,13/09/2013,0,,31.4,,10.1,5.4,27.24,78.5,3.966667,37,2013
82397,13/09/2013,1200,0,,24.6,,,,,,37,2013
82397,14/09/2013,0,,31.2,,10.1,6.1,27.9,74.25,4.966667,37,2013
82397,14/09/2013,1200,0,,25.3,,,,,,37,2013
82397,15/09/2013,0,,31.3,,9.4,5.6,27.56,77,4.433333,38,2013
82397,15/09/2013,1200,0,,25.1,,,,,,38,2013
82397,16/09/2013,0,,31.7,,10.2,5.2,27.12,77.25,4.2,38,2013
82397,16/09/2013,1200,0,,24,,,,,,38,2013
82397,17/09/2013,0,,31.6,,9.6,6.1,27.38,74.25,4.166667,38,2013
82397,17/09/2013,1200,0,,24.3,,,,,,38,2013
82397,18/09/2013,0,,32.4,,9.5,5,27.82,71.5,4.033333,38,2013
82397,18/09/2013,1200,0,,24.1,,,,,,38,2013
82397,19/09/2013,0,,31.8,,10.2,6.6,27.64,69.5,4.366667,38,2013
82397,19/09/2013,1200,0,,24,,,,,,38,2013
82397,20/09/2013,0,,33.3,,10.2,6.6,27.32,68.5,3.833333,38,2013
82397,20/09/2013,1200,0,,23.1,,,,,,38,2013
82397,21/09/2013,0,,33,,9.2,6.5,27.24,72.75,3.2,38,2013
82397,21/09/2013,1200,0,,22.8,,,,,,38,2013
82397,22/09/2013,0,,31.8,,9.4,6.2,27.38,73.25,4.4,39,2013
82397,22/09/2013,1200,0.5,,24.5,,,,,,39,2013
82397,23/09/2013,0,,30.9,,8.8,5.6,27.08,76.5,3.6,39,2013
82397,23/09/2013,1200,1,,23.9,,,,,,39,2013
82397,24/09/2013,0,,31.2,,9.9,4.8,26.9,77.75,3.2,39,2013
82397,24/09/2013,1200,0,,23.3,,,,,,39,2013
82397,25/09/2013,0,,30.8,,9,4.6,27.24,76,2.733333,39,2013
82397,25/09/2013,1200,0,,24.3,,,,,,39,2013
82397,26/09/2013,0,,31.7,,10.1,4.5,27.12,76,3.433333,39,2013
82397,26/09/2013,1200,0,,23.1,,,,,,39,2013
82397,27/09/2013,0,,31.5,,9.2,3.2,27.38,76.75,3.033333,39,2013
82397,27/09/2013,1200,1.2,,24.6,,,,,,39,2013
82397,28/09/2013,0,,31.9,,9.4,4,27.56,70,3.6,39,2013
82397,28/09/2013,1200,0,,24.3,,,,,,39,2013
82397,29/09/2013,0,,31.8,,10.2,5.4,27.8,66.75,5.3,40,2013
82397,29/09/2013,1200,0,,25.2,,,,,,40,2013
82397,30/09/2013,0,,31.8,,10.3,6.1,27.74,72.75,3.866667,40,2013
82397,30/09/2013,1200,0,,25.3,,,,,,40,2013
82397,01/10/2013,0,,31.6,,9.6,6.3,26.88,76.5,3.3,40,2013
