semana,ano,cidade,infectados
2,2013,Caucaia,1
3,2013,Caucaia,0
4,2013,Caucaia,1
5,2013,Caucaia,0
6,2013,Caucaia,0
7,2013,Caucaia,0
8,2013,Caucaia,3
9,2013,Caucaia,1
10,2013,Caucaia,3
11,2013,Caucaia,1
12,2013,Caucaia,7
13,2013,Caucaia,4
14,2013,Caucaia,5
15,2013,Caucaia,6
16,2013,Caucaia,8
17,2013,Caucaia,7
18,2013,Caucaia,14
19,2013,Caucaia,35
20,2013,Caucaia,56
21,2013,Caucaia,63
22,2013,Caucaia,27
23,2013,Caucaia,35
24,2013,Caucaia,73
25,2013,Caucaia,55
26,2013,Caucaia,36
27,2013,Caucaia,42
28,2013,Caucaia,66
29,2013,Caucaia,36
30,2013,Caucaia,25
31,2013,Caucaia,12
32,2013,Caucaia,16
33,2013,Caucaia,20
34,2013,Caucaia,18
35,2013,Caucaia,2
36,2013,Caucaia,5
37,2013,Caucaia,2
38,2013,Caucaia,3
39,2013,Caucaia,1
40,2013,Caucaia,1
41,2013,Caucaia,1
42,2013,Caucaia,1
43,2013,Caucaia,0
44,2013,Caucaia,0
45,2013,Caucaia,3
46,2013,Caucaia,5
47,2013,Caucaia,4
48,2013,Caucaia,1
49,2013,Caucaia,1
50,2013,Caucaia,0
51,2013,Caucaia,2
52,2013,Caucaia,1
1,2014,Caucaia,8
2,2014,Caucaia,6
3,2014,Caucaia,4
4,2014,Caucaia,11
5,2014,Caucaia,1
6,2014,Caucaia,2
7,2014,Caucaia,5
8,2014,Caucaia,2
9,2014,Caucaia,0
10,2014,Caucaia,6
11,2014,Caucaia,7
12,2014,Caucaia,4
13,2014,Caucaia,7
14,2014,Caucaia,5
15,2014,Caucaia,8
16,2014,Caucaia,6
17,2014,Caucaia,4
18,2014,Caucaia,13
19,2014,Caucaia,8
20,2014,Caucaia,7
21,2014,Caucaia,15
22,2014,Caucaia,16
23,2014,Caucaia,33
24,2014,Caucaia,25
25,2014,Caucaia,17
26,2014,Caucaia,8
27,2014,Caucaia,21
28,2014,Caucaia,25
29,2014,Caucaia,14
30,2014,Caucaia,5
31,2014,Caucaia,10
32,2014,Caucaia,20
33,2014,Caucaia,24
34,2014,Caucaia,21
35,2014,Caucaia,19
36,2014,Caucaia,17
37,2014,Caucaia,10
38,2014,Caucaia,3
