Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Semana,Ano
01/05/2010,1200,1.7,,24,,,,,,18,2010
02/05/2010,0,,32.8,,5.8,3,26.92,86.25,0.833333,19,2010
02/05/2010,1200,0,,24.5,,,,,,19,2010
03/05/2010,0,,30.7,,2,2.6,26.02,86.75,1.166667,19,2010
03/05/2010,1200,0.4,,23,,,,,,19,2010
04/05/2010,0,,34.3,,10.6,1.5,27.62,72,1.333333,19,2010
04/05/2010,1200,3.7,,23,,,,,,19,2010
05/05/2010,0,,31.6,,3.4,5.9,26.04,83.25,0.4,19,2010
05/05/2010,1200,0,,23,,,,,,19,2010
06/05/2010,0,,33.8,,8.2,1.4,26.58,81.25,0.366667,19,2010
06/05/2010,1200,1.9,,22.2,,,,,,19,2010
07/05/2010,0,,33.6,,9,2.6,27.56,71.75,1.8,19,2010
07/05/2010,1200,4.6,,23,,,,,,19,2010
08/05/2010,0,,33.8,,8.8,3.5,27.16,80.25,0.366667,19,2010
08/05/2010,1200,13.3,,22.9,,,,,,19,2010
09/05/2010,0,,34.2,,10.4,3.8,27.32,67.25,1.333333,20,2010
09/05/2010,1200,0,,22,,,,,,20,2010
10/05/2010,0,,34,,8.8,4.4,27.32,68.5,1.333333,20,2010
10/05/2010,1200,0,,22.6,,,,,,20,2010
11/05/2010,0,,33.9,,9.3,5.1,27.5,71.25,1.2,20,2010
11/05/2010,1200,0,,23.2,,,,,,20,2010
12/05/2010,0,,34.7,,7.9,4.4,27.42,69.75,1.166667,20,2010
12/05/2010,1200,0,,22,,,,,,20,2010
13/05/2010,0,,33.8,,5.2,4.6,27.34,80.75,1,20,2010
13/05/2010,1200,0,,23.9,,,,,,20,2010
14/05/2010,0,,34,,8.5,2.5,27.8,64.5,2.166667,20,2010
14/05/2010,1200,1.3,,23.6,,,,,,20,2010
15/05/2010,0,,35,,9.7,5.2,27.8,60,2.833333,20,2010
15/05/2010,1200,0,,21,,,,,,20,2010
16/05/2010,0,,36.3,,9.8,7.9,27.74,61.75,1,21,2010
16/05/2010,1200,0,,22.3,,,,,,21,2010
17/05/2010,0,,35.5,,10.6,9.6,27.34,64,2.333333,21,2010
17/05/2010,1200,0,,20,,,,,,21,2010
18/05/2010,0,,36.5,,10.1,7.5,28.26,60.75,1.333333,21,2010
18/05/2010,1200,0,,21.2,,,,,,21,2010
19/05/2010,0,,35.7,,7.7,9.1,28.5,60.25,2.333333,21,2010
19/05/2010,1200,0,,22.4,,,,,,21,2010
20/05/2010,0,,36.5,,8.9,8.4,28.5,61.75,1.933333,21,2010
20/05/2010,1200,0,,22.6,,,,,,21,2010
21/05/2010,0,,36.3,,8,6.7,28.38,61.5,2.4,21,2010
21/05/2010,1200,0,,23,,,,,,21,2010
22/05/2010,0,,35.7,,10.1,6.7,28.14,68.5,1.033333,21,2010
22/05/2010,1200,0,,23.2,,,,,,21,2010
23/05/2010,0,,36.9,,8,7.2,28.02,65.75,1.666667,22,2010
23/05/2010,1200,0,,23,,,,,,22,2010
24/05/2010,0,,35.3,,9.5,5.4,28.22,68.5,1.233333,22,2010
24/05/2010,1200,13.9,,23,,,,,,22,2010
25/05/2010,0,,36.7,,10.1,6.9,29.18,57.5,2,22,2010
25/05/2010,1200,0,,24,,,,,,22,2010
26/05/2010,0,,34.4,,5.2,9.6,27.84,69.25,3.666667,22,2010
26/05/2010,1200,0,,22.2,,,,,,22,2010
27/05/2010,0,,35.3,,7.7,5.9,28.62,63.75,2.066667,22,2010
27/05/2010,1200,0,,23.7,,,,,,22,2010
28/05/2010,0,,36.9,,8.4,8.1,28.74,57.5,1.666667,22,2010
28/05/2010,1200,0,,23.2,,,,,,22,2010
29/05/2010,0,,36.9,,9.1,8.4,28.66,58.75,2.333333,22,2010
29/05/2010,1200,0,,23,,,,,,22,2010
30/05/2010,0,,37.3,,7.9,8.6,28.9,59.75,1.5,23,2010
30/05/2010,1200,0,,22.3,,,,,,23,2010
31/05/2010,0,,33.1,,3.7,11.6,26.24,85.75,2.333333,23,2010
31/05/2010,1200,0,,22.3,,,,,,23,2010
01/06/2010,0,,33.8,,8.5,1.7,26.78,78,0.833333,23,2010
01/06/2010,1200,35.6,,22.3,,,,,,23,2010
02/06/2010,0,,35.2,,8.7,5.2,28.12,66.75,2.5,23,2010
02/06/2010,1200,0,,24,,,,,,23,2010
03/06/2010,0,,35.5,,9.4,6.5,28.14,64.25,1.5,23,2010
03/06/2010,1200,0,,23.3,,,,,,23,2010
04/06/2010,0,,32.6,,4.1,7.9,26,86.75,0.666667,23,2010
04/06/2010,1200,5.8,,23.8,,,,,,23,2010
05/06/2010,0,,33.6,,10.5,10.8,27.44,70,0.9,23,2010
05/06/2010,1200,28.1,,23,,,,,,23,2010
06/06/2010,0,,33.6,,10.7,6,27.08,65,1.166667,24,2010
06/06/2010,1200,0,,21.2,,,,,,24,2010
07/06/2010,0,,34.6,,9.4,5.8,27.72,66,3,24,2010
07/06/2010,1200,0,,23,,,,,,24,2010
08/06/2010,0,,34.6,,9.6,5.8,27.6,63.25,0.833333,24,2010
08/06/2010,1200,0,,22,,,,,,24,2010
09/06/2010,0,,34.6,,10.3,7.2,26.48,64.25,1.1,24,2010
09/06/2010,1200,0,,21,,,,,,24,2010
10/06/2010,0,,35,,10.7,8.6,27.6,53.5,1.766667,24,2010
10/06/2010,1200,0,,19.6,,,,,,24,2010
11/06/2010,0,,34.8,,10.3,9.9,28.16,57.75,0.866667,24,2010
11/06/2010,1200,0,,22,,,,,,24,2010
12/06/2010,0,,34.6,,8.3,8.5,27.24,62.75,1.833333,24,2010
12/06/2010,1200,0,,21,,,,,,24,2010
13/06/2010,0,,34,,7.8,7.3,27.96,65.75,0.5,25,2010
13/06/2010,1200,0,,23.4,,,,,,25,2010
14/06/2010,0,,34.7,,8.3,7.9,28.22,54.25,2.733333,25,2010
14/06/2010,1200,0,,22.2,,,,,,25,2010
15/06/2010,0,,33.2,,5.3,10,27.36,56.5,1.833333,25,2010
15/06/2010,1200,0,,20,,,,,,25,2010
16/06/2010,0,,35.5,,10.3,8.8,28.1,60,2.5,25,2010
16/06/2010,1200,0,,21,,,,,,25,2010
17/06/2010,0,,34.2,,5.7,9,27.92,60.5,0.833333,25,2010
17/06/2010,1200,0,,21.7,,,,,,25,2010
18/06/2010,0,,33.4,,6.1,7.5,27.28,59.75,1.666667,25,2010
18/06/2010,1200,3.6,,23,,,,,,25,2010
19/06/2010,0,,35.3,,9.3,7.5,27.78,60.5,1,25,2010
19/06/2010,1200,0,,22,,,,,,25,2010
20/06/2010,0,,35,,6.5,9.5,27.28,55,3.166667,26,2010
20/06/2010,1200,0,,20,,,,,,26,2010
21/06/2010,0,,36.1,,10.6,9.3,27.5,53,2.266667,26,2010
21/06/2010,1200,0,,21.6,,,,,,26,2010
22/06/2010,0,,36.7,,10.6,10.7,27.58,56.5,0.733333,26,2010
22/06/2010,1200,0,,19,,,,,,26,2010
23/06/2010,0,,36,,8.3,9.9,28,62,1.233333,26,2010
23/06/2010,1200,0,,21,,,,,,26,2010
24/06/2010,0,,35.5,,10.4,9.2,28.3,52,1.5,26,2010
24/06/2010,1200,0,,21.9,,,,,,26,2010
25/06/2010,0,,36.1,,10.7,11.4,28.64,49.5,2.2,26,2010
25/06/2010,1200,0,,22.1,,,,,,26,2010
26/06/2010,0,,36.7,,10.9,12.7,28.02,55.75,2,26,2010
26/06/2010,1200,0,,20,,,,,,26,2010
27/06/2010,0,,36.4,,10.7,11.8,27.54,43.25,1.5,27,2010
27/06/2010,1200,0,,20.4,,,,,,27,2010
28/06/2010,0,,34.9,,9.4,14.8,27.82,53.5,1.666667,27,2010
28/06/2010,1200,0,,20,,,,,,27,2010
29/06/2010,0,,36.9,,8.8,11.2,28.7,53.75,1.333333,27,2010
29/06/2010,1200,0,,21,,,,,,27,2010
30/06/2010,0,,35,,6.6,11,28.52,55.5,1.5,27,2010
30/06/2010,1200,0,,22,,,,,,27,2010
01/07/2010,0,,34.8,,4.9,10.2,28.56,67,2.5,27,2010
01/07/2010,1200,0,,23.5,,,,,,27,2010
02/07/2010,0,,35.3,,6.8,8.2,28.14,66,2,27,2010
02/07/2010,1200,0,,21,,,,,,27,2010
03/07/2010,0,,36.9,,9.9,10,28.88,64,1.25,27,2010
03/07/2010,1200,0,,23.2,,,,,,27,2010
04/07/2010,0,,36,,9.7,10.2,27.78,60,0.9,28,2010
04/07/2010,1200,0,,20.6,,,,,,28,2010
05/07/2010,0,,36.5,,10.4,11.5,27.62,60,1.65,28,2010
05/07/2010,1200,0,,18.4,,,,,,28,2010
06/07/2010,0,,36.6,,10.6,13.1,28,63,1.1,28,2010
06/07/2010,1200,0,,19.6,,,,,,28,2010
07/07/2010,0,,35.5,,4.3,13.2,27.78,60,1.75,28,2010
07/07/2010,1200,0,,20.6,,,,,,28,2010
08/07/2010,0,,35.9,,6.2,12,29.42,64,1.25,28,2010
08/07/2010,1200,0,,24.7,,,,,,28,2010
09/07/2010,0,,37,,8.6,11.6,28.9,69,1.25,28,2010
09/07/2010,1200,0,,23.3,,,,,,28,2010
10/07/2010,0,,35.5,,8.9,9.5,28.78,64,2.5,28,2010
10/07/2010,1200,8.8,,23.2,,,,,,28,2010
11/07/2010,0,,35.7,,5,11.5,28.08,68,1.5,29,2010
11/07/2010,1200,0,,22.9,,,,,,29,2010
12/07/2010,0,,35.9,,9.6,10.7,27.8,67,1.5,29,2010
12/07/2010,1200,0,,21.2,,,,,,29,2010
13/07/2010,0,,34.4,,5.7,12.1,28.18,57,0.85,29,2010
13/07/2010,1200,0,,21.8,,,,,,29,2010
14/07/2010,0,,35.7,,7.8,11.2,28.48,64,1.5,29,2010
14/07/2010,1200,0,,22.6,,,,,,29,2010
15/07/2010,0,,36.7,,10.7,12.5,28.48,63,1.1,29,2010
15/07/2010,1200,0,,21.4,,,,,,29,2010
16/07/2010,0,,34,,3.8,13.5,27.62,71,1.25,29,2010
16/07/2010,1200,0,,21.3,,,,,,29,2010
17/07/2010,0,,36.7,,10.5,9.6,28.66,70,1.75,29,2010
17/07/2010,1200,0,,22.7,,,,,,29,2010
18/07/2010,0,,35.9,,5.9,11.6,28.6,63,0.85,30,2010
18/07/2010,1200,0,,22.9,,,,,,30,2010
19/07/2010,0,,36.7,,9.2,11,28.6,69,1.5,30,2010
19/07/2010,1200,0,,21.6,,,,,,30,2010
20/07/2010,0,,36.7,,10.6,11.5,28,69,1.5,30,2010
20/07/2010,1200,0,,21.8,,,,,,30,2010
21/07/2010,0,,36.9,,9.4,11.9,27.62,68,0.55,30,2010
21/07/2010,1200,0,,20.2,,,,,,30,2010
22/07/2010,0,,35.5,,7.4,11.7,28.5,67,1,30,2010
22/07/2010,1200,0,,21.7,,,,,,30,2010
23/07/2010,0,,33.4,,3.1,10.7,28.32,64,0.85,30,2010
23/07/2010,1200,0,,23.9,,,,,,30,2010
24/07/2010,0,,36.7,,10.8,12,28.98,53,1.1,30,2010
24/07/2010,1200,0,,20.7,,,,,,30,2010
25/07/2010,0,,36.9,,8.7,14.3,29.16,63,0.85,31,2010
25/07/2010,1200,0,,21.6,,,,,,31,2010
26/07/2010,0,,35.8,,7.1,15.3,29.12,70,1.75,31,2010
26/07/2010,1200,0,,24.6,,,,,,31,2010
27/07/2010,0,,37.2,,10.5,11.9,28.54,69,0.75,31,2010
27/07/2010,1200,0,,21.2,,,,,,31,2010
28/07/2010,0,,36.8,,8.9,13.1,29.08,66,0.65,31,2010
28/07/2010,1200,0,,20.9,,,,,,31,2010
29/07/2010,0,,37,,10.5,13.8,28.64,62,1.4,31,2010
29/07/2010,1200,0,,22.3,,,,,,31,2010
30/07/2010,0,,36.3,,11,15.3,27.98,60,1.6,31,2010
30/07/2010,1200,0,,20.4,,,,,,31,2010
31/07/2010,0,,36.7,,10.7,14.5,28.28,61,1,31,2010
31/07/2010,1200,0,,19.8,,,,,,31,2010
01/08/2010,0,,37,,8.5,13.6,28.58,63.5,0.9,32,2010
01/08/2010,1200,0,,21.5,,,,,,32,2010
02/08/2010,0,,37.2,,9.6,12.9,28.8,66,1.666667,32,2010
02/08/2010,1200,0,,23,,,,,,32,2010
03/08/2010,0,,36.9,,10.4,12.8,28.82,61.25,2.5,32,2010
03/08/2010,1200,0,,22.2,,,,,,32,2010
04/08/2010,0,,36.3,,9.4,13.5,28.86,58,3,32,2010
04/08/2010,1200,0,,23,,,,,,32,2010
05/08/2010,0,,37.5,,10.6,13.2,28.58,62.25,2.066667,32,2010
05/08/2010,1200,0,,22.3,,,,,,32,2010
06/08/2010,0,,35.7,,6.5,14.8,27.98,63.75,3.233333,32,2010
06/08/2010,1200,0,,22,,,,,,32,2010
07/08/2010,0,,35.9,,7,12.5,27.38,67.5,1.066667,32,2010
07/08/2010,1200,0,,21.7,,,,,,32,2010
08/08/2010,0,,36.3,,9.4,11.9,27.34,60.25,2.166667,33,2010
08/08/2010,1200,0,,20.4,,,,,,33,2010
09/08/2010,0,,37.4,,11.1,13.2,28.32,59.25,2.4,33,2010
09/08/2010,1200,0,,20,,,,,,33,2010
10/08/2010,0,,34.4,,5.9,15,28.68,63.5,1.333333,33,2010
10/08/2010,1200,0,,22,,,,,,33,2010
11/08/2010,0,,36.5,,10.5,11.7,28.2,57.25,1.9,33,2010
11/08/2010,1200,0,,22,,,,,,33,2010
12/08/2010,0,,36.7,,10.9,14.9,28.04,63,2.5,33,2010
12/08/2010,1200,0,,20.8,,,,,,33,2010
13/08/2010,0,,36.7,,10.7,14,27.78,63.75,2.833333,33,2010
13/08/2010,1200,0,,20,,,,,,33,2010
14/08/2010,0,,36.7,,9.3,14.5,27.78,56.5,2.666667,33,2010
14/08/2010,1200,0,,20,,,,,,33,2010
15/08/2010,0,,37.7,,10.6,13.9,28.04,73.25,0.933333,34,2010
15/08/2010,1200,0,,21.3,,,,,,34,2010
16/08/2010,0,,36.1,,9.5,12.9,27.9,67,1.666667,34,2010
16/08/2010,1200,0,,22,,,,,,34,2010
17/08/2010,0,,37.7,,10.6,12.3,28.48,65.75,2.333333,34,2010
17/08/2010,1200,0,,20.9,,,,,,34,2010
18/08/2010,0,,35.2,,10.3,17.2,27.82,62.25,2,34,2010
18/08/2010,1200,0,,20.1,,,,,,34,2010
19/08/2010,0,,36.3,,11,15.3,27.98,58.5,2.5,34,2010
19/08/2010,1200,0,,20.2,,,,,,34,2010
20/08/2010,0,,36.7,,9.7,14.5,27.9,62,2.5,34,2010
20/08/2010,1200,0,,21,,,,,,34,2010
21/08/2010,0,,36.5,,10.4,11.3,28.18,69.75,1.233333,34,2010
21/08/2010,1200,0,,22.3,,,,,,34,2010
22/08/2010,0,,35.8,,9.3,15.1,28.28,73.5,2.166667,35,2010
22/08/2010,1200,0,,23.5,,,,,,35,2010
23/08/2010,0,,36.5,,10.7,13.6,28.38,63,1.833333,35,2010
23/08/2010,1200,0,,22.8,,,,,,35,2010
24/08/2010,0,,37.9,,10.5,13.2,28.54,59.75,1.666667,35,2010
24/08/2010,1200,0,,22,,,,,,35,2010
25/08/2010,0,,37.7,,10.2,15,28.9,62,1.9,35,2010
25/08/2010,1200,0,,23,,,,,,35,2010
26/08/2010,0,,37.8,,10.9,13.5,29.1,62.25,3.333333,35,2010
26/08/2010,1200,0,,22.5,,,,,,35,2010
27/08/2010,0,,38.1,,10.1,13.6,28.62,60.5,3.433333,35,2010
27/08/2010,1200,0,,21,,,,,,35,2010
28/08/2010,0,,38.1,,9.8,14,28.74,57.5,2.833333,35,2010
28/08/2010,1200,0,,22.8,,,,,,35,2010
29/08/2010,0,,38,,10.5,12.1,28.56,68.5,1.833333,36,2010
29/08/2010,1200,0,,21.6,,,,,,36,2010
30/08/2010,0,,36.9,,9.9,13.5,28.62,62.25,2.666667,36,2010
30/08/2010,1200,0,,23,,,,,,36,2010
31/08/2010,0,,36.9,,8.8,13.7,28.46,63.25,2.333333,36,2010
31/08/2010,1200,0,,21,,,,,,36,2010
01/09/2010,0,,36.7,,10.1,15.1,29.1,50,2.166667,36,2010
01/09/2010,1200,0,,22.4,,,,,,36,2010
02/09/2010,0,,36.9,,10.1,15,28.1,60,2.666667,36,2010
02/09/2010,1200,0,,20.4,,,,,,36,2010
03/09/2010,0,,36.1,,10.5,14.4,28.22,58.5,2.166667,36,2010
03/09/2010,1200,0,,21,,,,,,36,2010
04/09/2010,0,,37.1,,10.1,13.3,28.26,64.5,2,36,2010
04/09/2010,1200,0,,21.3,,,,,,36,2010
05/09/2010,0,,37.1,,10.1,13.5,28.54,60.5,3.333333,37,2010
05/09/2010,1200,0,,23,,,,,,37,2010
06/09/2010,0,,38.1,,9.7,11.5,28.08,64,2.333333,37,2010
06/09/2010,1200,0,,21.9,,,,,,37,2010
07/09/2010,0,,37.1,,10.8,12.5,27.82,61.75,3,37,2010
07/09/2010,1200,0,,21,,,,,,37,2010
08/09/2010,0,,37,,10.7,14.9,27.64,59.75,2,37,2010
08/09/2010,1200,0,,20.2,,,,,,37,2010
09/09/2010,0,,36.9,,10.7,13.1,28.22,61.75,2.666667,37,2010
09/09/2010,1200,0,,21.9,,,,,,37,2010
10/09/2010,0,,35.9,,9.2,16.5,28.8,62,3.166667,37,2010
10/09/2010,1200,0,,22.9,,,,,,37,2010
11/09/2010,0,,38.1,,11.1,14,28.66,56,3,37,2010
11/09/2010,1200,0,,22,,,,,,37,2010
12/09/2010,0,,36.9,,10.3,16.8,28.22,56.25,3.666667,38,2010
12/09/2010,1200,0,,21,,,,,,38,2010
13/09/2010,0,,37.7,,10.5,14.2,28.74,51.75,4.5,38,2010
13/09/2010,1200,0,,20.8,,,,,,38,2010
14/09/2010,0,,37.7,,10.7,15.8,29.1,53,2.166667,38,2010
14/09/2010,1200,0,,22,,,,,,38,2010
15/09/2010,0,,38.3,,10.2,16.2,28.84,59.25,1.666667,38,2010
15/09/2010,1200,0,,22.1,,,,,,38,2010
16/09/2010,0,,38.1,,10.6,14.8,28.72,60.75,2.333333,38,2010
16/09/2010,1200,0,,22.4,,,,,,38,2010
17/09/2010,0,,37.7,,10.6,14,28.62,59.5,2.5,38,2010
17/09/2010,1200,0,,21.2,,,,,,38,2010
18/09/2010,0,,37.5,,10.6,14.8,28.78,59.25,0.9,38,2010
18/09/2010,1200,0,,22.7,,,,,,38,2010
19/09/2010,0,,37.5,,10.3,14.9,28.38,61.25,4.5,39,2010
19/09/2010,1200,0,,22,,,,,,39,2010
20/09/2010,0,,37.1,,8.8,14.3,28.7,54.25,2,39,2010
20/09/2010,1200,0,,23,,,,,,39,2010
21/09/2010,0,,37.8,,10.9,13.3,29.08,44.75,1.666667,39,2010
21/09/2010,1200,0,,21,,,,,,39,2010
22/09/2010,0,,37.8,,10.8,13.4,28.9,50.75,2.5,39,2010
22/09/2010,1200,0,,21.9,,,,,,39,2010
23/09/2010,0,,37.9,,10.6,11.1,28.28,54.5,2.666667,39,2010
23/09/2010,1200,0,,21.6,,,,,,39,2010
24/09/2010,0,,37.9,,11.2,16.1,32.54,33.25,3.666667,39,2010
24/09/2010,1200,0,,21,,,,,,39,2010
25/09/2010,0,,37.1,,10.9,15.9,28.52,56.25,4.5,39,2010
25/09/2010,1200,0,,21.3,,,,,,39,2010
26/09/2010,0,,37.7,,10.6,16.5,28.96,49.75,4.733333,40,2010
26/09/2010,1200,0,,23.8,,,,,,40,2010
27/09/2010,0,,37.9,,10.7,15.5,28.42,57,2.833333,40,2010
27/09/2010,1200,0,,21,,,,,,40,2010
28/09/2010,0,,38.1,,10.8,15.6,28.94,55.75,2.833333,40,2010
28/09/2010,1200,0,,22.8,,,,,,40,2010
29/09/2010,0,,38.1,,10.7,14.7,28.38,58,2.5,40,2010
29/09/2010,1200,0,,22,,,,,,40,2010
30/09/2010,0,,38.5,,10.5,12.8,28.68,53.5,2,40,2010
30/09/2010,1200,0,,22.3,,,,,,40,2010
01/10/2010,0,,38.1,,10.7,14.8,28.62,51.5,2.833333,40,2010
01/10/2010,1200,0,,22,,,,,,40,2010
02/10/2010,0,,37.5,,10.4,14.2,28.66,55.25,2.666667,40,2010
02/10/2010,1200,0,,23.5,,,,,,40,2010
03/10/2010,0,,38.9,,9.9,13.5,28.74,52,2.166667,41,2010
03/10/2010,1200,0,,21,,,,,,41,2010
04/10/2010,0,,38.7,,10.6,13.5,28.74,52.25,3.5,41,2010
04/10/2010,1200,0,,22,,,,,,41,2010
05/10/2010,0,,38.1,,10.7,14.8,28.94,48.75,2.333333,41,2010
05/10/2010,1200,0,,23,,,,,,41,2010
06/10/2010,0,,38.4,,10.8,15.7,28.2,52.75,2.666667,41,2010
06/10/2010,1200,0,,20.8,,,,,,41,2010
07/10/2010,0,,39.2,,10.3,13.6,28.26,53.75,2.166667,41,2010
07/10/2010,1200,0,,21.7,,,,,,41,2010
08/10/2010,0,,37.8,,10.6,14.2,29.2,49.25,2.833333,41,2010
08/10/2010,1200,0,,23.8,,,,,,41,2010
09/10/2010,0,,39,,10.5,14.1,28.88,52.25,3.5,41,2010
09/10/2010,1200,0,,21,,,,,,41,2010
10/10/2010,0,,38.1,,8.7,13.2,28.5,55.25,2,42,2010
10/10/2010,1200,0,,22.5,,,,,,42,2010
11/10/2010,0,,36.5,,7.1,14.6,28.66,50.25,2.5,42,2010
11/10/2010,1200,0,,22.6,,,,,,42,2010
12/10/2010,0,,37.5,,10.1,13.7,28.78,53.5,1.666667,42,2010
12/10/2010,1200,0,,22.2,,,,,,42,2010
13/10/2010,0,,37.5,,9.7,14,28.54,51,3,42,2010
13/10/2010,1200,0,,22,,,,,,42,2010
14/10/2010,0,,37.1,,9.4,14.5,28.98,50.25,3.333333,42,2010
14/10/2010,1200,0,,23.1,,,,,,42,2010
15/10/2010,0,,38.3,,10.1,16.7,29,52.5,4,42,2010
15/10/2010,1200,0,,22.1,,,,,,42,2010
16/10/2010,0,,37.3,,10,13.3,28.7,46.5,1.666667,42,2010
16/10/2010,1200,0,,22.3,,,,,,42,2010
17/10/2010,0,,38.3,,10.4,15,28.9,53,3.166667,43,2010
17/10/2010,1200,0,,21,,,,,,43,2010
18/10/2010,0,,37.4,,6.4,14.2,28.14,58.5,1.166667,43,2010
18/10/2010,1200,0,,23,,,,,,43,2010
19/10/2010,0,,36.8,,6.3,11.1,28.28,61.75,1,43,2010
19/10/2010,1200,0,,24,,,,,,43,2010
20/10/2010,0,,37.7,,10.8,10,28.66,57.75,3.333333,43,2010
20/10/2010,1200,0,,23,,,,,,43,2010
21/10/2010,0,,37.9,,9.1,13.2,29.08,57.5,2.666667,43,2010
21/10/2010,1200,0,,23.8,,,,,,43,2010
22/10/2010,0,,35.8,,4.8,11.8,27.52,67.5,2.266667,43,2010
22/10/2010,1200,0,,23.4,,,,,,43,2010
23/10/2010,0,,32.6,,3.3,7.6,27.32,68.75,1.666667,43,2010
23/10/2010,1200,9.9,,23.2,,,,,,43,2010
24/10/2010,0,,36.9,,7.7,7.7,28.86,62,1.233333,44,2010
24/10/2010,1200,0,,24.1,,,,,,44,2010
25/10/2010,0,,37.5,,9.1,10.7,28.92,58.25,2.333333,44,2010
25/10/2010,1200,0,,25.3,,,,,,44,2010
26/10/2010,0,,37.1,,9.7,12.1,28.42,58,1,44,2010
26/10/2010,1200,0,,23,,,,,,44,2010
27/10/2010,0,,38.5,,10.6,10.7,28.8,55.25,1.666667,44,2010
27/10/2010,1200,0,,21.9,,,,,,44,2010
28/10/2010,0,,36.5,,6.1,11.8,28.58,63.25,1.333333,44,2010
28/10/2010,1200,0,,25.6,,,,,,44,2010
29/10/2010,0,,37.1,,6.9,10.2,28.7,57.25,1.566667,44,2010
29/10/2010,1200,0,,23.8,,,,,,44,2010
30/10/2010,0,,37.3,,8.8,10.7,28.26,58.75,1.666667,44,2010
30/10/2010,1200,0,,21.9,,,,,,44,2010
31/10/2010,0,,37.9,,11.1,12.5,28.62,51,3.833333,45,2010
31/10/2010,1200,0,,21.2,,,,,,45,2010
01/11/2010,0,,37.7,,11.4,15,29.14,50,2.833333,45,2010
01/11/2010,1200,0,,21.2,,,,,,45,2010
02/11/2010,0,,38.3,,10.9,14.1,29.56,50.25,2.5,45,2010
02/11/2010,1200,0,,24.9,,,,,,45,2010
03/11/2010,0,,37.7,,10.4,12.7,28.52,56.75,2.666667,45,2010
03/11/2010,1200,0,,23,,,,,,45,2010
04/11/2010,0,,38.2,,9,10.7,29.1,55.75,3.333333,45,2010
04/11/2010,1200,0,,24.4,,,,,,45,2010
05/11/2010,0,,37.8,,10.1,14.5,29.42,49.25,4,45,2010
05/11/2010,1200,0,,22.1,,,,,,45,2010
06/11/2010,0,,38.7,,10,15.8,29.48,53.25,4.833333,45,2010
06/11/2010,1200,0,,23.9,,,,,,45,2010
07/11/2010,0,,37.9,,9.4,14.7,29.42,55.75,1.5,46,2010
07/11/2010,1200,0,,22.5,,,,,,46,2010
08/11/2010,0,,38.9,,11,14.2,29.66,52.75,3.166667,46,2010
08/11/2010,1200,0,,23.6,,,,,,46,2010
09/11/2010,0,,38.7,,11.2,14.8,29.32,45.25,2.833333,46,2010
09/11/2010,1200,0,,21.3,,,,,,46,2010
10/11/2010,0,,37.9,,10.4,15.2,29.12,49.25,2.333333,46,2010
10/11/2010,1200,0,,22,,,,,,46,2010
11/11/2010,0,,37.5,,10.2,14.1,29,56.25,2.333333,46,2010
11/11/2010,1200,0,,22,,,,,,46,2010
12/11/2010,0,,38.9,,11,12.6,29.58,51,3.833333,46,2010
12/11/2010,1200,0,,22,,,,,,46,2010
13/11/2010,0,,39,,11,14.6,29.78,45.75,1.666667,46,2010
13/11/2010,1200,0,,22.9,,,,,,46,2010
14/11/2010,0,,37.9,,8.7,15.3,29.6,52,4.5,47,2010
14/11/2010,1200,0,,22.9,,,,,,47,2010
15/11/2010,0,,37.1,,8.9,14.6,29.08,58.5,2,47,2010
15/11/2010,1200,0,,24.9,,,,,,47,2010
16/11/2010,0,,36.8,,7.3,9.9,28.58,60.75,2.833333,47,2010
16/11/2010,1200,0,,22.8,,,,,,47,2010
17/11/2010,0,,36.7,,8.9,10.2,28.22,62,3.333333,47,2010
17/11/2010,1200,0,,22.5,,,,,,47,2010
18/11/2010,0,,37.9,,9.5,12.3,28.66,53,2.666667,47,2010
18/11/2010,1200,0,,21.9,,,,,,47,2010
19/11/2010,0,,38.1,,9.5,13.7,29.82,54,2.233333,47,2010
19/11/2010,1200,0,,25,,,,,,47,2010
20/11/2010,0,,35.9,,4.9,13.3,28.9,58.75,3.166667,47,2010
20/11/2010,1200,0,,25,,,,,,47,2010
21/11/2010,0,,38.5,,10.7,12.6,29.18,49.5,2.833333,48,2010
21/11/2010,1200,0,,23.3,,,,,,48,2010
22/11/2010,0,,37.5,,9,14.4,28.38,58.25,3,48,2010
22/11/2010,1200,0,,22,,,,,,48,2010
23/11/2010,0,,36.4,,8.8,12.8,28.2,55.75,3.166667,48,2010
23/11/2010,1200,0,,22,,,,,,48,2010
24/11/2010,0,,36.7,,6.7,11.9,28.74,59.75,4.166667,48,2010
24/11/2010,1200,0,,23.8,,,,,,48,2010
25/11/2010,0,,37.3,,9.3,12.9,29.18,51.25,3,48,2010
25/11/2010,1200,0,,22.8,,,,,,48,2010
26/11/2010,0,,37.9,,10.3,14,28.68,53.5,4.166667,48,2010
26/11/2010,1200,0,,21.9,,,,,,48,2010
27/11/2010,0,,38,,9.1,12.5,29,57.25,1.566667,48,2010
27/11/2010,1200,0,,22.5,,,,,,48,2010
28/11/2010,0,,37.5,,7.2,12.1,29.08,58.25,3.333333,49,2010
28/11/2010,1200,0,,24.1,,,,,,49,2010
29/11/2010,0,,37.7,,8.5,12.1,29.26,54.75,3.166667,49,2010
29/11/2010,1200,0,,24,,,,,,49,2010
